player_id,player_name,day_of_birth,month_of_birth,year_of_birth,pob,cob,dob,position,height,foot,citizenship,second_citizenship,league_code,season
342209,kévin n'doram,22,1,1996,Saint-Sébastien-sur-Loire,France,1996-01-22,midfield - Defensive Midfield,185,right,,Chad,FR1,2021
413118,sikou niakaté,10,7,1999,Montreuil,France,1999-07-10,Defender - Centre-Back,186,left,,Mali,FR1,2021
205587,opa nguette,8,7,1994,Mantes-la-Jolie,France,1994-07-08,attack - Left Winger,182,right,,France,FR1,2021
649020,boubacar traoré,20,8,2001,Bamako,Mali,2001-08-20,midfield - Central Midfield,183,,Mali,,FR1,2021
293944,habib maïga,1,1,1996,Gagnoa,Cote d'Ivoire,1996-01-01,midfield - Defensive Midfield,181,right,Cote d'Ivoire,,FR1,2021
353211,vagner,10,1,1996,Mindelo,Cape Verde,1996-01-10,attack - Right Winger,168,right,,Portugal,FR1,2021
506009,amine bassi,27,11,1997,Bezons,France,1997-11-27,midfield - Attacking Midfield,173,right,,France,FR1,2021
743500,william mikelbrencis,25,2,2004,Forbach,France,2004-02-25,Defender - Right-Back,,right,France,,FR1,2021
344886,matthieu udol,20,3,1996,Metz,France,1996-03-20,Defender - Left-Back,178,left,,Guadeloupe,FR1,2021
815359,502 bad gateway,,,,,,,,,,,,FR1,2021
568701,lamine gueye,13,3,1998,M'bour,Senegal,1998-03-13,attack - Right Winger,178,,Senegal,,FR1,2021
729814,georges mikautadze,31,10,2000,Lyon,France,2000-10-31,attack - Centre-Forward,176,right,,France,FR1,2021
211637,kiki kouyaté,15,4,1997,Bamako,Mali,1997-04-15,Defender - Centre-Back,192,both,Mali,,FR1,2021
568702,papa ndiaga yade,5,1,2000,Saint-Louis,Senegal,2000-01-05,attack - Second Striker,186,left,Senegal,,FR1,2021
126699,vincent pajot,19,8,1990,Domont,France,1990-08-19,midfield - Defensive Midfield,180,right,France,,FR1,2021
434358,sofiane alakouch,29,7,1998,Nîmes,France,1998-07-29,Defender - Right-Back,175,right,,Morocco,FR1,2021
384859,fabien centonze,16,1,1996,Voiron,France,1996-01-16,Defender - Right-Back,182,right,France,,FR1,2021
620315,lenny lacroix,6,2,2003,Strasbourg,France,2003-02-06,Defender - Centre-Back,186,,France,,FR1,2021
202318,farid boulaya,25,2,1993,Vitrolles,France,1993-02-25,midfield - Attacking Midfield,180,right,,France,FR1,2021
490417,ibrahima niane,11,3,1999,M'bour,Senegal,1999-03-11,attack - Centre-Forward,187,right,,France,FR1,2021
127075,manuel cabit,3,6,1993,Fort-de-France,Martinique,1993-06-03,Defender - Left-Back,180,left,,France,FR1,2021
205465,marc-aurèle caillard,12,5,1994,Melun,France,1994-05-12,Goalkeeper,191,right,France,,FR1,2021
591914,warren tchimbembé,21,4,1998,Gonesse,France,1998-04-21,midfield - Right Midfield,180,right,,Congo,FR1,2021
568696,cheikh sabaly,4,3,1999,Kolda,Senegal,1999-03-04,attack - Left Winger,168,right,Senegal,,FR1,2021
56809,alexandre oukidja,19,7,1988,Nevers,France,1988-07-19,Goalkeeper,184,right,,France,FR1,2021
450417,dylan bronn,19,6,1995,Cannes,France,1995-06-19,Defender - Centre-Back,186,right,,France,FR1,2021
666975,ousmane ba,6,6,2002,Rufisque,Senegal,2002-06-06,Goalkeeper,185,right,Senegal,,FR1,2021
170961,thomas delaine,24,3,1992,Lens,France,1992-03-24,Defender - Left-Back,180,left,France,,FR1,2021
568693,pape sarr,14,9,2002,Thiaroye,Senegal,2002-09-14,midfield - Defensive Midfield,184,right,Senegal,,FR1,2021
730581,loïc badé,11,4,2000,Sèvres,France,2000-04-11,Defender - Centre-Back,191,right,,Cote d'Ivoire,FR1,2021
297070,hamari traoré,27,1,1992,Bamako,Mali,1992-01-27,Defender - Right-Back,175,right,Mali,,FR1,2021
266359,benjamin bourigeaud,14,1,1994,Calais,France,1994-01-14,midfield - Central Midfield,177,right,France,,FR1,2021
285323,baptiste santamaria,9,3,1995,Saint-Doulchard,France,1995-03-09,midfield - Defensive Midfield,183,right,France,,FR1,2021
23974,romain salin,29,7,1984,Mayenne,France,1984-07-29,Goalkeeper,189,left,France,,FR1,2021
711969,lorenz assignon,22,6,2000,Grasse,France,2000-06-22,Defender - Right-Back,181,right,,Togo,FR1,2021
486049,jérémy doku,27,5,2002,Borgerhout,Belgium,2002-05-27,attack - Right Winger,171,right,,Ghana,FR1,2021
378953,gerzino nyamsi,22,1,1997,Saint-Brieuc,France,1997-01-22,Defender - Centre-Back,194,right,,Cameroon,FR1,2021
357072,faitout maouassa,6,7,1998,Villepinte,France,1998-07-06,Defender - Left-Back,170,left,,Congo,FR1,2021
442891,martin terrier,4,3,1997,Armentières,France,1997-03-04,attack - Left Winger,184,right,France,,FR1,2021
607226,loum tchaouna,8,9,2003,N'Djamena,Chad,2003-09-08,attack - Centre-Forward,180,left,,Chad,FR1,2021
163568,alfred gomis,5,9,1993,Ziguinchor,Senegal,1993-09-05,Goalkeeper,196,right,,Italy,FR1,2021
394328,rafik guitane,26,5,1999,Évreux,France,1999-05-26,midfield - Attacking Midfield,164,right,,Algeria,FR1,2021
157501,m'baye niang,19,12,1994,Meulan,France,1994-12-19,attack - Centre-Forward,188,right,,France,FR1,2021
711976,andy diouf,17,5,2003,Neuilly-sur-Seine,France,2003-05-17,attack - Right Winger,181,left,,Senegal,FR1,2021
202278,flavien tait,2,2,1993,Longjumeau,France,1993-02-02,midfield - Central Midfield,175,right,France,,FR1,2021
546880,brandon soppy,21,2,2002,Aubervilliers,France,2002-02-21,Defender - Right-Back,181,right,,Cote d'Ivoire,FR1,2021
711996,warmed omari,23,4,2000,Bandraboua,Mayotte,2000-04-23,Defender - Centre-Back,185,right,,Comoros,FR1,2021
270541,serhou guirassy,12,3,1996,Arles,France,1996-03-12,attack - Centre-Forward,187,right,,Guinea,FR1,2021
353399,romain del castillo,29,3,1996,Lyon,France,1996-03-29,attack - Right Winger,172,left,,Spain,FR1,2021
346291,james léa siliki,12,6,1996,Sarcelles,France,1996-06-12,midfield - Central Midfield,183,left,,France,FR1,2021
654539,adrien truffert,20,11,2001,Liège,Belgium,2001-11-20,Defender - Left-Back,173,left,,Belgium,FR1,2021
640428,eduardo camavinga,10,11,2002,Miconje,Angola,2002-11-10,midfield - Central Midfield,182,left,,Congo,FR1,2021
288237,jérémy gélin,24,4,1997,Quimper,France,1997-04-24,Defender - Centre-Back,183,right,France,,FR1,2021
282250,birger meling,17,12,1994,Stavanger,Norway,1994-12-17,Defender - Left-Back,173,left,Norway,,FR1,2021
659543,matthis abline,28,3,2003,Angers,France,2003-03-28,attack - Centre-Forward,176,right,France,,FR1,2021
361914,nayef aguerd,30,3,1996,Kénitra,Morocco,1996-03-30,Defender - Centre-Back,190,left,Morocco,,FR1,2021
711999,lesley ugochukwu,26,3,2004,Rennes,France,2004-03-26,midfield - Defensive Midfield,188,,,Nigeria,FR1,2021
576033,dogan alemdar,29,10,2002,Kayseri,Turkey,2002-10-29,Goalkeeper,189,right,Turkey,,FR1,2021
685086,pépé bonet,13,2,2003,Kinshasa,DR Congo,2003-02-13,Goalkeeper,193,right,,France,FR1,2021
127142,jonas martin,9,4,1990,Besançon,France,1990-04-09,midfield - Central Midfield,184,right,France,,FR1,2021
395519,metehan güçlü,2,4,1999,Montfermeil,France,1999-04-02,attack - Centre-Forward,182,left,,France,FR1,2021
746695,kamaldeen sulemana,15,2,2002,Techiman,Ghana,2002-02-15,attack - Left Winger,175,right,Ghana,,FR1,2021
596901,abdel medioub,28,8,1997,Marseille,France,1997-08-28,Defender - Centre-Back,197,right,,France,FR1,2021
288241,enock kwateng,9,4,1997,Mantes-la-Jolie,France,1997-04-09,Defender - Right-Back,181,right,,Ghana,FR1,2021
540641,davy rouyard,17,8,1999,Pointe-à-Pitre,Guadeloupe,1999-08-17,Goalkeeper,194,right,,France,FR1,2021
647787,malcom bokele mputu,12,2,2000,Lyon,France,2000-02-12,Defender - Centre-Back,193,right,,Cameroon,FR1,2021
334835,toma basic,25,11,1996,Zagreb,Croatia,1996-11-25,midfield - Central Midfield,190,left,Croatia,,FR1,2021
18909,jimmy briand,2,8,1985,Vitry-sur-Seine,France,1985-08-02,attack - Centre-Forward,183,right,,Martinique,FR1,2021
538998,timothée pembélé,9,9,2002,Beaumont-sur-Oise,France,2002-09-09,Defender - Centre-Back,182,right,,DR Congo,FR1,2021
540665,amadou traoré,7,3,2002,Paris,France,2002-03-07,attack - Right Winger,177,right,,Guinea,FR1,2021
314944,ricardo mangas,19,3,1998,Lisboa,Portugal,1998-03-19,Defender - Left-Back,179,left,Portugal,,FR1,2021
43256,paul baysse,18,5,1988,Bordeaux,France,1988-05-18,Defender - Centre-Back,185,right,France,,FR1,2021
344591,gaëtan poussin,13,1,1999,Le Mans,France,1999-01-13,Goalkeeper,186,right,France,,FR1,2021
371150,loïc bessile,19,2,1999,Toulouse,France,1999-02-19,Defender - Centre-Back,183,left,,France,FR1,2021
424051,samuel kalu,26,8,1997,Abia State,Nigeria,1997-08-26,attack - Right Winger,177,right,Nigeria,,FR1,2021
460654,mehdi zerkane,15,7,1999,Clermont-Ferrand,France,1999-07-15,attack - Right Winger,186,left,,France,FR1,2021
397171,gideon mensah,18,7,1998,Accra,Ghana,1998-07-18,Defender - Left-Back,178,left,Ghana,,FR1,2021
847759,tom lacoux,25,1,2002,Bordeaux,France,2002-01-25,midfield - Central Midfield,175,right,France,,FR1,2021
99352,rubén pardo,22,10,1992,Logroño,Spain,1992-10-22,midfield - Central Midfield,181,right,Spain,,FR1,2021
399543,rémi oudin,18,11,1996,Châlons-en-Champagne,France,1996-11-18,attack - Right Winger,186,left,France,,FR1,2021
557615,darren lima semedo,27,4,2002,Le Cannet,France,2002-04-27,Goalkeeper,190,right,,Cape Verde,FR1,2021
76277,laurent koscielny,10,9,1985,Tulle,France,1985-09-10,Defender - Centre-Back,186,right,,Poland,FR1,2021
540664,dilane bakwa,26,8,2002,Créteil,France,2002-08-26,attack - Centre-Forward,179,right,,DR Congo,FR1,2021
557612,sékou mara,30,7,2002,Paris,France,2002-07-30,attack - Centre-Forward,184,right,,Senegal,FR1,2021
22628,benoît costil,3,7,1987,Caen,France,1987-07-03,Goalkeeper,188,right,France,,FR1,2021
453824,josh maja,27,12,1998,London,England,1998-12-27,attack - Centre-Forward,180,right,,England,FR1,2021
740674,issouf sissokho,30,1,2002,Bamako,Mali,2002-01-30,midfield - Central Midfield,173,right,Mali,,FR1,2021
127610,mexer,8,9,1988,Maputo,Mozambique,1988-09-08,Defender - Centre-Back,188,right,Mozambique,,FR1,2021
312314,otávio,4,5,1994,Maceió,Brazil,1994-05-04,midfield - Defensive Midfield,173,right,Brazil,,FR1,2021
119085,loris benito,7,1,1992,Aarau,Switzerland,1992-01-07,Defender - Left-Back,184,left,,Spain,FR1,2021
357992,raoul bellanova,17,5,2000,Rho,Italy,2000-05-17,Defender - Right-Back,188,right,Italy,,FR1,2021
260166,ui-jo hwang,28,8,1992,"Seongnam, Gyeonggi","Korea, South",1992-08-28,attack - Centre-Forward,185,both,"Korea, South",,FR1,2021
395236,yacine adli,29,7,2000,Vitry-sur-Seine,France,2000-07-29,midfield - Attacking Midfield,186,right,,Algeria,FR1,2021
474662,hugo magnetti,30,5,1998,Marseille,France,1998-05-30,midfield - Central Midfield,172,left,France,,FR1,2021
395251,sébastien cibois,2,3,1998,Argenteuil,France,1998-03-02,Goalkeeper,192,right,France,,FR1,2021
357047,gautier larsonneur,23,2,1997,Saint-Renan,France,1997-02-23,Goalkeeper,181,right,France,,FR1,2021
138055,haris belkebla,28,1,1994,Drancy,France,1994-01-28,midfield - Central Midfield,177,right,,France,FR1,2021
170544,christophe hérelle,22,8,1992,Nizza,France,1992-08-22,Defender - Centre-Back,188,right,,France,FR1,2021
