Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
903,1,4a4m18zkb35qgn6h57rhuhu51,92432,90,34,Right Centre Back,James,Marcelin,J. Marcelin,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,46,32,6,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,56,3,0,1,2,6,50.0%,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,37,19,0,41.3%,82.6%,13,0,25,0,29,17,0,20.2,1,100.0%,1,0.00,0,0,0,0,0,0,73.7%,5,1,0,0.00,0.00,0.00,0,0,-,0,FOR vs EDM,2019-07-06,4ypbcugzi0b9jaqs2xkhvvv56,15377,4a4m18zkb35qgn6h57rhuhu51:1052410,FOR vs EDM (2019-07-06)
903,1,ar6i26vtb7c9tjfrlul7pp3v9,108975,72,27,Central Midfielder,Julian,Büscher,J. Büscher,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,2,43,23,15,0.09,0,0,0.47,0,1,1,0,1,0,0,0,5,0,0,0,56,7,2,1,2,6,75.0%,1,1,11,0,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,16,28,0,23.3%,88.4%,18,9,11,9,12,22,0,18.2,1,33.3%,3,0.00,27,0,0,0,0,1,70.0%,3,3,0,0.03,0.06,0.09,1,0,0.04,2,PAC vs CAV,2019-07-06,4z7uwbvrigyaaxjbfvbl02d0q,15380,ar6i26vtb7c9tjfrlul7pp3v9:1052412,PAC vs CAV (2019-07-06)
903,1,ddyudctrqh7j4vqoofwg0oull,232384,85,21,Right Midfielder,Malyk,Hamilton,M. Hamilton,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,40,25,7,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,56,5,1,1,0,3,40.0%,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,17,30,2,32.5%,80.0%,18,3,11,5,13,22,0,14.1,3,-,0,0.00,0,0,0,0,3,3,53.8%,2,1,0,0.00,0.00,0.00,0,0,-,0,PAC vs CAV,2019-07-06,4z7uwbvrigyaaxjbfvbl02d0q,15380,ddyudctrqh7j4vqoofwg0oull:1052412,PAC vs CAV (2019-07-06)
903,1,1mcgu1zocg8bwfrncptuvfm51,90443,90,34,Left Centre Back,Mason,Trafford,M. Trafford,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,54,42,4,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,56,1,0,0,0,1,-,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,45,11,0,35.2%,85.2%,9,0,37,0,43,11,0,19.7,0,100.0%,2,0.00,0,0,0,0,0,0,68.4%,1,0,0,0.00,0.00,0.00,0,0,-,0,CAV vs FOR,2019-06-22,4vss0kvhfu78tzig6ibaksnl6,15377,1mcgu1zocg8bwfrncptuvfm51:1052402,CAV vs FOR (2019-06-22)
903,1,1mcgu1zocg8bwfrncptuvfm51,90443,90,34,Left Centre Back,Mason,Trafford,M. Trafford,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,46,30,8,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,56,1,1,0,1,7,50.0%,5,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,41,11,2,45.7%,82.6%,7,2,29,2,35,9,0,25.1,1,100.0%,1,0.00,0,0,0,0,0,0,61.9%,6,1,0,0.00,0.00,0.00,0,0,-,0,EDM vs CAV,2019-09-12,5d39lhqhi4m6uwfvxw1ghdfu2,6925,1mcgu1zocg8bwfrncptuvfm51:1052448,EDM vs CAV (2019-09-12)
903,1,57sscey83fcglkmcrtpp28k5,90727,90,31,Defensive Midfielder,Ramon,Soria,Soria,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,4,43,19,10,0.25,0,0,0.00,1,0,0,0,0,0,0,0,3,0,0,0,56,3,0,1,1,4,100.0%,2,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,16,29,3,34.9%,67.4%,19,2,8,5,12,26,0,20.5,0,66.7%,3,0.00,10,0,1,0,0,2,40.0%,3,1,0,0.25,0.00,0.25,0,0,0.25,1,CAV vs EDM,2019-05-18,4olbjfy802p7g4xn3im4auooa,15381,57sscey83fcglkmcrtpp28k5:1052388,CAV vs EDM (2019-05-18)
903,1,7lqj7hx4na2kvl5doan797vmx,250776,90,26,Right Centre Back,Dominick,Zator,D. Zator,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,39,20,7,0.00,0,0,0.00,0,0,0,0,0,0,0,0,7,0,0,0,56,2,0,1,4,11,100.0%,6,1,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31,24,0,51.3%,69.2%,11,1,15,1,18,20,0,22.2,0,83.3%,6,0.00,0,0,0,0,0,0,55.0%,11,0,0,0.00,0.00,0.00,0,0,-,0,FOR vs CAV,2019-05-12,4m1cw8f5lec9czmckqvw6rwbu,15377,7lqj7hx4na2kvl5doan797vmx:1052384,FOR vs CAV (2019-05-12)
903,1,7lqj7hx4na2kvl5doan797vmx,250776,90,26,Right Back,Dominick,Zator,D. Zator,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,26,6,5,0.00,0,0,0.00,0,0,0,0,0,0,0,0,7,0,0,0,56,3,0,4,3,11,100.0%,4,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,26,28,0,69.2%,42.3%,7,0,4,0,11,15,0,20.2,0,40.0%,5,0.00,0,0,0,0,1,1,22.2%,9,2,0,0.00,0.00,0.00,0,0,-,0,FOR vs CAV,2019-10-26,7exzoqwijjljpmysgu6cw2nai,15377,7lqj7hx4na2kvl5doan797vmx:2031831,FOR vs CAV (2019-10-26)
903,1,6pi1u2mdt56ns3pqkdjp772s5,245004,90,25,Left Winger,Christopher Lenroy,Nanco,C. Nanco,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,24,5,10,0.04,0,0,0.05,0,0,0,1,1,8,0,0,7,2,0,0,56,9,4,0,1,5,66.7%,0,0,8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,28,5,23,6,45.8%,62.5%,10,4,1,8,2,14,0,16.1,2,0.0%,1,0.00,20,0,0,0,0,0,36.4%,1,1,3,0.04,0.00,0.04,1,0,0.04,1,FOR vs CAV,2019-10-16,5n3wpjv5f0ccbrfa73tl80qju,15381,6pi1u2mdt56ns3pqkdjp772s5:1052467,FOR vs CAV (2019-10-16)
903,1,1yufrkhruoxnyg54sxgduilt5,423654,90,24,Right Back,Jeannot,Esua,J. Esua,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,31,15,7,0.00,0,1,0.42,0,1,0,1,1,0,0,0,1,0,0,0,56,2,0,1,2,8,100.0%,4,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,32,16,0,41.9%,71.0%,9,2,11,2,17,12,0,20.8,0,0.0%,2,0.00,0,0,0,0,3,3,53.8%,8,0,0,0.00,0.00,0.00,0,0,-,0,EDM vs FOR,2019-06-27,4xcxod07s7mr6wtsej0ymo60a,15377,1yufrkhruoxnyg54sxgduilt5:1052406,EDM vs FOR (2019-06-27)
903,1,c71o8hujd9joixq9ge68i4qg9,156664,90,25,Left Back,Nathan,Mavila,N. Mavila,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,33,9,4,0.00,0,0,0.00,0,0,0,0,0,1,0,0,5,1,0,0,56,5,1,2,3,8,75.0%,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,22,31,0,57.6%,39.4%,10,0,3,0,9,24,0,21.5,1,100.0%,1,0.00,0,0,0,0,0,0,5.3%,6,2,0,0.00,0.00,0.00,0,0,-,0,FOR vs CAV,2019-10-26,7exzoqwijjljpmysgu6cw2nai,15377,c71o8hujd9joixq9ge68i4qg9:2031831,FOR vs CAV (2019-10-26)
903,1,bxbh5i1uqhe22e2cft5x6fl2i,425644,90,21,Left Centre Back,Chrisnovic,N'Sa,C. N'Sa,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,46,30,4,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,56,0,0,2,1,6,100.0%,2,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,16,0,50.0%,73.9%,10,0,24,0,31,15,0,22.3,0,-,0,0.00,0,0,0,0,0,0,47.8%,6,0,0,0.00,0.00,0.00,0,1,-,0,HFX vs CAV,2019-07-13,4znhj76oh9yauo4ph40jfqn3e,15381,bxbh5i1uqhe22e2cft5x6fl2i:1052413,HFX vs CAV (2019-07-13)
903,1,btd38hasv7hxy5bw4g43ymhyi,447302,90,20,Left Back,Montther,Mohsen,M. Mohsen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,24,12,6,0.00,0,0,0.51,0,1,1,0,1,3,0,0,9,3,0,0,56,5,1,2,3,7,75.0%,1,1,2,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,17,24,0,41.7%,75.0%,9,3,6,5,9,10,0,20.0,1,50.0%,2,0.00,0,0,0,0,1,5,70.0%,5,2,0,0.00,0.00,0.00,1,0,-,0,EDM vs FOR,2019-10-03,5ja0uunrontjjnbpxtcjqmjje,6925,btd38hasv7hxy5bw4g43ymhyi:1052461,EDM vs FOR (2019-10-03)
903,1,37pbdttxfaqvayoufo0q0dxey,453335,90,22,Left Attacking Midfielder,Diyaeddine,Abzi,D. Abzi,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,25,11,11,0.11,0,0,0.00,0,0,0,0,0,5,0,0,4,2,0,0,56,6,0,2,1,4,66.7%,1,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,26,6,24,2,24.0%,88.0%,11,9,2,10,3,12,0,17.3,1,-,0,0.00,24,0,0,0,4,5,66.7%,2,2,0,0.11,0.00,0.11,0,0,0.04,3,FOR vs YRK,2019-09-08,556jgo29fuov3dnc9aab1kqy2,15377,37pbdttxfaqvayoufo0q0dxey:1052428,FOR vs YRK (2019-09-08)
903,1,4h7ptfwq1idssbzie9oyx60ru,481749,90,22,Central Midfielder,Emilio,Estevez Tsai,Tsai Li-Ching,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,34,22,6,0.04,0,1,0.11,0,0,0,1,1,4,0,0,7,2,1,1,56,8,0,0,0,0,-,0,0,9,1,0,1,0,2,3,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,9,17,30,1,26.5%,82.4%,18,3,7,4,9,21,0,13.4,0,-,0,0.00,18,0,0,0,0,0,44.4%,0,0,0,0.04,0.00,0.04,0,0,0.04,1,CAV vs YRK,2019-05-04,4kj2hnlgvv3ncwouftn614siy,15381,4h7ptfwq1idssbzie9oyx60ru:1052379,CAV vs YRK (2019-05-04)
903,1,6d56vy4w9i65ye4c5t5txgkix,225058,90,22,Left Attacking Midfielder,Tristan Daniel,Borges,T. Borges,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,38,9,25,0.00,0,0,0.00,0,0,0,0,0,1,0,0,2,0,0,0,56,7,0,0,0,0,0.0%,0,0,5,1,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,8,16,2,21.1%,89.5%,13,16,5,19,5,14,0,17.5,2,0.0%,2,0.00,0,0,0,0,1,6,75.0%,0,0,0,0.00,0.00,0.00,0,0,-,0,HFX vs FOR,2019-09-18,584qg6tkjgokrqfqet8v0uulm,15376,6d56vy4w9i65ye4c5t5txgkix:1052436,HFX vs FOR (2019-09-18)
903,1,6rsihixcpnuyulgk4giwpzvth,228121,76,26,Right Back,Dominic,Samuel,D. Samuel,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,27,13,8,0.00,0,0,0.04,0,0,1,0,1,0,0,0,5,0,0,0,56,7,1,1,0,3,66.7%,1,0,4,1,1,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18,7,31,0,48.1%,77.8%,16,2,3,3,4,20,0,16.3,1,25.0%,4,0.00,0,0,0,0,2,2,61.5%,1,2,0,0.00,0.00,0.00,1,0,-,0,FOR vs PAC,2019-09-28,5h1oq9agzghyfb9760q0xsd4a,15380,6rsihixcpnuyulgk4giwpzvth:1052458,FOR vs PAC (2019-09-28)
903,1,8djbjtpajhwv1falg9buuone2,481746,73,25,Defensive Midfielder,Wataru,Murofushi,W. Murofushi,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,45,20,22,0.00,0,0,0.00,0,0,0,0,0,0,0,0,6,0,0,0,56,4,1,2,1,4,75.0%,0,0,5,0,0,2,2,0,1,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,10,35,1,26.7%,93.3%,28,7,7,8,7,30,0,21.0,1,0.0%,1,0.00,0,0,0,0,0,0,83.3%,1,3,0,0.00,0.00,0.00,0,2,-,0,YRK vs VAL,2019-09-15,5e6552cfhize1wrtn1985u6p6,15378,8djbjtpajhwv1falg9buuone2:1052453,YRK vs VAL (2019-09-15)
903,1,3176i3h6iv1ufsp88prhhmjqi,209693,90,22,Defensive Midfielder,Elliot,Simmons,E. Simmons,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,46,16,21,0.03,0,0,0.05,0,0,0,2,2,1,0,0,5,1,0,0,56,5,0,0,2,3,0.0%,1,1,8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,35,0,26.1%,80.4%,28,3,6,5,10,31,0,19.0,5,100.0%,2,0.00,26,0,0,0,0,2,58.3%,2,1,0,0.03,0.00,0.03,2,0,0.03,1,HFX vs VAL,2019-08-05,55d85hhlkc9owz467arxm66wa,15378,3176i3h6iv1ufsp88prhhmjqi:1052429,HFX vs VAL (2019-08-05)
903,1,4c5w90f125c6det9gu0ljmgnp,481754,90,24,Right Centre Back,Peter,Schaale,P. Schaale,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,44,27,7,0.00,0,0,0.00,0,0,0,0,0,0,0,0,5,0,0,0,56,2,1,2,0,9,100.0%,6,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,34,20,1,52.3%,77.3%,14,0,20,0,25,19,0,23.5,0,66.7%,3,0.00,0,0,0,0,0,0,56.5%,8,1,0,0.00,0.00,0.00,0,0,-,0,PAC vs HFX,2019-04-28,4itgc6bq5l5c7iv5k27xex9wq,15380,4c5w90f125c6det9gu0ljmgnp:1052376,PAC vs HFX (2019-04-28)
903,1,4c5w90f125c6det9gu0ljmgnp,481754,90,24,Right Centre Back,Peter,Schaale,P. Schaale,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,40,20,7,0.05,0,0,0.00,0,0,0,0,0,0,0,0,5,0,0,0,56,3,0,2,2,11,66.7%,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,38,17,1,40.0%,67.5%,9,0,18,0,24,16,0,25.4,1,60.0%,5,0.00,0,0,0,0,0,0,43.8%,10,1,0,0.00,0.05,0.05,0,1,0.05,1,CAV vs HFX,2019-05-25,4plypjjzuotlfysr9ym3f8woa,15381,4c5w90f125c6det9gu0ljmgnp:1052390,CAV vs HFX (2019-05-25)
903,1,4c5w90f125c6det9gu0ljmgnp,481754,90,24,Right Centre Back,Peter,Schaale,P. Schaale,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,35,15,7,0.09,0,0,0.03,0,0,0,1,1,2,0,0,7,2,0,0,56,6,0,2,0,9,66.7%,7,4,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,37,17,2,74.3%,62.9%,9,0,13,0,21,14,0,22.8,1,60.0%,5,0.00,0,0,0,0,0,0,57.7%,9,0,0,0.00,0.09,0.09,1,2,0.05,2,HFX vs YRK,2019-07-06,4yz3ra9ne1a5j97bpncakl6y2,15382,4c5w90f125c6det9gu0ljmgnp:1052411,HFX vs YRK (2019-07-06)
903,1,8uqytik44ro3mbkz0s8m163xm,481762,90,25,Defensive Midfielder,Andre,Rampersad,A. Rampersad,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,48,28,15,0.00,0,0,0.00,0,0,0,0,0,0,0,0,6,0,0,0,56,4,0,3,1,6,75.0%,2,0,7,0,1,1,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,18,35,0,25.0%,89.6%,27,2,14,3,15,30,0,19.0,1,66.7%,3,0.00,0,0,0,0,0,0,75.0%,3,3,0,0.00,0.00,0.00,0,0,-,0,PAC vs HFX,2019-07-20,52jsbc4wgu4ddcx6sah2u40oa,15380,8uqytik44ro3mbkz0s8m163xm:1052420,PAC vs HFX (2019-07-20)
903,1,a64n44ysnv4a5napmtzg1o8kq,481766,77,30,Right Back,André,Bona,A. Bona,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,31,11,15,0.07,0,0,0.03,0,0,0,1,1,5,1,0,7,2,0,0,56,6,0,1,1,5,100.0%,2,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,11,3,41.9%,83.9%,4,12,10,14,12,5,0,17.2,0,66.7%,6,0.00,22,0,0,0,2,2,84.6%,4,1,0,0.07,0.00,0.07,1,0,0.03,2,HFX vs VAL,2019-08-05,55d85hhlkc9owz467arxm66wa,15378,a64n44ysnv4a5napmtzg1o8kq:1052429,HFX vs VAL (2019-08-05)
903,1,882vd5rnobx3xba2sb99k49gp,421823,90,20,Central Midfielder,Alessandro,Hojabrpour,A. Hojabrpour,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,43,22,15,0.02,0,0,0.00,0,0,0,0,0,0,0,0,7,0,0,0,56,3,1,3,1,6,100.0%,1,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,17,32,0,41.9%,86.0%,27,2,8,4,9,30,0,19.3,0,40.0%,5,0.00,0,0,0,0,1,1,66.7%,6,0,0,0.00,0.02,0.02,0,1,0.02,1,PAC vs EDM,2019-09-14,5dn16vvqaa96vbba40es3uq22,6925,882vd5rnobx3xba2sb99k49gp:1052451,PAC vs EDM (2019-09-14)
903,1,dl4wkt9bhput0z1sikhu15562,483117,90,21,Right Midfielder,Federico,Peña,F. Peña,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,30,10,12,0.04,0,0,0.00,0,0,0,0,0,2,0,0,4,2,0,0,56,5,0,1,1,6,25.0%,4,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,13,15,28,2,36.7%,73.3%,15,5,2,7,5,18,0,17.5,3,-,0,0.00,19,0,0,0,0,1,54.5%,6,0,0,0.04,0.00,0.04,0,1,0.04,1,PAC vs VAL,2019-10-19,5opkqc01qgmjdcbho8rkmjzvu,15380,dl4wkt9bhput0z1sikhu15562:1052471,PAC vs VAL (2019-10-19)
