Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
2307,1,upib1k4jf41nogwoduyqpw4p,202589,15,27,Right Back,Jonathan,Grant,J. Grant,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12,2,6,0.00,0,0,0.00,0,0,0,0,0,1,1,0,1,0,0,0,17,1,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,4,2,33.3%,66.7%,1,6,1,8,1,3,0,16.7,0,100.0%,1,0.00,0,0,0,0,2,2,50.0%,0,0,0,0.00,0.00,0.00,0,0,-,0,FOR vs EDM,2019-07-06,4ypbcugzi0b9jaqs2xkhvvv56,6925,upib1k4jf41nogwoduyqpw4p:1052410,FOR vs EDM (2019-07-06)
2307,1,80lmne42x8296d6zo8r23wd05,19992,90,34,Centre Forward,Michele,Paolucci,M. Paolucci,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,8,4,2,0.05,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,17,8,0,1,0,3,50.0%,2,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,4,7,2,25.0%,75.0%,4,1,1,1,1,6,0,11.7,1,12.5%,8,0.00,11,0,0,0,1,1,0.0%,3,0,0,0.05,0.00,0.05,0,0,0.05,1,HFX vs VAL,2019-08-05,55d85hhlkc9owz467arxm66wa,15376,80lmne42x8296d6zo8r23wd05:1052429,HFX vs VAL (2019-08-05)
2307,1,eg3uo03gmym3dhombksuyljop,421822,33,20,Right Centre Back,Émile,Legault,É. Legault,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,10,4,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,1,0.0%,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,5,0,20.0%,93.3%,5,1,8,1,9,5,0,17.7,1,-,0,0.00,0,0,0,0,0,0,66.7%,1,0,0,0.00,0.00,0.00,0,0,-,0,VAL vs PAC,2019-06-21,4utuyg569u044xn8dje4lbhii,15378,eg3uo03gmym3dhombksuyljop:1052391,VAL vs PAC (2019-06-21)
2307,1,4h7ptfwq1idssbzie9oyx60ru,481749,31,22,Second Striker,Emilio,Estevez Tsai,Tsai Li-Ching,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,1,8,0.04,0,0,0.00,0,0,0,0,0,1,0,0,2,1,0,0,17,2,0,0,0,0,-,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,3,1,30.0%,90.0%,1,8,0,9,0,1,0,12.9,0,0.0%,1,0.00,20,0,0,0,0,1,66.7%,0,0,0,0.04,0.00,0.04,0,0,0.04,1,YRK vs FOR,2019-05-25,4p3yxc6c1bq7vi5foh0praaga,15377,4h7ptfwq1idssbzie9oyx60ru:1052389,YRK vs FOR (2019-05-25)
2307,1,6d56vy4w9i65ye4c5t5txgkix,225058,19,22,Left Winger,Tristan Daniel,Borges,T. Borges,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,11,0,6,0.14,0,0,0.00,0,0,0,0,0,1,0,0,1,0,0,0,17,1,0,0,0,1,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,4,4,27.3%,54.5%,1,5,0,8,0,3,0,14.6,0,100.0%,1,0.00,18,0,0,0,0,0,33.3%,1,0,0,0.14,0.00,0.14,0,0,0.05,3,EDM vs FOR,2019-10-03,5ja0uunrontjjnbpxtcjqmjje,6925,6d56vy4w9i65ye4c5t5txgkix:1052461,EDM vs FOR (2019-10-03)
2307,1,8qfl6f1hxzl6w4hcyxkv97sru,483063,25,23,Left Midfielder,Tomasz,Skublak,T. Skublak,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,12,1,6,0.39,0,1,0.61,1,1,1,1,2,0,0,0,2,0,0,0,17,2,0,0,0,0,-,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,4,3,33.3%,58.3%,2,5,0,8,0,4,0,9.7,0,66.7%,3,0.00,9,0,1,0,0,0,25.0%,0,0,0,0.23,0.16,0.39,1,0,0.13,3,PAC vs HFX,2019-10-03,5k2vyf3lbvxx12td2no5kkfai,15380,8qfl6f1hxzl6w4hcyxkv97sru:1052462,PAC vs HFX (2019-10-03)
2307,1,8uqytik44ro3mbkz0s8m163xm,481762,21,25,Defensive Midfielder,Andre,Rampersad,A. Rampersad,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,9,4,0.00,0,0,0.03,0,0,0,1,1,0,0,0,2,0,0,0,17,0,0,1,0,1,100.0%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,21.4%,92.9%,10,1,2,1,2,11,0,23.6,0,100.0%,1,0.00,0,0,0,0,1,1,66.7%,0,1,0,0.00,0.00,0.00,1,0,-,0,VAL vs HFX,2019-05-11,4lvxdock0f516s8sxjqnjyfl6,15378,8uqytik44ro3mbkz0s8m163xm:1052383,VAL vs HFX (2019-05-11)
2307,1,999aky7w22iv11ny6d6w57g4q,481765,45,24,Goalkeeper,Christian,Oxner,C. Oxner,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,7,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,-,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,17,0,0,50.0%,66.7%,0,0,8,0,12,0,0,33.8,0,-,0,0.98,0,0,0,0,0,0,50.0%,1,0,0,0.00,0.00,0.00,0,0,-,0,FOR vs HFX,2019-07-17,50lvb1tu0w2o89aadta8zhn56,15377,999aky7w22iv11ny6d6w57g4q:1052417,FOR vs HFX (2019-07-17)
2307,1,205x3957n6t49iwmb5ztce25m,481579,81,19,Centre Forward,Tyler,Attardo,T. Attardo,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,8,1,6,0.15,1,0,0.00,0,0,0,0,0,2,0,0,0,0,0,0,17,13,0,0,0,0,-,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,12,1,4,3,0.0%,87.5%,2,5,0,6,0,2,0,11.7,0,0.0%,7,0.00,11,0,0,0,0,0,-,0,0,0,0.09,0.06,0.15,0,0,0.07,2,VAL vs YRK,2019-07-01,4ygmge1gwxxwqy6493t10br6y,15382,205x3957n6t49iwmb5ztce25m:1052409,VAL vs YRK (2019-07-01)
2307,1,87livipejk1sbferagw91n6c5,101092,61,27,Central Defender,Adam,Mitter,A. Mitter,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,9,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,6,0,0,0,17,2,0,2,0,3,100.0%,1,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,9,0,23.1%,84.6%,7,0,4,0,4,9,0,21.3,0,60.0%,5,0.00,0,0,0,0,0,0,66.7%,3,0,0,0.00,0.00,0.00,0,0,-,0,VAL vs EDM,2019-10-05,5knlpt5ejz2gvvucptl64q73e,6925,87livipejk1sbferagw91n6c5:1052463,VAL vs EDM (2019-10-05)
2307,1,dl4wkt9bhput0z1sikhu15562,483117,59,21,Right Attacking Midfielder,Federico,Peña,F. Peña,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,3,0,0.00,0,0,0.43,0,1,0,1,1,0,0,0,0,0,0,0,17,6,0,0,0,0,0.0%,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,4,6,1,50.0%,37.5%,1,0,2,1,3,4,0,13.6,2,-,0,0.00,0,0,0,0,3,3,0.0%,0,0,0,0.00,0.00,0.00,1,0,-,0,VAL vs PAC,2019-06-21,4utuyg569u044xn8dje4lbhii,15380,dl4wkt9bhput0z1sikhu15562:1052391,VAL vs PAC (2019-06-21)
2307,1,7ta110w4agnmtkjsfpgilj2wa,481559,32,32,Right Centre Back,Jonathan,Wheeldon,J. Wheeldon,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,6,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,17,0,0,1,0,4,100.0%,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,58.3%,66.7%,3,0,5,0,6,6,0,19.9,0,100.0%,1,0.00,0,0,0,0,0,0,57.1%,3,1,0,0.00,0.00,0.00,0,0,-,0,VAL vs CAV,2019-09-02,5c8rrlegmweliih2y599gcjmy,15378,7ta110w4agnmtkjsfpgilj2wa:1052446,VAL vs CAV (2019-09-02)
2307,1,cbw3da3l9qi13ludkt9181z9x,173265,61,24,Centre Forward,Ali,Musse,A. Musse,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,8,2,2,0.24,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,17,1,0,0,0,0,-,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,1,6,3,25.0%,50.0%,2,2,0,3,0,5,0,12.8,0,100.0%,2,0.00,12,0,0,0,0,0,0.0%,0,0,0,0.24,0.00,0.24,0,0,0.12,2,VAL vs FOR,2019-05-17,4ntsd8m3ui3jxf14iv0ah2f6y,15377,cbw3da3l9qi13ludkt9181z9x:1052386,VAL vs FOR (2019-05-17)
2307,1,1ezmtic5hzvazq7ogvy5vwbu,224759,22,21,Right Back,Glenn,Muenkat,G. Muenkat,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,3,5,0.05,0,0,0.00,0,0,0,0,0,1,0,0,1,1,0,0,17,2,0,0,1,1,0.0%,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,10,0,55.6%,88.9%,5,2,1,2,1,6,0,13.6,1,-,0,0.00,28,0,0,0,0,0,80.0%,1,0,0,0.05,0.00,0.05,0,0,0.05,1,VAL vs PAC,2019-06-21,4utuyg569u044xn8dje4lbhii,15380,1ezmtic5hzvazq7ogvy5vwbu:1052391,VAL vs PAC (2019-06-21)
2307,1,79mxm0eabtbsoieveku9v91ey,488467,26,25,Centre Forward,Stefan,Lamanna,S.Lamanna,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,4,6,0.00,0,0,0.00,0,0,0,0,0,2,0,0,2,1,0,0,17,1,1,0,0,1,100.0%,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,13,0,50.0%,83.3%,9,1,0,2,0,10,0,16.2,0,-,0,0.00,0,0,0,0,0,0,66.7%,0,1,0,0.00,0.00,0.00,0,0,-,0,FOR vs YRK,2019-10-06,5lomje72gq8r3x9xte5tduwru,15377,79mxm0eabtbsoieveku9v91ey:1052465,FOR vs YRK (2019-10-06)
2330,1,8e8emyf0eilzcqromw4nf93h1,100486,29,29,Left Attacking Midfielder,Hendrik,Starostzik,H. Starostzik,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,10,7,0,0.19,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,16,1,0,1,0,3,50.0%,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,13,1,2,40.0%,70.0%,0,0,7,0,10,0,0,22.1,1,100.0%,2,0.00,0,0,0,0,0,0,25.0%,2,1,0,0.00,0.19,0.19,0,1,0.10,2,PAC vs FOR,2019-07-13,504ga8r445cguj22b456s9k6i,15377,8e8emyf0eilzcqromw4nf93h1:1052414,PAC vs FOR (2019-07-13)
2330,1,b4fisyd57o49077v5nwv9ex91,82516,18,31,Centre Forward,Tony,Tchani,T. Tchani,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,6,3,0.26,0,0,0.05,1,0,0,1,1,1,0,0,3,1,0,0,16,1,1,0,0,2,50.0%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,1,0.0%,90.0%,8,0,1,0,1,9,0,13.2,1,100.0%,1,0.00,17,0,1,0,0,0,-,1,1,0,0.26,0.00,0.26,1,0,0.26,1,EDM vs PAC,2019-10-17,5nossz36w45wbtz1zfprbibmy,15380,b4fisyd57o49077v5nwv9ex91:1052469,EDM vs PAC (2019-10-17)
2330,1,6l4kyf7qchaomnurt2e2bk445,110525,30,30,Right Attacking Midfielder,Randy,Edwini-Bonsu,R. Edwini-Bonsu,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,7,1,3,0.06,0,0,0.00,0,0,0,0,0,1,0,0,2,0,0,0,16,8,0,2,0,2,40.0%,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,2,7,0,42.9%,57.1%,3,1,0,2,0,5,0,16.8,3,-,0,0.00,27,0,0,0,1,1,0.0%,2,0,0,0.06,0.00,0.06,0,0,0.03,2,FOR vs EDM,2019-05-29,4qwuoebydeda6hc2t7c8ky8a2,15377,6l4kyf7qchaomnurt2e2bk445:1052393,FOR vs EDM (2019-05-29)
2330,1,86wl8372aahbih0jhd3afap5h,52583,16,36,Centre Forward,Issey,Nakajima-Farran,I. Nakajima-Farran,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0.08,0,0,0.05,0,0,0,1,1,0,0,0,1,0,0,0,16,4,0,1,0,2,50.0%,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,4,5,20.0%,100.0%,2,3,0,3,0,2,0,7.5,1,-,0,0.00,0,0,0,0,0,0,100.0%,1,0,1,0.00,0.08,0.08,1,0,0.04,2,EDM vs PAC,2019-05-12,4nd4fza6mmhp87jrctliuzz3e,6925,86wl8372aahbih0jhd3afap5h:1052385,EDM vs PAC (2019-05-12)
2330,1,58s8ekic6fia8tm70kelw91p1,137478,27,29,Centre Forward,Rodrigo Pablo,Gattas Bertoni,R. Gattas,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,5,5,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,16,1,0,1,0,1,100.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,12,0,7.7%,76.9%,8,1,1,2,1,10,0,10.7,0,66.7%,3,0.00,0,0,0,0,0,0,100.0%,0,0,1,0.00,0.00,0.00,0,0,-,0,CAV vs YRK,2019-05-04,4kj2hnlgvv3ncwouftn614siy,15381,58s8ekic6fia8tm70kelw91p1:1052379,CAV vs YRK (2019-05-04)
2330,1,80lmne42x8296d6zo8r23wd05,19992,76,34,Centre Forward,Michele,Paolucci,M. Paolucci,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,1,1,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,6,1,2,0.57,0,0,0.00,0,0,0,0,0,3,1,0,1,1,0,0,16,3,0,0,0,0,-,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,1,4,9,16.7%,50.0%,2,1,0,2,0,4,0,26.0,0,0.0%,1,0.00,11,0,0,0,0,0,0.0%,0,0,0,0.57,0.00,0.57,0,0,0.09,6,PAC vs VAL,2019-08-24,59rvi4n7b87w3y0wrthvblqwa,15380,80lmne42x8296d6zo8r23wd05:1052439,PAC vs VAL (2019-08-24)
2330,1,a08wozw4vdsqlib77c1dqdt2i,425642,45,21,Centre Forward,Vincent,Lamy,V. Lamy,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,1,8,0.00,0,0,0.00,0,0,0,0,0,1,0,0,2,0,0,0,16,5,1,1,0,2,50.0%,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,9,1,27.3%,81.8%,6,3,0,4,0,7,0,14.9,2,0.0%,1,0.00,0,0,0,0,0,0,66.7%,0,1,1,0.00,0.00,0.00,0,0,-,0,HFX vs VAL,2019-09-21,5enhkotsmczkzt7pdnznb6zxm,15378,a08wozw4vdsqlib77c1dqdt2i:1052454,HFX vs VAL (2019-09-21)
2330,1,4bc5n4bry6a5wswiwzq8d9oq2,481569,33,24,Left Attacking Midfielder,Kadell,Thomas,K. Thomas,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,6,0.05,0,0,0.07,0,0,0,1,1,2,0,0,2,2,0,0,16,4,0,0,1,1,-,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,14,1,1,1,11.1%,66.7%,0,6,0,9,0,0,0,13.3,0,0.0%,1,0.00,0,0,0,0,1,1,0.0%,1,0,0,0.00,0.05,0.05,1,0,0.05,1,VAL vs FOR,2019-05-17,4ntsd8m3ui3jxf14iv0ah2f6y,15378,4bc5n4bry6a5wswiwzq8d9oq2:1052386,VAL vs FOR (2019-05-17)
2330,1,4bc5n4bry6a5wswiwzq8d9oq2,481569,13,24,Centre Forward,Kadell,Thomas,K. Thomas,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,6,0.00,0,1,0.56,0,1,0,1,1,2,0,0,2,0,0,0,16,6,0,1,0,2,50.0%,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11,4,1,1,12.5%,75.0%,0,6,0,7,0,1,0,16.3,1,50.0%,2,0.00,0,0,0,0,0,0,100.0%,2,0,0,0.00,0.00,0.00,0,0,-,0,PAC vs FOR,2019-07-13,504ga8r445cguj22b456s9k6i,15380,4bc5n4bry6a5wswiwzq8d9oq2:1052414,PAC vs FOR (2019-07-13)
2330,1,51xzvj638qanadr36lysjapxx,215622,59,27,Centre Forward,Simon,Karlsson Adjei,S. Karlsson Adjei,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,14,2,8,0.02,0,0,0.06,0,0,1,0,1,0,0,0,3,0,0,0,16,2,0,0,0,0,0.0%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,0,9,1,14.3%,71.4%,6,4,0,6,0,8,0,16.2,1,100.0%,3,0.00,34,0,0,0,0,0,50.0%,0,0,0,0.02,0.00,0.02,1,0,0.02,1,YRK vs FOR,2019-05-25,4p3yxc6c1bq7vi5foh0praaga,15377,51xzvj638qanadr36lysjapxx:1052389,YRK vs FOR (2019-05-25)
2330,1,4vhdwaliha28vptlj0onscfe1,243854,31,25,Right Attacking Midfielder,Zachary,Sukunda,Z. Sukunda,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,11,2,6,0.04,0,0,0.00,0,0,0,0,0,1,0,0,1,0,0,0,16,3,0,0,0,0,-,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,0,9,1,45.5%,72.7%,5,3,0,3,0,8,0,11.3,0,50.0%,2,0.00,20,0,0,0,0,0,60.0%,0,0,0,0.04,0.00,0.04,0,0,0.04,1,FOR vs HFX,2019-07-17,50lvb1tu0w2o89aadta8zhn56,15377,4vhdwaliha28vptlj0onscfe1:1052417,FOR vs HFX (2019-07-17)
