Rank,GM,optaTeamId,team,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
149,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,3,3,0,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,1,1,2,2,69,44,360,164,83,1.52,2,1,1.16,3,2,1,2,3,14,2,1,63,5,0,0,554,79,7,19,19,67,63.4%,21,9,58,4,2,12,2,6,9,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,1,1,1,1,0,0,0,0,2,1,0,17,79,220,255,11,43.6%,68.6%,124,20,103,28,150,182,0,20.7,15,42.1%,38,0.80,18,0,3,2,9,14,50.3%,47,16,4,1.12,0.40,1.52,2,1,0.25,6,FOR vs CAV,2019-05-12,4m1cw8f5lec9czmckqvw6rwbu,15377,41ewt71n8fqwy6trsqta1bjvu:1052384,FOR vs CAV (2019-05-12)
152,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,2,2,3,1,6,2,3,0,0,2,0,1,1,2,0,1,0,0,2,3,6,93,26,341,104,118,1.89,2,2,1.61,2,2,1,8,9,24,3,0,50,9,0,0,550,78,4,18,9,51,73.3%,19,11,53,6,2,12,2,4,4,1,0,0,0,0,0,4,1,1,0,0,4,1,1,0,2,0,0,3,4,0,1,2,0,1,1,0,0,3,1,6,10,154,182,214,26,43.7%,65.1%,99,51,72,77,111,153,0,21.8,8,23.7%,38,1.73,14,0,2,1,6,11,51.0%,35,14,2,1.73,0.17,1.89,7,4,0.14,14,PAC vs VAL,2019-05-02,4j6hzym2ji5zgrm0w0nzugmzu,15380,dd2vf0yzjm7jm7cak9tf11sa2:1052377,PAC vs VAL (2019-05-02)
153,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,8,5,3,1,1,4,1,1,0,0,1,0,2,0,1,1,3,2,0,1,2,5,66,24,342,140,112,1.76,2,2,1.60,4,4,3,8,11,18,4,3,64,11,0,0,549,68,8,19,6,56,67.5%,22,5,45,5,2,3,2,3,8,2,0,1,0,0,1,0,3,3,0,0,7,0,0,1,6,1,0,6,3,4,2,4,1,0,0,0,0,3,4,2,20,128,210,211,23,41.2%,73.7%,117,40,95,54,136,152,1,20.4,13,39.4%,33,2.90,17,1,4,2,13,17,51.1%,37,12,7,1.21,0.55,1.76,9,4,0.13,14,PAC vs FOR,2019-07-13,504ga8r445cguj22b456s9k6i,15377,b3436h8h14zw7f1uv6w9vqf6y:1052414,PAC vs FOR (2019-07-13)
154,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,9,5,4,1,1,4,1,1,0,0,2,0,3,0,2,0,1,0,2,1,4,8,56,31,384,174,123,1.90,3,3,1.68,3,3,3,7,10,14,3,3,39,6,0,0,548,46,4,5,17,31,42.9%,5,1,51,6,3,6,3,1,6,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,2,0,0,2,1,1,1,0,0,0,0,0,0,2,1,8,7,125,188,235,22,41.1%,77.3%,143,53,101,64,150,170,0,21.1,12,60.9%,23,0.76,18,0,3,2,8,16,55.7%,14,15,2,1.03,0.86,1.90,7,0,0.13,15,EDM vs PAC,2019-10-17,5nossz36w45wbtz1zfprbibmy,15380,73xrv2025rnj0t3y9ayp83bec:1052469,EDM vs PAC (2019-10-17)
154,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,10,6,4,3,2,6,1,3,0,0,2,0,3,0,3,0,1,1,2,1,6,8,63,25,327,110,129,2.90,3,3,2.72,4,4,4,14,18,23,7,4,68,13,2,0,548,64,9,17,9,53,70.3%,17,7,57,4,3,9,2,5,3,1,0,0,1,0,0,0,2,2,0,0,6,0,0,4,2,0,0,6,3,3,1,1,0,3,1,0,0,2,4,0,17,165,184,199,38,42.8%,73.1%,115,55,69,69,110,148,1,21.1,11,60.6%,33,1.76,15,1,4,2,12,20,52.1%,35,14,4,1.93,0.97,2.90,15,2,0.14,21,PAC vs FOR,2019-07-13,504ga8r445cguj22b456s9k6i,15380,c2pdzdl3dgf5b0siidn2ay5ii:1052414,PAC vs FOR (2019-07-13)
154,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,5,3,2,0,1,4,2,0,0,0,3,0,1,0,0,0,1,0,1,0,5,3,90,28,337,118,101,1.35,1,1,1.01,2,2,3,2,5,26,2,0,68,12,0,0,548,60,12,9,7,46,65.6%,17,4,53,4,1,7,6,2,7,1,0,1,0,0,0,1,1,0,1,0,4,0,0,1,2,0,0,4,3,1,1,2,0,2,0,0,0,2,2,4,11,137,214,197,17,45.4%,65.0%,89,40,90,61,135,141,0,21.2,11,56.8%,37,1.20,14,0,2,1,3,8,40.5%,37,5,4,0.29,1.06,1.35,4,2,0.13,10,PAC vs HFX,2019-10-03,5k2vyf3lbvxx12td2no5kkfai,15380,5gmx3o5y2oc0i6rowjwtu7jvu:1052462,PAC vs HFX (2019-10-03)
157,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,1,4,4,0,3,2,6,2,1,1,1,1,0,2,0,1,0,4,0,2,0,4,2,52,22,335,151,110,1.94,2,1,0.90,2,1,3,6,9,27,4,2,54,14,1,1,544,63,4,8,12,50,57.1%,24,8,56,6,4,7,3,3,7,1,1,0,0,0,0,2,0,0,0,1,4,0,1,1,2,0,0,4,4,0,0,2,0,2,0,0,0,3,2,4,8,119,185,240,24,43.3%,77.9%,145,31,85,43,114,178,1,20.4,9,47.4%,38,1.58,16,1,2,2,12,19,62.1%,31,18,1,0.83,1.12,1.15,8,6,0.13,15,HFX vs VAL,2019-06-26,4wnipio218ipvoim5zm3ozq0a,15378,5gmx3o5y2oc0i6rowjwtu7jvu:1052404,HFX vs VAL (2019-06-26)
158,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,4,1,2,2,5,1,3,0,0,0,0,1,0,1,0,1,0,0,1,4,5,59,33,321,122,107,1.45,1,0,0.53,3,1,3,7,10,11,0,0,53,7,0,0,539,57,3,21,10,56,70.6%,21,13,74,1,5,9,1,1,6,3,1,1,0,0,1,2,0,0,0,0,6,0,1,4,1,0,0,6,2,4,0,1,1,3,1,0,0,0,0,4,20,120,207,212,16,43.6%,71.3%,106,45,78,59,118,144,0,18.9,10,57.7%,26,0.41,15,0,3,1,8,14,52.9%,39,17,0,1.23,0.23,1.45,10,3,0.10,14,HFX vs YRK,2019-07-06,4yz3ra9ne1a5j97bpncakl6y2,15382,5gmx3o5y2oc0i6rowjwtu7jvu:1052411,HFX vs YRK (2019-07-06)
158,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,2,1,1,3,1,5,2,0,0,0,0,0,1,0,1,0,1,0,1,0,3,3,72,15,343,154,102,0.58,1,1,0.48,0,0,4,5,9,9,0,0,49,4,0,0,539,51,5,7,10,48,85.7%,25,19,55,3,2,11,2,6,8,2,1,1,0,0,0,1,0,0,0,0,3,0,0,1,2,0,0,3,1,2,0,2,0,0,1,0,0,1,1,2,11,151,196,192,19,39.4%,74.6%,108,49,99,68,130,145,0,20.6,2,47.2%,36,0.42,19,0,0,0,12,21,56.3%,34,8,6,0.28,0.30,0.58,8,0,0.05,11,CAV vs EDM,2019-05-18,4olbjfy802p7g4xn3im4auooa,6925,41ewt71n8fqwy6trsqta1bjvu:1052388,CAV vs EDM (2019-05-18)
160,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,3,1,1,1,5,4,1,1,1,0,0,1,0,0,0,0,1,0,1,3,5,62,17,335,150,106,1.21,1,0,0.31,1,0,2,4,6,15,0,0,53,6,0,0,538,53,5,16,19,54,67.7%,13,6,53,3,1,4,1,1,7,3,0,1,0,0,1,2,2,2,0,1,5,0,0,3,1,1,0,4,4,1,0,2,0,2,2,0,0,1,2,6,15,106,216,216,16,41.2%,76.4%,127,28,101,39,138,158,0,21.2,10,50.0%,32,1.69,24,0,1,1,9,15,57.2%,36,15,3,0.24,0.96,0.42,6,2,0.11,11,FOR vs YRK,2019-09-08,556jgo29fuov3dnc9aab1kqy2,15377,cqthcpums3aas2tdy0qhlkuwa:1052428,FOR vs YRK (2019-09-08)
161,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,1,4,4,0,1,0,2,2,0,1,1,0,0,3,0,2,0,0,0,2,1,3,3,67,27,367,144,129,2.14,3,2,1.36,3,2,0,6,6,22,0,0,50,10,1,1,537,64,5,9,9,49,63.6%,23,8,51,6,7,11,2,4,4,5,0,0,0,0,0,1,1,1,0,1,4,0,0,3,1,0,0,4,3,1,1,0,0,2,1,0,0,2,4,6,6,91,198,248,16,39.8%,74.4%,158,34,81,50,129,188,0,17.8,8,42.1%,38,2.74,22,0,3,2,3,3,52.7%,38,9,2,0.67,1.48,1.36,4,1,0.31,7,VAL vs EDM,2019-10-05,5knlpt5ejz2gvvucptl64q73e,6925,dd2vf0yzjm7jm7cak9tf11sa2:1052463,VAL vs EDM (2019-10-05)
162,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,1,0,5,3,2,1,2,3,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,4,74,21,335,133,107,0.64,0,0,0.43,0,0,4,2,6,13,1,0,58,9,0,0,536,47,9,15,11,61,72.7%,24,13,45,2,4,6,3,3,5,2,0,3,0,0,1,2,1,1,0,0,2,0,0,1,1,0,0,2,2,0,0,1,0,1,0,0,0,2,2,0,7,113,215,208,20,45.7%,71.6%,122,42,76,58,123,154,0,19.7,9,48.4%,31,1.72,17,0,0,0,10,17,52.3%,51,8,2,0.29,0.34,0.64,6,3,0.06,11,HFX vs CAV,2019-07-13,4znhj76oh9yauo4ph40jfqn3e,15381,5gmx3o5y2oc0i6rowjwtu7jvu:1052413,HFX vs CAV (2019-07-13)
162,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,0,1,0,2,4,4,0,0,0,1,0,0,1,1,0,0,0,1,0,2,3,60,42,324,127,95,0.25,1,1,0.09,0,0,0,3,3,18,1,0,65,9,1,0,536,65,11,21,16,68,74.4%,18,8,37,1,6,8,2,9,4,1,0,0,0,0,0,0,2,2,0,0,3,0,1,0,1,1,0,2,2,1,0,2,0,2,0,0,0,2,6,0,17,96,238,202,1,45.1%,68.5%,103,39,80,54,136,134,0,17.9,11,39.1%,23,3.06,26,0,0,0,3,5,46.6%,52,15,1,0.15,0.10,0.25,2,1,0.04,7,FOR vs VAL,2019-06-15,4t5rc4kgrbfy8qpv5lrlignsa,15377,dd2vf0yzjm7jm7cak9tf11sa2:1052398,FOR vs VAL (2019-06-15)
164,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,2,2,4,4,7,4,1,0,0,0,0,0,0,0,0,3,0,0,0,2,6,51,20,344,148,125,1.59,0,0,1.56,2,2,4,14,18,11,1,0,54,4,0,0,535,45,6,17,10,49,74.2%,15,7,43,6,4,4,0,7,6,2,0,0,0,1,1,0,1,1,0,0,4,0,0,2,2,1,0,3,2,2,0,2,1,1,0,0,0,1,2,2,9,112,201,222,18,37.2%,79.4%,148,28,97,43,123,178,1,20.6,8,60.9%,23,1.87,21,1,2,0,13,20,62.5%,37,9,3,1.34,0.25,1.59,18,3,0.08,19,EDM vs VAL,2019-06-02,4rnwigdpceglolacgssquoaqy,15378,73xrv2025rnj0t3y9ayp83bec:1052395,EDM vs VAL (2019-06-02)
165,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,3,1,2,4,2,9,3,3,0,0,0,0,0,0,0,0,3,0,0,0,4,5,64,11,342,132,135,1.48,0,0,0.93,2,1,5,9,14,5,0,0,52,5,0,0,533,48,4,9,11,46,54.2%,22,12,38,9,2,5,5,5,6,1,0,1,0,0,0,0,3,3,0,0,3,0,0,2,1,0,0,3,3,0,1,0,0,1,1,0,0,2,7,0,7,149,174,210,20,37.7%,78.1%,135,55,77,70,101,171,0,21.9,11,52.9%,34,4.28,19,0,2,0,19,28,59.7%,36,8,2,1.11,0.36,1.48,14,4,0.08,18,EDM vs CAV,2019-06-15,4so3z44cz30hfid178rwth27e,15381,73xrv2025rnj0t3y9ayp83bec:1052397,EDM vs CAV (2019-06-15)
166,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,5,1,1,0,7,2,4,0,0,1,1,2,1,2,0,1,1,0,3,2,9,67,18,340,141,114,2.31,3,2,2.07,3,3,2,9,11,12,2,2,64,8,0,0,532,56,11,16,6,54,77.1%,19,10,55,5,3,11,5,4,10,5,0,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,2,1,1,1,0,0,0,2,0,0,1,2,2,10,139,180,213,25,44.1%,75.0%,121,49,85,69,113,158,2,20.0,8,35.7%,28,0.93,14,2,3,1,12,22,61.3%,38,12,4,1.63,0.68,2.31,9,3,0.16,14,CAV vs YRK,2019-08-22,58o6zzicprr1k9tfa96qsyo2y,15382,41ewt71n8fqwy6trsqta1bjvu:1052437,CAV vs YRK (2019-08-22)
166,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,0,2,2,1,9,3,4,0,0,2,0,0,0,0,0,3,0,0,0,2,6,96,20,323,92,115,1.40,0,0,1.02,2,2,2,4,6,15,0,0,70,7,0,0,532,66,10,10,7,34,76.9%,7,1,42,8,2,9,5,7,9,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,15,163,152,217,24,46.4%,64.1%,111,37,59,62,96,165,0,23.6,6,53.3%,45,0.77,17,0,2,0,18,27,44.7%,21,11,2,1.12,0.28,1.40,6,1,0.10,14,CAV vs FOR,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,15377,41ewt71n8fqwy6trsqta1bjvu:2031832,CAV vs FOR (2019-11-02)
168,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,8,5,3,2,0,5,2,1,0,0,0,0,0,0,0,0,1,1,0,0,4,7,80,29,336,93,134,1.93,0,0,1.84,3,3,6,7,13,19,0,0,63,14,0,0,531,60,2,6,7,39,36.4%,23,5,44,6,2,11,2,5,6,1,1,2,0,0,1,2,0,0,0,0,2,0,0,1,2,0,0,2,2,0,1,0,0,0,0,0,0,2,0,4,13,121,184,226,20,50.6%,67.6%,118,47,62,62,108,166,0,21.7,14,70.5%,44,0.52,23,0,3,0,8,11,50.0%,33,5,1,0.73,1.20,1.93,13,3,0.13,15,CAV vs EDM,2019-08-17,56zs7u4qj42915nt1cp8grucq,15381,73xrv2025rnj0t3y9ayp83bec:1052433,CAV vs EDM (2019-08-17)
168,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,7,5,2,1,1,6,3,3,0,0,1,0,1,1,2,0,2,0,2,0,6,5,64,25,327,136,102,1.89,2,1,1.45,4,3,1,8,9,19,2,1,53,12,2,1,531,45,6,12,8,56,66.7%,29,15,50,1,4,9,2,2,7,1,0,3,0,1,0,0,2,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,4,108,205,218,18,43.1%,72.8%,130,34,74,50,111,166,0,19.3,9,51.9%,27,1.25,16,0,4,1,8,15,52.5%,46,8,2,1.53,0.36,1.89,8,7,0.13,15,FOR vs HFX,2019-09-15,5dzgbpowfq3bfc0jp50nxi0yy,15377,5gmx3o5y2oc0i6rowjwtu7jvu:1052452,FOR vs HFX (2019-09-15)
170,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,3,3,2,0,7,4,1,1,1,2,0,1,0,0,0,0,0,1,0,5,8,66,14,368,139,149,1.78,1,0,0.60,2,1,2,4,6,7,2,0,38,2,0,0,526,49,2,12,10,34,77.8%,8,4,47,6,1,11,4,1,10,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,3,5,2,6,134,137,255,15,34.8%,78.3%,162,56,70,71,90,207,0,19.6,4,29.6%,27,2.17,19,0,2,1,9,13,59.4%,23,7,4,0.31,1.46,0.99,6,3,0.12,15,VAL vs CAV,2019-07-27,530lm3c4uulydfwbm4xgjk3my,15381,dd2vf0yzjm7jm7cak9tf11sa2:1052423,VAL vs CAV (2019-07-27)
171,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,2,2,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,66,32,332,134,100,0.55,1,1,0.52,1,1,0,3,3,8,0,0,55,1,0,0,524,46,8,14,18,62,75.9%,19,7,53,4,4,7,5,3,3,3,1,0,0,1,0,0,0,0,0,0,3,1,0,0,2,0,0,2,1,2,1,2,0,1,0,0,0,0,1,8,10,76,228,220,7,44.9%,70.5%,116,26,92,35,141,156,0,20.5,7,65.6%,32,0.86,17,0,1,1,6,9,53.7%,48,13,1,0.55,0.00,0.55,2,2,0.14,4,EDM vs FOR,2019-06-27,4xcxod07s7mr6wtsej0ymo60a,15377,73xrv2025rnj0t3y9ayp83bec:1052406,EDM vs FOR (2019-06-27)
172,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,4,3,1,1,0,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,5,3,83,30,306,89,104,1.08,1,0,0.96,2,2,1,5,6,13,2,0,60,1,0,0,523,63,8,19,12,59,73.0%,18,13,68,3,1,9,2,3,9,1,0,0,0,0,0,0,1,1,0,0,4,0,0,0,4,1,0,3,2,2,2,2,0,0,0,0,0,1,0,6,17,172,181,170,26,48.7%,63.1%,80,48,65,81,109,116,0,21.2,10,52.9%,34,1.57,19,0,2,0,14,21,47.0%,36,13,10,0.95,0.13,1.08,6,2,0.12,9,HFX vs EDM,2019-09-28,5gk087h2bwqn6u7ux5gmezpm2,6925,5gmx3o5y2oc0i6rowjwtu7jvu:1052457,HFX vs EDM (2019-09-28)
172,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,4,2,1,2,4,1,1,0,0,0,0,1,1,2,1,1,2,1,0,4,3,66,25,327,116,120,0.90,2,1,0.44,1,0,5,5,10,12,2,1,47,4,0,0,523,72,1,17,16,64,45.0%,27,11,58,1,3,10,0,3,8,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,2,1,1,1,0,1,2,0,0,1,6,4,14,103,182,238,19,51.4%,72.2%,139,39,58,55,92,180,0,19.4,22,44.1%,34,2.63,17,0,1,1,8,16,60.7%,50,14,0,0.72,0.18,0.90,9,7,0.07,13,YRK vs HFX,2019-10-19,5oyl3jwgr2padsvpkvdc24ay2,15382,5gmx3o5y2oc0i6rowjwtu7jvu:1052472,YRK vs HFX (2019-10-19)
172,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,2,0,2,3,12,7,3,0,0,0,0,1,0,1,1,1,1,0,0,5,7,51,24,356,175,106,1.75,1,1,1.61,3,3,2,13,15,19,2,0,48,9,1,0,523,39,7,7,9,31,60.9%,7,3,55,2,2,5,1,4,9,4,0,0,0,0,0,0,2,1,1,0,3,0,0,0,3,1,0,2,2,1,1,2,0,0,0,0,0,2,2,2,6,106,189,228,17,36.8%,78.9%,133,32,116,41,137,178,0,20.8,9,66.7%,18,1.23,21,0,3,1,9,16,58.0%,20,9,2,1.48,0.27,1.75,14,2,0.09,19,VAL vs PAC,2019-06-21,4utuyg569u044xn8dje4lbhii,15380,dd2vf0yzjm7jm7cak9tf11sa2:1052391,VAL vs PAC (2019-06-21)
175,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,66,32,342,145,99,0.42,0,0,0.38,1,1,0,4,4,5,0,0,51,2,0,0,522,49,4,11,11,51,78.9%,22,7,52,6,2,8,2,3,10,2,0,2,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,9,94,213,215,16,39.5%,71.3%,121,29,94,42,129,171,0,20.3,4,52.8%,36,0.58,18,0,1,0,5,11,50.4%,40,10,1,0.38,0.04,0.42,4,4,0.08,5,CAV vs EDM,2019-05-18,4olbjfy802p7g4xn3im4auooa,15381,73xrv2025rnj0t3y9ayp83bec:1052388,CAV vs EDM (2019-05-18)
176,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,1,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,2,52,27,325,152,94,0.77,0,0,0.72,1,1,2,5,7,15,0,0,59,6,0,0,516,36,13,13,19,57,89.7%,12,6,48,4,4,4,3,5,8,4,0,0,1,0,0,0,2,0,2,0,8,1,0,2,4,1,0,6,6,2,0,6,0,2,2,0,0,1,3,2,7,85,207,224,10,41.2%,75.7%,128,30,88,42,126,157,0,20.3,3,57.9%,19,2.46,16,0,1,0,5,10,53.7%,39,16,2,0.58,0.19,0.77,7,5,0.10,8,FOR vs HFX,2019-07-17,50lvb1tu0w2o89aadta8zhn56,15377,5gmx3o5y2oc0i6rowjwtu7jvu:1052417,FOR vs HFX (2019-07-17)
177,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,12,12,0,3,1,7,2,3,2,1,0,0,7,0,4,1,2,3,0,6,3,11,78,26,324,96,124,5.32,8,4,2.81,8,4,6,10,16,16,3,2,66,11,0,0,514,54,5,7,7,28,52.2%,9,4,51,4,3,12,6,2,12,1,1,0,0,0,0,1,0,0,0,2,2,0,0,2,0,0,0,2,0,2,0,0,0,1,1,0,0,1,0,2,6,189,126,199,50,44.4%,67.9%,99,60,61,87,96,141,0,21.3,11,62.5%,40,0.39,14,0,8,6,15,27,50.7%,14,13,1,2.20,3.12,3.74,12,3,0.23,23,VAL vs CAV,2019-09-02,5c8rrlegmweliih2y599gcjmy,15378,41ewt71n8fqwy6trsqta1bjvu:1052446,VAL vs CAV (2019-09-02)
178,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,1,0,1,0,5,4,1,0,0,0,0,1,0,0,1,1,1,0,0,3,1,79,32,336,109,116,0.36,1,1,0.20,0,0,1,3,4,16,0,0,50,8,0,0,513,60,2,7,9,42,39.1%,23,7,43,5,3,11,1,4,4,1,0,0,0,0,0,0,3,2,1,0,5,0,0,3,3,2,0,3,4,1,1,1,0,1,1,0,0,3,5,0,5,110,208,195,15,41.4%,67.0%,108,42,75,64,125,147,0,21.4,14,61.0%,41,3.23,18,0,0,0,7,9,43.2%,38,4,0,0.29,0.07,0.36,3,5,0.05,7,CAV vs EDM,2019-10-19,5nw6ub2q95ptd6n71ec66yp9m,15381,73xrv2025rnj0t3y9ayp83bec:1052470,CAV vs EDM (2019-10-19)
179,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,2,0,9,2,3,0,0,1,0,1,0,1,0,2,0,0,1,4,6,51,37,285,110,87,0.85,1,1,0.55,0,0,3,7,10,16,1,0,67,8,0,0,510,39,5,25,12,75,90.9%,30,16,62,1,4,4,3,3,3,4,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,4,15,105,228,177,17,49.5%,69.1%,94,29,74,42,116,127,0,19.6,3,76.9%,26,0.89,19,0,0,0,10,15,51.1%,59,10,6,0.37,0.48,0.85,9,2,0.06,14,HFX vs FOR,2019-09-18,584qg6tkjgokrqfqet8v0uulm,15377,5gmx3o5y2oc0i6rowjwtu7jvu:1052436,HFX vs FOR (2019-09-18)
180,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,50,32,353,192,79,0.04,2,1,0.04,0,0,1,0,1,13,0,0,41,4,0,0,509,40,10,6,14,49,66.7%,18,7,48,4,5,4,1,3,6,2,0,0,0,0,0,0,1,1,0,0,4,0,0,1,2,2,0,2,2,2,1,2,1,0,1,0,0,1,1,8,9,42,223,244,2,37.1%,76.8%,149,16,106,20,140,193,0,19.9,8,63.2%,19,1.29,0,0,0,0,4,7,54.2%,39,8,2,0.00,0.04,0.04,0,3,0.04,1,FOR vs EDM,2019-07-06,4ypbcugzi0b9jaqs2xkhvvv56,15377,73xrv2025rnj0t3y9ayp83bec:1052410,FOR vs EDM (2019-07-06)
