Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,Cross_Success_Percentage,Cross_Success_Percentage_Open_Play,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
252,1,daf9pfrmp5w42wpwejb3lzkr9,246192,90,29,Defensive Midfielder,Yong-Chan,Son,Son Yong-Chan,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,45,22,17,0.00,0,0,0.04,0,0,0,1,1,0,0,0,2,0,1,1,57,2,0,0,1,1,-,0,0,6,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,14,28,0,40.0%,86.7%,23,5,11,8,12,25,0,19.2,0,100.0%,1,0.00,0,0,0,0,0,1,72.2%,0,1,0,0.00,0.00,0.00,1,0,-,0,100.0%,-,EDM vs YRK,2020-09-02,7ulatzc5xxyaiw5pmjxft1kb8,15382,daf9pfrmp5w42wpwejb3lzkr9:2126259,EDM vs YRK (2020-09-02)
252,1,37pbdttxfaqvayoufo0q0dxey,453335,84,22,Left Back,Diyaeddine,Abzi,D. Abzi,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,31,12,15,0.07,0,0,0.08,0,0,0,1,1,3,0,0,6,1,0,0,57,4,0,2,2,7,100.0%,2,0,8,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,22,25,3,41.9%,87.1%,17,0,10,0,14,17,0,20.7,0,100.0%,1,0.00,17,0,0,0,2,2,69.2%,6,1,0,0.07,0.00,0.07,1,0,0.04,2,0.0%,0.0%,YRK vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,16614,37pbdttxfaqvayoufo0q0dxey:2126220,YRK vs ATO (2020-08-15)
252,1,7yfwpe3tltsxez80puqy7hoet,95575,90,28,Defensive Midfielder,Joseph,Di Chiara,J. Di Chiara,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,43,17,18,0.00,0,0,0.05,0,0,1,0,1,0,0,0,9,0,0,0,57,6,0,1,0,2,100.0%,1,0,1,1,0,1,0,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,14,15,28,3,44.2%,81.4%,19,7,9,8,9,26,0,15.3,0,60.0%,5,0.00,0,0,0,0,1,2,68.4%,1,0,1,0.00,0.00,0.00,1,0,-,0,100.0%,100.0%,CAV vs YRK,2020-09-05,7uw4ffr6e4epa23s5veyr3cpg,15381,7yfwpe3tltsxez80puqy7hoet:2126268,CAV vs YRK (2020-09-05)
252,1,6re5keaha87h6kc01848h53ah,243956,72,26,Left Midfielder,Victor,Blasco,Victor Blasco,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,30,8,12,0.27,0,0,0.17,1,0,0,2,2,8,0,0,11,5,0,0,57,7,1,1,0,2,66.7%,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,27,7,23,3,16.7%,66.7%,11,7,2,12,3,15,0,14.9,1,66.7%,3,0.00,19,0,1,0,1,2,60.0%,1,1,0,0.27,0.00,0.27,2,0,0.13,2,0.0%,0.0%,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,6re5keaha87h6kc01848h53ah:2126221,HFX vs PAC (2020-08-15)
252,1,8uqytik44ro3mbkz0s8m163xm,481762,90,25,Centre Forward,Andre,Rampersad,A. Rampersad,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,42,17,19,0.00,0,0,0.04,0,0,0,1,1,4,0,0,10,4,0,0,57,3,0,0,2,3,-,1,0,7,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,14,5,38,1,26.2%,85.7%,26,9,1,9,2,31,0,18.3,0,66.7%,3,0.00,0,0,0,0,0,0,54.5%,2,1,0,0.00,0.00,0.00,1,0,-,0,-,-,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,8uqytik44ro3mbkz0s8m163xm:2126238,HFX vs FOR (2020-08-20)
252,1,8uqytik44ro3mbkz0s8m163xm,481762,90,25,Defensive Midfielder,Andre,Rampersad,A. Rampersad,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,40,14,16,0.04,0,0,0.00,0,0,0,0,0,2,1,0,8,1,0,0,57,7,1,1,1,5,50.0%,1,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,13,12,32,2,45.0%,75.0%,20,6,4,7,7,26,0,18.4,2,60.0%,5,0.00,19,0,0,0,0,0,50.0%,3,2,0,0.04,0.00,0.04,0,0,0.04,1,-,-,HFX vs FOR,2020-09-09,8plkm1srpcwr60o1i31ksltsk,15377,8uqytik44ro3mbkz0s8m163xm:2137183,HFX vs FOR (2020-09-09)
252,1,9rwo2uejpeqqkmy6lgacm0ley,481367,90,25,Right Centre Back,Lukas,MacNaughton,L. MacNaughton,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,6,1,41,25,9,0.72,1,0,0.20,0,0,1,0,1,0,0,0,4,0,0,0,57,4,1,0,1,6,100.0%,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,33,18,4,43.9%,82.9%,14,0,20,1,23,17,0,25.5,0,50.0%,6,0.00,0,0,0,0,1,1,66.7%,6,0,0,0.00,0.72,0.72,1,1,0.18,4,0.0%,0.0%,PAC vs YRK,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,9rwo2uejpeqqkmy6lgacm0ley:2126232,PAC vs YRK (2020-08-19)
252,1,4tus0wc9k482jmoncnstteelm,481577,90,25,Defensive Midfielder,Raphael,Ohin,R. Ohin,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,52,33,15,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,57,1,1,1,1,3,66.7%,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,25,1,23.1%,92.3%,23,2,23,3,25,24,0,18.4,1,100.0%,1,0.00,0,0,0,0,0,0,75.0%,3,0,0,0.00,0.00,0.00,0,0,-,0,-,-,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,4tus0wc9k482jmoncnstteelm:2126235,ATO vs VAL (2020-08-19)
252,1,4tus0wc9k482jmoncnstteelm,481577,84,25,Defensive Midfielder,Raphael,Ohin,R. Ohin,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,44,20,16,0.08,0,0,0.00,0,0,0,0,0,2,0,0,6,1,0,0,57,6,0,1,1,3,50.0%,1,0,3,1,1,2,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,20,31,0,40.9%,81.8%,21,2,13,2,17,25,0,20.3,1,100.0%,1,0.00,26,0,0,0,0,0,55.6%,2,1,0,0.06,0.02,0.08,0,0,0.03,3,-,-,PAC vs VAL,2020-08-26,7tw47791fe2i850ddmt0nthqs,15380,4tus0wc9k482jmoncnstteelm:2126245,PAC vs VAL (2020-08-26)
252,1,58elvwym7gnql18liaoa6zo16,481627,90,25,Defensive Midfielder,Ajay,Khabra,A. Khabra,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,48,18,23,0.00,0,0,0.05,0,0,0,1,1,0,0,0,6,0,0,0,57,7,1,1,0,3,66.7%,1,1,10,1,0,2,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,13,17,27,0,39.6%,85.4%,20,11,10,12,10,26,0,13.8,1,50.0%,2,0.00,0,0,0,0,0,0,73.7%,2,0,1,0.00,0.00,0.00,1,0,-,0,-,-,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,58elvwym7gnql18liaoa6zo16:2126243,ATO vs EDM (2020-08-23)
252,1,3wyn5e0uz5jfilp065m3qynoq,501450,90,25,Central Midfielder,Aboubacar,Sissoko,A. Sissoko,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,39,11,18,0.00,0,0,0.00,0,0,0,0,0,5,0,0,12,5,0,0,57,9,1,3,1,5,66.7%,0,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,17,13,27,2,48.7%,74.4%,19,5,5,8,9,22,0,17.9,2,20.0%,5,0.00,0,0,0,0,1,1,63.2%,1,2,2,0.00,0.00,0.00,0,0,-,0,0.0%,0.0%,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,3wyn5e0uz5jfilp065m3qynoq:2126221,HFX vs PAC (2020-08-15)
268,1,7v7c25arh4yqd7tz8demrxa6t,231573,64,27,Left Midfielder,Brett,Levis,B. Levis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,13,9,0.00,0,1,0.42,0,1,1,0,1,4,0,0,12,2,0,0,56,3,2,3,0,5,83.3%,0,0,8,0,0,1,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,15,34,0,36.0%,88.0%,15,1,6,1,8,16,0,19.1,1,-,0,0.00,0,0,0,0,1,5,66.7%,3,2,0,0.00,0.00,0.00,0,0,-,0,40.0%,100.0%,FOR vs VAL,2020-09-05,7utday42etwsaaqej3w9gmqz8,15377,7v7c25arh4yqd7tz8demrxa6t:2126266,FOR vs VAL (2020-09-05)
268,1,etxxyk4izi97gchj7fo58ogd1,110665,90,28,Left Centre Back,Andrew,Jean-Baptiste,A. Jean-Baptiste,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,46,20,13,0.10,0,0,0.00,0,0,0,0,0,0,0,0,5,0,0,0,56,1,0,1,0,3,100.0%,2,1,5,0,1,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,28,24,3,50.0%,71.7%,17,1,15,3,23,20,0,28.5,0,66.7%,3,0.00,0,0,0,0,0,0,69.6%,2,1,0,0.00,0.10,0.10,0,1,0.10,1,-,-,PAC vs VAL,2020-08-26,7tw47791fe2i850ddmt0nthqs,15380,etxxyk4izi97gchj7fo58ogd1:2126245,PAC vs VAL (2020-08-26)
268,1,6mmfo5q4m9zdbpl1cgqv5muhh,164958,90,26,Right Attacking Midfielder,Keven Steven,Alemán Bustos,K. Alemán,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,34,10,19,0.12,0,0,0.05,0,0,0,1,1,5,1,0,6,2,0,0,56,8,0,2,0,2,100.0%,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,20,3,33,2,26.5%,85.3%,20,8,1,11,1,22,0,18.3,0,0.0%,1,0.00,25,0,0,0,2,3,66.7%,1,1,0,0.03,0.09,0.12,1,0,0.06,2,0.0%,0.0%,VAL vs EDM,2020-08-29,7u70ahhsjfxqkqyoibw4kuql0,15378,6mmfo5q4m9zdbpl1cgqv5muhh:2126254,VAL vs EDM (2020-08-29)
268,1,6re5keaha87h6kc01848h53ah,243956,90,26,Left Midfielder,Victor,Blasco,Victor Blasco,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,1,29,5,13,0.25,0,0,0.14,0,0,2,0,2,7,0,0,11,6,0,0,56,5,1,0,0,1,100.0%,0,0,4,1,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,28,3,25,2,27.6%,62.1%,8,8,2,13,2,14,0,15.7,0,50.0%,4,0.00,23,0,0,0,1,5,50.0%,1,0,0,0.10,0.15,0.25,2,0,0.06,4,40.0%,0.0%,PAC vs ATO,2020-09-03,7uqr7tcyx5axz4fcls8m9stn8,16614,6re5keaha87h6kc01848h53ah:2126262,PAC vs ATO (2020-09-03)
268,1,9bu481g5htyonfco9whsamve2,483062,90,30,Right Attacking Midfielder,Mohamed,Kourouma,M. Kourouma,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,7,4,41,13,17,0.74,1,0,0.00,1,0,0,0,0,1,0,0,5,1,0,0,56,5,1,0,0,1,100.0%,0,0,4,1,1,1,1,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,18,10,28,1,31.7%,73.2%,16,11,3,11,9,21,0,20.6,0,0.0%,1,0.00,18,0,1,1,0,2,38.5%,1,0,0,0.70,0.04,0.74,0,0,0.25,3,0.0%,-,YRK vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,9bu481g5htyonfco9whsamve2:2126220,YRK vs ATO (2020-08-15)
268,1,9rwo2uejpeqqkmy6lgacm0ley,481367,90,25,Right Centre Back,Lukas,MacNaughton,L. MacNaughton,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,46,28,9,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,56,2,0,0,2,6,-,4,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,19,0,43.5%,80.4%,13,0,24,0,30,16,0,21.3,0,75.0%,4,0.00,0,0,0,0,0,0,65.0%,4,2,0,0.00,0.00,0.00,0,0,-,0,-,-,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15381,9rwo2uejpeqqkmy6lgacm0ley:2126258,CAV vs PAC (2020-08-30)
268,1,6rj6gpjhz8sk2405943kpii1h,167886,90,25,Left Attacking Midfielder,Dylan,Carreiro,D. Carreiro,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,9,1,33,10,13,1.47,0,0,0.13,2,0,2,2,4,2,0,0,6,2,0,0,56,2,1,1,0,2,66.7%,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,22,7,27,4,27.3%,69.7%,12,7,4,10,5,18,0,24.5,1,-,0,0.00,21,0,2,0,1,6,33.3%,1,1,0,0.09,1.37,0.68,4,0,0.37,4,16.7%,0.0%,PAC vs VAL,2020-08-26,7tw47791fe2i850ddmt0nthqs,15380,6rj6gpjhz8sk2405943kpii1h:2126245,PAC vs VAL (2020-08-26)
268,1,20o0wuwg7mm8ynf0msec3a06i,481560,90,29,Right Midfielder,Dean,Northover,D. Northover,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,34,15,5,0.03,0,0,0.00,0,0,0,0,0,2,0,0,6,1,0,0,56,2,0,0,2,3,-,1,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,18,23,0,47.1%,58.8%,9,4,7,7,13,14,0,21.4,0,66.7%,3,0.00,0,0,0,0,0,0,25.0%,2,0,1,0.00,0.03,0.03,0,0,0.03,1,-,-,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15378,20o0wuwg7mm8ynf0msec3a06i:2126228,VAL vs CAV (2020-08-16)
268,1,49rr75teem0kobuhr4cesh756,484653,90,21,Left Midfielder,Mohamed,Farsi,M. Farsi,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,29,9,11,0.00,0,1,0.49,0,1,0,1,1,3,0,0,4,1,0,0,56,3,0,1,2,5,100.0%,2,2,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,18,2,31.0%,69.0%,9,5,6,8,8,13,0,21.3,0,0.0%,1,0.00,0,0,0,0,4,5,33.3%,3,2,0,0.00,0.00,0.00,0,0,-,0,20.0%,25.0%,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15378,49rr75teem0kobuhr4cesh756:2126228,VAL vs CAV (2020-08-16)
268,1,cfx0kdkw50a9417og40fqqled,160292,90,29,Right Centre Back,Roger,Thompson,R. Thompson,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,47,19,16,0.00,0,0,0.07,0,0,0,2,2,0,0,0,5,0,0,0,56,1,3,0,2,8,75.0%,3,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,30,1,59.6%,74.5%,19,0,16,1,19,27,0,25.7,1,100.0%,2,0.00,0,0,0,0,0,0,71.4%,6,2,0,0.00,0.00,0.00,2,0,-,0,-,-,EDM vs YRK,2020-09-02,7ulatzc5xxyaiw5pmjxft1kb8,6925,cfx0kdkw50a9417og40fqqled:2126259,EDM vs YRK (2020-09-02)
268,1,7z8zzlbmnxxfixcaod718ww0k,511208,70,23,Defensive Midfielder,Samuel,Gardner,S. Gardner,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,40,20,12,0.06,0,0,0.00,0,0,0,0,0,1,0,0,7,1,0,0,56,7,0,3,1,6,100.0%,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,20,25,1,35.0%,80.0%,16,6,10,7,14,19,0,20.3,0,42.9%,7,0.00,0,0,0,0,2,2,64.3%,3,2,1,0.00,0.06,0.06,0,1,0.06,1,0.0%,0.0%,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,7z8zzlbmnxxfixcaod718ww0k:2126243,ATO vs EDM (2020-08-23)
279,1,bzfamx9nfvg0cwshyldxiea5l,229907,79,21,Central Midfielder,Paolo,Sabak,P. Sabak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,46,14,26,0.05,0,0,0.00,0,0,0,0,0,4,0,0,5,2,0,0,55,5,0,0,0,0,0.0%,0,0,5,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,5,28,2,39.1%,87.0%,22,15,3,18,4,24,0,16.3,1,100.0%,1,0.00,16,0,0,0,0,1,83.3%,0,0,0,0.05,0.00,0.05,0,0,0.05,1,0.0%,-,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,bzfamx9nfvg0cwshyldxiea5l:2126225,FOR vs EDM (2020-08-16)
279,1,apavbqkzwn6ik22hi8d8mo1qt,153578,83,28,Left Winger,Maxim,Tissot,M. Tissot,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,34,11,16,0.03,0,0,0.00,0,0,0,0,0,1,0,0,2,0,0,0,55,4,1,0,2,4,100.0%,1,0,5,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,8,24,3,26.5%,79.4%,15,9,3,12,4,18,0,19.9,0,-,0,0.00,0,0,0,0,3,6,33.3%,3,1,0,0.00,0.03,0.03,0,0,0.03,1,16.7%,33.3%,HFX vs FOR,2020-09-09,8plkm1srpcwr60o1i31ksltsk,15376,apavbqkzwn6ik22hi8d8mo1qt:2137183,HFX vs FOR (2020-09-09)
279,1,exgvhzo1zgo07og3rsnjv13v9,112996,90,27,Goalkeeper,Callum,Irving,C. Irving,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,36,22,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1,-,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,6,0,0,5,1,0,0,6,4,2,1,0,0,0,5,0,0,1,2,0,0,0,55,0,0,58.3%,66.7%,0,0,24,0,36,0,0,39.2,0,-,0,1.77,0,0,0,0,0,0,47.6%,1,0,0,0.00,0.00,0.00,0,0,-,0,-,-,PAC vs VAL,2020-08-26,7tw47791fe2i850ddmt0nthqs,15378,exgvhzo1zgo07og3rsnjv13v9:2126245,PAC vs VAL (2020-08-26)
