Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,Cross_Success_Percentage,Cross_Success_Percentage_Open_Play,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
1059,0,dvm23d66qze0kmrzxft68a0ru,483640,0,26,Sub - Defender,Matthew,Arnone,M. Arnone,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,CAV vs YRK,2020-09-05,7uw4ffr6e4epa23s5veyr3cpg,15381,dvm23d66qze0kmrzxft68a0ru:2126268,CAV vs YRK (2020-09-05)
1059,0,3e7gd7j0811kh4ibwd2wfr84p,484575,0,29,Sub - Attacker,Maksym,Kowal,M. Kowal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,3e7gd7j0811kh4ibwd2wfr84p:2126235,ATO vs VAL (2020-08-19)
1059,0,3e7gd7j0811kh4ibwd2wfr84p,484575,0,29,Sub - Attacker,Maksym,Kowal,M. Kowal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,ATO vs CAV,2020-08-27,7u47vp82i9898dpktaf5q6psk,15381,3e7gd7j0811kh4ibwd2wfr84p:2126251,ATO vs CAV (2020-08-27)
1059,0,3e7gd7j0811kh4ibwd2wfr84p,484575,0,29,Sub - Attacker,Maksym,Kowal,M. Kowal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,ATO vs FOR,2020-08-30,7ufagyfpmg0q5miihyn7181ec,15377,3e7gd7j0811kh4ibwd2wfr84p:2126257,ATO vs FOR (2020-08-30)
1059,0,3e7gd7j0811kh4ibwd2wfr84p,484575,0,29,Sub - Attacker,Maksym,Kowal,M. Kowal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,HFX vs ATO,2020-09-06,7uyp0xq7ry9gphpbd0m2m60ic,15376,3e7gd7j0811kh4ibwd2wfr84p:2126270,HFX vs ATO (2020-09-06)
1059,0,3p86lh50rfrmmlrnxsq17dwtm,484562,0,25,Sub - Defender,Jarred,Phillips,J. Phillips,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,3p86lh50rfrmmlrnxsq17dwtm:2126235,ATO vs VAL (2020-08-19)
1059,0,3p86lh50rfrmmlrnxsq17dwtm,484562,0,25,Sub - Defender,Jarred,Phillips,J. Phillips,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,3p86lh50rfrmmlrnxsq17dwtm:2126243,ATO vs EDM (2020-08-23)
1059,0,b4fvyjouvib12km5n7fa11n85,243852,0,29,Sub - Defender,Chakib,Hocine,C. Hocine,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,PAC vs VAL,2020-08-26,7tw47791fe2i850ddmt0nthqs,15380,b4fvyjouvib12km5n7fa11n85:2126245,PAC vs VAL (2020-08-26)
1059,0,b4fvyjouvib12km5n7fa11n85,243852,0,29,Sub - Defender,Chakib,Hocine,C. Hocine,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,VAL vs EDM,2020-08-29,7u70ahhsjfxqkqyoibw4kuql0,6925,b4fvyjouvib12km5n7fa11n85:2126254,VAL vs EDM (2020-08-29)
1059,1,49rr75teem0kobuhr4cesh756,484653,1,21,Right Winger,Mohamed,Farsi,M. Farsi,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15376,49rr75teem0kobuhr4cesh756:2126244,CAV vs HFX (2020-08-24)
1059,0,759r7l0y8jofaf394tnc7ytt6,481629,0,19,Sub - Attacker,Prince,Amanda,P. Amanda,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,759r7l0y8jofaf394tnc7ytt6:2126225,FOR vs EDM (2020-08-16)
1059,0,759r7l0y8jofaf394tnc7ytt6,481629,0,19,Sub - Attacker,Prince,Amanda,P. Amanda,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,759r7l0y8jofaf394tnc7ytt6:2126240,EDM vs CAV (2020-08-21)
1059,0,759r7l0y8jofaf394tnc7ytt6,481629,0,19,Sub - Attacker,Prince,Amanda,P. Amanda,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,VAL vs EDM,2020-08-29,7u70ahhsjfxqkqyoibw4kuql0,15378,759r7l0y8jofaf394tnc7ytt6:2126254,VAL vs EDM (2020-08-29)
1059,0,1hdfhtafk7cehetym09wbhpm,484659,0,23,Sub - Attacker,Jace,Kotsopoulos,J. Kotsopoulos,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,YRK vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,16614,1hdfhtafk7cehetym09wbhpm:2126220,YRK vs ATO (2020-08-15)
1059,0,1hdfhtafk7cehetym09wbhpm,484659,0,23,Sub - Attacker,Jace,Kotsopoulos,J. Kotsopoulos,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,PAC vs YRK,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,1hdfhtafk7cehetym09wbhpm:2126232,PAC vs YRK (2020-08-19)
1059,0,1hdfhtafk7cehetym09wbhpm,484659,0,23,Sub - Attacker,Jace,Kotsopoulos,J. Kotsopoulos,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,YRK vs FOR,2020-08-26,7tyu476shfl4lg1dm54shvt3o,15377,1hdfhtafk7cehetym09wbhpm:2126246,YRK vs FOR (2020-08-26)
1059,0,1hdfhtafk7cehetym09wbhpm,484659,0,23,Sub - Attacker,Jace,Kotsopoulos,J. Kotsopoulos,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,HFX vs YRK,2020-08-29,7ubxnr535nkdppzi934wdbdhw,15376,1hdfhtafk7cehetym09wbhpm:2126256,HFX vs YRK (2020-08-29)
1059,0,1hdfhtafk7cehetym09wbhpm,484659,0,23,Sub - Attacker,Jace,Kotsopoulos,J. Kotsopoulos,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,EDM vs YRK,2020-09-02,7ulatzc5xxyaiw5pmjxft1kb8,6925,1hdfhtafk7cehetym09wbhpm:2126259,EDM vs YRK (2020-09-02)
1059,0,1hdfhtafk7cehetym09wbhpm,484659,0,23,Sub - Attacker,Jace,Kotsopoulos,J. Kotsopoulos,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,CAV vs YRK,2020-09-05,7uw4ffr6e4epa23s5veyr3cpg,15381,1hdfhtafk7cehetym09wbhpm:2126268,CAV vs YRK (2020-09-05)
1059,0,9u43821bgzomf56br5toaywdm,485988,0,20,Sub - Goalkeeper,Baj,Maan,B. Maan,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,9u43821bgzomf56br5toaywdm:2126218,FOR vs CAV (2020-08-14)
1059,0,9u43821bgzomf56br5toaywdm,485988,0,20,Sub - Goalkeeper,Baj,Maan,B. Maan,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,9u43821bgzomf56br5toaywdm:2126225,FOR vs EDM (2020-08-16)
1059,0,9u43821bgzomf56br5toaywdm,485988,0,20,Sub - Goalkeeper,Baj,Maan,B. Maan,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,9u43821bgzomf56br5toaywdm:2126238,HFX vs FOR (2020-08-20)
1059,0,9u43821bgzomf56br5toaywdm,485988,0,20,Sub - Goalkeeper,Baj,Maan,B. Maan,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,9u43821bgzomf56br5toaywdm:2126242,FOR vs PAC (2020-08-22)
1059,0,9u43821bgzomf56br5toaywdm,485988,0,20,Sub - Goalkeeper,Baj,Maan,B. Maan,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,YRK vs FOR,2020-08-26,7tyu476shfl4lg1dm54shvt3o,15382,9u43821bgzomf56br5toaywdm:2126246,YRK vs FOR (2020-08-26)
1059,0,9u43821bgzomf56br5toaywdm,485988,0,20,Sub - Goalkeeper,Baj,Maan,B. Maan,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,ATO vs FOR,2020-08-30,7ufagyfpmg0q5miihyn7181ec,16614,9u43821bgzomf56br5toaywdm:2126257,ATO vs FOR (2020-08-30)
1059,0,9u43821bgzomf56br5toaywdm,485988,0,20,Sub - Goalkeeper,Baj,Maan,B. Maan,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-,HFX vs FOR,2020-09-09,8plkm1srpcwr60o1i31ksltsk,15376,9u43821bgzomf56br5toaywdm:2137183,HFX vs FOR (2020-09-09)
