player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk
Péter Gulácsi,hu HUN,GK,RB Leipzig,29,1990,32.0,32.0,2880.0,34.0,1.06,117.0,82.0,0.726,16.0,12.0,4.0,10.0,31.3,2.0,2.0,0.0,0.0,32.0,0.0,8.0,0.0,37.6,0.31,3.6,0.11,165.0,398.0,41.5,1042.0,183.0,30.5,33.1,226.0,35.4,35.2,243.0,19.0,7.8,48.0,1.5,17.2
Angus Gunn,eng ENG,GK,Southampton,23,1996,10.0,10.0,900.0,25.0,2.5,53.0,30.0,0.566,2.0,2.0,6.0,2.0,20.0,2.0,2.0,0.0,0.0,10.0,1.0,1.0,0.0,18.1,0.31,-6.9,-0.69,46.0,190.0,24.2,177.0,24.0,68.9,50.4,79.0,86.1,60.4,81.0,6.0,7.4,8.0,0.8,16.4
Régis Gurtner,fr FRA,GK,Amiens,32,1986,28.0,28.0,2520.0,50.0,1.79,140.0,92.0,0.65,4.0,11.0,13.0,5.0,17.9,1.0,1.0,0.0,0.0,28.0,1.0,13.0,1.0,41.1,0.29,-7.9,-0.28,231.0,521.0,44.3,567.0,95.0,55.7,43.6,254.0,80.7,55.4,269.0,15.0,5.6,11.0,0.39,13.7
Samir Handanović,si SVN,GK,Inter,35,1984,35.0,35.0,3150.0,32.0,0.91,108.0,79.0,0.722,22.0,10.0,3.0,13.0,37.1,3.0,2.0,1.0,0.0,35.0,0.0,4.0,1.0,32.5,0.28,1.5,0.04,148.0,284.0,52.1,850.0,187.0,24.2,29.4,264.0,29.5,30.3,333.0,21.0,6.3,12.0,0.34,12.0
Tom Heaton,eng ENG,GK,Aston Villa,33,1986,20.0,20.0,1794.0,35.0,1.76,99.0,67.0,0.677,6.0,3.0,11.0,4.0,20.0,3.0,3.0,0.0,0.0,19.9,1.0,7.0,1.0,32.6,0.31,-1.4,-0.07,129.0,384.0,33.6,418.0,95.0,57.7,45.9,196.0,73.0,56.5,225.0,17.0,7.6,8.0,0.4,11.7
Dean Henderson,eng ENG,GK,Sheffield Utd,22,1997,36.0,36.0,3240.0,33.0,0.92,129.0,97.0,0.752,14.0,11.0,11.0,13.0,36.1,3.0,1.0,1.0,1.0,36.0,0.0,2.0,0.0,38.2,0.3,5.2,0.14,252.0,853.0,29.5,777.0,99.0,77.7,58.7,258.0,96.5,75.7,291.0,23.0,7.9,17.0,0.47,13.8
Wayne Hennessey,wal WAL,GK,Crystal Palace,32,1987,3.0,3.0,270.0,8.0,2.67,22.0,14.0,0.636,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,8.8,0.4,0.8,0.28,31.0,88.0,35.2,64.0,6.0,82.8,56.2,39.0,89.7,67.2,35.0,3.0,8.6,1.0,0.33,14.7
Sergio Herrera,es ESP,GK,Osasuna,26,1993,19.0,18.0,1655.0,27.0,1.47,79.0,52.0,0.671,7.0,3.0,8.0,7.0,38.9,1.0,1.0,0.0,0.0,18.4,2.0,4.0,0.0,27.6,0.34,0.6,0.03,175.0,482.0,36.3,464.0,72.0,74.6,52.9,148.0,91.9,64.4,156.0,16.0,10.3,21.0,1.14,15.9
Iago Herrerín,es ESP,GK,Athletic Club,31,1988,5.0,4.0,425.0,9.0,1.91,18.0,9.0,0.5,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.0,1.0,0.0,6.3,0.36,-2.7,-0.57,44.0,110.0,40.0,139.0,28.0,61.9,46.4,30.0,80.0,58.3,41.0,6.0,14.6,0.0,0.0,10.5
Marwin Hitz,ch SUI,GK,Dortmund,31,1987,4.0,3.0,290.0,1.0,0.31,7.0,6.0,0.857,2.0,1.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,2.7,0.39,1.7,0.53,9.0,24.0,37.5,75.0,14.0,20.0,31.0,25.0,36.0,39.9,21.0,2.0,9.5,4.0,1.24,17.5
Timo Horn,de GER,GK,Köln,26,1993,34.0,34.0,3060.0,69.0,2.03,152.0,87.0,0.572,10.0,6.0,18.0,6.0,17.6,6.0,4.0,2.0,0.0,34.0,1.0,11.0,2.0,53.1,0.32,-13.9,-0.41,311.0,630.0,49.4,892.0,99.0,53.9,42.2,298.0,50.0,40.7,270.0,18.0,6.7,14.0,0.41,14.1
Lukáš Hrádecký,fi FIN,GK,Leverkusen,29,1989,34.0,34.0,3060.0,44.0,1.29,137.0,92.0,0.693,19.0,6.0,9.0,10.0,29.4,2.0,2.0,0.0,0.0,34.0,1.0,6.0,0.0,48.7,0.35,4.7,0.14,261.0,604.0,43.2,1362.0,205.0,37.0,35.7,234.0,42.7,38.9,218.0,21.0,9.6,29.0,0.85,15.8
Jannik Huth,de GER,GK,Paderborn 07,25,1994,6.0,6.0,540.0,17.0,2.83,32.0,16.0,0.5,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,11.7,0.34,-5.3,-0.88,34.0,83.0,41.0,205.0,37.0,33.7,34.0,49.0,28.6,33.4,43.0,4.0,9.3,4.0,0.67,15.9
Rune Jarstein,no NOR,GK,Hertha BSC,34,1984,29.0,29.0,2547.0,46.0,1.63,131.0,94.0,0.702,11.0,5.0,13.0,9.0,31.0,7.0,7.0,0.0,0.0,28.3,3.0,6.0,2.0,38.8,0.25,-5.2,-0.18,290.0,620.0,46.8,786.0,122.0,57.6,43.1,221.0,75.6,53.5,281.0,27.0,9.6,16.0,0.57,12.9
Jesse Joronen,fi FIN,GK,Brescia,26,1993,29.0,29.0,2610.0,59.0,2.03,172.0,123.0,0.709,5.0,6.0,18.0,5.0,17.2,10.0,9.0,1.0,0.0,29.0,0.0,9.0,3.0,61.1,0.31,5.1,0.17,162.0,423.0,38.3,573.0,160.0,49.7,41.5,276.0,50.0,42.0,356.0,27.0,7.6,10.0,0.34,13.0
Lovre Kalinić,hr CRO,GK,Toulouse,29,1990,4.0,4.0,306.0,4.0,1.18,15.0,11.0,0.733,0.0,1.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,3.4,0.0,1.0,0.0,2.9,0.21,-1.1,-0.31,25.0,86.0,29.1,81.0,13.0,64.2,48.3,38.0,89.5,61.1,46.0,8.0,17.4,2.0,0.59,16.8
Stefanos Kapino,gr GRE,GK,Werder Bremen,25,1994,1.0,1.0,90.0,2.0,2.0,5.0,3.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4,0.29,-0.6,-0.57,9.0,18.0,50.0,25.0,8.0,48.0,40.0,9.0,66.7,45.6,19.0,0.0,0.0,1.0,1.0,13.4
Florian Kastenmeier,de GER,GK,Düsseldorf,22,1997,17.0,17.0,1530.0,31.0,1.82,76.0,50.0,0.618,2.0,9.0,6.0,2.0,11.8,3.0,2.0,1.0,0.0,17.0,0.0,3.0,3.0,24.4,0.3,-3.6,-0.21,140.0,330.0,42.4,519.0,56.0,51.1,42.5,111.0,58.6,48.3,105.0,4.0,3.8,14.0,0.82,15.5
Tomáš Koubek,cz CZE,GK,Augsburg,26,1992,24.0,24.0,2160.0,51.0,2.12,122.0,72.0,0.582,6.0,6.0,12.0,4.0,16.7,1.0,0.0,1.0,0.0,24.0,0.0,4.0,2.0,45.0,0.37,-4.0,-0.17,162.0,494.0,32.8,628.0,103.0,54.1,45.2,212.0,72.6,57.3,230.0,15.0,6.5,23.0,0.96,15.5
Thomas Kraft,de GER,GK,Hertha BSC,31,1988,4.0,4.0,360.0,9.0,2.25,20.0,11.0,0.55,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,7.1,0.35,-1.9,-0.48,38.0,88.0,43.2,96.0,15.0,64.6,45.4,33.0,78.8,55.3,44.0,2.0,4.5,4.0,1.0,17.2
Tim Krul,nl NED,GK,Norwich City,31,1988,36.0,36.0,3240.0,68.0,1.89,189.0,123.0,0.656,5.0,6.0,25.0,5.0,13.9,5.0,3.0,2.0,0.0,36.0,1.0,13.0,3.0,65.0,0.32,0.0,0.0,261.0,733.0,35.6,1217.0,178.0,45.1,39.8,333.0,55.3,45.1,383.0,28.0,7.3,17.0,0.47,14.0
Alban Lafont,fr FRA,GK,Nantes,20,1999,27.0,27.0,2430.0,29.0,1.07,91.0,65.0,0.714,11.0,4.0,12.0,10.0,37.0,6.0,3.0,2.0,1.0,27.0,0.0,3.0,0.0,25.4,0.24,-3.6,-0.13,165.0,481.0,34.3,697.0,131.0,48.2,40.8,187.0,77.5,55.3,222.0,15.0,6.8,23.0,0.85,15.9
Gautier Larsonneur,fr FRA,GK,Brest,22,1997,27.0,27.0,2398.0,34.0,1.28,128.0,95.0,0.758,7.0,10.0,10.0,7.0,25.9,5.0,3.0,1.0,1.0,26.6,0.0,5.0,0.0,40.7,0.29,6.7,0.25,179.0,448.0,40.0,793.0,143.0,43.3,39.2,235.0,44.7,38.9,304.0,27.0,8.9,19.0,0.71,14.4
Benjamin Lecomte,fr FRA,GK,Monaco,28,1991,28.0,28.0,2520.0,44.0,1.57,132.0,95.0,0.712,11.0,7.0,10.0,7.0,25.0,6.0,6.0,0.0,0.0,28.0,0.0,8.0,1.0,40.9,0.28,-2.1,-0.07,175.0,378.0,46.3,639.0,136.0,39.9,36.6,209.0,58.9,45.1,250.0,26.0,10.4,12.0,0.43,14.4
Nicolas Lemaître,fr FRA,GK,Reims,22,1997,1.0,1.0,90.0,3.0,3.0,3.0,1.0,0.333,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.2,0.45,-0.8,-0.8,3.0,8.0,37.5,19.0,4.0,21.1,24.6,8.0,50.0,37.5,5.0,0.0,0.0,0.0,0.0,11.0
Bernd Leno,de GER,GK,Arsenal,27,1992,30.0,30.0,2649.0,39.0,1.33,147.0,110.0,0.776,9.0,13.0,8.0,7.0,23.3,7.0,6.0,1.0,0.0,29.4,0.0,6.0,0.0,45.1,0.27,6.1,0.21,90.0,320.0,28.1,739.0,174.0,28.1,31.9,251.0,44.6,40.0,273.0,18.0,6.6,18.0,0.61,13.5
Donovan Léon,gf GUF,GK,Brest,26,1992,2.0,1.0,122.0,3.0,2.21,10.0,8.0,0.8,1.0,0.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,1.4,0.0,0.0,0.0,2.5,0.16,-0.5,-0.33,10.0,21.0,47.6,35.0,7.0,48.6,42.5,6.0,66.7,48.5,17.0,1.0,5.9,0.0,0.0,11.7
Karlo Letica,hr CRO,GK,SPAL,22,1997,10.0,10.0,900.0,29.0,2.9,66.0,38.0,0.561,0.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0,1.0,1.0,22.7,0.34,-5.3,-0.53,64.0,174.0,36.8,226.0,53.0,50.0,40.6,93.0,65.6,48.6,103.0,7.0,6.8,1.0,0.1,11.7
Hugo Lloris,fr FRA,GK,Tottenham,32,1986,21.0,21.0,1807.0,21.0,1.05,93.0,74.0,0.796,11.0,6.0,4.0,6.0,28.6,3.0,2.0,1.0,0.0,20.1,0.0,2.0,1.0,27.3,0.27,7.3,0.36,133.0,300.0,44.3,419.0,82.0,49.9,40.7,149.0,61.1,44.1,189.0,11.0,5.8,4.0,0.2,11.4
Anthony Lopes,pt POR,GK,Lyon,28,1990,26.0,26.0,2340.0,25.0,0.96,85.0,64.0,0.729,10.0,7.0,9.0,8.0,30.8,3.0,2.0,0.0,1.0,26.0,1.0,2.0,3.0,24.0,0.26,2.0,0.08,128.0,267.0,47.9,632.0,140.0,30.2,32.2,186.0,40.9,38.0,220.0,16.0,7.3,15.0,0.58,14.9
Diego López,es ESP,GK,Espanyol,37,1981,36.0,36.0,3232.0,58.0,1.62,153.0,101.0,0.66,4.0,9.0,23.0,4.0,11.1,7.0,6.0,1.0,0.0,35.9,0.0,6.0,2.0,50.4,0.3,-5.6,-0.15,225.0,691.0,32.6,839.0,118.0,57.1,45.2,303.0,70.0,52.0,302.0,26.0,8.6,31.0,0.86,14.7
Pau López,es ESP,GK,Roma,24,1994,32.0,32.0,2880.0,45.0,1.41,122.0,83.0,0.697,18.0,6.0,8.0,5.0,15.6,9.0,8.0,1.0,0.0,32.0,1.0,4.0,0.0,42.7,0.28,-2.3,-0.07,175.0,373.0,46.9,848.0,179.0,34.8,33.6,208.0,37.5,35.4,238.0,15.0,6.3,24.0,0.75,14.9
Andreas Luthe,de GER,GK,Augsburg,32,1987,10.0,10.0,900.0,12.0,1.2,35.0,23.0,0.657,3.0,3.0,4.0,3.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,14.0,0.42,3.0,0.3,71.0,190.0,37.4,328.0,50.0,43.6,39.3,91.0,51.6,43.0,113.0,12.0,10.6,4.0,0.4,13.2
Mike Maignan,fr FRA,GK,Lille,23,1995,28.0,28.0,2520.0,27.0,0.96,78.0,58.0,0.705,15.0,4.0,9.0,12.0,42.9,6.0,4.0,1.0,1.0,28.0,1.0,1.0,3.0,24.2,0.26,0.2,0.01,158.0,425.0,37.2,562.0,142.0,49.1,41.7,200.0,74.5,58.8,200.0,23.0,11.5,9.0,0.32,13.8
Steve Mandanda,fr FRA,GK,Marseille,34,1985,27.0,27.0,2371.0,27.0,1.02,91.0,71.0,0.747,15.0,8.0,4.0,11.0,40.7,4.0,4.0,0.0,0.0,26.3,0.0,2.0,3.0,26.8,0.27,2.8,0.11,139.0,401.0,34.7,706.0,134.0,44.5,40.0,142.0,61.3,48.4,190.0,15.0,7.9,18.0,0.68,14.5
Daniel Martín,es ESP,GK,Betis,21,1998,6.0,5.0,531.0,12.0,2.03,26.0,14.0,0.538,1.0,0.0,4.0,1.0,20.0,0.0,0.0,0.0,0.0,5.9,0.0,1.0,0.0,7.8,0.3,-4.2,-0.72,37.0,76.0,48.7,158.0,35.0,36.1,33.9,36.0,52.8,45.4,58.0,3.0,5.2,2.0,0.34,13.0
David Martin,eng ENG,GK,West Ham,33,1986,5.0,4.0,436.0,6.0,1.24,20.0,14.0,0.7,2.0,0.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,4.8,0.0,1.0,0.0,7.8,0.39,1.8,0.38,39.0,106.0,36.8,80.0,10.0,80.0,55.3,44.0,95.5,65.4,55.0,1.0,1.8,0.0,0.0,9.0
Emiliano Martínez,ar ARG,GK,Arsenal,26,1992,9.0,8.0,771.0,9.0,1.05,42.0,33.0,0.81,5.0,1.0,2.0,3.0,37.5,1.0,1.0,0.0,0.0,8.6,0.0,3.0,0.0,12.9,0.29,3.9,0.46,38.0,113.0,33.6,232.0,46.0,34.5,35.1,61.0,54.1,47.0,80.0,5.0,6.3,3.0,0.35,12.3
Jordi Masip,es ESP,GK,Valladolid,30,1989,35.0,35.0,3150.0,39.0,1.11,121.0,88.0,0.727,8.0,15.0,12.0,11.0,31.4,7.0,6.0,1.0,0.0,35.0,2.0,3.0,0.0,45.2,0.33,6.2,0.18,246.0,750.0,32.8,717.0,118.0,66.2,48.3,337.0,81.6,59.0,369.0,17.0,4.6,11.0,0.31,11.8
Alex McCarthy,eng ENG,GK,Southampton,29,1989,28.0,28.0,2520.0,35.0,1.25,110.0,77.0,0.691,13.0,5.0,10.0,7.0,25.0,2.0,1.0,1.0,0.0,28.0,0.0,4.0,1.0,40.5,0.36,6.5,0.23,197.0,556.0,35.4,638.0,74.0,63.9,48.0,177.0,83.6,61.4,259.0,20.0,7.7,14.0,0.5,14.7
Michael McGovern,nir NIR,GK,Norwich City,35,1984,2.0,1.0,159.0,6.0,3.4,11.0,5.0,0.455,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.8,0.0,0.0,0.0,4.9,0.36,-1.1,-0.62,9.0,29.0,31.0,37.0,10.0,54.1,38.4,14.0,64.3,45.8,16.0,0.0,0.0,1.0,0.57,15.3
Edouard Mendy,sn SEN,GK,Rennes,27,1992,24.0,24.0,2160.0,19.0,0.79,74.0,59.0,0.784,13.0,5.0,6.0,9.0,37.5,4.0,3.0,1.0,0.0,24.0,1.0,4.0,1.0,19.7,0.22,1.7,0.07,208.0,405.0,51.4,630.0,97.0,47.1,39.4,162.0,66.7,47.6,197.0,20.0,10.2,16.0,0.67,14.2
Alex Meret,it ITA,GK,Napoli,22,1997,22.0,21.0,1951.0,33.0,1.52,76.0,46.0,0.632,9.0,5.0,7.0,3.0,14.3,6.0,5.0,1.0,0.0,21.7,0.0,3.0,1.0,27.7,0.29,-4.3,-0.2,49.0,133.0,36.8,464.0,85.0,23.7,28.1,137.0,16.8,24.4,153.0,8.0,5.2,6.0,0.28,12.1
Antonio Mirante,it ITA,GK,Roma,36,1983,5.0,5.0,450.0,5.0,1.0,22.0,17.0,0.818,2.0,1.0,2.0,2.0,40.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.7,0.25,0.7,0.15,26.0,56.0,46.4,143.0,31.0,35.0,32.8,29.0,20.7,30.3,50.0,4.0,8.0,4.0,0.8,13.3
Simon Moore,eng ENG,GK,Sheffield Utd,29,1990,2.0,2.0,180.0,6.0,3.0,12.0,6.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.3,0.36,-1.7,-0.86,10.0,39.0,25.6,37.0,4.0,75.7,58.9,11.0,100.0,76.5,5.0,0.0,0.0,0.0,0.0,11.4
Jessy Moulin,fr FRA,GK,Saint-Étienne,33,1986,5.0,5.0,450.0,4.0,0.8,20.0,18.0,0.9,2.0,2.0,1.0,2.0,40.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,7.5,0.3,3.5,0.7,28.0,97.0,28.9,134.0,30.0,53.7,43.5,42.0,59.5,47.0,39.0,3.0,7.7,2.0,0.4,14.4
Florian Müller,de GER,GK,Mainz 05,21,1997,13.0,12.0,1125.0,25.0,2.0,64.0,41.0,0.641,3.0,2.0,7.0,2.0,16.7,3.0,2.0,1.0,0.0,12.5,2.0,2.0,0.0,23.1,0.33,-1.9,-0.15,88.0,215.0,40.9,363.0,77.0,38.3,36.6,119.0,63.9,50.2,116.0,8.0,6.9,14.0,1.12,16.1
Juan Musso,ar ARG,GK,Udinese,25,1994,38.0,38.0,3420.0,51.0,1.34,186.0,139.0,0.769,12.0,9.0,17.0,14.0,36.8,10.0,8.0,2.0,0.0,38.0,2.0,6.0,0.0,53.8,0.24,2.8,0.07,218.0,491.0,44.4,819.0,171.0,40.9,36.3,359.0,43.5,36.6,364.0,38.0,10.4,15.0,0.39,12.2
Yvon Mvogo,ch SUI,GK,RB Leipzig,25,1994,2.0,2.0,180.0,3.0,1.5,5.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.6,0.32,-1.4,-0.7,7.0,18.0,38.9,69.0,9.0,21.7,29.7,10.0,30.0,29.4,13.0,1.0,7.7,2.0,1.0,16.1
Keylor Navas,cr CRC,GK,Paris S-G,32,1986,21.0,21.0,1890.0,18.0,0.86,65.0,46.0,0.723,17.0,2.0,2.0,11.0,52.4,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,15.5,0.24,-1.5,-0.07,67.0,132.0,50.8,406.0,76.0,24.4,30.9,138.0,23.9,29.7,112.0,7.0,6.3,7.0,0.33,14.0
Neto,br BRA,GK,Barcelona,30,1989,2.0,2.0,180.0,2.0,1.0,3.0,1.0,0.333,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,0.5,-0.5,-0.25,4.0,10.0,40.0,47.0,5.0,17.0,24.6,15.0,13.3,22.8,13.0,0.0,0.0,1.0,0.5,11.8
Manuel Neuer,de GER,GK,Bayern Munich,33,1986,33.0,33.0,2970.0,31.0,0.94,111.0,84.0,0.748,25.0,4.0,4.0,15.0,45.5,4.0,3.0,1.0,0.0,33.0,0.0,6.0,1.0,32.5,0.27,2.5,0.08,218.0,370.0,58.9,1267.0,202.0,26.0,30.1,179.0,22.3,29.0,195.0,13.0,6.7,54.0,1.64,19.3
Moritz Nicolas,de GER,GK,Union Berlin,21,1997,1.0,1.0,90.0,4.0,4.0,8.0,4.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.9,0.36,-1.1,-1.15,8.0,20.0,40.0,29.0,0.0,55.2,44.7,7.0,57.1,48.9,4.0,0.0,0.0,1.0,1.0,13.7
Alexander Nübel,de GER,GK,Schalke 04,22,1996,26.0,26.0,2315.0,40.0,1.56,114.0,79.0,0.684,8.0,9.0,9.0,6.0,23.1,4.0,4.0,0.0,0.0,25.7,1.0,6.0,2.0,37.1,0.3,-0.9,-0.03,169.0,443.0,38.1,802.0,111.0,39.7,37.9,207.0,60.4,47.1,214.0,10.0,4.7,16.0,0.62,14.6
Ørjan Nyland,no NOR,GK,Aston Villa,28,1990,7.0,5.0,539.0,12.0,2.0,26.0,14.0,0.538,0.0,2.0,3.0,1.0,20.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.6,0.33,-3.4,-0.57,37.0,109.0,33.9,129.0,28.0,49.6,44.0,53.0,84.9,62.5,56.0,2.0,3.6,3.0,0.5,13.2
Jan Oblak,si SVN,GK,Atlético Madrid,26,1993,38.0,38.0,3395.0,27.0,0.72,105.0,82.0,0.771,18.0,16.0,4.0,17.0,44.7,4.0,3.0,0.0,1.0,37.7,1.0,4.0,3.0,25.2,0.22,1.2,0.03,262.0,656.0,39.9,646.0,111.0,64.4,46.9,314.0,76.4,56.5,347.0,19.0,5.5,17.0,0.45,14.0
Oier Olazábal,es ESP,GK,Espanyol,29,1989,2.0,2.0,180.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.1,0.4,0.2,9.0,20.0,45.0,50.0,15.0,26.0,31.9,12.0,58.3,44.2,13.0,1.0,7.7,0.0,0.0,13.2
Robin Olsen,se SWE,GK,Cagliari,29,1990,17.0,17.0,1524.0,24.0,1.42,83.0,63.0,0.759,8.0,5.0,4.0,4.0,23.5,4.0,4.0,0.0,0.0,16.9,0.0,1.0,2.0,22.0,0.23,0.0,0.0,105.0,278.0,37.8,341.0,62.0,55.4,45.1,159.0,56.0,47.3,200.0,12.0,6.0,4.0,0.24,11.1
David Ospina,co COL,GK,Napoli,30,1988,17.0,17.0,1469.0,17.0,1.04,53.0,36.0,0.717,9.0,3.0,5.0,4.0,23.5,2.0,2.0,0.0,0.0,16.3,1.0,2.0,0.0,18.0,0.31,1.0,0.06,54.0,109.0,49.5,383.0,58.0,23.5,28.3,84.0,22.6,24.1,127.0,11.0,8.7,9.0,0.55,14.0
Alexandre Oukidja,dz ALG,GK,Metz,31,1988,27.0,27.0,2385.0,31.0,1.17,127.0,99.0,0.78,8.0,10.0,9.0,8.0,29.6,3.0,3.0,0.0,0.0,26.5,0.0,6.0,0.0,35.1,0.26,4.1,0.16,220.0,634.0,34.7,678.0,113.0,65.6,49.4,209.0,90.4,64.9,286.0,35.0,12.2,26.0,0.98,15.7
Fernando Pacheco,es ESP,GK,Alavés,27,1992,27.0,27.0,2358.0,37.0,1.41,92.0,61.0,0.685,7.0,7.0,13.0,6.0,22.2,11.0,8.0,3.0,0.0,26.2,3.0,2.0,0.0,33.7,0.3,-3.3,-0.13,290.0,616.0,47.1,562.0,92.0,68.7,47.9,252.0,91.3,61.0,254.0,17.0,6.7,12.0,0.46,13.4
Daniele Padelli,it ITA,GK,Inter,33,1985,4.0,4.0,270.0,4.0,1.33,6.0,3.0,0.5,2.0,0.0,1.0,1.0,25.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,3.1,0.38,-0.9,-0.29,10.0,24.0,41.7,67.0,14.0,26.9,32.0,24.0,25.0,30.7,36.0,1.0,2.8,0.0,0.0,9.3
Miquel Parera,es ESP,GK,Mallorca,23,1996,1.0,1.0,90.0,2.0,2.0,5.0,3.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.31,-0.4,-0.45,3.0,14.0,21.4,22.0,3.0,50.0,43.0,4.0,75.0,62.8,6.0,1.0,16.7,0.0,0.0,6.0
Rui Patrício,pt POR,GK,Wolves,31,1988,38.0,38.0,3420.0,40.0,1.05,120.0,80.0,0.675,15.0,14.0,9.0,13.0,34.2,3.0,1.0,2.0,0.0,38.0,1.0,7.0,1.0,40.2,0.32,1.2,0.03,282.0,583.0,48.4,580.0,124.0,59.7,44.6,282.0,84.0,55.6,349.0,15.0,4.3,8.0,0.21,12.4
Jiří Pavlenka,cz CZE,GK,Werder Bremen,27,1992,33.0,33.0,2970.0,67.0,2.03,170.0,106.0,0.612,8.0,6.0,19.0,4.0,12.1,1.0,1.0,0.0,0.0,33.0,1.0,13.0,3.0,49.0,0.28,-15.0,-0.46,245.0,580.0,42.2,904.0,162.0,45.8,39.3,296.0,56.1,44.7,356.0,14.0,3.9,23.0,0.7,14.3
Gianluca Pegolo,it ITA,GK,Sassuolo,38,1981,5.0,5.0,450.0,4.0,0.8,26.0,23.0,0.846,2.0,2.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.9,0.23,2.9,0.58,15.0,39.0,38.5,122.0,24.0,24.6,26.9,36.0,25.0,22.7,37.0,1.0,2.7,1.0,0.2,11.5
Yohann Pelé,fr FRA,GK,Marseille,36,1982,2.0,1.0,149.0,2.0,1.21,6.0,4.0,0.667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.7,0.0,0.0,0.0,2.5,0.3,0.5,0.31,2.0,13.0,15.4,33.0,7.0,15.2,28.8,14.0,57.1,45.9,14.0,0.0,0.0,2.0,1.21,20.0
Philipp Pentke,de GER,GK,Hoffenheim,34,1985,4.0,4.0,360.0,4.0,1.0,20.0,16.0,0.85,2.0,0.0,2.0,1.0,25.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,6.1,0.26,2.1,0.51,20.0,54.0,37.0,133.0,23.0,33.1,33.5,29.0,34.5,37.1,47.0,3.0,6.4,8.0,2.0,16.0
Juan Pérez,es ESP,GK,Osasuna,23,1996,2.0,2.0,180.0,3.0,1.5,8.0,6.0,0.75,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.6,0.23,-0.4,-0.21,20.0,48.0,41.7,53.0,9.0,73.6,51.6,13.0,69.2,55.4,18.0,0.0,0.0,1.0,0.5,12.2
Samuel Pérez,es ESP,GK,Valladolid,22,1997,1.0,0.0,26.0,1.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.9,0.0,-0.1,-0.22,2.0,7.0,28.6,2.0,0.0,100.0,56.5,5.0,100.0,69.2,1.0,0.0,0.0,0.0,0.0,0.0
