player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk
Oliver Baumann,de GER,GK,Hoffenheim,29,1990,30.0,30.0,2700.0,49.0,1.63,143.0,101.0,0.692,13.0,7.0,10.0,7.0,23.3,7.0,5.0,2.0,0.0,30.0,0.0,4.0,2.0,42.3,0.26,-4.7,-0.16,163.0,436.0,37.4,1038.0,181.0,32.0,32.7,265.0,39.2,36.7,308.0,16.0,5.2,33.0,1.1,15.3
Asmir Begović,ba BIH,GK,Milan,32,1987,2.0,1.0,129.0,3.0,2.09,6.0,4.0,0.667,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4,0.0,0.0,0.0,3.1,0.39,0.1,0.06,4.0,11.0,36.4,24.0,5.0,33.3,32.8,12.0,25.0,32.3,8.0,0.0,0.0,0.0,0.0,15.5
Walter Benítez,ar ARG,GK,Nice,26,1993,26.0,26.0,2340.0,36.0,1.38,129.0,99.0,0.752,9.0,8.0,9.0,4.0,15.4,6.0,4.0,1.0,1.0,26.0,0.0,7.0,2.0,44.7,0.32,10.7,0.41,87.0,203.0,42.9,573.0,132.0,22.7,27.6,212.0,34.4,34.0,256.0,18.0,7.0,9.0,0.35,14.0
Etrit Berisha,al ALB,GK,SPAL,30,1989,26.0,26.0,2340.0,41.0,1.58,142.0,106.0,0.754,5.0,3.0,18.0,3.0,11.5,6.0,6.0,0.0,0.0,26.0,1.0,2.0,2.0,44.3,0.28,2.3,0.09,196.0,440.0,44.5,650.0,136.0,46.0,37.4,234.0,60.3,45.9,275.0,21.0,7.6,14.0,0.54,13.6
Paul Bernardoni,fr FRA,GK,Nîmes,22,1997,25.0,25.0,2204.0,38.0,1.55,102.0,69.0,0.667,7.0,4.0,14.0,6.0,24.0,4.0,4.0,0.0,0.0,24.5,0.0,3.0,1.0,33.1,0.31,-3.9,-0.16,134.0,407.0,32.9,529.0,77.0,51.2,42.4,176.0,77.3,55.4,166.0,14.0,8.4,14.0,0.57,15.2
Dimitry Bertaud,fr FRA,GK,Montpellier,21,1998,3.0,3.0,196.0,3.0,1.38,6.0,3.0,0.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,1.0,0.0,1.6,0.26,-1.4,-0.66,15.0,23.0,65.2,49.0,19.0,32.7,31.5,18.0,38.9,39.4,13.0,1.0,7.7,2.0,0.92,14.3
Rubén Blanco,es ESP,GK,Celta Vigo,24,1995,33.0,33.0,2960.0,43.0,1.31,126.0,87.0,0.698,6.0,14.0,13.0,10.0,30.3,5.0,5.0,0.0,0.0,32.9,3.0,3.0,0.0,40.5,0.29,-2.5,-0.08,213.0,573.0,37.2,696.0,121.0,53.9,42.5,294.0,67.3,52.9,336.0,21.0,6.3,11.0,0.33,14.3
Yassine Bounou,ma MAR,GK,Sevilla,28,1991,6.0,5.0,495.0,3.0,0.55,19.0,17.0,0.895,4.0,1.0,0.0,4.0,80.0,1.0,1.0,0.0,0.0,5.5,0.0,0.0,0.0,3.8,0.16,0.8,0.15,42.0,84.0,50.0,125.0,24.0,41.6,36.4,45.0,71.1,51.2,40.0,3.0,7.5,2.0,0.36,15.5
Federico Brancolini,it ITA,GK,Fiorentina,18,2001,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,0.0,0.0,27.5,1.0,100.0,67.0,0.0,0.0,0.0,0.0,0.0,21.0
Claudio Bravo,cl CHI,GK,Manchester City,36,1983,4.0,3.0,347.0,7.0,1.82,15.0,8.0,0.533,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,4.2,0.28,-2.8,-0.72,19.0,47.0,40.4,104.0,13.0,27.9,31.5,28.0,64.3,48.2,35.0,3.0,8.6,1.0,0.26,12.4
Gianluigi Buffon,it ITA,GK,Juventus,41,1978,9.0,9.0,810.0,10.0,1.11,32.0,23.0,0.719,7.0,1.0,1.0,1.0,11.1,2.0,1.0,0.0,1.0,9.0,0.0,2.0,0.0,7.6,0.21,-2.4,-0.26,22.0,38.0,57.9,157.0,40.0,17.8,27.4,55.0,18.2,22.9,76.0,1.0,1.3,7.0,0.78,16.4
Roman Bürki,ch SUI,GK,Dortmund,28,1990,31.0,31.0,2770.0,40.0,1.3,93.0,59.0,0.602,19.0,5.0,7.0,13.0,41.9,3.0,3.0,0.0,0.0,30.8,0.0,8.0,3.0,34.7,0.36,-2.3,-0.07,116.0,320.0,36.3,843.0,181.0,29.8,32.8,204.0,33.8,34.3,221.0,15.0,6.8,27.0,0.88,14.8
Ludovic Butelle,fr FRA,GK,Angers,36,1983,26.0,26.0,2340.0,32.0,1.23,78.0,50.0,0.628,10.0,6.0,10.0,11.0,42.3,3.0,3.0,0.0,0.0,26.0,1.0,1.0,1.0,24.4,0.28,-6.6,-0.25,149.0,384.0,38.8,493.0,114.0,47.5,39.8,203.0,73.9,52.5,185.0,15.0,8.1,21.0,0.81,14.9
Marcin Bułka,pl POL,GK,Paris S-G,19,1999,1.0,1.0,90.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.1,0.2,0.21,0.0,0.0,0.0,12.0,3.0,0.0,18.6,6.0,0.0,23.5,5.0,0.0,0.0,0.0,0.0,6.5
Willy Caballero,ar ARG,GK,Chelsea,37,1981,5.0,5.0,450.0,7.0,1.4,16.0,10.0,0.563,2.0,2.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,5.9,0.37,-0.1,-0.02,32.0,74.0,43.2,137.0,15.0,45.3,35.8,28.0,42.9,36.8,20.0,0.0,0.0,2.0,0.4,12.4
Matis Carvalho,pt POR,GK,Montpellier,20,1999,1.0,0.0,71.0,4.0,5.07,8.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.0,1.0,1.9,0.24,-1.1,-1.43,2.0,16.0,12.5,18.0,3.0,55.6,49.2,9.0,66.7,50.0,3.0,1.0,33.3,0.0,0.0,15.5
Koen Casteels,be BEL,GK,Wolfsburg,27,1992,26.0,26.0,2340.0,38.0,1.46,104.0,69.0,0.673,11.0,6.0,9.0,5.0,19.2,4.0,4.0,0.0,0.0,26.0,1.0,5.0,0.0,36.8,0.33,-1.2,-0.05,227.0,485.0,46.8,807.0,123.0,47.0,40.1,178.0,59.6,48.7,217.0,18.0,8.3,24.0,0.92,15.5
Churripi,es ESP,GK,Valladolid,25,1994,3.0,3.0,244.0,3.0,1.11,13.0,10.0,0.769,1.0,0.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,2.7,0.0,2.0,0.0,3.1,0.24,0.1,0.04,18.0,80.0,22.5,75.0,11.0,78.7,55.3,24.0,87.5,67.6,25.0,3.0,12.0,3.0,1.11,13.7
Jasper Cillessen,nl NED,GK,Valencia,30,1989,24.0,24.0,2096.0,30.0,1.29,102.0,78.0,0.765,10.0,7.0,7.0,5.0,20.8,8.0,6.0,2.0,0.0,23.3,2.0,3.0,1.0,28.0,0.22,-1.0,-0.04,140.0,413.0,33.9,553.0,133.0,48.5,39.4,206.0,70.4,56.3,264.0,21.0,8.0,12.0,0.52,12.8
Yannis Clementia,fr FRA,GK,Nice,22,1997,2.0,2.0,180.0,2.0,1.0,6.0,5.0,0.833,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.9,0.19,-0.1,-0.03,3.0,23.0,13.0,47.0,16.0,29.8,33.3,14.0,64.3,50.6,28.0,0.0,0.0,0.0,0.0,10.8
Simone Colombi,it ITA,GK,Parma,28,1991,4.0,4.0,360.0,4.0,1.0,17.0,14.0,0.824,1.0,1.0,2.0,1.0,25.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.19,0.0,0.0,11.0,24.0,45.8,59.0,16.0,27.1,31.1,39.0,20.5,24.6,33.0,2.0,6.1,0.0,0.0,11.7
Andrea Consigli,it ITA,GK,Sassuolo,32,1987,31.0,31.0,2790.0,55.0,1.77,140.0,93.0,0.657,12.0,5.0,14.0,5.0,16.1,8.0,7.0,1.0,0.0,31.0,1.0,9.0,3.0,49.8,0.32,-2.2,-0.07,141.0,339.0,41.6,789.0,136.0,34.2,32.7,206.0,33.5,29.9,291.0,25.0,8.6,20.0,0.65,14.9
Angelo da Costa Júnior,br BRA,GK,Bologna,35,1983,1.0,1.0,90.0,1.0,1.0,2.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.46,-0.1,-0.08,2.0,4.0,50.0,24.0,4.0,16.7,28.1,4.0,0.0,17.5,3.0,0.0,0.0,1.0,1.0,18.8
Benoît Costil,fr FRA,GK,Bordeaux,32,1987,28.0,28.0,2520.0,34.0,1.21,106.0,75.0,0.698,9.0,10.0,9.0,6.0,21.4,3.0,2.0,1.0,0.0,28.0,0.0,4.0,1.0,31.0,0.27,-2.0,-0.07,207.0,446.0,46.4,642.0,96.0,48.0,38.8,244.0,56.6,43.7,273.0,16.0,5.9,16.0,0.57,14.5
Thibaut Courtois,be BEL,GK,Real Madrid,27,1992,34.0,34.0,3060.0,20.0,0.59,95.0,74.0,0.789,23.0,8.0,3.0,18.0,52.9,0.0,0.0,0.0,0.0,34.0,0.0,4.0,0.0,22.8,0.24,2.8,0.08,90.0,311.0,28.9,865.0,200.0,26.1,33.0,219.0,38.8,40.3,285.0,25.0,8.8,22.0,0.65,14.8
Alessio Cragno,it ITA,GK,Cagliari,25,1994,16.0,16.0,1440.0,21.0,1.31,86.0,66.0,0.767,2.0,6.0,8.0,3.0,18.8,2.0,1.0,1.0,0.0,16.0,0.0,2.0,1.0,23.6,0.26,3.6,0.23,87.0,251.0,34.7,318.0,67.0,51.6,40.7,157.0,55.4,43.0,176.0,14.0,8.0,5.0,0.31,11.5
Iván Cuéllar,es ESP,GK,Leganés,35,1984,27.0,27.0,2429.0,33.0,1.22,99.0,67.0,0.677,7.0,9.0,11.0,8.0,29.6,2.0,1.0,1.0,0.0,27.0,1.0,8.0,0.0,29.6,0.29,-3.4,-0.13,230.0,623.0,36.9,605.0,108.0,69.9,52.1,218.0,91.7,67.8,272.0,32.0,11.8,34.0,1.26,16.0
Paul Delecroix,fr FRA,GK,Metz,30,1988,2.0,1.0,135.0,4.0,2.67,5.0,2.0,0.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,2.6,0.32,-1.4,-0.95,15.0,32.0,46.9,33.0,4.0,72.7,49.7,11.0,72.7,57.4,6.0,1.0,16.7,2.0,1.33,16.3
Lucas Dias,fr FRA,GK,Nîmes,20,1999,4.0,3.0,316.0,6.0,1.71,18.0,12.0,0.667,0.0,2.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,3.5,1.0,2.0,0.0,6.5,0.39,0.5,0.15,27.0,72.0,37.5,58.0,5.0,62.1,45.9,39.0,92.3,62.9,37.0,2.0,5.4,3.0,0.85,14.0
Marko Dmitrović,rs SRB,GK,Eibar,27,1992,35.0,35.0,3150.0,51.0,1.46,113.0,67.0,0.584,9.0,9.0,17.0,10.0,28.6,5.0,4.0,1.0,0.0,35.0,2.0,3.0,1.0,44.1,0.36,-5.9,-0.17,273.0,842.0,32.4,817.0,91.0,74.1,58.3,245.0,96.7,76.4,274.0,20.0,7.3,48.0,1.37,17.4
Jaume Doménech,es ESP,GK,Valencia,28,1990,15.0,14.0,1324.0,23.0,1.56,80.0,58.0,0.725,4.0,4.0,6.0,3.0,21.4,1.0,1.0,0.0,0.0,14.7,1.0,4.0,0.0,22.7,0.28,-0.3,-0.02,106.0,255.0,41.6,325.0,61.0,48.3,38.8,132.0,74.2,53.9,178.0,7.0,3.9,6.0,0.41,12.8
Gianluigi Donnarumma,it ITA,GK,Milan,20,1999,36.0,36.0,3201.0,42.0,1.18,134.0,97.0,0.716,18.0,9.0,9.0,12.0,33.3,8.0,4.0,4.0,0.0,35.6,0.0,7.0,1.0,45.7,0.29,4.7,0.13,222.0,469.0,47.3,882.0,172.0,38.4,34.4,260.0,50.0,39.1,306.0,29.0,9.5,20.0,0.56,14.7
Bartłomiej Drągowski,pl POL,GK,Fiorentina,21,1997,31.0,31.0,2790.0,43.0,1.39,131.0,94.0,0.718,7.0,12.0,12.0,8.0,25.8,8.0,6.0,2.0,0.0,31.0,2.0,6.0,0.0,43.0,0.29,0.0,0.0,138.0,380.0,36.3,682.0,195.0,39.9,37.0,222.0,48.6,42.1,285.0,19.0,6.7,14.0,0.45,12.6
Martin Dúbravka,sk SVK,GK,Newcastle Utd,30,1989,38.0,38.0,3420.0,58.0,1.53,190.0,134.0,0.705,11.0,11.0,16.0,11.0,28.9,2.0,2.0,0.0,0.0,38.0,2.0,11.0,2.0,66.0,0.34,10.0,0.26,295.0,778.0,37.9,756.0,121.0,63.6,48.4,337.0,88.1,64.4,384.0,20.0,5.2,14.0,0.37,12.3
Ederson,br BRA,GK,Manchester City,25,1993,35.0,35.0,3071.0,28.0,0.82,92.0,65.0,0.728,24.0,3.0,8.0,16.0,45.7,3.0,3.0,0.0,0.0,34.1,1.0,4.0,1.0,29.5,0.3,2.5,0.07,127.0,248.0,51.2,924.0,161.0,21.9,29.7,139.0,33.1,35.0,172.0,12.0,7.0,38.0,1.11,17.6
Aarón Escandell,es ESP,GK,Granada,23,1995,3.0,3.0,270.0,3.0,1.0,13.0,10.0,0.769,1.0,0.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.6,0.2,-0.4,-0.14,30.0,81.0,37.0,103.0,21.0,64.1,48.8,25.0,60.0,50.6,30.0,2.0,6.7,3.0,1.0,13.6
Łukasz Fabiański,pl POL,GK,West Ham,34,1985,25.0,25.0,2117.0,34.0,1.45,98.0,69.0,0.684,8.0,7.0,10.0,5.0,20.0,4.0,3.0,1.0,0.0,23.5,1.0,2.0,2.0,30.3,0.28,-1.7,-0.07,220.0,506.0,43.5,478.0,90.0,68.8,49.8,194.0,91.2,63.9,239.0,10.0,4.2,5.0,0.21,11.5
Fabricio,es ESP,GK,Mallorca,31,1987,2.0,2.0,90.0,3.0,3.0,5.0,3.0,0.8,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.7,0.15,-1.3,-1.31,8.0,17.0,47.1,24.0,6.0,50.0,41.0,9.0,55.6,47.3,5.0,0.0,0.0,1.0,1.0,15.3
Ralf Fährmann,de GER,GK,Norwich City,30,1988,1.0,1.0,21.0,1.0,4.29,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,1.1,0.08,0.1,0.29,1.0,3.0,33.3,7.0,2.0,42.9,29.9,3.0,0.0,15.3,4.0,0.0,0.0,0.0,0.0,7.0
Wladimiro Falcone,it ITA,GK,Sampdoria,24,1995,2.0,2.0,180.0,5.0,2.5,13.0,8.0,0.692,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.5,0.36,0.5,0.23,8.0,29.0,27.6,43.0,11.0,39.5,32.6,18.0,66.7,47.9,15.0,0.0,0.0,1.0,0.5,13.8
Aitor Fernández,es ESP,GK,Levante,28,1991,36.0,36.0,3240.0,51.0,1.42,201.0,152.0,0.761,12.0,7.0,17.0,5.0,13.9,6.0,3.0,3.0,0.0,36.0,1.0,8.0,2.0,57.2,0.27,8.2,0.23,204.0,553.0,36.9,781.0,186.0,50.1,41.7,337.0,48.1,41.4,382.0,25.0,6.5,29.0,0.81,14.0
Andrés Fernández,es ESP,GK,Villarreal,32,1986,4.0,4.0,360.0,8.0,2.0,17.0,13.0,0.706,1.0,2.0,1.0,1.0,25.0,3.0,3.0,0.0,0.0,4.0,0.0,2.0,1.0,6.8,0.26,-0.2,-0.04,23.0,55.0,41.8,108.0,15.0,31.5,30.9,44.0,47.7,40.6,46.0,2.0,4.3,1.0,0.25,11.9
Mark Flekken,nl NED,GK,Freiburg,26,1993,10.0,10.0,900.0,14.0,1.4,70.0,54.0,0.8,4.0,3.0,3.0,3.0,30.0,1.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,16.4,0.23,2.4,0.24,82.0,206.0,39.8,324.0,41.0,43.8,40.1,111.0,57.7,51.5,93.0,3.0,3.2,2.0,0.2,12.5
Ben Foster,eng ENG,GK,Watford,36,1983,38.0,38.0,3420.0,64.0,1.68,166.0,109.0,0.663,8.0,10.0,20.0,9.0,23.7,9.0,8.0,1.0,0.0,38.0,3.0,7.0,3.0,58.3,0.31,-2.7,-0.07,322.0,975.0,33.0,909.0,122.0,77.4,54.3,292.0,92.8,67.6,367.0,37.0,10.1,44.0,1.16,15.6
Daniel Fuzato,br BRA,GK,Roma,22,1997,1.0,1.0,90.0,1.0,1.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9,0.43,-0.1,-0.14,4.0,16.0,25.0,34.0,4.0,35.3,35.0,10.0,40.0,36.2,8.0,1.0,12.5,0.0,0.0,10.2
Gabriel,br BRA,GK,Lecce,26,1992,34.0,34.0,2997.0,76.0,2.28,217.0,153.0,0.696,6.0,8.0,20.0,2.0,5.9,12.0,10.0,2.0,0.0,33.3,1.0,12.0,3.0,81.2,0.34,8.2,0.25,147.0,354.0,41.5,653.0,194.0,36.1,34.9,326.0,36.2,31.8,382.0,21.0,5.5,12.0,0.36,13.6
Paulo Gazzaniga,ar ARG,GK,Tottenham,27,1992,18.0,17.0,1613.0,26.0,1.45,79.0,56.0,0.709,5.0,5.0,7.0,2.0,11.8,4.0,3.0,1.0,0.0,17.9,1.0,2.0,1.0,25.4,0.29,0.4,0.02,81.0,273.0,29.7,376.0,58.0,45.7,38.9,140.0,72.1,58.0,168.0,9.0,5.4,12.0,0.67,14.2
David de Gea,es ESP,GK,Manchester Utd,28,1990,38.0,38.0,3420.0,36.0,0.95,125.0,92.0,0.736,18.0,12.0,8.0,13.0,34.2,3.0,3.0,0.0,0.0,38.0,1.0,8.0,1.0,37.1,0.28,2.1,0.05,120.0,311.0,38.6,669.0,148.0,33.8,34.3,265.0,32.1,33.9,285.0,15.0,5.3,11.0,0.29,13.3
Rafał Gikiewicz,pl POL,GK,Union Berlin,31,1987,33.0,33.0,2970.0,54.0,1.64,160.0,109.0,0.681,12.0,5.0,16.0,8.0,24.2,4.0,3.0,1.0,0.0,33.0,0.0,9.0,1.0,51.0,0.3,-2.0,-0.06,412.0,890.0,46.3,1087.0,124.0,61.5,47.4,269.0,82.2,60.7,295.0,28.0,9.5,23.0,0.7,15.3
Mauro Goicoechea,uy URU,GK,Toulouse,31,1988,2.0,2.0,180.0,5.0,2.5,13.0,8.0,0.615,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.4,0.34,-0.6,-0.32,21.0,48.0,43.8,44.0,4.0,70.5,46.4,20.0,85.0,51.8,14.0,0.0,0.0,1.0,0.5,17.4
Pierluigi Gollini,it ITA,GK,Atalanta,24,1995,33.0,33.0,2884.0,42.0,1.31,113.0,78.0,0.681,19.0,9.0,5.0,8.0,24.2,6.0,6.0,0.0,0.0,32.0,2.0,4.0,3.0,34.7,0.27,-4.3,-0.14,188.0,422.0,44.5,758.0,171.0,37.1,37.0,210.0,67.1,52.5,207.0,15.0,7.2,37.0,1.15,15.7
Alfred Gomis,sn SEN,GK,Dijon,25,1993,19.0,19.0,1620.0,20.0,1.11,83.0,65.0,0.771,6.0,7.0,6.0,6.0,31.6,1.0,1.0,0.0,0.0,18.0,2.0,2.0,1.0,22.4,0.26,3.4,0.19,169.0,377.0,44.8,563.0,112.0,47.4,39.8,168.0,65.5,48.2,191.0,27.0,14.1,5.0,0.28,12.9
Vicente Guaita,es ESP,GK,Crystal Palace,32,1987,35.0,35.0,3150.0,42.0,1.2,147.0,106.0,0.714,11.0,9.0,15.0,10.0,28.6,1.0,0.0,0.0,1.0,35.0,0.0,5.0,2.0,46.8,0.33,6.8,0.19,225.0,674.0,33.4,780.0,163.0,57.4,44.3,273.0,82.8,61.9,331.0,30.0,9.1,16.0,0.46,13.0
