Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
38,BenoÃ®t Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28,28,2520,28.0,34,1.21,106,75,69.8,9,10,9,6,21.4,3,2,1,0,33.3,Matches,0,4,1,31.2,0.27,-1.8,-0.07,207,446,46.4,642,96,48.0,38.8,244,56.6,43.7,273,16,5.9,16,0.57,14.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,28,0,,0,1.32,40,34,+6,+0.21,,29.7,33.3,-3.5,-0.13,,0,0,2,0,0,0,0,0,0,116,0,0,,Big-5-European-Leagues,Big5,2019-2020
39,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34,34,3060,34.0,20,0.59,95,74,78.9,23,8,3,18,52.9,0,0,0,0,,Matches,0,4,0,22.8,0.24,+2.8,+0.08,90,311,28.9,865,200,26.1,33.0,219,38.8,40.3,285,25,8.8,22,0.65,14.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,90,89.5,90,34,0,,2,2.26,60,20,+40,+1.18,-0.07,56.7,23.9,+32.8,+0.97,+0.42,0,0,4,0,0,0,0,0,0,161,1,0,100.0,Big-5-European-Leagues,Big5,2019-2020
40,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,25,1994,16,16,1440,16.0,21,1.31,86,66,76.7,2,6,8,3,18.8,2,1,1,0,50.0,Matches,0,2,1,23.6,0.26,+3.6,+0.23,87,251,34.7,318,67,51.6,40.7,157,55.4,43.0,176,14,8.0,5,0.31,11.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,42.1,90,16,0,,3,0.75,13,21,-8,-0.50,-0.68,16.2,24.1,-7.9,-0.49,-0.13,0,0,1,0,0,0,0,0,0,71,0,0,,Big-5-European-Leagues,Big5,2019-2020
41,IvÃ¡n CuÃ©llar,es ESP,GK,LeganÃ©s,es La Liga,35,1984,27,27,2429,27.0,33,1.22,99,67,67.7,7,9,11,8,29.6,2,1,1,0,50.0,Matches,1,8,0,29.6,0.29,-3.4,-0.13,230,623,36.9,605,108,69.9,52.1,218,91.7,67.8,272,32,11.8,34,1.26,16.0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,71.0,90,26,0,,1,1.11,25,33,-8,-0.30,+0.88,27.6,26.3,+1.3,+0.05,+0.31,1,0,6,0,1,0,0,0,0,181,0,0,,Big-5-European-Leagues,Big5,2019-2020
42,Paul Delecroix,fr FRA,GK,Metz,fr Ligue 1,30,1988,2,1,135,1.5,4,2.67,5,2,40.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches,0,0,0,2.6,0.32,-1.4,-0.95,15,32,46.9,33,4,72.7,49.7,11,72.7,57.4,6,1,16.7,2,1.33,16.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,68,5.4,91,1,1,45,24,0.00,1,4,-3,-1.99,-1.80,1.8,2.6,-0.8,-0.54,-0.31,0,0,0,0,0,0,0,0,0,10,0,0,,Big-5-European-Leagues,Big5,2019-2020
43,Lucas Dias,fr FRA,GK,NÃ®mes,fr Ligue 1,20,1999,4,3,316,3.5,6,1.71,18,12,66.7,0,2,1,1,33.3,0,0,0,0,,Matches,1,2,0,6.5,0.39,+0.5,+0.15,27,72,37.5,58,5,62.1,45.9,39,92.3,62.9,37,2,5.4,3,0.85,14.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,79,12.6,90,3,1,46,24,0.75,4,6,-2,-0.57,-0.04,2.9,7.2,-4.3,-1.23,-0.82,0,0,0,0,0,0,0,0,0,16,0,0,,Big-5-European-Leagues,Big5,2019-2020
44,Marko DmitroviÄ,rs SRB,GK,Eibar,es La Liga,27,1992,35,35,3150,35.0,51,1.46,113,67,58.4,9,9,17,10,28.6,5,4,1,0,20.0,Matches,2,3,1,44.1,0.36,-5.9,-0.17,273,842,32.4,817,91,74.1,58.3,245,96.7,76.4,274,20,7.3,48,1.37,17.4,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.5,0.01,0.00,0.01,0.01,0.01,90,92.1,90,35,0,,3,1.03,33,51,-18,-0.51,-0.85,36.0,46.3,-10.3,-0.29,-0.51,0,1,1,0,0,0,0,0,0,205,0,0,,Big-5-European-Leagues,Big5,2019-2020
45,Jaume DomÃ©nech,es ESP,GK,Valencia,es La Liga,28,1990,15,14,1324,14.7,23,1.56,80,58,72.5,4,4,6,3,21.4,1,1,0,0,0.0,Matches,1,4,0,22.7,0.28,-0.3,-0.02,106,255,41.6,325,61,48.3,38.8,132,74.2,53.9,178,7,3.9,6,0.41,12.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,38.7,90,14,1,64,23,1.27,19,23,-4,-0.27,-0.14,15.2,22.0,-6.8,-0.46,-0.23,0,0,0,0,0,0,0,0,0,68,0,0,,Big-5-European-Leagues,Big5,2019-2020
46,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,36,36,3201,35.6,42,1.18,134,97,71.6,18,9,9,12,33.3,8,4,4,0,50.0,Matches,0,7,1,45.6,0.29,+4.6,+0.13,222,469,47.3,882,172,38.4,34.4,260,50.0,39.0,304,29,9.5,20,0.56,14.6,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,89,93.6,89,35,0,,0,1.75,59,42,+17,+0.48,+0.48,55.9,41.8,+14.2,+0.40,+1.13,0,1,4,0,0,0,0,0,0,152,0,0,,Big-5-European-Leagues,Big5,2019-2020
47,BartÅomiej DrÄgowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,31,2790,31.0,43,1.39,131,94,71.8,7,12,12,8,25.8,8,6,2,0,25.0,Matches,2,6,0,43.1,0.29,+0.1,0.00,138,380,36.3,682,195,39.9,37.0,222,48.6,42.1,287,19,6.6,14,0.45,12.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,81.6,90,31,0,,2,1.06,36,43,-7,-0.23,-1.65,41.4,39.4,+2.0,+0.06,-0.48,0,1,6,0,0,0,0,0,1,175,0,0,,Big-5-European-Leagues,Big5,2019-2020
48,Martin DÃºbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,38,3420,38.0,58,1.53,190,134,70.5,11,11,16,11,28.9,2,2,0,0,0.0,Matches,2,11,2,66.0,0.34,+10.0,+0.26,295,778,37.9,756,121,63.6,48.4,337,88.1,64.4,384,20,5.2,14,0.37,12.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,1.16,38,58,-20,-0.53,,33.1,58.3,-25.2,-0.66,,0,0,4,0,0,0,0,0,0,170,0,0,,Big-5-European-Leagues,Big5,2019-2020
49,Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,35,35,3071,34.1,28,0.82,92,65,72.8,24,3,8,16,45.7,3,3,0,0,0.0,Matches,1,4,1,29.5,0.30,+2.5,+0.07,127,248,51.2,924,161,21.9,29.7,139,33.1,35.0,172,12,7.0,38,1.11,17.6,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,88,89.8,88,34,0,,0,2.14,95,28,+67,+1.96,+1.96,89.1,31.5,+57.6,+1.69,+1.50,0,2,2,0,0,0,1,0,0,155,0,0,,Big-5-European-Leagues,Big5,2019-2020
50,AarÃ³n Escandell,es ESP,GK,Granada,es La Liga,23,1995,3,3,270,3.0,3,1.00,13,10,76.9,1,0,2,1,33.3,0,0,0,0,,Matches,0,0,0,2.6,0.20,-0.4,-0.14,30,81,37.0,103,21,64.1,48.8,25,60.0,50.6,30,2,6.7,3,1.00,13.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.9,90,3,0,,34,1.00,3,3,0,0.00,-0.20,3.0,3.5,-0.6,-0.19,-0.20,0,0,0,0,0,0,0,0,0,38,0,0,,Big-5-European-Leagues,Big5,2019-2020
51,Åukasz FabiaÅski,pl POL,GK,West Ham,eng Premier League,34,1985,25,25,2117,23.5,34,1.45,98,69,68.4,8,7,10,5,20.0,4,3,1,0,25.0,Matches,1,2,2,30.3,0.28,-1.7,-0.07,220,506,43.5,478,90,68.8,49.8,194,91.2,63.9,239,10,4.2,5,0.21,11.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,85,61.9,85,23,0,,0,1.24,36,34,+2,+0.09,+1.12,30.4,35.3,-4.9,-0.21,+0.48,0,1,2,0,0,0,0,0,1,120,0,0,,Big-5-European-Leagues,Big5,2019-2020
52,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,2,2,90,1.0,3,3.00,5,3,80.0,0,0,1,0,0.0,2,2,0,0,0.0,Matches,0,1,0,1.7,0.15,-1.3,-1.31,8,17,47.1,24,6,50.0,41.0,9,55.6,47.3,5,0,0.0,1,1.00,15.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,22,0.00,2,7,-5,-5.00,-4.46,0.6,2.0,-1.4,-1.38,-0.84,0,1,0,0,0,0,0,0,1,6,0,0,,Big-5-European-Leagues,Big5,2019-2020
53,Ralf FÃ¤hrmann,de GER,GK,Norwich City,eng Premier League,30,1988,1,1,21,0.2,1,4.29,1,1,100.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches,0,0,0,1.1,0.08,+0.1,+0.29,1,3,33.3,7,2,42.9,29.9,3,0.0,15.3,4,0,0.0,0,0.00,7.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,21,0.6,21,0,0,,19,0.00,0,1,-1,-4.29,-3.01,0.1,0.9,-0.8,-3.43,-2.82,0,0,0,0,0,1,0,0,0,2,0,0,,Big-5-European-Leagues,Big5,2019-2020
54,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,1995,2,2,180,2.0,5,2.50,13,8,69.2,0,1,1,0,0.0,1,1,0,0,0.0,Matches,0,0,0,5.5,0.36,+0.5,+0.23,8,29,27.6,43,11,39.5,32.6,18,66.7,47.9,15,0,0.0,1,0.50,13.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,5.3,90,2,0,,28,0.50,2,5,-3,-1.50,-1.11,5.5,4.2,+1.3,+0.64,+0.73,0,1,0,0,0,0,0,0,1,12,0,0,,Big-5-European-Leagues,Big5,2019-2020
55,Aitor FernÃ¡ndez,es ESP,GK,Levante,es La Liga,28,1991,36,36,3240,36.0,51,1.42,201,152,76.1,12,7,17,5,13.9,6,3,3,0,50.0,Matches,1,8,2,57.2,0.27,+8.2,+0.23,204,553,36.9,781,186,50.1,41.7,337,48.1,41.4,382,25,6.5,29,0.81,14.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,90,94.7,90,36,0,,2,1.19,43,51,-8,-0.22,-1.22,38.8,57.4,-18.6,-0.52,-0.40,0,1,4,0,0,0,0,0,1,193,0,0,,Big-5-European-Leagues,Big5,2019-2020
56,AndrÃ©s FernÃ¡ndez,es ESP,GK,Villarreal,es La Liga,32,1986,4,4,360,4.0,8,2.00,17,13,70.6,1,2,1,1,25.0,3,3,0,0,0.0,Matches,0,2,1,6.8,0.26,-0.2,-0.04,23,55,41.8,108,15,31.5,30.9,44,47.7,40.6,46,2,4.3,1,0.25,11.9,0,1,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.0,0.0,0.3,0.3,0.00,0.07,0.07,0.00,0.07,90,10.5,90,4,0,,34,1.00,11,8,+3,+0.75,+0.43,8.0,6.5,+1.5,+0.37,+0.05,0,1,1,0,0,0,0,0,1,23,0,0,,Big-5-European-Leagues,Big5,2019-2020
57,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10,10,900,10.0,14,1.40,70,54,80.0,4,3,3,3,30.0,1,0,0,1,,Matches,0,1,0,16.4,0.23,+2.4,+0.24,82,206,39.8,324,41,43.8,40.1,111,57.7,51.5,93,3,3.2,2,0.20,12.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,29.4,90,10,0,,16,1.50,16,14,+2,+0.20,+0.24,13.1,21.2,-8.1,-0.81,-0.34,0,1,0,0,0,0,0,0,0,51,0,0,,Big-5-European-Leagues,Big5,2019-2020
58,Ben Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38,38,3420,38.0,64,1.68,166,109,66.3,8,10,20,9,23.7,9,8,1,0,11.1,Matches,3,7,3,58.3,0.31,-2.7,-0.07,322,975,33.0,909,121,77.4,54.3,292,92.8,67.6,367,37,10.1,44,1.16,15.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,0.89,36,64,-28,-0.74,,45.1,57.3,-12.2,-0.32,,0,2,3,0,0,0,0,0,2,222,1,0,100.0,Big-5-European-Leagues,Big5,2019-2020
59,Daniel Fuzato,br BRA,GK,Roma,it Serie A,22,1997,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches,0,1,0,0.9,0.43,-0.1,-0.14,4,16,25.0,34,4,35.3,35.0,10,40.0,36.2,8,1,12.5,0,0.00,10.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,2.6,90,1,0,,35,3.00,3,1,+2,+2.00,+1.35,1.9,0.9,+1.0,+0.98,+0.35,0,0,0,0,0,0,0,0,0,5,0,0,,Big-5-European-Leagues,Big5,2019-2020
60,Gabriel,br BRA,GK,Lecce,it Serie A,26,1992,34,34,2997,33.3,76,2.28,217,153,69.6,6,8,20,2,5.9,12,10,2,0,16.7,Matches,1,12,3,80.9,0.34,+7.9,+0.24,147,354,41.5,653,194,36.1,34.9,326,36.2,31.8,382,21,5.5,12,0.36,13.6,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,88,87.6,88,33,0,,2,0.76,43,76,-33,-0.99,-0.99,46.8,72.8,-26.1,-0.78,+0.07,0,1,5,0,0,0,0,0,1,159,0,0,,Big-5-European-Leagues,Big5,2019-2020
61,Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,27,1992,18,17,1613,17.9,26,1.45,79,56,70.9,5,5,7,2,11.8,4,3,1,0,25.0,Matches,1,2,1,25.4,0.29,+0.4,+0.02,81,273,29.7,376,58,45.7,38.9,140,72.1,58.0,168,9,5.4,12,0.67,14.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02,90,47.2,90,17,1,83,20,1.11,25,26,-1,-0.06,-0.80,23.0,22.3,+0.7,+0.04,+0.37,0,1,2,0,0,0,0,0,1,80,0,0,,Big-5-European-Leagues,Big5,2019-2020
62,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,28,1990,38,38,3420,38.0,36,0.95,125,92,73.6,18,12,8,13,34.2,3,3,0,0,0.0,Matches,1,8,1,37.1,0.28,+2.1,+0.05,120,311,38.6,669,148,33.8,34.3,265,32.1,33.9,285,15,5.3,11,0.29,13.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,38,0,,0,1.74,66,36,+30,+0.79,,59.4,37.4,+22.0,+0.58,,0,0,6,0,0,0,0,0,0,145,0,0,,Big-5-European-Leagues,Big5,2019-2020
63,RafaÅ Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,31,1987,33,33,2970,33.0,54,1.64,160,109,68.1,12,5,16,8,24.2,4,3,1,0,25.0,Matches,0,9,1,51.0,0.30,-2.0,-0.06,412,890,46.3,1087,124,61.5,47.4,269,82.2,60.7,295,28,9.5,23,0.70,15.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.01,0.01,0.01,0.01,0.01,90,97.1,90,33,0,,1,1.24,41,54,-13,-0.39,+3.61,37.9,49.4,-11.5,-0.35,+1.32,0,2,6,0,0,0,0,0,2,184,0,0,,Big-5-European-Leagues,Big5,2019-2020
64,Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,31,1988,2,2,180,2.0,5,2.50,13,8,61.5,0,0,2,0,0.0,0,0,0,0,,Matches,0,0,0,4.4,0.34,-0.6,-0.32,21,48,43.8,44,4,70.5,46.4,20,85.0,51.8,14,0,0.0,1,0.50,17.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.1,90,2,0,,22,0.00,0,5,-5,-2.50,-1.31,1.5,3.8,-2.4,-1.19,-0.73,0,0,0,0,0,0,0,0,0,13,0,0,,Big-5-European-Leagues,Big5,2019-2020
65,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,24,1995,33,33,2884,32.0,42,1.31,113,78,68.1,19,9,5,8,24.2,6,6,0,0,0.0,Matches,2,4,3,34.6,0.27,-4.4,-0.14,188,422,44.5,758,171,37.1,37.0,210,67.1,52.5,207,15,7.2,37,1.15,15.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,87,84.3,87,32,0,,5,2.00,81,42,+39,+1.22,-0.63,69.6,37.5,+32.1,+1.00,-0.40,0,0,8,0,0,0,0,0,0,185,0,0,,Big-5-European-Leagues,Big5,2019-2020
66,Alfred Gomis,sn SEN,GK,Dijon,fr Ligue 1,25,1993,19,19,1620,18.0,20,1.11,83,65,77.1,6,7,6,6,31.6,1,1,0,0,0.0,Matches,2,2,1,22.4,0.26,+3.4,+0.19,169,377,44.8,563,112,47.4,39.8,168,65.5,48.1,191,27,14.1,5,0.28,12.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,85,64.2,85,17,0,,2,1.32,19,20,-1,-0.06,+0.84,18.2,27.0,-8.8,-0.49,+0.06,0,0,2,0,0,0,0,0,0,129,0,0,,Big-5-European-Leagues,Big5,2019-2020
67,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,32,1987,35,35,3150,35.0,42,1.20,147,106,71.4,11,9,15,10,28.6,1,0,0,1,,Matches,0,5,2,46.8,0.33,+6.8,+0.19,225,674,33.4,780,163,57.4,44.3,273,82.8,61.9,331,30,9.1,16,0.46,13.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,92.1,90,35,0,,0,1.20,29,42,-13,-0.37,+1.63,31.7,44.9,-13.2,-0.38,+1.00,0,0,3,0,0,0,0,0,0,164,0,1,0.0,Big-5-European-Leagues,Big5,2019-2020
68,PÃ©ter GulÃ¡csi,hu HUN,GK,RB Leipzig,de Bundesliga,29,1990,32,32,2880,32.0,34,1.06,117,82,72.6,16,12,4,10,31.3,2,2,0,0,0.0,Matches,0,8,0,37.6,0.31,+3.6,+0.11,165,398,41.5,1042,183,30.5,33.1,226,35.4,35.2,243,19,7.8,48,1.50,17.2,0,1,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,1.0,1.0,0.00,0.03,0.03,0.00,0.03,90,94.1,90,32,0,,0,1.88,76,34,+42,+1.31,+0.31,66.4,34.4,+32.1,+1.00,-0.35,0,1,1,0,0,0,0,0,0,212,0,0,,Big-5-European-Leagues,Big5,2019-2020
69,Angus Gunn,eng ENG,GK,Southampton,eng Premier League,23,1996,10,10,900,10.0,25,2.50,53,30,56.6,2,2,6,2,20.0,2,2,0,0,0.0,Matches,1,1,0,18.1,0.31,-6.9,-0.69,46,190,24.2,177,24,68.9,50.4,79,86.1,60.4,81,6,7.4,8,0.80,16.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,26.3,90,10,0,,28,0.80,9,25,-16,-1.60,-1.85,12.7,15.1,-2.4,-0.24,-0.36,0,0,2,0,0,0,0,0,0,38,0,0,,Big-5-European-Leagues,Big5,2019-2020
70,RÃ©gis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,32,1986,28,28,2520,28.0,50,1.79,140,92,65.0,4,11,13,5,17.9,1,1,0,0,0.0,Matches,1,13,1,41.0,0.29,-8.0,-0.29,231,521,44.3,567,95,55.7,43.6,254,80.7,55.4,269,15,5.6,11,0.39,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,90,100.0,90,28,0,,0,0.82,31,50,-19,-0.68,,26.7,35.4,-8.7,-0.31,,0,0,6,0,0,0,0,0,0,127,0,1,0.0,Big-5-European-Leagues,Big5,2019-2020
71,Samir HandanoviÄ,si SVN,GK,Inter,it Serie A,35,1984,35,35,3150,35.0,32,0.91,108,79,72.2,22,10,3,13,37.1,3,2,1,0,33.3,Matches,0,4,1,32.5,0.28,+1.5,+0.04,148,284,52.1,850,187,24.2,29.4,264,29.5,30.3,334,21,6.3,12,0.34,12.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,90,92.1,90,35,0,,3,2.17,74,32,+42,+1.20,+0.20,67.3,36.3,+31.1,+0.89,+0.70,0,1,6,0,0,0,0,0,1,147,0,0,,Big-5-European-Leagues,Big5,2019-2020
72,Tom Heaton,eng ENG,GK,Aston Villa,eng Premier League,33,1986,20,20,1794,19.9,35,1.76,99,67,67.7,6,3,11,4,20.0,3,3,0,0,0.0,Matches,1,7,1,32.6,0.31,-1.4,-0.07,129,384,33.6,418,95,57.7,45.9,196,73.0,56.5,225,17,7.6,8,0.40,11.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,52.5,90,19,0,,0,1.05,26,35,-9,-0.45,+0.49,22.7,39.1,-16.5,-0.83,-0.31,0,1,2,0,0,0,0,0,1,84,1,0,100.0,Big-5-European-Leagues,Big5,2019-2020
73,Dean Henderson,eng ENG,GK,Sheffield Utd,eng Premier League,22,1997,36,36,3240,36.0,33,0.92,129,97,75.2,14,11,11,13,36.1,3,1,1,1,50.0,Matches,0,2,0,38.2,0.30,+5.2,+0.14,252,853,29.5,777,99,77.7,58.7,258,96.5,75.7,291,23,7.9,17,0.47,13.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,90,94.7,90,36,0,,0,1.47,36,33,+3,+0.08,+1.58,40.0,44.4,-4.4,-0.12,+0.86,0,0,2,0,0,0,0,0,0,199,1,0,100.0,Big-5-European-Leagues,Big5,2019-2020
74,Wayne Hennessey,wls WAL,GK,Crystal Palace,eng Premier League,32,1987,3,3,270,3.0,8,2.67,22,14,63.6,0,1,2,0,0.0,0,0,0,0,,Matches,1,2,0,8.8,0.40,+0.8,+0.28,31,88,35.2,64,6,82.8,56.2,39,89.7,67.2,35,3,8.6,1,0.33,14.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,7.9,90,3,0,,34,0.33,2,8,-6,-2.00,-1.63,2.3,6.5,-4.1,-1.37,-1.00,0,0,0,0,0,0,0,0,0,7,0,0,,Big-5-European-Leagues,Big5,2019-2020
75,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,26,1993,19,18,1655,18.4,27,1.47,79,52,67.1,7,3,8,7,38.9,1,1,0,0,0.0,Matches,2,4,0,27.6,0.34,+0.6,+0.03,175,482,36.3,464,72,74.6,52.9,148,91.9,64.4,156,16,10.3,21,1.14,15.9,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,87,48.4,88,17,1,72,16,1.32,19,27,-8,-0.44,-0.44,17.9,25.2,-7.4,-0.40,-0.69,0,1,7,0,0,0,0,0,0,127,0,0,,Big-5-European-Leagues,Big5,2019-2020
76,Iago HerrerÃ­n,es ESP,GK,Athletic Club,es La Liga,31,1988,5,4,425,4.7,9,1.91,18,9,50.0,0,3,1,0,0.0,0,0,0,0,,Matches,1,1,0,6.3,0.36,-2.7,-0.57,44,110,40.0,139,28,61.9,46.4,30,80.0,58.3,41,6,14.6,0,0.00,10.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,85,12.4,90,4,1,65,33,0.60,3,9,-6,-1.27,-1.54,6.5,5.3,+1.2,+0.26,+0.53,0,0,0,0,0,0,0,0,0,28,0,0,,Big-5-European-Leagues,Big5,2019-2020
77,Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,31,1987,4,3,290,3.2,1,0.31,7,6,85.7,2,1,0,3,100.0,0,0,0,0,,Matches,0,0,0,2.7,0.39,+1.7,+0.53,9,24,37.5,75,14,20.0,31.0,25,36.0,39.9,21,2,9.5,4,1.24,17.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,73,9.5,90,3,1,20,27,2.50,8,1,+7,+2.17,+1.00,5.8,4.8,+1.0,+0.31,-0.31,0,0,1,0,0,0,0,0,0,16,0,1,0.0,Big-5-European-Leagues,Big5,2019-2020
