,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Sebastian Rudy,,"€ 84,615","€ 4,400,000",DM,30,Starter,"Jun 30, 2021",1-yr,"€ 4,400,000",Hoffenheim,Bundesliga,2020-2021
1,Diadié Samassékou,,"€ 75,000","€ 3,900,000",DM,25,Starter,"Jun 30, 2024",4-yrs,"€ 15,600,000",Hoffenheim,Bundesliga,2020-2021
2,Oliver Baumann,,"€ 60,577","€ 3,150,000",GK,30,Starter,"Jun 30, 2023",3-yrs,"€ 9,450,000",Hoffenheim,Bundesliga,2020-2021
3,Andrej Kramaric,,"€ 55,769","€ 2,900,000",CF,29,Starter,"Jun 30, 2022",2-yrs,"€ 5,800,000",Hoffenheim,Bundesliga,2020-2021
4,Ryan Sessegnon,,"€ 53,846","€ 2,800,000",LB,20,Starter,"Jun 30, 2021",1-yr,"€ 2,800,000",Hoffenheim,Bundesliga,2020-2021
5,Florian Grillitsch,,"€ 50,000","€ 2,600,000",CM,25,Reserve,"Jun 30, 2022",2-yrs,"€ 5,200,000",Hoffenheim,Bundesliga,2020-2021
6,Munas Dabbur,,"€ 38,462","€ 2,000,000",CF,28,Reserve,"Jun 30, 2024",4-yrs,"€ 8,000,000",Hoffenheim,Bundesliga,2020-2021
7,Robert Skov,,"€ 34,615","€ 1,800,000",RW,24,Starter,"Jun 30, 2024",4-yrs,"€ 7,200,000",Hoffenheim,Bundesliga,2020-2021
8,Kevin Vogt,,"€ 32,692","€ 1,700,000",CB,29,Starter,"Jun 30, 2022",2-yrs,"€ 3,400,000",Hoffenheim,Bundesliga,2020-2021
9,Havard Nordtveit,,"€ 32,692","€ 1,700,000",CB,30,Reserve,"Jun 30, 2022",2-yrs,"€ 3,400,000",Hoffenheim,Bundesliga,2020-2021
10,Ihlas Bebou,,"€ 32,692","€ 1,700,000",RW,26,Reserve,"Jun 30, 2023",3-yrs,"€ 5,100,000",Hoffenheim,Bundesliga,2020-2021
11,Pavel Kaderabek,,"€ 32,692","€ 1,700,000",RB,28,Reserve,"Jun 30, 2023",3-yrs,"€ 5,100,000",Hoffenheim,Bundesliga,2020-2021
12,Ishak Belfodil,,"€ 25,000","€ 1,300,000",CF,29,Starter,"Jun 30, 2022",2-yrs,"€ 2,600,000",Hoffenheim,Bundesliga,2020-2021
13,Ermin Bicakcic,,"€ 23,077","€ 1,200,000",CB,31,Reserve,"Jun 30, 2022",2-yrs,"€ 2,400,000",Hoffenheim,Bundesliga,2020-2021
14,Stefan Posch,,"€ 19,231","€ 1,000,000",CB,23,Starter,"Jun 30, 2024",4-yrs,"€ 4,000,000",Hoffenheim,Bundesliga,2020-2021
15,Dennis Geiger,,"€ 19,038","€ 990,000",CM,22,Reserve,"Jun 30, 2022",2-yrs,"€ 1,980,000",Hoffenheim,Bundesliga,2020-2021
16,Kasim Adams,,"€ 18,846","€ 980,000",CB,25,Reserve,"Jun 30, 2023",3-yrs,"€ 2,940,000",Hoffenheim,Bundesliga,2020-2021
17,Joshua Brenet,,"€ 18,654","€ 970,000",RB,26,Reserve,"Jun 30, 2022",2-yrs,"€ 1,940,000",Hoffenheim,Bundesliga,2020-2021
18,Benjamin Hübner,,"€ 16,923","€ 880,000",CB,31,Reserve,"Jun 30, 2022",2-yrs,"€ 1,760,000",Hoffenheim,Bundesliga,2020-2021
19,Kevin Akpoguma,,"€ 16,731","€ 870,000",CB,25,Starter,"Jun 30, 2024",4-yrs,"€ 3,480,000",Hoffenheim,Bundesliga,2020-2021
20,Mijat Gacinovic,,"€ 15,769","€ 820,000",AM,25,Reserve,"Jun 30, 2024",4-yrs,"€ 3,280,000",Hoffenheim,Bundesliga,2020-2021
21,Konstantinos Stafylidis,,"€ 14,231","€ 740,000",LB,27,Reserve,"Jun 30, 2023",3-yrs,"€ 2,220,000",Hoffenheim,Bundesliga,2020-2021
22,Sargis Adamyan,,"€ 12,885","€ 670,000",CF,27,Reserve,"Jun 30, 2023",3-yrs,"€ 2,010,000",Hoffenheim,Bundesliga,2020-2021
23,Georginio Rutter,,"€ 11,538","€ 600,000",CF,18,Reserve,"Jun 30, 2025",5-yrs,"€ 3,000,000",Hoffenheim,Bundesliga,2020-2021
24,Christoph Baumgartner,,"€ 7,500","€ 390,000",AM,21,Starter,"Jun 30, 2025",5-yrs,"€ 1,950,000",Hoffenheim,Bundesliga,2020-2021
25,Philipp Pentke,,"€ 3,077","€ 160,000",GK,35,Reserve,"Jun 30, 2022",2-yrs,"€ 320,000",Hoffenheim,Bundesliga,2020-2021
26,Chris Richards,,"€ 1,538","€ 80,000",CB,20,Reserve,"Jun 30, 2021",1-yr,"€ 80,000",Hoffenheim,Bundesliga,2020-2021
27,Melayro Bogarde,,"€ 1,154","€ 60,000",CB,18,Reserve,"Jun 30, 2024",4-yrs,"€ 240,000",Hoffenheim,Bundesliga,2020-2021
28,Maximilian Beier,,"€ 1,154","€ 60,000",CF,18,Reserve,"Jun 30, 2024",4-yrs,"€ 240,000",Hoffenheim,Bundesliga,2020-2021
29,Marco John,,€ 962,"€ 50,000",AM,18,Reserve,"Jun 30, 2022",2-yrs,"€ 100,000",Hoffenheim,Bundesliga,2020-2021
30,Luca Philipp,,€ 769,"€ 40,000",GK,20,Reserve,"Jun 30, 2022",2-yrs,"€ 80,000",Hoffenheim,Bundesliga,2020-2021
