,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Sami Khedira,,"€ 72,692","€ 3,780,000",CM,33,Reserve,"Jun 30, 2021",1-yr,"€ 3,780,000",Hertha Berlin,Bundesliga,2020-2021
1,Mattéo Guendouzi,,"€ 53,846","€ 2,800,000",CM,21,Reserve,"Jun 30, 2021",1-yr,"€ 2,800,000",Hertha Berlin,Bundesliga,2020-2021
2,Krzysztof Piatek,,"€ 51,923","€ 2,700,000",CF,25,Reserve,"Jun 30, 2025",5-yrs,"€ 13,500,000",Hertha Berlin,Bundesliga,2020-2021
3,Lucas Tousart,,"€ 50,000","€ 2,600,000",DM,23,Starter,"Jun 30, 2025",5-yrs,"€ 13,000,000",Hertha Berlin,Bundesliga,2020-2021
4,Dodi Lukebakio,,"€ 48,077","€ 2,500,000",RW,23,Starter,"Jun 30, 2024",4-yrs,"€ 10,000,000",Hertha Berlin,Bundesliga,2020-2021
5,Dedryck Boyata,,"€ 46,154","€ 2,400,000",CB,30,Starter,"Jun 30, 2022",2-yrs,"€ 4,800,000",Hertha Berlin,Bundesliga,2020-2021
6,Vladimir Darida,,"€ 46,154","€ 2,400,000",CM,30,Starter,"Jun 30, 2023",3-yrs,"€ 7,200,000",Hertha Berlin,Bundesliga,2020-2021
7,Rune Jarstein,,"€ 40,000","€ 2,080,000",GK,36,Reserve,"Jun 30, 2023",3-yrs,"€ 6,240,000",Hertha Berlin,Bundesliga,2020-2021
8,Santiago Ascacíbar,,"€ 30,769","€ 1,600,000",DM,23,Reserve,"Jun 30, 2024",4-yrs,"€ 6,400,000",Hertha Berlin,Bundesliga,2020-2021
9,Matheus Cunha,,"€ 28,846","€ 1,500,000",CF,21,Starter,"Jun 30, 2024",4-yrs,"€ 6,000,000",Hertha Berlin,Bundesliga,2020-2021
10,Marvin Plattenhardt,,"€ 28,846","€ 1,500,000",LB,29,Reserve,"Jun 30, 2023",3-yrs,"€ 4,500,000",Hertha Berlin,Bundesliga,2020-2021
11,Eduard Löwen,,"€ 25,000","€ 1,300,000",CM,24,Reserve,"Jun 30, 2021",1-yr,"€ 1,300,000",Hertha Berlin,Bundesliga,2020-2021
12,Niklas Stark,,"€ 23,077","€ 1,200,000",CB,25,Starter,"Jun 30, 2022",2-yrs,"€ 2,400,000",Hertha Berlin,Bundesliga,2020-2021
13,Jhon Córdoba,,"€ 23,077","€ 1,200,000",CF,27,Starter,"Jun 30, 2024",4-yrs,"€ 4,800,000",Hertha Berlin,Bundesliga,2020-2021
14,Omar Alderete,,"€ 23,077","€ 1,200,000",CB,24,Starter,"Jun 30, 2025",5-yrs,"€ 6,000,000",Hertha Berlin,Bundesliga,2020-2021
15,Maximilian Mittelstädt,,"€ 19,038","€ 990,000",LB,23,Starter,"Jun 30, 2023",3-yrs,"€ 2,970,000",Hertha Berlin,Bundesliga,2020-2021
16,Nemanja Radonjic,,"€ 18,077","€ 940,000",LW,24,Reserve,"Mar 30, 2021",1-yr,"€ 940,000",Hertha Berlin,Bundesliga,2020-2021
17,Alexander Schwolow,,"€ 16,923","€ 880,000",GK,28,Starter,"Jun 30, 2021",1-yr,"€ 880,000",Hertha Berlin,Bundesliga,2020-2021
18,Jordan Torunarigha,,"€ 14,808","€ 770,000",CB,23,Reserve,"Jun 30, 2023",3-yrs,"€ 2,310,000",Hertha Berlin,Bundesliga,2020-2021
19,Peter Pekarik,,"€ 14,231","€ 740,000",RB,34,Starter,"Jun 30, 2021",1-yr,"€ 740,000",Hertha Berlin,Bundesliga,2020-2021
20,Lukas Klünter,,"€ 14,038","€ 730,000",RB,24,Reserve,"Jun 30, 2022",2-yrs,"€ 1,460,000",Hertha Berlin,Bundesliga,2020-2021
21,Mathew Leckie,,"€ 13,269","€ 690,000",RW,29,Reserve,"Jun 30, 2021",1-yr,"€ 690,000",Hertha Berlin,Bundesliga,2020-2021
22,Deyovaisio Zeefuik,,"€ 11,538","€ 600,000",RB,22,Reserve,"Jun 30, 2021",1-yr,"€ 600,000",Hertha Berlin,Bundesliga,2020-2021
23,Javairô Dilrosun,,"€ 10,000","€ 520,000",LW,22,Reserve,"Jun 30, 2024",4-yrs,"€ 2,080,000",Hertha Berlin,Bundesliga,2020-2021
24,Daishawn Redan,,"€ 9,615","€ 500,000",CF,20,Reserve,"Jun 30, 2024",4-yrs,"€ 2,000,000",Hertha Berlin,Bundesliga,2020-2021
25,Nils Körber,,"€ 1,538","€ 80,000",GK,24,Reserve,"Jun 30, 2021",1-yr,"€ 80,000",Hertha Berlin,Bundesliga,2020-2021
26,Márton Dárdai,,"€ 1,346","€ 70,000",CB,18,Reserve,"Jun 30, 2025",5-yrs,"€ 350,000",Hertha Berlin,Bundesliga,2020-2021
27,Luca Netz,,"€ 1,154","€ 60,000",LB,17,Reserve,"Jun 30, 2023",3-yrs,"€ 180,000",Hertha Berlin,Bundesliga,2020-2021
28,Jessic Ngankam,,€ 962,"€ 50,000",CF,20,Reserve,"Jun 30, 2023",3-yrs,"€ 150,000",Hertha Berlin,Bundesliga,2020-2021
