,Unnamed: 0,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,0,Arne Maier,"€ 26,923","€ 1,400,000","€ 1,400,000",M,21,Germany,Arminia Bielefeld,Bundesliga,2020-2021
1,1,Michel Vlap,"€ 19,231","€ 1,000,000","€ 1,000,000",F,23,Netherlands,Arminia Bielefeld,Bundesliga,2020-2021
2,2,Mike van der Hoorn,"€ 14,231","€ 740,000","€ 740,000",D,28,Netherlands,Arminia Bielefeld,Bundesliga,2020-2021
3,3,Joakim Nilsson,"€ 8,846","€ 460,000","€ 460,000",D,26,Sweden,Arminia Bielefeld,Bundesliga,2020-2021
4,4,Marcel Hartel,"€ 8,269","€ 430,000","€ 430,000",F,24,Germany,Arminia Bielefeld,Bundesliga,2020-2021
5,5,Cédric Brunner,"€ 7,500","€ 390,000","€ 390,000",D,26,Switzerland,Arminia Bielefeld,Bundesliga,2020-2021
6,6,Reinhold Yabo,"€ 7,500","€ 390,000","€ 390,000",M,28,Germany,Arminia Bielefeld,Bundesliga,2020-2021
7,7,Ritsu Doan,"€ 7,308","€ 380,000","€ 380,000",F,22,Japan,Arminia Bielefeld,Bundesliga,2020-2021
8,8,Fabian Klos,"€ 7,115","€ 370,000","€ 370,000",F,32,Germany,Arminia Bielefeld,Bundesliga,2020-2021
9,9,Jóan Símun Edmundsson,"€ 6,346","€ 330,000","€ 330,000",F,29,Faroe Islands,Arminia Bielefeld,Bundesliga,2020-2021
10,10,Sven Schipplock,"€ 5,962","€ 310,000","€ 310,000",F,31,Germany,Arminia Bielefeld,Bundesliga,2020-2021
11,11,Manuel Prietl,"€ 5,769","€ 300,000","€ 300,000",M,29,Austria,Arminia Bielefeld,Bundesliga,2020-2021
12,12,Oscar Linnér,"€ 5,769","€ 300,000","€ 300,000",K,23,Sweden,Arminia Bielefeld,Bundesliga,2020-2021
13,13,Stefan Ortega Moreno,"€ 5,769","€ 300,000","€ 300,000",K,27,Germany,Arminia Bielefeld,Bundesliga,2020-2021
14,14,Jacob Barrett Laursen,"€ 5,385","€ 280,000","€ 280,000",D,25,Denmark,Arminia Bielefeld,Bundesliga,2020-2021
15,15,Christian Gebauer,"€ 4,808","€ 250,000","€ 250,000",F,26,Austria,Arminia Bielefeld,Bundesliga,2020-2021
16,16,Nils Seufert,"€ 4,615","€ 240,000","€ 240,000",M,23,Germany,Arminia Bielefeld,Bundesliga,2020-2021
17,17,Cebio Soukou,"€ 4,615","€ 240,000","€ 240,000",F,28,Benin,Arminia Bielefeld,Bundesliga,2020-2021
18,18,Brian Behrendt,"€ 4,423","€ 230,000","€ 230,000",D,28,Germany,Arminia Bielefeld,Bundesliga,2020-2021
19,19,Nathan de Medina,"€ 4,038","€ 210,000","€ 210,000",D,23,Belgium,Arminia Bielefeld,Bundesliga,2020-2021
20,20,Sergio Córdova,"€ 3,846","€ 200,000","€ 200,000",F,23,Venezuela,Arminia Bielefeld,Bundesliga,2020-2021
21,21,Masaya Okugawa,"€ 3,462","€ 180,000","€ 180,000",M,24,Japan,Arminia Bielefeld,Bundesliga,2020-2021
22,22,Andreas Voglsammer,"€ 3,077","€ 160,000","€ 160,000",F,28,Germany,Arminia Bielefeld,Bundesliga,2020-2021
23,23,Jomaine Consbruch,"€ 2,308","€ 120,000","€ 120,000",M,18,Germany,Arminia Bielefeld,Bundesliga,2020-2021
24,24,Anderson Lucoqui,"€ 1,923","€ 100,000","€ 100,000",D,23,Angola,Arminia Bielefeld,Bundesliga,2020-2021
25,25,Amos Pieper,"€ 1,538","€ 80,000","€ 80,000",D,22,Germany,Arminia Bielefeld,Bundesliga,2020-2021
26,26,Nikolai Rehnen,€ 962,"€ 50,000","€ 50,000",K,23,Germany,Arminia Bielefeld,Bundesliga,2020-2021
27,27,Fabian Kunze,€ 962,"€ 50,000","€ 50,000",M,22,Germany,Arminia Bielefeld,Bundesliga,2020-2021
28,28,Noel Niemann,€ 769,"€ 40,000","€ 40,000",F,20,Germany,Arminia Bielefeld,Bundesliga,2020-2021
29,29,Sebastian Müller,€ 577,"€ 30,000","€ 30,000",F,19,Germany,Arminia Bielefeld,Bundesliga,2020-2021
30,30,Julian Frommann,€ 577,"€ 30,000","€ 30,000",M,17,Germany,Arminia Bielefeld,Bundesliga,2020-2021
0,0,Daniel Caligiuri,"€ 40,385","€ 2,100,000","€ 2,100,000",M,32,Italy,Augsburg,Bundesliga,2020-2021
1,1,André Hahn,"€ 30,769","€ 1,600,000","€ 1,600,000",F,30,Germany,Augsburg,Bundesliga,2020-2021
2,2,Carlos Gruezo,"€ 30,769","€ 1,600,000","€ 1,600,000",M,25,Ecuador,Augsburg,Bundesliga,2020-2021
3,3,Florian Niederlechner,"€ 28,846","€ 1,500,000","€ 1,500,000",F,29,Germany,Augsburg,Bundesliga,2020-2021
4,4,Jeffrey Gouweleeuw,"€ 28,846","€ 1,500,000","€ 1,500,000",D,29,Netherlands,Augsburg,Bundesliga,2020-2021
5,5,Iago,"€ 23,077","€ 1,200,000","€ 1,200,000",D,23,Brazil,Augsburg,Bundesliga,2020-2021
6,6,Alfred Finnbogason,"€ 21,154","€ 1,100,000","€ 1,100,000",F,31,Iceland,Augsburg,Bundesliga,2020-2021
7,7,Lászlo Bénes,"€ 21,154","€ 1,100,000","€ 1,100,000",M,23,Slovakia,Augsburg,Bundesliga,2020-2021
8,8,Tomas Koubek,"€ 19,231","€ 1,000,000","€ 1,000,000",K,28,Czech Republic,Augsburg,Bundesliga,2020-2021
9,9,Tobias Strobl,"€ 19,231","€ 1,000,000","€ 1,000,000",M,30,Germany,Augsburg,Bundesliga,2020-2021
10,10,Michael Gregoritsch,"€ 17,500","€ 910,000","€ 910,000",F,26,Austria,Augsburg,Bundesliga,2020-2021
11,11,Marek Suchy,"€ 16,538","€ 860,000","€ 860,000",D,32,Czech Republic,Augsburg,Bundesliga,2020-2021
12,12,Felix Uduokhai,"€ 15,385","€ 800,000","€ 800,000",D,23,Germany,Augsburg,Bundesliga,2020-2021
13,13,Reece Oxford,"€ 14,808","€ 770,000","€ 770,000",M,21,England,Augsburg,Bundesliga,2020-2021
14,14,Julian Schieber,"€ 11,154","€ 580,000","€ 580,000",F,31,Germany,Augsburg,Bundesliga,2020-2021
15,15,Raphael Framberger,"€ 10,962","€ 570,000","€ 570,000",D,25,Germany,Augsburg,Bundesliga,2020-2021
16,16,Ruben Vargas,"€ 10,577","€ 550,000","€ 550,000",F,22,Switzerland,Augsburg,Bundesliga,2020-2021
17,17,Rafal Gikiewicz,"€ 10,385","€ 540,000","€ 540,000",K,32,Poland,Augsburg,Bundesliga,2020-2021
18,18,Jan Morávek,"€ 10,192","€ 530,000","€ 530,000",M,30,Czech Republic,Augsburg,Bundesliga,2020-2021
19,19,Rani Khedira,"€ 10,000","€ 520,000","€ 520,000",M,26,Germany,Augsburg,Bundesliga,2020-2021
20,20,Noah Sarenren Bazee,"€ 9,808","€ 510,000","€ 510,000",F,24,Nigeria,Augsburg,Bundesliga,2020-2021
21,21,Mads Pedersen,"€ 8,846","€ 460,000","€ 460,000",D,24,Denmark,Augsburg,Bundesliga,2020-2021
22,22,Marco Richter,"€ 8,462","€ 440,000","€ 440,000",F,22,Germany,Augsburg,Bundesliga,2020-2021
23,23,Fredrik Jensen,"€ 7,885","€ 410,000","€ 410,000",F,23,Finland,Augsburg,Bundesliga,2020-2021
24,24,Felix Götze,"€ 4,423","€ 230,000","€ 230,000",M,22,Germany,Augsburg,Bundesliga,2020-2021
25,25,Robert Gumny,"€ 4,231","€ 220,000","€ 220,000",D,22,Poland,Augsburg,Bundesliga,2020-2021
26,26,Tim Civeja,"€ 3,846","€ 200,000","€ 200,000",M,19,Germany,Augsburg,Bundesliga,2020-2021
27,27,Benjamin Leneis,"€ 1,154","€ 60,000","€ 60,000",K,21,Germany,Augsburg,Bundesliga,2020-2021
28,28,Dion Berisha,"€ 1,154","€ 60,000","€ 60,000",F,17,Kosovo,Augsburg,Bundesliga,2020-2021
0,0,Aleksandar Dragovic,"€ 69,231","€ 3,600,000","€ 3,600,000",D,29,Austria,Bayer Leverkusen,Bundesliga,2020-2021
1,1,Patrik Schick,"€ 65,385","€ 3,400,000","€ 3,400,000",F,24,Czech Republic,Bayer Leverkusen,Bundesliga,2020-2021
2,2,Kerem Demirbay,"€ 61,538","€ 3,200,000","€ 3,200,000",M,27,Germany,Bayer Leverkusen,Bundesliga,2020-2021
3,3,Lucas Alario,"€ 61,538","€ 3,200,000","€ 3,200,000",F,28,Argentina,Bayer Leverkusen,Bundesliga,2020-2021
4,4,Nadiem Amiri,"€ 61,538","€ 3,200,000","€ 3,200,000",F,23,Germany,Bayer Leverkusen,Bundesliga,2020-2021
