,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Guus Til,,"€ 21,154","€ 1,100,000",AM,23,Reserve,"Jun 30, 2021",1-yr,"€ 1,100,000",Freiburg,Bundesliga,2020-2021
1,Baptiste Santamaria,,"€ 21,154","€ 1,100,000",DM,25,Starter,"Jun 30, 2021",1-yr,"€ 1,100,000",Freiburg,Bundesliga,2020-2021
2,Vincenzo Grifo,,"€ 18,269","€ 950,000",LW,27,Starter,"Jun 30, 2021",1-yr,"€ 950,000",Freiburg,Bundesliga,2020-2021
3,Nicolas Höfler,,"€ 17,308","€ 900,000",DM,30,Starter,"Jun 30, 2021",1-yr,"€ 900,000",Freiburg,Bundesliga,2020-2021
4,Dominique Heintz,,"€ 16,154","€ 840,000",CB,27,Starter,"Jun 30, 2022",2-yrs,"€ 1,680,000",Freiburg,Bundesliga,2020-2021
5,Jonathan Schmid,,"€ 15,577","€ 810,000",RB,30,Starter,"Jun 30, 2021",1-yr,"€ 810,000",Freiburg,Bundesliga,2020-2021
6,Christian Günter,,"€ 15,577","€ 810,000",LB,27,Starter,"Jun 30, 2022",2-yrs,"€ 1,620,000",Freiburg,Bundesliga,2020-2021
7,Nils Petersen,,"€ 14,423","€ 750,000",CF,32,Starter,"Jun 30, 2021",1-yr,"€ 750,000",Freiburg,Bundesliga,2020-2021
8,Janik Haberer,,"€ 14,231","€ 740,000",CM,26,Reserve,"Jun 30, 2022",2-yrs,"€ 1,480,000",Freiburg,Bundesliga,2020-2021
9,Philipp Lienhart,,"€ 13,077","€ 680,000",CB,24,Starter,"Jun 30, 2022",2-yrs,"€ 1,360,000",Freiburg,Bundesliga,2020-2021
10,Chang-hoon Kwon,,"€ 11,923","€ 620,000",RW,26,Reserve,"Jun 30, 2021",1-yr,"€ 620,000",Freiburg,Bundesliga,2020-2021
11,Roland Sallai,,"€ 10,769","€ 560,000",RW,23,Starter,"Jun 30, 2022",2-yrs,"€ 1,120,000",Freiburg,Bundesliga,2020-2021
12,Manuel Gulde,,"€ 9,423","€ 490,000",CB,29,Reserve,"Jun 30, 2022",2-yrs,"€ 980,000",Freiburg,Bundesliga,2020-2021
13,Lucas Höler,,"€ 8,269","€ 430,000",CF,26,Starter,"Jun 30, 2021",1-yr,"€ 430,000",Freiburg,Bundesliga,2020-2021
14,Woo-yeong Jeong,,"€ 7,500","€ 390,000",RW,21,Reserve,"Jun 30, 2023",3-yrs,"€ 1,170,000",Freiburg,Bundesliga,2020-2021
15,Benjamin Uphoff,,"€ 7,308","€ 380,000",GK,27,Reserve,"Jun 30, 2021",1-yr,"€ 380,000",Freiburg,Bundesliga,2020-2021
16,Ermedin Demirovic,,"€ 7,115","€ 370,000",CF,22,Reserve,"Jul 1, 2024",4-yrs,"€ 1,480,000",Freiburg,Bundesliga,2020-2021
17,Mark Flekken,,"€ 6,731","€ 350,000",GK,27,Reserve,"Jun 30, 2021",1-yr,"€ 350,000",Freiburg,Bundesliga,2020-2021
18,Florian Müller,,"€ 5,962","€ 310,000",GK,23,Starter,"Jun 30, 2021",1-yr,"€ 310,000",Freiburg,Bundesliga,2020-2021
19,Lukas Kübler,,"€ 4,808","€ 250,000",RB,28,Reserve,"Jun 30, 2022",2-yrs,"€ 500,000",Freiburg,Bundesliga,2020-2021
20,Niclas Thiede,,"€ 1,923","€ 100,000",GK,21,Reserve,"Jun 30, 2021",1-yr,"€ 100,000",Freiburg,Bundesliga,2020-2021
21,Lino Tempelmann,,"€ 1,346","€ 70,000",CM,22,Reserve,"Jun 30, 2021",1-yr,"€ 70,000",Freiburg,Bundesliga,2020-2021
22,Yannik Keitel,,"€ 1,346","€ 70,000",DM,20,Reserve,"Jun 30, 2024",4-yrs,"€ 280,000",Freiburg,Bundesliga,2020-2021
23,Keven Schlotterbeck,,"€ 1,154","€ 60,000",CB,23,Reserve,"Jun 30, 2022",2-yrs,"€ 120,000",Freiburg,Bundesliga,2020-2021
