,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Daniel Caligiuri,"€ 40,385","€ 2,100,000","€ 2,100,000",M,32,Italy,Augsburg,Bundesliga,2020-2021
1,André Hahn,"€ 30,769","€ 1,600,000","€ 1,600,000",F,30,Germany,Augsburg,Bundesliga,2020-2021
2,Carlos Gruezo,"€ 30,769","€ 1,600,000","€ 1,600,000",M,25,Ecuador,Augsburg,Bundesliga,2020-2021
3,Florian Niederlechner,"€ 28,846","€ 1,500,000","€ 1,500,000",F,29,Germany,Augsburg,Bundesliga,2020-2021
4,Jeffrey Gouweleeuw,"€ 28,846","€ 1,500,000","€ 1,500,000",D,29,Netherlands,Augsburg,Bundesliga,2020-2021
5,Iago,"€ 23,077","€ 1,200,000","€ 1,200,000",D,23,Brazil,Augsburg,Bundesliga,2020-2021
6,Alfred Finnbogason,"€ 21,154","€ 1,100,000","€ 1,100,000",F,31,Iceland,Augsburg,Bundesliga,2020-2021
7,Lászlo Bénes,"€ 21,154","€ 1,100,000","€ 1,100,000",M,23,Slovakia,Augsburg,Bundesliga,2020-2021
8,Tomas Koubek,"€ 19,231","€ 1,000,000","€ 1,000,000",K,28,Czech Republic,Augsburg,Bundesliga,2020-2021
9,Tobias Strobl,"€ 19,231","€ 1,000,000","€ 1,000,000",M,30,Germany,Augsburg,Bundesliga,2020-2021
10,Michael Gregoritsch,"€ 17,500","€ 910,000","€ 910,000",F,26,Austria,Augsburg,Bundesliga,2020-2021
11,Marek Suchy,"€ 16,538","€ 860,000","€ 860,000",D,32,Czech Republic,Augsburg,Bundesliga,2020-2021
12,Felix Uduokhai,"€ 15,385","€ 800,000","€ 800,000",D,23,Germany,Augsburg,Bundesliga,2020-2021
13,Reece Oxford,"€ 14,808","€ 770,000","€ 770,000",M,21,England,Augsburg,Bundesliga,2020-2021
14,Julian Schieber,"€ 11,154","€ 580,000","€ 580,000",F,31,Germany,Augsburg,Bundesliga,2020-2021
15,Raphael Framberger,"€ 10,962","€ 570,000","€ 570,000",D,25,Germany,Augsburg,Bundesliga,2020-2021
16,Ruben Vargas,"€ 10,577","€ 550,000","€ 550,000",F,22,Switzerland,Augsburg,Bundesliga,2020-2021
17,Rafal Gikiewicz,"€ 10,385","€ 540,000","€ 540,000",K,32,Poland,Augsburg,Bundesliga,2020-2021
18,Jan Morávek,"€ 10,192","€ 530,000","€ 530,000",M,30,Czech Republic,Augsburg,Bundesliga,2020-2021
19,Rani Khedira,"€ 10,000","€ 520,000","€ 520,000",M,26,Germany,Augsburg,Bundesliga,2020-2021
20,Noah Sarenren Bazee,"€ 9,808","€ 510,000","€ 510,000",F,24,Nigeria,Augsburg,Bundesliga,2020-2021
21,Mads Pedersen,"€ 8,846","€ 460,000","€ 460,000",D,24,Denmark,Augsburg,Bundesliga,2020-2021
22,Marco Richter,"€ 8,462","€ 440,000","€ 440,000",F,22,Germany,Augsburg,Bundesliga,2020-2021
23,Fredrik Jensen,"€ 7,885","€ 410,000","€ 410,000",F,23,Finland,Augsburg,Bundesliga,2020-2021
24,Felix Götze,"€ 4,423","€ 230,000","€ 230,000",M,22,Germany,Augsburg,Bundesliga,2020-2021
25,Robert Gumny,"€ 4,231","€ 220,000","€ 220,000",D,22,Poland,Augsburg,Bundesliga,2020-2021
26,Tim Civeja,"€ 3,846","€ 200,000","€ 200,000",M,19,Germany,Augsburg,Bundesliga,2020-2021
27,Benjamin Leneis,"€ 1,154","€ 60,000","€ 60,000",K,21,Germany,Augsburg,Bundesliga,2020-2021
28,Dion Berisha,"€ 1,154","€ 60,000","€ 60,000",F,17,Kosovo,Augsburg,Bundesliga,2020-2021
