,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Jean-Philippe Mateta,"€ 36,538","€ 1,900,000","€ 1,900,000",F,23,France,Mainz,Bundesliga,2020-2021
1,Aarón Martín,"€ 34,615","€ 1,800,000","€ 1,800,000",D,23,Spain,Mainz,Bundesliga,2020-2021
2,Stefan Bell,"€ 34,615","€ 1,800,000","€ 1,800,000",D,29,Germany,Mainz,Bundesliga,2020-2021
3,Edimilson Fernandes,"€ 32,692","€ 1,700,000","€ 1,700,000",M,24,Switzerland,Mainz,Bundesliga,2020-2021
4,Danny Latza,"€ 25,000","€ 1,300,000","€ 1,300,000",M,30,Germany,Mainz,Bundesliga,2020-2021
5,Ádám Szalai,"€ 23,077","€ 1,200,000","€ 1,200,000",F,32,Hungary,Mainz,Bundesliga,2020-2021
6,Dominik Kohr,"€ 22,885","€ 1,190,000","€ 1,190,000",M,27,Germany,Mainz,Bundesliga,2020-2021
7,Jeremiah St Juste,"€ 18,462","€ 960,000","€ 960,000",D,24,Netherlands,Mainz,Bundesliga,2020-2021
8,Levin Öztunali,"€ 17,692","€ 920,000","€ 920,000",M,24,Germany,Mainz,Bundesliga,2020-2021
9,Dong-won Ji,"€ 15,962","€ 830,000","€ 830,000",F,29,South Korea,Mainz,Bundesliga,2020-2021
10,Pierre Kunde Malong,"€ 15,962","€ 830,000","€ 830,000",M,25,Cameroon,Mainz,Bundesliga,2020-2021
11,Daniel Brosinski,"€ 14,808","€ 770,000","€ 770,000",D,32,Germany,Mainz,Bundesliga,2020-2021
12,Moussa Niakhaté,"€ 14,615","€ 760,000","€ 760,000",D,24,France,Mainz,Bundesliga,2020-2021
13,Danny da Costa,"€ 14,038","€ 730,000","€ 730,000",M,27,Germany,Mainz,Bundesliga,2020-2021
14,Robert Glatzel,"€ 13,269","€ 690,000","€ 690,000",F,27,Germany,Mainz,Bundesliga,2020-2021
15,Robin Quaison,"€ 13,077","€ 680,000","€ 680,000",F,27,Sweden,Mainz,Bundesliga,2020-2021
16,Jean-Paul Boëtius,"€ 12,885","€ 670,000","€ 670,000",F,26,Netherlands,Mainz,Bundesliga,2020-2021
17,Kevin Stöger,"€ 12,692","€ 660,000","€ 660,000",F,27,Austria,Mainz,Bundesliga,2020-2021
18,Karim Onisiwo,"€ 11,346","€ 590,000","€ 590,000",F,28,Austria,Mainz,Bundesliga,2020-2021
19,Alexander Hack,"€ 10,577","€ 550,000","€ 550,000",D,27,Germany,Mainz,Bundesliga,2020-2021
20,Phillipp Mwene,"€ 10,577","€ 550,000","€ 550,000",D,26,Austria,Mainz,Bundesliga,2020-2021
21,Robin Zentner,"€ 10,000","€ 520,000","€ 520,000",K,25,Germany,Mainz,Bundesliga,2020-2021
22,Abass Issah,"€ 6,923","€ 360,000","€ 360,000",F,22,Ghana,Mainz,Bundesliga,2020-2021
23,Dimitri Lavalée,"€ 6,346","€ 330,000","€ 330,000",D,23,Belgium,Mainz,Bundesliga,2020-2021
24,Luca Kilian,"€ 3,654","€ 190,000","€ 190,000",D,21,Germany,Mainz,Bundesliga,2020-2021
25,Jonathan Burkardt,"€ 3,654","€ 190,000","€ 190,000",F,20,Germany,Mainz,Bundesliga,2020-2021
26,Leandro Barreiro Martins,"€ 2,500","€ 130,000","€ 130,000",M,20,Luxembourg,Mainz,Bundesliga,2020-2021
27,Marius Liesegang,"€ 1,538","€ 80,000","€ 80,000",K,20,Germany,Mainz,Bundesliga,2020-2021
28,Omer Hanin,"€ 1,346","€ 70,000","€ 70,000",K,22,Israel,Mainz,Bundesliga,2020-2021
29,Finn Dahmen,"€ 1,346","€ 70,000","€ 70,000",K,22,Germany,Mainz,Bundesliga,2020-2021
30,Merveille Papela,€ 962,"€ 50,000","€ 50,000",M,19,Germany,Mainz,Bundesliga,2020-2021
31,Paul Nebel,€ 769,"€ 40,000","€ 40,000",F,18,Germany,Mainz,Bundesliga,2020-2021
32,Niklas Tauer,€ 769,"€ 40,000","€ 40,000",M,19,Germany,Mainz,Bundesliga,2020-2021
33,Marlon Mustapha,€ 577,"€ 30,000","€ 30,000",F,19,Austria,Mainz,Bundesliga,2020-2021
