,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Maximilian Arnold,,"€ 105,769","€ 5,500,000",CM,26,Starter,"Jun 30, 2026",6-yrs,"€ 33,000,000",Wolfsburg,Bundesliga,2020-2021
1,Xaver Schlager,,"€ 76,923","€ 4,000,000",CM,23,Starter,"Jun 30, 2023",3-yrs,"€ 12,000,000",Wolfsburg,Bundesliga,2020-2021
2,John Anthony Brooks,,"€ 75,962","€ 3,950,000",CB,28,Starter,"Jun 30, 2022",2-yrs,"€ 7,900,000",Wolfsburg,Bundesliga,2020-2021
3,Yannick Gerhardt,,"€ 69,231","€ 3,600,000",CM,26,Reserve,"Jun 30, 2025",5-yrs,"€ 18,000,000",Wolfsburg,Bundesliga,2020-2021
4,Koen Casteels,,"€ 65,385","€ 3,400,000",GK,28,Starter,"Jun 30, 2024",4-yrs,"€ 13,600,000",Wolfsburg,Bundesliga,2020-2021
5,Josuha Guilavogui,,"€ 63,462","€ 3,300,000",DM,30,Reserve,"Jun 30, 2023",3-yrs,"€ 9,900,000",Wolfsburg,Bundesliga,2020-2021
6,Daniel Ginczek,,"€ 61,538","€ 3,200,000",CF,29,Reserve,"Jun 30, 2022",2-yrs,"€ 6,400,000",Wolfsburg,Bundesliga,2020-2021
7,Kevin Mbabu,,"€ 59,615","€ 3,100,000",RB,25,Reserve,"Jun 30, 2023",3-yrs,"€ 9,300,000",Wolfsburg,Bundesliga,2020-2021
8,Wout Weghorst,,"€ 57,692","€ 3,000,000",CF,28,Starter,"Jun 30, 2023",3-yrs,"€ 9,000,000",Wolfsburg,Bundesliga,2020-2021
9,Jérôme Roussillon,,"€ 55,385","€ 2,880,000",LB,28,Starter,"Jun 30, 2023",3-yrs,"€ 8,640,000",Wolfsburg,Bundesliga,2020-2021
10,Admir Mehmedi,,"€ 53,846","€ 2,800,000",SS,29,Reserve,"Jun 30, 2022",2-yrs,"€ 5,600,000",Wolfsburg,Bundesliga,2020-2021
11,Jeffrey Bruma,,"€ 48,077","€ 2,500,000",CB,29,Reserve,"Jun 30, 2021",1-yr,"€ 2,500,000",Wolfsburg,Bundesliga,2020-2021
12,Maximilian Philipp,,"€ 40,385","€ 2,100,000",SS,26,Starter,"Jun 30, 2021",1-yr,"€ 2,100,000",Wolfsburg,Bundesliga,2020-2021
13,Marin Pongracic,,"€ 28,846","€ 1,500,000",CB,23,Reserve,"Jun 30, 2024",4-yrs,"€ 6,000,000",Wolfsburg,Bundesliga,2020-2021
14,Josip Brekalo,,"€ 28,846","€ 1,500,000",LW,22,Starter,"Jun 30, 2023",3-yrs,"€ 4,500,000",Wolfsburg,Bundesliga,2020-2021
15,João Victor,,"€ 23,077","€ 1,200,000",LW,26,Reserve,"Jun 30, 2023",3-yrs,"€ 3,600,000",Wolfsburg,Bundesliga,2020-2021
16,Renato Steffen,,"€ 23,077","€ 1,200,000",RW,29,Starter,"Jun 30, 2023",3-yrs,"€ 3,600,000",Wolfsburg,Bundesliga,2020-2021
17,Pavao Pervan,,"€ 15,385","€ 800,000",GK,33,Reserve,"Jun 30, 2022",2-yrs,"€ 1,600,000",Wolfsburg,Bundesliga,2020-2021
18,Ridle Baku,,"€ 11,538","€ 600,000",RB,22,Starter,"Jun 30, 2025",5-yrs,"€ 3,000,000",Wolfsburg,Bundesliga,2020-2021
19,Paulo Otávio,,"€ 9,231","€ 480,000",LB,26,Reserve,"Jun 30, 2023",3-yrs,"€ 1,440,000",Wolfsburg,Bundesliga,2020-2021
20,Maxence Lacroix,,"€ 3,654","€ 190,000",CB,20,Starter,"Jun 30, 2024",4-yrs,"€ 760,000",Wolfsburg,Bundesliga,2020-2021
21,Tim Siersleben,,"€ 1,538","€ 80,000",CB,20,Reserve,"Jun 30, 2024",4-yrs,"€ 320,000",Wolfsburg,Bundesliga,2020-2021
22,Lino Kasten,,"€ 1,154","€ 60,000",GK,20,Reserve,"Jun 30, 2022",2-yrs,"€ 120,000",Wolfsburg,Bundesliga,2020-2021
23,Niklas Klinger,,"€ 1,154","€ 60,000",GK,25,Reserve,"Jun 30, 2023",3-yrs,"€ 180,000",Wolfsburg,Bundesliga,2020-2021
24,Bartosz Bialek,,€ 769,"€ 40,000",CF,19,Reserve,"Jun 30, 2024",4-yrs,"€ 160,000",Wolfsburg,Bundesliga,2020-2021
