,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Edin Dzeko,"€ 267,115","€ 13,890,000","€ 13,890,000",F,34,Bosnia-Herzegovina,Roma,Serie A,2020-2021
1,Javier Pastore,"€ 160,192","€ 8,330,000","€ 8,330,000",F,31,Argentina,Roma,Serie A,2020-2021
2,Stephan El Shaarawy,"€ 106,923","€ 5,560,000","€ 5,560,000",F,28,Italy,Roma,Serie A,2020-2021
3,Jordan Veretout,"€ 106,923","€ 5,560,000","€ 5,560,000",M,27,France,Roma,Serie A,2020-2021
4,Leonardo Spinazzola,"€ 106,923","€ 5,560,000","€ 5,560,000",D,27,Italy,Roma,Serie A,2020-2021
5,Chris Smalling,"€ 93,654","€ 4,870,000","€ 4,870,000",D,30,England,Roma,Serie A,2020-2021
6,Amadou Diawara,"€ 89,038","€ 4,630,000","€ 4,630,000",M,23,Guinea,Roma,Serie A,2020-2021
7,Nicolò Zaniolo,"€ 89,038","€ 4,630,000","€ 4,630,000",F,21,Italy,Roma,Serie A,2020-2021
8,Federico Fazio,"€ 89,038","€ 4,630,000","€ 4,630,000",D,33,Argentina,Roma,Serie A,2020-2021
9,Henrikh Mkhitaryan,"€ 86,346","€ 4,490,000","€ 4,490,000",F,31,Armenia,Roma,Serie A,2020-2021
10,Lorenzo Pellegrini,"€ 81,923","€ 4,260,000","€ 4,260,000",M,24,Italy,Roma,Serie A,2020-2021
11,Juan Jesus,"€ 78,269","€ 4,070,000","€ 4,070,000",D,29,Brazil,Roma,Serie A,2020-2021
12,Rick Karsdorp,"€ 78,269","€ 4,070,000","€ 4,070,000",D,25,Netherlands,Roma,Serie A,2020-2021
13,Pedro,"€ 74,038","€ 3,850,000","€ 3,850,000",F,33,Spain,Roma,Serie A,2020-2021
14,Pau López,"€ 74,038","€ 3,850,000","€ 3,850,000",K,25,Spain,Roma,Serie A,2020-2021
15,Gianluca Mancini,"€ 71,154","€ 3,700,000","€ 3,700,000",D,24,Italy,Roma,Serie A,2020-2021
16,Bryan Cristante,"€ 64,038","€ 3,330,000","€ 3,330,000",M,25,Italy,Roma,Serie A,2020-2021
17,Marash Kumbulla,"€ 64,038","€ 3,330,000","€ 3,330,000",D,20,Albania,Roma,Serie A,2020-2021
18,Bruno Peres,"€ 64,038","€ 3,330,000","€ 3,330,000",D,30,Brazil,Roma,Serie A,2020-2021
19,Borja Mayoral,"€ 56,731","€ 2,950,000","€ 2,950,000",F,23,Spain,Roma,Serie A,2020-2021
20,Davide Santon,"€ 53,462","€ 2,780,000","€ 2,780,000",D,29,Italy,Roma,Serie A,2020-2021
21,Carles Pérez,"€ 49,231","€ 2,560,000","€ 2,560,000",F,22,Spain,Roma,Serie A,2020-2021
22,Antonio Mirante,"€ 35,577","€ 1,850,000","€ 1,850,000",K,37,Italy,Roma,Serie A,2020-2021
23,Gonzalo Villar,"€ 29,615","€ 1,540,000","€ 1,540,000",M,22,Spain,Roma,Serie A,2020-2021
24,Roger Ibañez,"€ 29,615","€ 1,540,000","€ 1,540,000",D,21,Brazil,Roma,Serie A,2020-2021
25,Riccardo Calafiori,"€ 26,731","€ 1,390,000","€ 1,390,000",D,18,Italy,Roma,Serie A,2020-2021
26,Daniel Fuzato,"€ 17,885","€ 930,000","€ 930,000",K,23,Brazil,Roma,Serie A,2020-2021
27,Bryan Reynolds,"€ 17,308","€ 900,000","€ 900,000",D,19,United States,Roma,Serie A,2020-2021
28,Pietro Boer,"€ 7,115","€ 370,000","€ 370,000",K,18,Italy,Roma,Serie A,2020-2021
29,Simone Farelli,€ 769,"€ 40,000","€ 40,000",K,37,Italy,Roma,Serie A,2020-2021
