,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Nikola Kalinic,,"€ 53,462","€ 2,780,000",CF,33,Reserve,"Jun 30, 2022",2-yrs,"€ 5,560,000",Hellas Verona,Serie A,2020-2021
1,Marco Benassi,,"€ 39,231","€ 2,040,000",CM,26,Reserve,"Jun 30, 2021",1-yr,"€ 2,040,000",Hellas Verona,Serie A,2020-2021
2,Stefano Sturaro,,"€ 29,615","€ 1,540,000",CM,27,Reserve,"Jun 30, 2021",1-yr,"€ 1,540,000",Hellas Verona,Serie A,2020-2021
3,Kevin Lasagna,,"€ 25,000","€ 1,300,000",CF,28,Starter,"Jun 30, 2022",2-yrs,"€ 2,600,000",Hellas Verona,Serie A,2020-2021
4,Andrea Favilli,,"€ 25,000","€ 1,300,000",CF,23,Reserve,"Jun 30, 2021",1-yr,"€ 1,300,000",Hellas Verona,Serie A,2020-2021
5,Giangiacomo Magnani,,"€ 21,346","€ 1,110,000",CB,25,Reserve,"Jun 30, 2021",1-yr,"€ 1,110,000",Hellas Verona,Serie A,2020-2021
6,Koray Günter,,"€ 21,346","€ 1,110,000",CB,26,Starter,"Jun 30, 2023",3-yrs,"€ 3,330,000",Hellas Verona,Serie A,2020-2021
7,Darko Lazovic,,"€ 21,346","€ 1,110,000",LM,30,Reserve,"Jun 30, 2024",4-yrs,"€ 4,440,000",Hellas Verona,Serie A,2020-2021
8,Miguel Veloso,,"€ 17,885","€ 930,000",DM,34,Reserve,"Jun 30, 2022",2-yrs,"€ 1,860,000",Hellas Verona,Serie A,2020-2021
9,Mattia Zaccagni,,"€ 17,885","€ 930,000",AM,25,Starter,"Jun 30, 2022",2-yrs,"€ 1,860,000",Hellas Verona,Serie A,2020-2021
10,Federico Dimarco,,"€ 17,885","€ 930,000",LB,23,Starter,"Jun 30, 2021",1-yr,"€ 930,000",Hellas Verona,Serie A,2020-2021
11,Marco Silvestri,,"€ 17,885","€ 930,000",GK,29,Starter,"Jun 30, 2022",2-yrs,"€ 1,860,000",Hellas Verona,Serie A,2020-2021
12,Antonin Barak,,"€ 17,885","€ 930,000",AM,26,Starter,"Jun 30, 2021",1-yr,"€ 930,000",Hellas Verona,Serie A,2020-2021
13,Federico Ceccherini,,"€ 17,885","€ 930,000",CB,28,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Hellas Verona,Serie A,2020-2021
14,Davide Faraoni,,"€ 17,885","€ 930,000",RM,29,Starter,"Jun 30, 2024",4-yrs,"€ 3,720,000",Hellas Verona,Serie A,2020-2021
15,Ronaldo Vieira,,"€ 17,885","€ 930,000",CM,22,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Hellas Verona,Serie A,2020-2021
16,Daniel Bessa,,"€ 15,962","€ 830,000",CM,28,Reserve,"Jun 30, 2022",2-yrs,"€ 1,660,000",Hellas Verona,Serie A,2020-2021
17,Adrien Tamèze,,"€ 12,308","€ 640,000",DM,26,Starter,"Jun 30, 2024",4-yrs,"€ 2,560,000",Hellas Verona,Serie A,2020-2021
18,Kevin Rüegg,,"€ 7,308","€ 380,000",RB,22,Reserve,"Jun 30, 2025",5-yrs,"€ 1,900,000",Hellas Verona,Serie A,2020-2021
19,Pawel Dawidowicz,,"€ 7,308","€ 380,000",CB,25,Reserve,"Jun 30, 2025",5-yrs,"€ 1,900,000",Hellas Verona,Serie A,2020-2021
20,Ebrima Colley,,"€ 7,115","€ 370,000",LW,21,Reserve,"Jun 30, 2021",1-yr,"€ 370,000",Hellas Verona,Serie A,2020-2021
21,Eddie Salcedo,,"€ 7,115","€ 370,000",CF,19,Reserve,"Jun 30, 2021",1-yr,"€ 370,000",Hellas Verona,Serie A,2020-2021
22,Mert Cetin,,"€ 6,154","€ 320,000",CB,24,Starter,"Jun 30, 2022",2-yrs,"€ 640,000",Hellas Verona,Serie A,2020-2021
23,Alessandro Berardi,,"€ 5,385","€ 280,000",GK,30,Reserve,"Jun 30, 2023",3-yrs,"€ 840,000",Hellas Verona,Serie A,2020-2021
24,Ivan Ilic,,"€ 5,000","€ 260,000",CM,19,Starter,"Jun 30, 2021",1-yr,"€ 260,000",Hellas Verona,Serie A,2020-2021
25,Ivor Pandur,,"€ 3,654","€ 190,000",GK,20,Reserve,"Jun 30, 2025",5-yrs,"€ 950,000",Hellas Verona,Serie A,2020-2021
26,Matteo Lovato,,"€ 2,885","€ 150,000",CB,20,Starter,"Jun 30, 2024",4-yrs,"€ 600,000",Hellas Verona,Serie A,2020-2021
27,Bruno Amione,,"€ 2,500","€ 130,000",CB,19,Reserve,"Jun 30, 2025",5-yrs,"€ 650,000",Hellas Verona,Serie A,2020-2021
28,Destiny Udogie,,€ 769,"€ 40,000",LB,18,Reserve,"Jun 30, 2022",2-yrs,"€ 80,000",Hellas Verona,Serie A,2020-2021
29,Nicola Borghetto,,€ 769,"€ 40,000",GK,21,Reserve,"Jun 30, 2022",2-yrs,"€ 80,000",Hellas Verona,Serie A,2020-2021
