,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Gianluigi Donnarumma,"€ 213,654","€ 11,110,000","€ 11,110,000",K,21,Italy,AC Milan,Serie A,2020-2021
1,Zlatan Ibrahimovic,"€ 172,500","€ 8,970,000","€ 8,970,000",F,39,Sweden,AC Milan,Serie A,2020-2021
2,Alessio Romagnoli,"€ 124,615","€ 6,480,000","€ 6,480,000",D,25,Italy,AC Milan,Serie A,2020-2021
3,Hakan Calhanoglu,"€ 89,038","€ 4,630,000","€ 4,630,000",F,26,Turkey,AC Milan,Serie A,2020-2021
4,Ante Rebic,"€ 86,346","€ 4,490,000","€ 4,490,000",F,27,Croatia,AC Milan,Serie A,2020-2021
5,Franck Kessié,"€ 78,269","€ 4,070,000","€ 4,070,000",M,23,Cote d'Ivoire,AC Milan,Serie A,2020-2021
6,Mateo Musacchio,"€ 71,154","€ 3,700,000","€ 3,700,000",D,30,Argentina,AC Milan,Serie A,2020-2021
7,Andrea Conti,"€ 71,154","€ 3,700,000","€ 3,700,000",D,26,Italy,AC Milan,Serie A,2020-2021
8,Mario Mandzukic,"€ 64,038","€ 3,330,000","€ 3,330,000",F,34,Croatia,AC Milan,Serie A,2020-2021
9,Soualiho Meïté,"€ 56,923","€ 2,960,000","€ 2,960,000",M,26,France,AC Milan,Serie A,2020-2021
10,Sandro Tonali,"€ 56,923","€ 2,960,000","€ 2,960,000",M,20,Italy,AC Milan,Serie A,2020-2021
11,Ismaël Bennacer,"€ 53,462","€ 2,780,000","€ 2,780,000",M,22,Algeria,AC Milan,Serie A,2020-2021
12,Samu Castillejo,"€ 53,462","€ 2,780,000","€ 2,780,000",F,25,Spain,AC Milan,Serie A,2020-2021
13,Rade Krunic,"€ 39,231","€ 2,040,000","€ 2,040,000",M,27,Bosnia-Herzegovina,AC Milan,Serie A,2020-2021
14,Theo Hernández,"€ 36,923","€ 1,920,000","€ 1,920,000",D,23,France,AC Milan,Serie A,2020-2021
15,Antonio Donnarumma,"€ 35,577","€ 1,850,000","€ 1,850,000",K,30,Italy,AC Milan,Serie A,2020-2021
16,Davide Calabria,"€ 35,577","€ 1,850,000","€ 1,850,000",D,23,Italy,AC Milan,Serie A,2020-2021
17,Rafael Leão,"€ 34,423","€ 1,790,000","€ 1,790,000",F,21,Portugal,AC Milan,Serie A,2020-2021
18,Ciprian Tatarusanu,"€ 29,615","€ 1,540,000","€ 1,540,000",K,34,Romania,AC Milan,Serie A,2020-2021
19,Simon Kjaer,"€ 29,615","€ 1,540,000","€ 1,540,000",D,31,Denmark,AC Milan,Serie A,2020-2021
20,Alexis Saelemaekers,"€ 24,615","€ 1,280,000","€ 1,280,000",F,21,Belgium,AC Milan,Serie A,2020-2021
21,Diogo Dalot,"€ 24,615","€ 1,280,000","€ 1,280,000",D,21,Portugal,AC Milan,Serie A,2020-2021
22,Jens Petter Hauge,"€ 24,615","€ 1,280,000","€ 1,280,000",F,20,Norway,AC Milan,Serie A,2020-2021
23,Léo Duarte,"€ 24,615","€ 1,280,000","€ 1,280,000",D,24,Brazil,AC Milan,Serie A,2020-2021
24,Matteo Gabbia,"€ 21,346","€ 1,110,000","€ 1,110,000",D,20,Italy,AC Milan,Serie A,2020-2021
25,Fikayo Tomori,"€ 20,962","€ 1,090,000","€ 1,090,000",D,23,England,AC Milan,Serie A,2020-2021
26,Pierre Kalulu,"€ 14,808","€ 770,000","€ 770,000",D,20,France,AC Milan,Serie A,2020-2021
27,Brahim Díaz,"€ 12,308","€ 640,000","€ 640,000",F,21,Spain,AC Milan,Serie A,2020-2021
28,Lorenzo Colombo,"€ 10,769","€ 560,000","€ 560,000",F,18,Italy,AC Milan,Serie A,2020-2021
29,Daniel Maldini,"€ 10,769","€ 560,000","€ 560,000",F,18,Italy,AC Milan,Serie A,2020-2021
