,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Franck Ribéry,,"€ 98,654","€ 5,130,000",LW,37,Starter,"Jun 30, 2021",1-yr,"€ 5,130,000",Fiorentina,Serie A,2020-2021
1,José Callejón,,"€ 78,269","€ 4,070,000",RW,33,Reserve,"Jun 30, 2022",2-yrs,"€ 8,140,000",Fiorentina,Serie A,2020-2021
2,Giacomo Bonaventura,,"€ 53,462","€ 2,780,000",CM,31,Starter,"Jun 30, 2022",2-yrs,"€ 5,560,000",Fiorentina,Serie A,2020-2021
3,Gaetano Castrovilli,,"€ 49,808","€ 2,590,000",CM,23,Starter,"Jun 30, 2024",4-yrs,"€ 10,360,000",Fiorentina,Serie A,2020-2021
4,Germán Pezzella,,"€ 42,692","€ 2,220,000",CB,29,Starter,"Jun 30, 2022",2-yrs,"€ 4,440,000",Fiorentina,Serie A,2020-2021
5,Christian Kouamé,,"€ 42,692","€ 2,220,000",CF,23,Reserve,"Jun 30, 2024",4-yrs,"€ 8,880,000",Fiorentina,Serie A,2020-2021
6,Cristiano Biraghi,,"€ 42,692","€ 2,220,000",LB,28,Starter,"Jun 30, 2024",4-yrs,"€ 8,880,000",Fiorentina,Serie A,2020-2021
7,Martín Cáceres,,"€ 42,692","€ 2,220,000",CB,33,Reserve,"Jun 30, 2021",1-yr,"€ 2,220,000",Fiorentina,Serie A,2020-2021
8,Aleksandr Kokorin,,"€ 41,923","€ 2,180,000",CF,29,Reserve,"Jun 30, 2024",4-yrs,"€ 8,720,000",Fiorentina,Serie A,2020-2021
9,Sofyan Amrabat,,"€ 36,923","€ 1,920,000",CM,24,Starter,"Jun 30, 2024",4-yrs,"€ 7,680,000",Fiorentina,Serie A,2020-2021
10,Borja Valero,,"€ 35,577","€ 1,850,000",CM,36,Reserve,"Jun 30, 2021",1-yr,"€ 1,850,000",Fiorentina,Serie A,2020-2021
11,Erick Pulgar,,"€ 32,115","€ 1,670,000",DM,27,Reserve,"Jun 30, 2023",3-yrs,"€ 5,010,000",Fiorentina,Serie A,2020-2021
12,Nikola Milenkovic,,"€ 28,462","€ 1,480,000",CB,23,Starter,"Jun 30, 2022",2-yrs,"€ 2,960,000",Fiorentina,Serie A,2020-2021
13,Bartlomiej Dragowski,,"€ 28,462","€ 1,480,000",GK,23,Starter,"Jun 30, 2023",3-yrs,"€ 4,440,000",Fiorentina,Serie A,2020-2021
14,Valentin Eysseric,,"€ 28,462","€ 1,480,000",AM,28,Reserve,"Jun 30, 2022",2-yrs,"€ 2,960,000",Fiorentina,Serie A,2020-2021
15,Kévin Malcuit,,"€ 28,462","€ 1,480,000",RB,29,Reserve,"Jun 30, 2021",1-yr,"€ 1,480,000",Fiorentina,Serie A,2020-2021
16,Lucas Martínez Quarta,,"€ 24,615","€ 1,280,000",CB,24,Reserve,"Jun 30, 2025",5-yrs,"€ 6,400,000",Fiorentina,Serie A,2020-2021
17,Dusan Vlahovic,,"€ 19,808","€ 1,030,000",CF,21,Starter,"Jun 30, 2023",3-yrs,"€ 3,090,000",Fiorentina,Serie A,2020-2021
18,Maximiliano Olivera,,"€ 17,885","€ 930,000",LB,28,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Fiorentina,Serie A,2020-2021
19,Igor,,"€ 17,308","€ 900,000",CB,22,Starter,"Jun 30, 2021",1-yr,"€ 900,000",Fiorentina,Serie A,2020-2021
20,Antonio Barreca,,"€ 14,808","€ 770,000",LB,25,Reserve,"Jun 30, 2021",1-yr,"€ 770,000",Fiorentina,Serie A,2020-2021
21,Lorenzo Venuti,,"€ 14,231","€ 740,000",RB,25,Starter,"Jun 30, 2024",4-yrs,"€ 2,960,000",Fiorentina,Serie A,2020-2021
22,Pietro Terracciano,,"€ 10,769","€ 560,000",GK,30,Reserve,"Jun 30, 2023",3-yrs,"€ 1,680,000",Fiorentina,Serie A,2020-2021
23,Antonio Rosati,,"€ 5,385","€ 280,000",GK,37,Reserve,"Jun 30, 2021",1-yr,"€ 280,000",Fiorentina,Serie A,2020-2021
24,Tòfol Montiel,,"€ 3,654","€ 190,000",AM,20,Reserve,"Jun 30, 2023",3-yrs,"€ 570,000",Fiorentina,Serie A,2020-2021
25,Federico Brancolini,,€ 769,"€ 40,000",GK,19,Reserve,"Jun 30, 2022",2-yrs,"€ 80,000",Fiorentina,Serie A,2020-2021
