,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Diego Farias,"€ 35,577","€ 1,850,000","€ 1,850,000",F,30,Brazil,Spezia,Serie A,2020-2021
1,Jeroen Zoet,"€ 24,615","€ 1,280,000","€ 1,280,000",K,29,Netherlands,Spezia,Serie A,2020-2021
2,Riccardo Saponara,"€ 24,615","€ 1,280,000","€ 1,280,000",F,29,Italy,Spezia,Serie A,2020-2021
3,Ardian Ismajli,"€ 14,808","€ 770,000","€ 770,000",D,24,Albania,Spezia,Serie A,2020-2021
4,Andrey Galabinov,"€ 14,231","€ 740,000","€ 740,000",F,32,Bulgaria,Spezia,Serie A,2020-2021
5,M'Bala Nzola,"€ 14,231","€ 740,000","€ 740,000",F,24,France,Spezia,Serie A,2020-2021
6,Kevin Agudelo,"€ 14,231","€ 740,000","€ 740,000",F,21,Colombia,Spezia,Serie A,2020-2021
7,Jacopo Sala,"€ 14,231","€ 740,000","€ 740,000",D,28,Italy,Spezia,Serie A,2020-2021
8,Andrej Galabinov,"€ 14,231","€ 740,000","€ 740,000",F,31,Bulgaria,Spezia,Serie A,2020-2021
9,Daniele Verde,"€ 14,231","€ 740,000","€ 740,000",F,24,Italy,Spezia,Serie A,2020-2021
10,Ivan Provedel,"€ 12,885","€ 670,000","€ 670,000",K,26,Italy,Spezia,Serie A,2020-2021
11,Juan Ramos,"€ 12,885","€ 670,000","€ 670,000",D,24,Uruguay,Spezia,Serie A,2020-2021
12,Alessandro Deiola,"€ 10,769","€ 560,000","€ 560,000",M,25,Italy,Spezia,Serie A,2020-2021
13,Cristian Dell'Orco,"€ 10,769","€ 560,000","€ 560,000",D,26,Italy,Spezia,Serie A,2020-2021
14,Elio Capradossi,"€ 10,769","€ 560,000","€ 560,000",D,24,Italy,Spezia,Serie A,2020-2021
15,Federico Mattiello,"€ 10,769","€ 560,000","€ 560,000",D,25,Italy,Spezia,Serie A,2020-2021
16,Rafael,"€ 10,769","€ 560,000","€ 560,000",K,38,Brazil,Spezia,Serie A,2020-2021
17,Riccardo Marchizza,"€ 10,769","€ 560,000","€ 560,000",D,22,Italy,Spezia,Serie A,2020-2021
18,Roberto Piccoli,"€ 10,769","€ 560,000","€ 560,000",F,19,Italy,Spezia,Serie A,2020-2021
19,Tommaso Pobega,"€ 10,769","€ 560,000","€ 560,000",M,21,Italy,Spezia,Serie A,2020-2021
20,Luca Mora,"€ 8,846","€ 460,000","€ 460,000",M,32,Italy,Spezia,Serie A,2020-2021
21,Claudio Terzi,"€ 8,846","€ 460,000","€ 460,000",D,36,Italy,Spezia,Serie A,2020-2021
22,Nahuel Estévez,"€ 8,654","€ 450,000","€ 450,000",M,24,Argentina,Spezia,Serie A,2020-2021
23,Lucien Agoume,"€ 8,654","€ 450,000","€ 450,000",M,18,France,Spezia,Serie A,2020-2021
24,Léo Sena,"€ 8,654","€ 450,000","€ 450,000",M,24,Brazil,Spezia,Serie A,2020-2021
25,Paolo Bartolomei,"€ 7,115","€ 370,000","€ 370,000",M,31,Italy,Spezia,Serie A,2020-2021
26,Matteo Ricci,"€ 7,115","€ 370,000","€ 370,000",M,26,Italy,Spezia,Serie A,2020-2021
27,Giulio Maggiore,"€ 7,115","€ 370,000","€ 370,000",M,22,Italy,Spezia,Serie A,2020-2021
28,Salva Ferrer,"€ 6,154","€ 320,000","€ 320,000",D,22,Spain,Spezia,Serie A,2020-2021
29,Gennaro Acampora,"€ 5,385","€ 280,000","€ 280,000",M,26,Italy,Spezia,Serie A,2020-2021
30,Martin Erlic,"€ 5,385","€ 280,000","€ 280,000",D,22,Croatia,Spezia,Serie A,2020-2021
31,Giuseppe Mastinu,"€ 5,385","€ 280,000","€ 280,000",F,29,Italy,Spezia,Serie A,2020-2021
32,Julian Chabot,"€ 5,000","€ 260,000","€ 260,000",D,22,Germany,Spezia,Serie A,2020-2021
33,Luca Vignali,"€ 3,846","€ 200,000","€ 200,000",D,24,Italy,Spezia,Serie A,2020-2021
34,Emmanuel Gyasi,"€ 3,654","€ 190,000","€ 190,000",F,26,Ghana,Spezia,Serie A,2020-2021
35,Simone Bastoni,"€ 3,654","€ 190,000","€ 190,000",D,23,Italy,Spezia,Serie A,2020-2021
36,Titas Krapikas,€ 769,"€ 40,000","€ 40,000",K,21,Lithuania,Spezia,Serie A,2020-2021
