,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Ciro Immobile,,"€ 142,500","€ 7,410,000",CF,30,Starter,"Jun 30, 2025",5-yrs,"€ 37,050,000",Lazio,Serie A,2020-2021
1,Sergej Milinkovic-Savic,,"€ 114,038","€ 5,930,000",CM,25,Starter,"Jun 30, 2024",4-yrs,"€ 23,720,000",Lazio,Serie A,2020-2021
2,Joaquín Correa,,"€ 89,038","€ 4,630,000",SS,26,Starter,"Jun 30, 2024",4-yrs,"€ 18,520,000",Lazio,Serie A,2020-2021
3,Luis Alberto,,"€ 89,038","€ 4,630,000",AM,28,Starter,"Jun 30, 2025",5-yrs,"€ 23,150,000",Lazio,Serie A,2020-2021
4,Lucas Leiva,,"€ 81,923","€ 4,260,000",DM,34,Starter,"Jun 30, 2022",2-yrs,"€ 8,520,000",Lazio,Serie A,2020-2021
5,Pepe Reina,,"€ 71,154","€ 3,700,000",GK,38,Reserve,"Jun 30, 2022",2-yrs,"€ 7,400,000",Lazio,Serie A,2020-2021
6,Felipe Caicedo,,"€ 71,154","€ 3,700,000",CF,32,Reserve,"Jun 30, 2022",2-yrs,"€ 7,400,000",Lazio,Serie A,2020-2021
7,Mateo Musacchio,,"€ 71,154","€ 3,700,000",CB,30,Reserve,"Jun 30, 2023",3-yrs,"€ 11,100,000",Lazio,Serie A,2020-2021
8,Francesco Acerbi,,"€ 64,038","€ 3,330,000",CB,32,Starter,"Jun 30, 2023",3-yrs,"€ 9,990,000",Lazio,Serie A,2020-2021
9,Andreas Pereira,,"€ 61,731","€ 3,210,000",AM,25,Reserve,"Jun 30, 2021",1-yr,"€ 3,210,000",Lazio,Serie A,2020-2021
10,Manuel Lazzari,,"€ 53,462","€ 2,780,000",RM,27,Starter,"Jun 30, 2024",4-yrs,"€ 11,120,000",Lazio,Serie A,2020-2021
11,Danilo Cataldi,,"€ 49,808","€ 2,590,000",CM,26,Reserve,"Jun 30, 2024",4-yrs,"€ 10,360,000",Lazio,Serie A,2020-2021
12,Stefan Radu,,"€ 49,808","€ 2,590,000",CB,34,Starter,"Jun 30, 2021",1-yr,"€ 2,590,000",Lazio,Serie A,2020-2021
13,Mohamed Fares,,"€ 42,692","€ 2,220,000",LM,24,Reserve,"Jun 30, 2025",5-yrs,"€ 11,100,000",Lazio,Serie A,2020-2021
14,Thomas Strakosha,,"€ 42,692","€ 2,220,000",GK,25,Starter,"Jun 30, 2022",2-yrs,"€ 4,440,000",Lazio,Serie A,2020-2021
15,Senad Lulic,,"€ 42,692","€ 2,220,000",LM,35,Reserve,"Jun 30, 2021",1-yr,"€ 2,220,000",Lazio,Serie A,2020-2021
16,Marco Parolo,,"€ 42,692","€ 2,220,000",CM,36,Reserve,"Jun 30, 2021",1-yr,"€ 2,220,000",Lazio,Serie A,2020-2021
17,Patric,,"€ 35,577","€ 1,850,000",CB,27,Starter,"Jun 30, 2022",2-yrs,"€ 3,700,000",Lazio,Serie A,2020-2021
18,Wesley Hoedt,,"€ 34,423","€ 1,790,000",CB,26,Reserve,"Jun 30, 2021",1-yr,"€ 1,790,000",Lazio,Serie A,2020-2021
19,Gonzalo Escalante,,"€ 34,423","€ 1,790,000",CM,27,Reserve,"Jun 30, 2024",4-yrs,"€ 7,160,000",Lazio,Serie A,2020-2021
20,Adam Marusic,,"€ 32,115","€ 1,670,000",RB,28,Starter,"Jun 30, 2022",2-yrs,"€ 3,340,000",Lazio,Serie A,2020-2021
21,Luiz Felipe,,"€ 28,462","€ 1,480,000",CB,23,Reserve,"Jun 30, 2022",2-yrs,"€ 2,960,000",Lazio,Serie A,2020-2021
22,Jean-Daniel Akpa Akpro,,"€ 17,885","€ 930,000",CM,28,Reserve,"Jun 30, 2022",2-yrs,"€ 1,860,000",Lazio,Serie A,2020-2021
23,Djavan Anderson,,"€ 17,885","€ 930,000",RM,25,Reserve,"Jun 30, 2023",3-yrs,"€ 2,790,000",Lazio,Serie A,2020-2021
24,Nicolò Armini,,"€ 17,885","€ 930,000",CB,19,Reserve,"Jun 30, 2023",3-yrs,"€ 2,790,000",Lazio,Serie A,2020-2021
25,Joseph Marie Minala,,"€ 14,231","€ 740,000",CM,24,Reserve,"Jun 30, 2021",1-yr,"€ 740,000",Lazio,Serie A,2020-2021
26,Marco Alia,,"€ 1,731","€ 90,000",GK,20,Reserve,"Jun 30, 2021",1-yr,"€ 90,000",Lazio,Serie A,2020-2021
27,Abukar Mohamed,,€ 769,"€ 40,000",CM,22,Reserve,"Jun 30, 2021",1-yr,"€ 40,000",Lazio,Serie A,2020-2021
28,Madiu Bari,,€ 769,"€ 40,000",CM,22,Reserve,"Jun 30, 2021",1-yr,"€ 40,000",Lazio,Serie A,2020-2021
