,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Romelu Lukaku,"€ 185,000","€ 9,620,000","€ 9,620,000",F,27,Belgium,Inter Milan,Serie A,2020-2021
1,Christian Eriksen,"€ 185,000","€ 9,620,000","€ 9,620,000",F,28,Denmark,Inter Milan,Serie A,2020-2021
2,Ivan Perisic,"€ 178,077","€ 9,260,000","€ 9,260,000",F,31,Croatia,Inter Milan,Serie A,2020-2021
3,Alexis Sánchez,"€ 172,500","€ 8,970,000","€ 8,970,000",F,31,Chile,Inter Milan,Serie A,2020-2021
4,Radja Nainggolan,"€ 160,192","€ 8,330,000","€ 8,330,000",F,32,Belgium,Inter Milan,Serie A,2020-2021
5,Arturo Vidal,"€ 160,192","€ 8,330,000","€ 8,330,000",M,33,Chile,Inter Milan,Serie A,2020-2021
6,Stefan de Vrij,"€ 135,385","€ 7,040,000","€ 7,040,000",D,28,Netherlands,Inter Milan,Serie A,2020-2021
7,Marcelo Brozovic,"€ 124,615","€ 6,480,000","€ 6,480,000",M,27,Croatia,Inter Milan,Serie A,2020-2021
8,Achraf Hakimi,"€ 123,269","€ 6,410,000","€ 6,410,000",M,21,Morocco,Inter Milan,Serie A,2020-2021
9,Samir Handanovic,"€ 114,038","€ 5,930,000","€ 5,930,000",K,36,Slovenia,Inter Milan,Serie A,2020-2021
10,Milan Skriniar,"€ 106,923","€ 5,560,000","€ 5,560,000",D,25,Slovakia,Inter Milan,Serie A,2020-2021
11,Aleksandar Kolarov,"€ 106,923","€ 5,560,000","€ 5,560,000",D,34,Serbia,Inter Milan,Serie A,2020-2021
12,Alessandro Bastoni,"€ 99,615","€ 5,180,000","€ 5,180,000",D,21,Italy,Inter Milan,Serie A,2020-2021
13,Lautaro Martínez,"€ 89,038","€ 4,630,000","€ 4,630,000",F,23,Argentina,Inter Milan,Serie A,2020-2021
14,Nicolò Barella,"€ 89,038","€ 4,630,000","€ 4,630,000",M,23,Italy,Inter Milan,Serie A,2020-2021
15,Matías Vecino,"€ 89,038","€ 4,630,000","€ 4,630,000",M,29,Uruguay,Inter Milan,Serie A,2020-2021
16,Ashley Young,"€ 74,038","€ 3,850,000","€ 3,850,000",M,35,England,Inter Milan,Serie A,2020-2021
17,Stefano Sensi,"€ 71,154","€ 3,700,000","€ 3,700,000",M,25,Italy,Inter Milan,Serie A,2020-2021
18,Andrea Pinamonti,"€ 71,154","€ 3,700,000","€ 3,700,000",F,21,Italy,Inter Milan,Serie A,2020-2021
19,Danilo D'Ambrosio,"€ 71,154","€ 3,700,000","€ 3,700,000",D,32,Italy,Inter Milan,Serie A,2020-2021
20,Andrea Ranocchia,"€ 64,038","€ 3,330,000","€ 3,330,000",D,32,Italy,Inter Milan,Serie A,2020-2021
21,Roberto Gagliardini,"€ 53,462","€ 2,780,000","€ 2,780,000",M,26,Italy,Inter Milan,Serie A,2020-2021
22,Matteo Darmian,"€ 49,231","€ 2,560,000","€ 2,560,000",D,30,Italy,Inter Milan,Serie A,2020-2021
23,Ionut Radu,"€ 35,577","€ 1,850,000","€ 1,850,000",K,23,Romania,Inter Milan,Serie A,2020-2021
24,Ionuț Radu,"€ 35,577","€ 1,850,000","€ 1,850,000",K,23,Romania,Inter Milan,Serie A,2020-2021
25,Daniele Padelli,"€ 17,885","€ 930,000","€ 930,000",K,34,Italy,Inter Milan,Serie A,2020-2021
26,Axel Bakayoko,"€ 5,769","€ 300,000","€ 300,000",F,22,France,Inter Milan,Serie A,2020-2021
27,Filip Stankovic,"€ 2,885","€ 150,000","€ 150,000",K,18,Serbia,Inter Milan,Serie A,2020-2021
