,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Andrea Conti,"€ 71,154","€ 3,700,000","€ 3,700,000",D,26,Italy,Parma,Serie A,2020-2021
1,Roberto Inglese,"€ 49,808","€ 2,590,000","€ 2,590,000",F,28,Italy,Parma,Serie A,2020-2021
2,Gervinho,"€ 46,346","€ 2,410,000","€ 2,410,000",F,33,Cote d'Ivoire,Parma,Serie A,2020-2021
3,Yann Karamoh,"€ 42,692","€ 2,220,000","€ 2,220,000",F,22,France,Parma,Serie A,2020-2021
4,Jasmin Kurtic,"€ 35,577","€ 1,850,000","€ 1,850,000",M,31,Slovenia,Parma,Serie A,2020-2021
5,Andreas Cornelius,"€ 35,577","€ 1,850,000","€ 1,850,000",F,27,Denmark,Parma,Serie A,2020-2021
6,Alberto Grassi,"€ 32,115","€ 1,670,000","€ 1,670,000",M,25,Italy,Parma,Serie A,2020-2021
7,Luigi Sepe,"€ 32,115","€ 1,670,000","€ 1,670,000",K,29,Italy,Parma,Serie A,2020-2021
8,Joshua Zirkzee,"€ 32,115","€ 1,670,000","€ 1,670,000",F,19,Netherlands,Parma,Serie A,2020-2021
9,Hernani,"€ 29,615","€ 1,540,000","€ 1,540,000",M,26,Brazil,Parma,Serie A,2020-2021
10,Juraj Kucka,"€ 29,615","€ 1,540,000","€ 1,540,000",M,33,Slovakia,Parma,Serie A,2020-2021
11,Mattia Bani,"€ 25,000","€ 1,300,000","€ 1,300,000",D,27,Italy,Parma,Serie A,2020-2021
12,Graziano Pellè,"€ 24,615","€ 1,280,000","€ 1,280,000",F,35,Italy,Parma,Serie A,2020-2021
13,Dennis Man,"€ 22,115","€ 1,150,000","€ 1,150,000",F,22,Romania,Parma,Serie A,2020-2021
14,Bruno Alves,"€ 21,346","€ 1,110,000","€ 1,110,000",D,38,Portugal,Parma,Serie A,2020-2021
15,Wylan Cyprien,"€ 17,308","€ 900,000","€ 900,000",M,25,France,Parma,Serie A,2020-2021
16,Vincent Laurini,"€ 17,115","€ 890,000","€ 890,000",D,31,France,Parma,Serie A,2020-2021
17,Riccardo Gagliolo,"€ 15,962","€ 830,000","€ 830,000",D,30,Sweden,Parma,Serie A,2020-2021
18,Mattia Sprocati,"€ 15,962","€ 830,000","€ 830,000",F,27,Italy,Parma,Serie A,2020-2021
19,Giuseppe Pezzella,"€ 15,962","€ 830,000","€ 830,000",D,22,Italy,Parma,Serie A,2020-2021
20,Jacopo Dezi,"€ 15,000","€ 780,000","€ 780,000",M,28,Italy,Parma,Serie A,2020-2021
21,Maxime Busi,"€ 14,808","€ 770,000","€ 770,000",D,20,Belgium,Parma,Serie A,2020-2021
22,Yordan Osorio,"€ 13,654","€ 710,000","€ 710,000",D,26,Venezuela,Parma,Serie A,2020-2021
23,Matteo Scozzarella,"€ 12,500","€ 650,000","€ 650,000",M,32,Italy,Parma,Serie A,2020-2021
24,Juan Brunetta,"€ 12,308","€ 640,000","€ 640,000",F,23,Argentina,Parma,Serie A,2020-2021
25,Lautaro Valenti,"€ 12,308","€ 640,000","€ 640,000",D,21,Argentina,Parma,Serie A,2020-2021
26,Gastón Brugman,"€ 12,115","€ 630,000","€ 630,000",M,28,Uruguay,Parma,Serie A,2020-2021
27,Simone Iacoponi,"€ 11,346","€ 590,000","€ 590,000",D,33,Italy,Parma,Serie A,2020-2021
28,Valentin Mihaila,"€ 11,154","€ 580,000","€ 580,000",F,20,Romania,Parma,Serie A,2020-2021
29,Valentin Mihăilă,"€ 11,154","€ 580,000","€ 580,000",F,21,Romania,Parma,Serie A,2020-2021
30,Hans Nicolussi Caviglia,"€ 10,769","€ 560,000","€ 560,000",M,20,Italy,Parma,Serie A,2020-2021
31,Vasilios Zagaritis,"€ 9,808","€ 510,000","€ 510,000",D,19,Greece,Parma,Serie A,2020-2021
32,Simon Sohm,"€ 9,808","€ 510,000","€ 510,000",M,19,Switzerland,Parma,Serie A,2020-2021
33,Simone Colombi,"€ 7,115","€ 370,000","€ 370,000",K,29,Italy,Parma,Serie A,2020-2021
34,Giacomo Ricci,"€ 3,846","€ 200,000","€ 200,000",D,24,Italy,Parma,Serie A,2020-2021
35,Giuseppe Carriero,"€ 3,269","€ 170,000","€ 170,000",M,23,Italy,Parma,Serie A,2020-2021
36,Andrea Adorante,"€ 2,885","€ 150,000","€ 150,000",F,20,Italy,Parma,Serie A,2020-2021
37,Filippo Rinaldi,"€ 2,885","€ 150,000","€ 150,000",K,18,Italy,Parma,Serie A,2020-2021
38,Andrea Dini,"€ 2,885","€ 150,000","€ 150,000",K,24,Italy,Parma,Serie A,2020-2021
39,Daan Dierckx,€ 769,"€ 40,000","€ 40,000",D,18,Belgium,Parma,Serie A,2020-2021
40,Botond Balogh,€ 769,"€ 40,000","€ 40,000",D,18,Hungary,Parma,Serie A,2020-2021
41,Reinaldo Radu,€ 769,"€ 40,000","€ 40,000",D,18,Romania,Parma,Serie A,2020-2021
42,Marcello Gazzola,€ 0,€ 0,€ 0,D,35,Italy,Parma,Serie A,2020-2021
