club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Borussia Dortmund,Sunday Oliseh,25,Defensive Midfield,Juventus,£6.75m,in,Summer,6.75,1 Bundesliga,2000,2000/2001
Borussia Dortmund,Jörg Heinrich,30,Left-Back,Fiorentina,£3.69m,in,Summer,3.69,1 Bundesliga,2000,2000/2001
Borussia Dortmund,Dr. Philipp Laux,27,Goalkeeper,SSV Ulm 1846,£203Th.,in,Summer,0.203,1 Bundesliga,2000,2000/2001
Borussia Dortmund,Christoph Metzelder,19,Centre-Back,Preußen Münster,£180Th.,in,Summer,0.18,1 Bundesliga,2000,2000/2001
Borussia Dortmund,Francis Bugri,19,Attacking Midfield,B. Dortmund II,-,in,Summer,0,1 Bundesliga,2000,2000/2001
Borussia Dortmund,Sergej Barbarez,28,Second Striker,Hamburger SV,£1.62m,out,Summer,1.62,1 Bundesliga,2000,2000/2001
Borussia Dortmund,Karsten Baumann,30,Centre-Back,RW Oberhausen,Free transfer,out,Summer,0,1 Bundesliga,2000,2000/2001
Borussia Dortmund,Wolfgang Feiersinger,35,Sweeper,LASK,Free transfer,out,Summer,0,1 Bundesliga,2000,2000/2001
Borussia Dortmund,Andreas Möller,32,Attacking Midfield,FC Schalke 04,Free transfer,out,Summer,0,1 Bundesliga,2000,2000/2001
Borussia Dortmund,Jovan Kirovski,24,Right Winger,Sporting CP,Free transfer,out,Summer,0,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Marquinhos,18,Attacking Midfield,Avaí FC,£4.05m,in,Summer,4.05,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Pascal Ojigwe,23,Defensive Midfield,1. FC Köln,£1.89m,in,Summer,1.89,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Pascal Zuberbühler,29,Goalkeeper,FC Basel,Loan fee:£1.35m,in,Summer,1.35,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Andreas Neuendorf,25,Central Midfield,Hertha BSC,£675Th.,in,Summer,0.675,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Seyed Ali Mousavi,26,Centre-Forward,SC Fortuna Köln,?,in,Summer,NA,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Landon Donovan,18,Second Striker,Leverkusen II,-,in,Summer,0,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Tom Starke,19,Goalkeeper,Leverkusen U19,-,in,Summer,0,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Anel Dzaka,19,Attacking Midfield,Leverkusen II,-,in,Summer,0,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Mehdi Pashazadeh,26,Centre-Back,SC Fortuna Köln,"End of loanJun 30, 2000",in,Summer,0,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Andreas Voss,21,Defensive Midfield,MSV Duisburg,"End of loanJun 30, 2000",in,Summer,0,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Émerson,24,Defensive Midfield,AS Roma,£16.20m,out,Summer,16.2,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Zoran Mamic,28,Centre-Back,VfL Bochum,£450Th.,out,Summer,0.45,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Miroslaw Spizak,21,Centre-Forward,Unterhaching,Loan fee:£135Th.,out,Summer,0.135,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Andreas Voss,21,Defensive Midfield,VfL Wolfsburg,Loan fee:£135Th.,out,Summer,0.135,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Stefan Beinlich,28,Attacking Midfield,Hertha BSC,Free transfer,out,Summer,0,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Landon Donovan,19,Second Striker,Quakes,Loan,out,Summer,0,1 Bundesliga,2000,2000/2001
Bayer 04 Leverkusen,Rüdiger Vollborn,37,Goalkeeper,Retired,-,out,Summer,0,1 Bundesliga,2000,2000/2001
Bayern Munich,Willy Sagnol,23,Right-Back,Monaco,£6.93m,in,Summer,6.93,1 Bundesliga,2000,2000/2001
Bayern Munich,Ciriaco Sforza,30,Central Midfield,1.FC K'lautern,£2.07m,in,Summer,2.07,1 Bundesliga,2000,2000/2001
Bayern Munich,Alou Diarra,18,Defensive Midfield,Louh.-Cuiseaux,Free transfer,in,Summer,0,1 Bundesliga,2000,2000/2001
Bayern Munich,Owen Hargreaves,19,Defensive Midfield,FC Bayern II,-,in,Summer,0,1 Bundesliga,2000,2000/2001
Bayern Munich,Berkant Göktan,19,Centre-Forward,Arm. Bielefeld,"End of loanJun 30, 2000",in,Summer,0,1 Bundesliga,2000,2000/2001
Bayern Munich,Alexander Bugera,21,Left-Back,MSV Duisburg,"End of loanJun 30, 2000",in,Summer,0,1 Bundesliga,2000,2000/2001
Bayern Munich,David Jarolim,21,Defensive Midfield,1.FC Nuremberg,£180Th.,out,Summer,0.18,1 Bundesliga,2000,2000/2001
Bayern Munich,Alexander Bugera,21,Left-Back,Unterhaching,Loan fee:£68Th.,out,Summer,0.068,1 Bundesliga,2000,2000/2001
Bayern Munich,Nils-Eric Johansson,20,Left-Back,1.FC Nuremberg,Free transfer,out,Summer,0,1 Bundesliga,2000,2000/2001
