,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Juan Manuel Martinez,"$ 13,654","$ 710,000","$ 775,286",F,28,Argentina,Real Salt Lake,Mls,2015
1,Kyle Beckerman,"$ 12,019","$ 625,000","$ 682,470",M,32,United States,Real Salt Lake,Mls,2015
2,Nick Rimando,"$ 6,731","$ 350,000","$ 382,183",K,35,United States,Real Salt Lake,Mls,2015
3,Javier Morales,"$ 5,769","$ 300,000","$ 327,586",M,34,Argentina,Real Salt Lake,Mls,2015
4,Jamison Olave,"$ 5,577","$ 290,000","$ 316,666",D,33,Colombia,Real Salt Lake,Mls,2015
5,Luis Gil,"$ 4,615","$ 240,000","$ 262,068",M,20,United States,Real Salt Lake,Mls,2015
6,Sebastian Jaime,"$ 3,846","$ 200,000","$ 218,390",F,27,Argentina,Real Salt Lake,Mls,2015
7,Anthony Beltran,"$ 3,750","$ 195,000","$ 212,931",D,21,United States,Real Salt Lake,Mls,2015
8,Chris Schuler,"$ 3,173","$ 165,000","$ 180,172",D,26,United States,Real Salt Lake,Mls,2015
9,Joao Plata,"$ 2,885","$ 150,000","$ 163,793",F,22,Ecuador,Real Salt Lake,Mls,2015
10,Demar Phillips,"$ 2,692","$ 140,000","$ 152,873",D,30,Jamaica,Real Salt Lake,Mls,2015
11,Luis Silva,"$ 2,527","$ 131,384","$ 143,465",M,25,United States,Real Salt Lake,Mls,2015
12,Olmes Garcia,"$ 2,500","$ 130,000","$ 141,954",F,21,Colombia,Real Salt Lake,Mls,2015
13,Elias Vasquez,"$ 2,115","$ 110,000","$ 120,115",D,22,Guatemala,Real Salt Lake,Mls,2015
14,Luke Mulholland,"$ 1,587","$ 82,500","$ 90,086",M,25,England,Real Salt Lake,Mls,2015
15,Jordan Allen,"$ 1,538","$ 80,000","$ 87,356",M,19,United States,Real Salt Lake,Mls,2015
16,Aaron Maund,"$ 1,154","$ 60,000","$ 65,517",D,23,Trinidad and Tobago,Real Salt Lake,Mls,2015
17,Adolfo Ovalle,"$ 1,154","$ 60,000","$ 65,517",M,18,Chile,Real Salt Lake,Mls,2015
18,Boyd Okwuonu,"$ 1,154","$ 60,000","$ 65,517",D,21,United States,Real Salt Lake,Mls,2015
19,Devon Sandoval,"$ 1,154","$ 60,000","$ 65,517",F,23,United States,Real Salt Lake,Mls,2015
20,Eduardo Fernandez,"$ 1,154","$ 60,000","$ 65,517",K,21,Mexico,Real Salt Lake,Mls,2015
21,Jeff Attinella,"$ 1,154","$ 60,000","$ 65,517",K,25,United States,Real Salt Lake,Mls,2015
22,John Stertzer,"$ 1,154","$ 60,000","$ 65,517",M,23,United States,Real Salt Lake,Mls,2015
23,Justen Glad,"$ 1,154","$ 60,000","$ 65,517",D,17,United States,Real Salt Lake,Mls,2015
24,Kenny Mansally,"$ 1,154","$ 60,000","$ 65,517",F,22,The Gambia,Real Salt Lake,Mls,2015
25,Pecka,"$ 1,154","$ 60,000","$ 65,517",M,25,Brazil,Real Salt Lake,Mls,2015
26,Phanuel Kavita,$ 962,"$ 50,000","$ 54,598",D,21,Democratic Republic of Congo,Real Salt Lake,Mls,2015
27,Sebastian Saucedo,$ 962,"$ 50,000","$ 54,598",M,17,United States,Real Salt Lake,Mls,2015
