,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Jermaine Jones,"$ 53,846","$ 2,800,000","$ 3,057,465",M,32,United States,Ne Revolution,Mls,2015
1,Jose Goncalves,"$ 8,654","$ 450,000","$ 491,378",D,28,Portugal,Ne Revolution,Mls,2015
2,Juan Agudelo,"$ 7,692","$ 400,000","$ 436,781",F,21,United States,Ne Revolution,Mls,2015
3,Teal Bunbury,"$ 3,750","$ 195,000","$ 212,931",F,24,United States,Ne Revolution,Mls,2015
4,Lee Nguyen,"$ 3,365","$ 175,000","$ 191,092",M,27,United States,Ne Revolution,Mls,2015
5,Andy Dorman,"$ 2,788","$ 145,000","$ 158,333",M,32,Wales,Ne Revolution,Mls,2015
6,Kelyn Rowe,"$ 2,692","$ 140,000","$ 152,873",M,22,United States,Ne Revolution,Mls,2015
7,Kevin Alston,"$ 2,692","$ 140,000","$ 152,873",D,26,United States,Ne Revolution,Mls,2015
8,Daigo Kobayashi,"$ 2,596","$ 135,000","$ 147,414",M,31,Japan,Ne Revolution,Mls,2015
9,Diego Fagundez,"$ 2,404","$ 125,000","$ 136,494",F,19,Uruguay,Ne Revolution,Mls,2015
10,Andrew Farrell,"$ 2,260","$ 117,500","$ 128,304",D,22,United States,Ne Revolution,Mls,2015
11,Chris Tierney,"$ 2,115","$ 110,000","$ 120,115",D,28,United States,Ne Revolution,Mls,2015
12,Robert Shuttleworth,"$ 1,947","$ 101,250","$ 110,560",K,22,United States,Ne Revolution,Mls,2015
13,Darrius Barnes,"$ 1,827","$ 95,000","$ 103,735",D,27,United States,Ne Revolution,Mls,2015
14,Brad Knighton,"$ 1,577","$ 82,005","$ 89,546",K,29,United States,Ne Revolution,Mls,2015
15,Charlie Davies,"$ 1,514","$ 78,750","$ 85,991",F,28,United States,Ne Revolution,Mls,2015
16,Steve Neumann,"$ 1,375","$ 71,500","$ 78,075",M,22,United States,Ne Revolution,Mls,2015
17,Jeremy Hall,"$ 1,346","$ 70,000","$ 76,437",D,25,Puerto Rico,Ne Revolution,Mls,2015
18,Zachary Herivaux,"$ 1,154","$ 60,000","$ 65,517",M,18,Haiti,Ne Revolution,Mls,2015
19,Donnie Smith,"$ 1,154","$ 60,000","$ 65,517",M,23,United States,Ne Revolution,Mls,2015
20,London Woodberry,"$ 1,154","$ 60,000","$ 65,517",D,23,United States,Ne Revolution,Mls,2015
21,Scott Caldwell,"$ 1,154","$ 60,000","$ 65,517",M,23,United States,Ne Revolution,Mls,2015
22,Timothy Mulgrew,$ 962,"$ 50,000","$ 54,598",F,23,United States,Ne Revolution,Mls,2015
23,Trevor Spangenberg,$ 962,"$ 50,000","$ 54,598",K,23,United States,Ne Revolution,Mls,2015
24,Tyler Rudy,$ 962,"$ 50,000","$ 54,598",M,20,United States,Ne Revolution,Mls,2015
25,Sean Okoli,$ 962,"$ 50,000","$ 54,598",F,21,United States,Ne Revolution,Mls,2015
