,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,DaMarcus Beasley,"$ 14,423","$ 750,000","$ 818,964",D,32,United States,Houston Dynamo,Mls,2015
1,Pecka,"$ 7,692","$ 400,000","$ 436,781",M,32,United States,Houston Dynamo,Mls,2015
2,Erick Torres,"$ 6,731","$ 350,000","$ 382,183",F,21,Mexico,Houston Dynamo,Mls,2015
3,Raul Rodriguez,"$ 6,250","$ 325,000","$ 354,884",D,26,Spain,Houston Dynamo,Mls,2015
4,Kaka,"$ 5,846","$ 304,000","$ 331,953",M,31,United States,Houston Dynamo,Mls,2015
5,Juninho,"$ 4,760","$ 247,500","$ 270,258",M,25,Jamaica,Houston Dynamo,Mls,2015
6,Oscar Boniek Garcia,"$ 4,712","$ 245,000","$ 267,528",F,30,Honduras,Houston Dynamo,Mls,2015
7,Jermaine Taylor,"$ 3,913","$ 203,500","$ 222,212",D,29,Jamaica,Houston Dynamo,Mls,2015
8,Kofi Sarkodie,"$ 3,654","$ 190,000","$ 207,471",D,23,United States,Houston Dynamo,Mls,2015
9,Luis Garrido,"$ 2,885","$ 150,000","$ 163,793",M,23,Honduras,Houston Dynamo,Mls,2015
10,Sheanon Williams,"$ 2,788","$ 145,000","$ 158,333",F,24,United States,Houston Dynamo,Mls,2015
11,Alex,"$ 2,731","$ 142,000","$ 155,057",M,25,Brazil,Houston Dynamo,Mls,2015
12,Will Bruin,"$ 2,692","$ 140,000","$ 152,873",F,24,United States,Houston Dynamo,Mls,2015
13,Alexander Lopez,"$ 2,221","$ 115,500","$ 126,120",M,22,Honduras,Houston Dynamo,Mls,2015
14,Tyler Deric,"$ 2,019","$ 105,000","$ 114,655",K,25,United States,Houston Dynamo,Mls,2015
15,Joe Willis,"$ 1,731","$ 90,000","$ 98,276",K,25,United States,Houston Dynamo,Mls,2015
16,David Horst,"$ 1,514","$ 78,750","$ 85,991",D,28,United States,Houston Dynamo,Mls,2015
17,Nathan Sturgis,"$ 1,370","$ 71,250","$ 77,802",D,26,United States,Houston Dynamo,Mls,2015
18,AJ Cochran,"$ 1,161","$ 60,375","$ 65,927",D,21,United States,Houston Dynamo,Mls,2015
19,Zach Steinberger,"$ 1,154","$ 60,000","$ 65,517",M,22,United States,Houston Dynamo,Mls,2015
20,Michael Lisch,"$ 1,154","$ 60,000","$ 65,517",K,23,United States,Houston Dynamo,Mls,2015
21,Mauro Manotas,"$ 1,154","$ 60,000","$ 65,517",F,18,Colombia,Houston Dynamo,Mls,2015
22,Chandler Hoffman,"$ 1,154","$ 60,000","$ 65,517",F,23,United States,Houston Dynamo,Mls,2015
23,Rasheed Olabiyi,"$ 1,154","$ 60,000","$ 65,517",M,23,Nigeria,Houston Dynamo,Mls,2015
24,Leonel Miranda,"$ 1,154","$ 60,000","$ 65,517",M,20,Argentina,Houston Dynamo,Mls,2015
25,Jose Memo Rodriguez,"$ 1,154","$ 60,000","$ 65,517",M,20,United States,Houston Dynamo,Mls,2015
26,Rob Lovejoy,$ 962,"$ 50,000","$ 54,598",M,22,United States,Houston Dynamo,Mls,2015
27,Taylor Hunter,$ 962,"$ 50,000","$ 54,598",D,20,United States,Houston Dynamo,Mls,2015
