,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Roger Espinoza,"$ 14,423","$ 750,000","$ 818,964",M,27,Honduras,Sporting Kc,Mls,2015
1,Graham Zusi,"$ 12,500","$ 650,000","$ 709,769",F,27,United States,Sporting Kc,Mls,2015
2,Matt Besler,"$ 12,500","$ 650,000","$ 709,769",D,27,United States,Sporting Kc,Mls,2015
3,Dom Dwyer,"$ 7,692","$ 400,000","$ 436,781",F,23,United States,Sporting Kc,Mls,2015
4,Benny Feilhaber,"$ 6,731","$ 350,000","$ 382,183",M,29,United States,Sporting Kc,Mls,2015
5,Amobi Okugo,"$ 5,288","$ 275,000","$ 300,287",M,23,United States,Sporting Kc,Mls,2015
6,Krisztian Nemeth,"$ 4,808","$ 250,000","$ 272,988",F,25,Hungary,Sporting Kc,Mls,2015
7,Soni Mustivar,"$ 4,808","$ 250,000","$ 272,988",M,24,Haiti,Sporting Kc,Mls,2015
8,Paulo Nagamura,"$ 4,423","$ 230,000","$ 251,149",M,31,Brazil,Sporting Kc,Mls,2015
9,Marcel de Jong,"$ 3,462","$ 180,000","$ 196,551",D,27,Canada,Sporting Kc,Mls,2015
10,Chance Myers,"$ 3,269","$ 170,000","$ 185,632",D,26,United States,Sporting Kc,Mls,2015
11,Seth Sinovic,"$ 2,692","$ 140,000","$ 152,873",M,27,United States,Sporting Kc,Mls,2015
12,Bernardo Anor,"$ 2,596","$ 135,000","$ 147,414",M,26,Venezuela,Sporting Kc,Mls,2015
13,Jacob Peterson,"$ 2,375","$ 123,500","$ 134,856",F,28,United States,Sporting Kc,Mls,2015
14,Jalil Anibaba,"$ 2,308","$ 120,000","$ 131,034",D,25,United States,Sporting Kc,Mls,2015
15,Ike Opara,"$ 2,212","$ 115,000","$ 125,574",D,25,United States,Sporting Kc,Mls,2015
16,Mikey Lopez,"$ 1,923","$ 100,000","$ 109,195",M,21,United States,Sporting Kc,Mls,2015
17,Jonathan Kempin,"$ 1,635","$ 85,000","$ 92,816",K,19,United States,Sporting Kc,Mls,2015
18,Tim Melia,"$ 1,538","$ 80,000","$ 87,356",K,28,United States,Sporting Kc,Mls,2015
19,Saad Abdul Salaam,"$ 1,154","$ 60,000","$ 65,517",D,22,United States,Sporting Kc,Mls,2015
20,Erik Palmer Brown,"$ 1,154","$ 60,000","$ 65,517",D,17,United States,Sporting Kc,Mls,2015
21,Connor Hallisey,"$ 1,154","$ 60,000","$ 65,517",M,20,United States,Sporting Kc,Mls,2015
22,Jimmy Medranda,"$ 1,154","$ 60,000","$ 65,517",M,20,Colombia,Sporting Kc,Mls,2015
23,Kevin Ellis,"$ 1,154","$ 60,000","$ 65,517",D,23,United States,Sporting Kc,Mls,2015
24,Jordi Quintilla,$ 962,"$ 50,000","$ 54,598",M,20,Spain,Sporting Kc,Mls,2015
25,Amadou Dia,$ 962,"$ 50,000","$ 54,598",D,21,United States,Sporting Kc,Mls,2015
