,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Didier Drogba,"$ 32,051","$ 1,666,668","$ 1,819,921",F,36,Cote d'Ivoire,Montreal Impact,Mls,2015
1,Ignacio Piatti,"$ 7,692","$ 400,000","$ 436,781",M,29,Argentina,Montreal Impact,Mls,2015
2,Laurent Ciman,"$ 7,115","$ 370,000","$ 404,022",D,28,Belgium,Montreal Impact,Mls,2015
3,Nigel Reo Coker,"$ 5,288","$ 275,000","$ 300,287",D,30,England,Montreal Impact,Mls,2015
4,Dominic Oduro,"$ 4,808","$ 250,000","$ 272,988",F,28,Ghana,Montreal Impact,Mls,2015
5,Hassoun Camara,"$ 4,519","$ 235,000","$ 256,609",D,30,France,Montreal Impact,Mls,2015
6,Kenny Cooper,"$ 4,231","$ 220,000","$ 240,229",F,28,United States,Montreal Impact,Mls,2015
7,Marco Donadel,"$ 3,654","$ 190,004","$ 207,475",M,31,Italy,Montreal Impact,Mls,2015
8,Justin Mapp,"$ 3,591","$ 186,725","$ 203,895",M,29,United States,Montreal Impact,Mls,2015
9,Dilaver Duka,"$ 3,365","$ 175,000","$ 191,092",M,22,United States,Montreal Impact,Mls,2015
10,Eric Alexander,"$ 2,692","$ 140,000","$ 152,873",M,26,United States,Montreal Impact,Mls,2015
11,Eric Kronberg,"$ 2,538","$ 132,000","$ 144,138",K,30,United States,Montreal Impact,Mls,2015
12,Johan Venegas,"$ 2,308","$ 120,000","$ 131,034",M,25,Costa Rica,Montreal Impact,Mls,2015
13,Ambroise Bitolo,"$ 1,923","$ 100,000","$ 109,195",D,24,Cameroon,Montreal Impact,Mls,2015
14,Andres Romero,"$ 1,923","$ 100,000","$ 109,195",F,24,Argentina,Montreal Impact,Mls,2015
15,Evan Bush,"$ 1,923","$ 100,000","$ 109,195",K,28,United States,Montreal Impact,Mls,2015
16,Patrice Bernier,"$ 1,731","$ 90,000","$ 98,276",F,34,Canada,Montreal Impact,Mls,2015
17,Romario Williams,"$ 1,250","$ 65,000","$ 70,977",F,21,Jamaica,Montreal Impact,Mls,2015
18,Kyle Bekker,"$ 1,188","$ 61,765","$ 67,444",M,23,Canada,Montreal Impact,Mls,2015
19,Eric Miller,"$ 1,161","$ 60,375","$ 65,927",M,21,United States,Montreal Impact,Mls,2015
20,Maxim Tissot,"$ 1,154","$ 60,000","$ 65,517",D,22,Canada,Montreal Impact,Mls,2015
21,Anthony Jackson Hamel,"$ 1,154","$ 60,000","$ 65,517",F,22,Canada,Montreal Impact,Mls,2015
22,Wandrille Lefevre,"$ 1,154","$ 60,000","$ 65,517",M,24,Canada,Montreal Impact,Mls,2015
23,Donny Toia,"$ 1,154","$ 60,000","$ 65,517",D,22,United States,Montreal Impact,Mls,2015
24,Calum Mallace,"$ 1,154","$ 60,000","$ 65,517",M,24,Scotland,Montreal Impact,Mls,2015
25,Maxime Crepeau,"$ 1,154","$ 60,000","$ 65,517",K,20,Canada,Montreal Impact,Mls,2015
26,Jeremy Gagnon Lapare,"$ 1,154","$ 60,000","$ 65,517",M,19,Canada,Montreal Impact,Mls,2015
27,Victor Cabrera,"$ 1,154","$ 60,000","$ 65,517",D,21,Argentina,Montreal Impact,Mls,2015
28,Cameron Porter,$ 962,"$ 50,000","$ 54,598",F,22,United States,Montreal Impact,Mls,2015
