,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Alvaro Saborio,"$ 7,692","$ 400,000","$ 436,781",F,32,Costa Rica,Dc United,Mls,2015
1,Chris Pontius,"$ 7,019","$ 365,000","$ 398,562",M,27,United States,Dc United,Mls,2015
2,Bill Hamid,"$ 6,923","$ 360,000","$ 393,103",K,23,United States,Dc United,Mls,2015
3,Markus Halsti,"$ 5,288","$ 275,000","$ 300,287",M,30,Finland,Dc United,Mls,2015
4,Davy Arnaud,"$ 4,087","$ 212,500","$ 232,040",M,34,United States,Dc United,Mls,2015
5,Chris Rolfe,"$ 4,038","$ 210,000","$ 229,310",F,31,United States,Dc United,Mls,2015
6,Sean Franklin,"$ 3,894","$ 202,500","$ 221,120",D,29,United States,Dc United,Mls,2015
7,Bobby Boswell,"$ 3,846","$ 200,000","$ 218,390",D,31,United States,Dc United,Mls,2015
8,Fabian Espindola,"$ 3,365","$ 175,000","$ 191,092",F,23,Argentina,Dc United,Mls,2015
9,Perry Kitchen,"$ 3,308","$ 172,000","$ 187,816",D,22,United States,Dc United,Mls,2015
10,Jairo Arrieta,"$ 2,885","$ 150,000","$ 163,793",F,30,Costa Rica,Dc United,Mls,2015
11,Michael Farfan,"$ 2,308","$ 120,000","$ 131,034",M,26,United States,Dc United,Mls,2015
12,Nick DeLeon,"$ 2,236","$ 116,259","$ 126,949",M,23,United States,Dc United,Mls,2015
13,Chris Korb,"$ 1,904","$ 99,000","$ 108,103",D,26,United States,Dc United,Mls,2015
14,Jalen Robinson,"$ 1,346","$ 70,000","$ 76,437",D,20,United States,Dc United,Mls,2015
15,Collin Martin,"$ 1,346","$ 70,000","$ 76,437",M,19,United States,Dc United,Mls,2015
16,Jared Jeffrey,"$ 1,313","$ 68,250","$ 74,526",M,24,United States,Dc United,Mls,2015
17,Steven Birnbaum,"$ 1,269","$ 66,000","$ 72,069",D,24,United States,Dc United,Mls,2015
18,Miguel Aguilar,"$ 1,154","$ 60,000","$ 65,517",M,20,Mexico,Dc United,Mls,2015
19,Taylor Kemp,"$ 1,154","$ 60,000","$ 65,517",D,23,United States,Dc United,Mls,2015
20,Conor Doyle,"$ 1,154","$ 60,000","$ 65,517",F,22,Ireland,Dc United,Mls,2015
21,Andrew Dykstra,"$ 1,154","$ 60,000","$ 65,517",K,28,United States,Dc United,Mls,2015
22,Facundo Coria,"$ 1,154","$ 60,000","$ 65,517",M,27,Argentina,Dc United,Mls,2015
23,Kofi Opare,"$ 1,154","$ 60,000","$ 65,517",D,23,United States,Dc United,Mls,2015
24,Travis Worra,$ 962,"$ 50,000","$ 54,598",K,21,United States,Dc United,Mls,2015
25,Luke Mishu,$ 962,"$ 50,000","$ 54,598",D,23,United States,Dc United,Mls,2015
