,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Kevin Doyle,"$ 21,635","$ 1,125,000","$ 1,228,446",F,30,Ireland,Colorado Rapids,Mls,2015
1,Marcelo Sarvas,"$ 6,923","$ 360,000","$ 393,103",M,32,Brazil,Colorado Rapids,Mls,2015
2,Gabriel Torres,"$ 5,038","$ 262,000","$ 286,091",F,25,Panama,Colorado Rapids,Mls,2015
3,Drew Moor,"$ 4,971","$ 258,500","$ 282,270",D,30,United States,Colorado Rapids,Mls,2015
4,Dillon Powers,"$ 4,712","$ 245,000","$ 267,528",M,23,United States,Colorado Rapids,Mls,2015
5,Vicente Sanchez,"$ 4,038","$ 210,000","$ 229,310",F,34,Uruguay,Colorado Rapids,Mls,2015
6,Sam Cronin,"$ 3,846","$ 200,000","$ 218,390",M,27,United States,Colorado Rapids,Mls,2015
7,Lucas Pittinari,"$ 3,654","$ 190,000","$ 207,471",M,22,Argentina,Colorado Rapids,Mls,2015
8,Nick LaBrocca,"$ 3,077","$ 160,000","$ 174,712",M,29,United States,Colorado Rapids,Mls,2015
9,Bobby Burling,"$ 2,548","$ 132,500","$ 144,684",D,29,United States,Colorado Rapids,Mls,2015
10,Zac MacMath,"$ 2,500","$ 130,000","$ 141,954",K,22,United States,Colorado Rapids,Mls,2015
11,Michael Harrington,"$ 2,500","$ 130,000","$ 141,954",M,28,United States,Colorado Rapids,Mls,2015
12,Sean St Ledger,"$ 2,404","$ 124,992","$ 136,485",D,29,Ireland,Colorado Rapids,Mls,2015
13,Marc Burch,"$ 2,115","$ 110,000","$ 120,115",D,30,United States,Colorado Rapids,Mls,2015
14,Maynor Figueroa,"$ 1,923","$ 99,996","$ 109,191",D,31,Honduras,Colorado Rapids,Mls,2015
15,Clint Irwin,"$ 1,635","$ 85,000","$ 92,816",K,25,United States,Colorado Rapids,Mls,2015
16,Marlon Hairston,"$ 1,538","$ 80,000","$ 87,356",M,20,United States,Colorado Rapids,Mls,2015
17,James Riley,"$ 1,490","$ 77,500","$ 84,626",D,31,United States,Colorado Rapids,Mls,2015
18,Juan Edgardo Ramirez,"$ 1,442","$ 75,000","$ 81,896",M,22,Argentina,Colorado Rapids,Mls,2015
19,Carlos Alvarez,"$ 1,346","$ 70,000","$ 76,437",M,23,United States,Colorado Rapids,Mls,2015
20,Luis Solignac,"$ 1,250","$ 65,004","$ 70,981",F,23,Argentina,Colorado Rapids,Mls,2015
21,Caleb Calvert,"$ 1,250","$ 65,000","$ 70,977",F,16,United States,Colorado Rapids,Mls,2015
22,Axel Sjoberg,"$ 1,154","$ 60,000","$ 65,517",D,23,Sweden,Colorado Rapids,Mls,2015
23,Charles Eloundou,"$ 1,154","$ 60,000","$ 65,517",F,19,Cameroon,Colorado Rapids,Mls,2015
24,Dillon Serna,"$ 1,154","$ 60,000","$ 65,517",M,20,United States,Colorado Rapids,Mls,2015
25,Jared Watts,"$ 1,154","$ 60,000","$ 65,517",M,22,United States,Colorado Rapids,Mls,2015
26,John Berner,"$ 1,154","$ 60,000","$ 65,517",K,23,United States,Colorado Rapids,Mls,2015
27,Joseph Greenspan,$ 962,"$ 50,000","$ 54,598",D,23,United States,Colorado Rapids,Mls,2015
28,Dominique Badji,$ 962,"$ 50,000","$ 54,598",F,21,Senegal,Colorado Rapids,Mls,2015
