,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Kaka,"$ 128,077","$ 6,660,000","$ 7,272,400",M,32,Brazil,Orlando City,Mls,2015
1,Aurelien Collin,"$ 9,615","$ 500,000","$ 545,976",D,28,France,Orlando City,Mls,2015
2,Brek Shea,"$ 9,135","$ 475,000","$ 518,677",M,24,United States,Orlando City,Mls,2015
3,David Mateos,"$ 5,769","$ 300,000","$ 327,586",D,27,Spain,Orlando City,Mls,2015
4,Tally Hall,"$ 4,135","$ 215,000","$ 234,770",K,29,United States,Orlando City,Mls,2015
5,Bryan Rochez,"$ 3,846","$ 200,000","$ 218,390",F,19,Honduras,Orlando City,Mls,2015
6,Adrian Winter,"$ 3,462","$ 180,000","$ 196,551",M,27,Switzerland,Orlando City,Mls,2015
7,Corey Ashe,"$ 3,462","$ 180,000","$ 196,551",M,28,United States,Orlando City,Mls,2015
8,Cyle Larin,"$ 2,404","$ 125,000","$ 136,494",F,19,Canada,Orlando City,Mls,2015
9,Lewis Neal,"$ 2,163","$ 112,500","$ 122,845",M,32,England,Orlando City,Mls,2015
10,Sebastian Hines,"$ 2,088","$ 108,576","$ 118,560",D,27,England,Orlando City,Mls,2015
11,Kevin Molino,"$ 1,923","$ 100,000","$ 109,195",M,24,Trinidad and Tobago,Orlando City,Mls,2015
12,Tommy Redding,"$ 1,635","$ 85,000","$ 92,816",D,17,United States,Orlando City,Mls,2015
13,Servando Carrasco,"$ 1,553","$ 80,750","$ 88,175",M,25,United States,Orlando City,Mls,2015
14,Conor Donovan,"$ 1,538","$ 80,000","$ 87,356",D,18,United States,Orlando City,Mls,2015
15,Tony Cascio,"$ 1,510","$ 78,529","$ 85,750",M,24,United States,Orlando City,Mls,2015
16,Danny Mwanga,"$ 1,442","$ 75,000","$ 81,896",F,22,Democratic Republic of Congo,Orlando City,Mls,2015
17,Luke Boden,"$ 1,442","$ 75,000","$ 81,896",D,25,England,Orlando City,Mls,2015
18,Eric Avila,"$ 1,385","$ 72,000","$ 78,621",M,26,United States,Orlando City,Mls,2015
19,Darwin Ceren,"$ 1,269","$ 66,000","$ 72,069",M,24,El Salvador,Orlando City,Mls,2015
20,Adam Bedell,"$ 1,154","$ 60,000","$ 65,517",F,22,United States,Orlando City,Mls,2015
21,Carlos Rivas,"$ 1,154","$ 60,000","$ 65,517",M,20,Colombia,Orlando City,Mls,2015
22,Cristian Higuita,"$ 1,154","$ 60,000","$ 65,517",M,20,Colombia,Orlando City,Mls,2015
23,Harrison Heath,"$ 1,154","$ 60,000","$ 65,517",M,18,England,Orlando City,Mls,2015
24,Josh Ford,"$ 1,154","$ 60,000","$ 65,517",K,26,United States,Orlando City,Mls,2015
25,Pedro Ribeiro,"$ 1,154","$ 60,000","$ 65,517",M,24,Brazil,Orlando City,Mls,2015
26,Tyler Turner,"$ 1,154","$ 60,000","$ 65,517",D,18,United States,Orlando City,Mls,2015
27,Rafael Ramos,$ 962,"$ 50,000","$ 54,598",D,19,Portugal,Orlando City,Mls,2015
28,Earl Edwards,$ 962,"$ 50,000","$ 54,598",K,23,United States,Orlando City,Mls,2015
29,Valdomiro Lameira,$ 962,"$ 50,000","$ 54,598",M,20,Portugal,Orlando City,Mls,2015
30,Sidney Rivera,$ 962,"$ 50,000","$ 54,598",F,22,Puerto Rico,Orlando City,Mls,2015
