,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Pedro Morales,"$ 22,885","$ 1,190,000","$ 1,299,423",M,29,Chile,Vancouver Whitecaps,Mls,2015
1,Octavio Rivero,"$ 17,132","$ 890,850","$ 972,765",F,22,Uruguay,Vancouver Whitecaps,Mls,2015
2,Matias Laba,"$ 6,250","$ 325,000","$ 354,884",M,22,Argentina,Vancouver Whitecaps,Mls,2015
3,David Ousted,"$ 5,500","$ 286,000","$ 312,298",K,29,Denmark,Vancouver Whitecaps,Mls,2015
4,Gershon Koffie,"$ 4,423","$ 230,000","$ 251,149",M,22,Ghana,Vancouver Whitecaps,Mls,2015
5,Kendall Waston,"$ 4,327","$ 225,000","$ 245,689",D,26,Costa Rica,Vancouver Whitecaps,Mls,2015
6,Mauro Rosales,"$ 4,135","$ 215,000","$ 234,770",M,33,Argentina,Vancouver Whitecaps,Mls,2015
7,Steven Beitashour,"$ 3,654","$ 190,000","$ 207,471",D,27,Iran,Vancouver Whitecaps,Mls,2015
8,Darren Mattocks,"$ 3,462","$ 180,000","$ 196,551",F,23,Jamaica,Vancouver Whitecaps,Mls,2015
9,Pa Modou Kah,"$ 3,269","$ 170,000","$ 185,632",D,33,Norway,Vancouver Whitecaps,Mls,2015
10,Jordan Harvey,"$ 2,885","$ 150,000","$ 163,793",D,30,United States,Vancouver Whitecaps,Mls,2015
11,Diego Rodriguez,"$ 2,385","$ 124,000","$ 135,402",D,23,Uruguay,Vancouver Whitecaps,Mls,2015
12,Russell Teibert,"$ 1,923","$ 100,000","$ 109,195",M,21,Canada,Vancouver Whitecaps,Mls,2015
13,Robert Earnshaw,"$ 1,923","$ 100,000","$ 109,195",F,33,Wales,Vancouver Whitecaps,Mls,2015
14,Christian Dean,"$ 1,827","$ 95,000","$ 103,735",D,21,United States,Vancouver Whitecaps,Mls,2015
15,Jordan Smith,"$ 1,827","$ 95,000","$ 103,735",D,23,Costa Rica,Vancouver Whitecaps,Mls,2015
16,Kekuta Manneh,"$ 1,587","$ 82,500","$ 90,086",F,19,United States,Vancouver Whitecaps,Mls,2015
17,Paolo Tornaghi,"$ 1,538","$ 80,000","$ 87,356",K,26,Italy,Vancouver Whitecaps,Mls,2015
18,Nicolas Mezquida,"$ 1,538","$ 80,000","$ 87,356",M,22,Uruguay,Vancouver Whitecaps,Mls,2015
19,Erik Hurtado,"$ 1,505","$ 78,265","$ 85,462",F,23,United States,Vancouver Whitecaps,Mls,2015
20,Tim Parker,"$ 1,154","$ 60,000","$ 65,517",D,21,United States,Vancouver Whitecaps,Mls,2015
21,Caleb Clarke,"$ 1,154","$ 60,000","$ 65,517",F,21,Canada,Vancouver Whitecaps,Mls,2015
22,Cristian Techera,"$ 1,154","$ 60,000","$ 65,517",F,22,Uruguay,Vancouver Whitecaps,Mls,2015
23,Deybi Flores,"$ 1,154","$ 60,000","$ 65,517",M,18,Honduras,Vancouver Whitecaps,Mls,2015
24,Ethen Sampson,"$ 1,154","$ 60,000","$ 65,517",D,20,South Africa,Vancouver Whitecaps,Mls,2015
25,Kianz Froese,"$ 1,154","$ 60,000","$ 65,517",M,18,Canada,Vancouver Whitecaps,Mls,2015
26,Marco Carducci,"$ 1,154","$ 60,000","$ 65,517",K,17,Canada,Vancouver Whitecaps,Mls,2015
27,Samuel Adekugbe,"$ 1,154","$ 60,000","$ 65,517",D,19,Canada,Vancouver Whitecaps,Mls,2015
28,Andre Lewis,"$ 1,154","$ 60,000","$ 65,517",M,19,Jamaica,Vancouver Whitecaps,Mls,2015
29,Marco Bustos,$ 962,"$ 50,000","$ 54,598",M,18,Canada,Vancouver Whitecaps,Mls,2015
30,Ben McKendry,$ 962,"$ 50,000","$ 54,598",M,21,Canada,Vancouver Whitecaps,Mls,2015
