,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Liam Ridgewell,"$ 19,231","$ 1,000,000","$ 1,091,952",D,29,England,Portland Timbers,Mls,2015
1,Lucas Melano,"$ 15,384","$ 799,992","$ 873,553",F,21,Argentina,Portland Timbers,Mls,2015
2,Fanendo Adi,"$ 12,529","$ 651,500","$ 711,407",F,23,Nigeria,Portland Timbers,Mls,2015
3,Diego Valeri,"$ 10,577","$ 550,000","$ 600,574",M,28,Argentina,Portland Timbers,Mls,2015
4,Will Johnson,"$ 6,038","$ 314,000","$ 342,873",F,27,Canada,Portland Timbers,Mls,2015
5,Adam Kwarasey,"$ 5,000","$ 260,000","$ 283,907",K,26,Ghana,Portland Timbers,Mls,2015
6,Darlington Nagbe,"$ 4,692","$ 244,000","$ 266,436",M,23,United States,Portland Timbers,Mls,2015
7,Nat Borchers,"$ 4,519","$ 235,000","$ 256,609",D,33,United States,Portland Timbers,Mls,2015
8,Maximiliano Urruti,"$ 3,846","$ 200,000","$ 218,390",F,23,Argentina,Portland Timbers,Mls,2015
9,Diego Chara,"$ 3,269","$ 170,000","$ 185,632",M,28,Colombia,Portland Timbers,Mls,2015
10,Rodney Wallace,"$ 3,173","$ 165,000","$ 180,172",M,26,Costa Rica,Portland Timbers,Mls,2015
11,Jorge Villafana,"$ 2,500","$ 130,000","$ 141,954",F,24,United States,Portland Timbers,Mls,2015
12,Norberto Paparatto,"$ 2,308","$ 120,000","$ 131,034",D,30,Argentina,Portland Timbers,Mls,2015
13,Jack Jewsbury,"$ 2,308","$ 120,000","$ 131,034",D,33,United States,Portland Timbers,Mls,2015
14,Ben Zemanski,"$ 1,558","$ 81,033","$ 88,484",M,26,United States,Portland Timbers,Mls,2015
15,Jake Gleeson,"$ 1,396","$ 72,600","$ 79,276",K,24,New Zealand,Portland Timbers,Mls,2015
16,Nick Besler,"$ 1,250","$ 65,000","$ 70,977",M,21,United States,Portland Timbers,Mls,2015
17,Alvas Powell,"$ 1,154","$ 60,000","$ 65,517",D,19,Jamaica,Portland Timbers,Mls,2015
18,Jeanderson Pereira,"$ 1,154","$ 60,000","$ 65,517",D,24,Brazil,Portland Timbers,Mls,2015
19,Andy Thoma,"$ 1,154","$ 60,000","$ 65,517",D,21,United States,Portland Timbers,Mls,2015
20,Andrew Weber,"$ 1,154","$ 60,000","$ 65,517",K,30,United States,Portland Timbers,Mls,2015
21,Michael Nanchoff,"$ 1,154","$ 60,000","$ 65,517",M,25,United States,Portland Timbers,Mls,2015
22,Michael Seaton,"$ 1,154","$ 60,000","$ 65,517",F,18,Jamaica,Portland Timbers,Mls,2015
23,Dairon Asprilla,"$ 1,154","$ 60,000","$ 65,517",F,22,Colombia,Portland Timbers,Mls,2015
24,Anthony Manning,$ 962,"$ 50,000","$ 54,598",D,21,United States,Portland Timbers,Mls,2015
25,Taylor Peay,$ 962,"$ 50,000","$ 54,598",D,22,United States,Portland Timbers,Mls,2015
26,George Fochive,$ 962,"$ 50,000","$ 54,598",M,22,United States,Portland Timbers,Mls,2015
