,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Maxime Gonalons,"€ 71,154","€ 3,700,000","€ 3,700,000",M,31,France,Granada,La Liga,2020-2021
1,Kenedy,"€ 48,654","€ 2,530,000","€ 2,530,000",F,24,Brazil,Granada,La Liga,2020-2021
2,Jesús Vallejo,"€ 35,000","€ 1,820,000","€ 1,820,000",D,23,Spain,Granada,La Liga,2020-2021
3,Luis Suárez,"€ 29,615","€ 1,540,000","€ 1,540,000",F,22,Colombia,Granada,La Liga,2020-2021
4,Jorge Molina,"€ 29,615","€ 1,540,000","€ 1,540,000",F,38,Spain,Granada,La Liga,2020-2021
5,Yangel Herrera,"€ 27,885","€ 1,450,000","€ 1,450,000",M,22,Venezuela,Granada,La Liga,2020-2021
6,Darwin Machís,"€ 26,154","€ 1,360,000","€ 1,360,000",F,27,Venezuela,Granada,La Liga,2020-2021
7,Domingos Duarte,"€ 24,231","€ 1,260,000","€ 1,260,000",D,25,Portugal,Granada,La Liga,2020-2021
8,Dimitri Foulquier,"€ 23,077","€ 1,200,000","€ 1,200,000",D,27,Guadeloupe,Granada,La Liga,2020-2021
9,Roberto Soldado,"€ 20,769","€ 1,080,000","€ 1,080,000",F,35,Spain,Granada,La Liga,2020-2021
10,Luis Milla,"€ 20,577","€ 1,070,000","€ 1,070,000",M,26,Spain,Granada,La Liga,2020-2021
11,Fede Vico,"€ 16,731","€ 870,000","€ 870,000",F,26,Spain,Granada,La Liga,2020-2021
12,Nehuén Pérez,"€ 16,538","€ 860,000","€ 860,000",D,20,Argentina,Granada,La Liga,2020-2021
13,Ángel Montoro,"€ 13,462","€ 700,000","€ 700,000",M,32,Spain,Granada,La Liga,2020-2021
14,Ramon Azeez,"€ 13,269","€ 690,000","€ 690,000",M,27,Nigeria,Granada,La Liga,2020-2021
15,Antonio Puertas,"€ 12,308","€ 640,000","€ 640,000",F,28,Spain,Granada,La Liga,2020-2021
16,Germán Sánchez,"€ 12,308","€ 640,000","€ 640,000",D,33,Spain,Granada,La Liga,2020-2021
17,Alberto Soro,"€ 11,154","€ 580,000","€ 580,000",F,21,Spain,Granada,La Liga,2020-2021
18,Domingos Quina,"€ 10,000","€ 520,000","€ 520,000",M,21,Portugal,Granada,La Liga,2020-2021
19,Yan Eteki,"€ 9,615","€ 500,000","€ 500,000",M,23,Cameroon,Granada,La Liga,2020-2021
20,Neyder Lozano,"€ 9,038","€ 470,000","€ 470,000",D,26,Colombia,Granada,La Liga,2020-2021
21,Víctor Díaz,"€ 8,462","€ 440,000","€ 440,000",D,32,Spain,Granada,La Liga,2020-2021
22,Carlos Neva,"€ 7,308","€ 380,000","€ 380,000",D,24,Spain,Granada,La Liga,2020-2021
23,Quini,"€ 7,115","€ 370,000","€ 370,000",D,31,Spain,Granada,La Liga,2020-2021
24,Pepe Sánchez,"€ 4,808","€ 250,000","€ 250,000",D,20,Spain,Granada,La Liga,2020-2021
25,Rui Silva,"€ 4,808","€ 250,000","€ 250,000",K,26,Portugal,Granada,La Liga,2020-2021
26,Adrián Marín,"€ 3,654","€ 190,000","€ 190,000",D,24,Spain,Granada,La Liga,2020-2021
27,Aarón Escandell,"€ 3,077","€ 160,000","€ 160,000",K,25,Spain,Granada,La Liga,2020-2021
