,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Eden Hazard,"€ 600,962","€ 31,250,000","€ 31,250,000",F,29,Belgium,Real Madrid,La Liga,2020-2021
1,Toni Kroos,"€ 468,846","€ 24,380,000","€ 24,380,000",M,30,Germany,Real Madrid,La Liga,2020-2021
2,Sergio Ramos,"€ 468,846","€ 24,380,000","€ 24,380,000",D,34,Spain,Real Madrid,La Liga,2020-2021
3,Marcelo,"€ 468,846","€ 24,380,000","€ 24,380,000",D,32,Brazil,Real Madrid,La Liga,2020-2021
4,Luka Modric,"€ 420,769","€ 21,880,000","€ 21,880,000",M,35,Croatia,Real Madrid,La Liga,2020-2021
5,Karim Benzema,"€ 348,654","€ 18,130,000","€ 18,130,000",F,32,France,Real Madrid,La Liga,2020-2021
6,Raphaël Varane,"€ 328,462","€ 17,080,000","€ 17,080,000",D,27,France,Real Madrid,La Liga,2020-2021
7,Vinícius Júnior,"€ 300,577","€ 15,630,000","€ 15,630,000",F,20,Brazil,Real Madrid,La Liga,2020-2021
8,Isco,"€ 280,385","€ 14,580,000","€ 14,580,000",F,28,Spain,Real Madrid,La Liga,2020-2021
9,Thibaut Courtois,"€ 252,500","€ 13,130,000","€ 13,130,000",K,28,Belgium,Real Madrid,La Liga,2020-2021
10,Casemiro,"€ 210,385","€ 10,940,000","€ 10,940,000",M,28,Brazil,Real Madrid,La Liga,2020-2021
11,Marco Asensio,"€ 210,000","€ 10,920,000","€ 10,920,000",F,24,Spain,Real Madrid,La Liga,2020-2021
12,Luka Jovic,"€ 200,385","€ 10,420,000","€ 10,420,000",F,22,Serbia,Real Madrid,La Liga,2020-2021
13,Éder Militão,"€ 200,385","€ 10,420,000","€ 10,420,000",D,22,Brazil,Real Madrid,La Liga,2020-2021
14,Ferland Mendy,"€ 200,385","€ 10,420,000","€ 10,420,000",D,25,France,Real Madrid,La Liga,2020-2021
15,Daniel Carvajal,"€ 196,346","€ 10,210,000","€ 10,210,000",D,28,Spain,Real Madrid,La Liga,2020-2021
16,Lucas Vázquez,"€ 180,385","€ 9,380,000","€ 9,380,000",F,29,Spain,Real Madrid,La Liga,2020-2021
17,Nacho Fernández,"€ 164,231","€ 8,540,000","€ 8,540,000",D,30,Spain,Real Madrid,La Liga,2020-2021
18,Mariano Díaz,"€ 160,192","€ 8,330,000","€ 8,330,000",F,27,Spain,Real Madrid,La Liga,2020-2021
19,Rodrygo,"€ 160,192","€ 8,330,000","€ 8,330,000",F,19,Brazil,Real Madrid,La Liga,2020-2021
20,Álvaro Odriozola,"€ 140,192","€ 7,290,000","€ 7,290,000",D,24,Spain,Real Madrid,La Liga,2020-2021
21,Martin Ödegaard,"€ 80,192","€ 4,170,000","€ 4,170,000",F,21,Norway,Real Madrid,La Liga,2020-2021
22,Federico Valverde,"€ 80,192","€ 4,170,000","€ 4,170,000",M,22,Uruguay,Real Madrid,La Liga,2020-2021
23,Andriy Lunin,"€ 54,038","€ 2,810,000","€ 2,810,000",K,21,Ukraine,Real Madrid,La Liga,2020-2021
