,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Rodrigo Battaglia,"€ 52,885","€ 2,750,000","€ 2,750,000",M,29,Argentina,Alaves,La Liga,2020-2021
1,Iñigo Córdoba,"€ 51,154","€ 2,660,000","€ 2,660,000",F,23,Spain,Alaves,La Liga,2020-2021
2,Jota Peleteiro,"€ 34,808","€ 1,810,000","€ 1,810,000",F,29,Spain,Alaves,La Liga,2020-2021
3,Florian Lejeune,"€ 28,846","€ 1,500,000","€ 1,500,000",D,29,France,Alaves,La Liga,2020-2021
4,Fernando Pacheco,"€ 28,269","€ 1,470,000","€ 1,470,000",K,28,Spain,Alaves,La Liga,2020-2021
5,Tomás Pina,"€ 27,500","€ 1,430,000","€ 1,430,000",M,33,Spain,Alaves,La Liga,2020-2021
6,Lucas Pérez,"€ 26,731","€ 1,390,000","€ 1,390,000",F,32,Spain,Alaves,La Liga,2020-2021
7,Facundo Pellistri,"€ 21,346","€ 1,110,000","€ 1,110,000",F,19,Uruguay,Alaves,La Liga,2020-2021
8,Deyverson,"€ 20,769","€ 1,080,000","€ 1,080,000",F,29,Brazil,Alaves,La Liga,2020-2021
9,Pere Pons,"€ 20,192","€ 1,050,000","€ 1,050,000",M,27,Spain,Alaves,La Liga,2020-2021
10,Luis Rioja,"€ 15,769","€ 820,000","€ 820,000",F,27,Spain,Alaves,La Liga,2020-2021
11,Manu García,"€ 14,808","€ 770,000","€ 770,000",M,34,Spain,Alaves,La Liga,2020-2021
12,Joselu,"€ 13,654","€ 710,000","€ 710,000",F,30,Spain,Alaves,La Liga,2020-2021
13,Víctor Laguardia,"€ 12,500","€ 650,000","€ 650,000",D,30,Spain,Alaves,La Liga,2020-2021
14,Rubén Duarte,"€ 10,962","€ 570,000","€ 570,000",D,25,Spain,Alaves,La Liga,2020-2021
15,John Guidetti,"€ 10,000","€ 520,000","€ 520,000",F,28,Sweden,Alaves,La Liga,2020-2021
16,Edgar Méndez,"€ 9,615","€ 500,000","€ 500,000",F,30,Spain,Alaves,La Liga,2020-2021
17,Rodrigo Ely,"€ 9,231","€ 480,000","€ 480,000",D,26,Brazil,Alaves,La Liga,2020-2021
18,Burgui,"€ 9,231","€ 480,000","€ 480,000",F,26,Spain,Alaves,La Liga,2020-2021
19,Ximo Navarro,"€ 6,923","€ 360,000","€ 360,000",D,30,Spain,Alaves,La Liga,2020-2021
20,Martín Aguirregabiria,"€ 6,731","€ 350,000","€ 350,000",D,24,Spain,Alaves,La Liga,2020-2021
21,Antonio Sivera,"€ 3,846","€ 200,000","€ 200,000",K,24,Spain,Alaves,La Liga,2020-2021
22,Adrián Marín,"€ 3,654","€ 190,000","€ 190,000",D,23,Spain,Alaves,La Liga,2020-2021
23,Tomás Tavares,"€ 2,500","€ 130,000","€ 130,000",D,19,Portugal,Alaves,La Liga,2020-2021
24,Tachi,"€ 1,923","€ 100,000","€ 100,000",D,23,Spain,Alaves,La Liga,2020-2021
25,Abdallahi Mahmoud,"€ 1,538","€ 80,000","€ 80,000",M,20,Mauritania,Alaves,La Liga,2020-2021
26,Borja Sainz,€ 769,"€ 40,000","€ 40,000",F,19,Spain,Alaves,La Liga,2020-2021
27,Javi López,€ 769,"€ 40,000","€ 40,000",D,18,Spain,Alaves,La Liga,2020-2021
