,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Iván Marcone,"€ 34,231","€ 1,780,000","€ 1,780,000",M,30,Argentina,Elche,La Liga,2020-2021
1,Guido Carrillo,"€ 23,654","€ 1,230,000","€ 1,230,000",F,29,Argentina,Elche,La Liga,2020-2021
2,Paulo Gazzaniga,"€ 22,308","€ 1,160,000","€ 1,160,000",K,29,Argentina,Elche,La Liga,2020-2021
3,Youssouf Koné,"€ 21,346","€ 1,110,000","€ 1,110,000",D,25,Mali,Elche,La Liga,2020-2021
4,Johan Mojica,"€ 20,192","€ 1,050,000","€ 1,050,000",D,28,Colombia,Elche,La Liga,2020-2021
5,Luismi,"€ 17,885","€ 930,000","€ 930,000",M,28,Spain,Elche,La Liga,2020-2021
6,Edgar Badia,"€ 12,500","€ 650,000","€ 650,000",K,28,Spain,Elche,La Liga,2020-2021
7,Fidel,"€ 11,923","€ 620,000","€ 620,000",F,30,Spain,Elche,La Liga,2020-2021
8,Emiliano Rigoni,"€ 11,923","€ 620,000","€ 620,000",F,27,Argentina,Elche,La Liga,2020-2021
9,Raúl Guti,"€ 9,038","€ 470,000","€ 470,000",M,23,Spain,Elche,La Liga,2020-2021
10,Juan Sánchez Miño,"€ 7,115","€ 370,000","€ 370,000",D,30,Argentina,Elche,La Liga,2020-2021
11,Diego Rodríguez,"€ 6,923","€ 360,000","€ 360,000",K,31,Argentina,Elche,La Liga,2020-2021
12,Antonio Barragán,"€ 6,538","€ 340,000","€ 340,000",D,33,Spain,Elche,La Liga,2020-2021
13,Pere Milla,"€ 6,538","€ 340,000","€ 340,000",F,28,Spain,Elche,La Liga,2020-2021
14,Lucas Boyé,"€ 6,154","€ 320,000","€ 320,000",F,24,Argentina,Elche,La Liga,2020-2021
15,Víctor Rodríguez,"€ 5,962","€ 310,000","€ 310,000",F,31,Spain,Elche,La Liga,2020-2021
16,Tete Morente,"€ 5,577","€ 290,000","€ 290,000",F,23,Spain,Elche,La Liga,2020-2021
17,Omenuke Mfulu,"€ 4,423","€ 230,000","€ 230,000",M,26,Democratic Republic of the Congo,Elche,La Liga,2020-2021
18,Miguel Cifuentes,"€ 4,231","€ 220,000","€ 220,000",D,30,Spain,Elche,La Liga,2020-2021
19,Josema,"€ 3,462","€ 180,000","€ 180,000",D,24,Spain,Elche,La Liga,2020-2021
20,Dani Calvo,"€ 3,462","€ 180,000","€ 180,000",D,26,Spain,Elche,La Liga,2020-2021
21,Jeison Lucumí,"€ 3,077","€ 160,000","€ 160,000",F,25,Colombia,Elche,La Liga,2020-2021
22,Diego González,"€ 2,692","€ 140,000","€ 140,000",D,25,Spain,Elche,La Liga,2020-2021
23,Gonzalo Verdú,"€ 2,500","€ 130,000","€ 130,000",D,32,Spain,Elche,La Liga,2020-2021
24,Josan,"€ 2,500","€ 130,000","€ 130,000",F,30,Spain,Elche,La Liga,2020-2021
25,Nino,"€ 2,308","€ 120,000","€ 120,000",F,40,Spain,Elche,La Liga,2020-2021
