,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Nabil Fekir,"€ 132,692","€ 6,900,000","€ 6,900,000",F,27,France,Real Betis,La Liga,2020-2021
1,William Carvalho,"€ 66,923","€ 3,480,000","€ 3,480,000",M,28,Portugal,Real Betis,La Liga,2020-2021
2,Marc Bartra,"€ 51,923","€ 2,700,000","€ 2,700,000",D,29,Spain,Real Betis,La Liga,2020-2021
3,Guido Rodríguez,"€ 51,538","€ 2,680,000","€ 2,680,000",M,26,Argentina,Real Betis,La Liga,2020-2021
4,Martín Montoya,"€ 38,269","€ 1,990,000","€ 1,990,000",D,29,Spain,Real Betis,La Liga,2020-2021
5,Andrés Guardado,"€ 36,731","€ 1,910,000","€ 1,910,000",M,34,Mexico,Real Betis,La Liga,2020-2021
6,Claudio Bravo,"€ 30,769","€ 1,600,000","€ 1,600,000",K,37,Chile,Real Betis,La Liga,2020-2021
7,Antonio Sanabria,"€ 28,269","€ 1,470,000","€ 1,470,000",F,24,Paraguay,Real Betis,La Liga,2020-2021
8,Joaquín,"€ 27,692","€ 1,440,000","€ 1,440,000",F,39,Spain,Real Betis,La Liga,2020-2021
9,Sergio Canales,"€ 26,346","€ 1,370,000","€ 1,370,000",F,29,Spain,Real Betis,La Liga,2020-2021
10,Borja Iglesias,"€ 24,808","€ 1,290,000","€ 1,290,000",F,27,Spain,Real Betis,La Liga,2020-2021
11,Sidnei,"€ 23,846","€ 1,240,000","€ 1,240,000",D,31,Brazil,Real Betis,La Liga,2020-2021
12,Cristian Tello,"€ 20,000","€ 1,040,000","€ 1,040,000",F,29,Spain,Real Betis,La Liga,2020-2021
13,Emerson,"€ 18,462","€ 960,000","€ 960,000",D,21,Brazil,Real Betis,La Liga,2020-2021
14,Aïssa Mandi,"€ 18,269","€ 950,000","€ 950,000",D,28,Algeria,Real Betis,La Liga,2020-2021
15,Yassin Fekir,"€ 17,885","€ 930,000","€ 930,000",F,23,France,Real Betis,La Liga,2020-2021
16,Víctor Ruiz,"€ 17,885","€ 930,000","€ 930,000",D,31,Spain,Real Betis,La Liga,2020-2021
17,Juanmi,"€ 17,500","€ 910,000","€ 910,000",F,27,Spain,Real Betis,La Liga,2020-2021
18,Joel Robles,"€ 17,308","€ 900,000","€ 900,000",K,30,Spain,Real Betis,La Liga,2020-2021
19,Víctor Camarasa,"€ 17,115","€ 890,000","€ 890,000",M,26,Spain,Real Betis,La Liga,2020-2021
20,Loren Morón,"€ 15,769","€ 820,000","€ 820,000",F,26,Spain,Real Betis,La Liga,2020-2021
21,Álex Moreno,"€ 13,077","€ 680,000","€ 680,000",D,27,Spain,Real Betis,La Liga,2020-2021
22,Paul Akouokou,"€ 9,808","€ 510,000","€ 510,000",M,22,Cote d'Ivoire,Real Betis,La Liga,2020-2021
23,Aitor Ruibal,"€ 8,462","€ 440,000","€ 440,000",F,24,Spain,Real Betis,La Liga,2020-2021
24,Diego Lainez,"€ 7,692","€ 400,000","€ 400,000",F,20,Mexico,Real Betis,La Liga,2020-2021
25,Rodri,"€ 7,692","€ 400,000","€ 400,000",F,20,Spain,Real Betis,La Liga,2020-2021
26,Juan Miranda,"€ 6,923","€ 360,000","€ 360,000",D,20,Spain,Real Betis,La Liga,2020-2021
27,Dani Martín,"€ 6,731","€ 350,000","€ 350,000",K,22,Spain,Real Betis,La Liga,2020-2021
