player_id,player_name,day_of_birth,month_of_birth,year_of_birth,pob,cob,dob,position,height,foot,citizenship,second_citizenship,league_code,season
34130,tom heaton,15,4,1986,Chester,England,1986-04-15,Goalkeeper,188,right,England,,GB1,2019
88971,jonathan kodjia,22,10,1989,Saint-Denis,France,1989-10-22,attack - Centre-Forward,189,right,,France,GB1,2019
73517,örjan nyland,10,9,1990,Volda,Norway,1990-09-10,Goalkeeper,192,right,Norway,,GB1,2019
176591,jota peleteiro,16,6,1991,A Pobra do Caramiñal,Spain,1991-06-16,attack - Right Winger,178,left,Spain,,GB1,2019
233124,kortney hause,16,7,1995,Redbridge,England,1995-07-16,Defender - Centre-Back,191,left,,Bermuda,GB1,2019
46405,lovre kalinic,3,4,1990,Split,Jugoslawien (SFR),1990-04-03,Goalkeeper,200,left,Croatia,,GB1,2019
324882,marvelous nakamba,19,1,1994,Hwange,Zimbabwe,1994-01-19,midfield - Defensive Midfield,177,left,Zimbabwe,,GB1,2019
447661,douglas luiz,9,5,1998,Rio de Janeiro,Brazil,1998-05-09,midfield - Defensive Midfield,177,right,Brazil,,GB1,2019
503749,jacob ramsey,28,5,2001,Birmingham,England,2001-05-28,midfield - Attacking Midfield,180,right,England,,GB1,2019
413403,ezri konsa,23,10,1997,London,England,1997-10-23,Defender - Centre-Back,183,right,,DR Congo,GB1,2019
234189,trezeguet,1,10,1994,Kafr El-Sheikh,Egypt,1994-10-01,attack - Left Winger,179,right,Egypt,,GB1,2019
61653,conor hourihane,2,2,1991,Cork,Ireland,1991-02-02,midfield - Central Midfield,181,left,Ireland,,GB1,2019
469860,indiana vassilev,16,2,2001,"Savannah, Georgia",United States,2001-02-16,attack - Left Winger,175,left,,Bulgaria,GB1,2019
324223,james bree,11,12,1997,Wakefield,England,1997-12-11,Defender - Right-Back,178,right,England,,GB1,2019
309841,andre green,26,7,1998,Solihull,England,1998-07-26,attack - Left Winger,180,right,England,,GB1,2019
243633,aaron tshibola,2,1,1995,London,England,1995-01-02,midfield - Central Midfield,190,right,,England,GB1,2019
354352,frédéric guilbert,24,12,1994,Valognes,France,1994-12-24,Defender - Right-Back,178,right,France,,GB1,2019
253677,tyrone mings,13,3,1993,Bath,England,1993-03-13,Defender - Centre-Back,195,left,,Barbados,GB1,2019
85324,borja bastón,25,8,1992,Madrid,Spain,1992-08-25,attack - Centre-Forward,186,right,Spain,,GB1,2019
533662,cameron archer,21,7,2001,,England,2001-07-21,attack - Centre-Forward,181,,England,,GB1,2019
250478,matt targett,18,9,1995,Eastleigh,England,1995-09-18,Defender - Left-Back,183,left,,Scotland,GB1,2019
381362,wesley,24,11,1996,Juiz de Fora,Brazil,1996-11-24,attack - Centre-Forward,191,right,Brazil,,GB1,2019
183720,anwar el ghazi,3,5,1995,Barendrecht,Netherlands,1995-05-03,attack - Right Winger,189,right,,Morocco,GB1,2019
67416,neil taylor,7,2,1989,St Asaph,Wales,1989-02-07,Defender - Left-Back,176,left,Wales,,GB1,2019
