,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Prejuce Nakoulma,"€ 27,327","€ 1,421,000","€ 1,443,594",F,30,Burkina Faso,Nantes,Ligue 1,2017-2018
1,Diego Carlos,"€ 27,327","€ 1,421,000","€ 1,443,594",D,24,Brazil,Nantes,Ligue 1,2017-2018
2,Kalifa Coulibaly,"€ 24,769","€ 1,288,000","€ 1,308,480",F,25,Mali,Nantes,Ligue 1,2017-2018
3,Nicolas Pallois,"€ 22,769","€ 1,184,000","€ 1,202,826",D,29,France,Nantes,Ligue 1,2017-2018
4,Ciprian Tatarusanu,"€ 22,769","€ 1,184,000","€ 1,202,826",K,31,Romania,Nantes,Ligue 1,2017-2018
5,Valentin Rongier,"€ 18,231","€ 948,000","€ 963,074",M,22,France,Nantes,Ligue 1,2017-2018
6,Léo Dubois,"€ 11,519","€ 599,000","€ 608,524",D,22,France,Nantes,Ligue 1,2017-2018
7,Emiliano Sala,"€ 10,250","€ 533,000","€ 541,475",F,26,Argentina,Nantes,Ligue 1,2017-2018
8,Maxime Dupé,"€ 9,538","€ 496,000","€ 503,887",K,24,France,Nantes,Ligue 1,2017-2018
9,Jules Iloki,"€ 9,115","€ 474,000","€ 481,537",M,25,France,Nantes,Ligue 1,2017-2018
10,Abdoulaye Touré,"€ 9,115","€ 474,000","€ 481,537",M,23,Guinea,Nantes,Ligue 1,2017-2018
11,Adrien Thomasson,"€ 9,000","€ 468,000","€ 475,441",M,23,France,Nantes,Ligue 1,2017-2018
12,Yassine El Ghanassy,"€ 7,923","€ 412,000","€ 418,551",F,26,Belgium,Nantes,Ligue 1,2017-2018
13,Rene Krhin,"€ 7,750","€ 403,000","€ 409,408",M,27,Slovenia,Nantes,Ligue 1,2017-2018
14,Koffi Djidji,"€ 7,577","€ 394,000","€ 400,265",D,24,Cote d'Ivoire,Nantes,Ligue 1,2017-2018
15,Alexander Kacaniklic,"€ 7,577","€ 394,000","€ 400,265",M,25,Sweden,Nantes,Ligue 1,2017-2018
16,Yacine Bammou,"€ 7,577","€ 394,000","€ 400,265",F,25,Morocco,Nantes,Ligue 1,2017-2018
17,Lucas Lima,"€ 6,750","€ 351,000","€ 356,581",D,25,Brazil,Nantes,Ligue 1,2017-2018
18,Santy Ngom,"€ 6,692","€ 348,000","€ 353,533",F,24,Senegal,Nantes,Ligue 1,2017-2018
19,Najib Gandi,"€ 6,673","€ 347,000","€ 352,517",M,23,France,Nantes,Ligue 1,2017-2018
20,Samuel Moutoussamy,"€ 4,308","€ 224,000","€ 227,562",M,20,France,Nantes,Ligue 1,2017-2018
21,Chidozie Awaziem,"€ 3,731","€ 194,000","€ 197,085",D,20,Nigeria,Nantes,Ligue 1,2017-2018
22,Enock Kwateng,"€ 3,462","€ 180,000","€ 182,862",D,20,France,Nantes,Ligue 1,2017-2018
23,Alexis Alégué,"€ 2,827","€ 147,000","€ 149,337",M,20,Cameroon,Nantes,Ligue 1,2017-2018
24,David Alcibiade,"€ 2,596","€ 135,000","€ 137,147",D,25,France,Nantes,Ligue 1,2017-2018
25,Quentin Braat,"€ 2,115","€ 110,000","€ 111,749",K,19,France,Nantes,Ligue 1,2017-2018
26,Thomas Basila,"€ 2,096","€ 109,000","€ 110,733",D,18,France,Nantes,Ligue 1,2017-2018
27,Andrei Girotto,"€ 1,885","€ 98,000","€ 99,558",M,25,Brazil,Nantes,Ligue 1,2017-2018
28,Abdoulaye Dabo,€ 981,"€ 51,000","€ 51,811",F,16,France,Nantes,Ligue 1,2017-2018
29,Guillaume Gillet,€ 0,€ 0,€ 0,M,33,Belgium,Nantes,Ligue 1,2017-2018
30,Kolbeinn Sigthórsson,€ 0,€ 0,€ 0,F,27,Iceland,Nantes,Ligue 1,2017-2018
31,Mariusz Stepinski,€ 0,€ 0,€ 0,F,22,Poland,Nantes,Ligue 1,2017-2018
32,Anthony Walongwa,€ 0,€ 0,€ 0,D,23,Democratic Republic of Congo,Nantes,Ligue 1,2017-2018
33,Randal Kolo Muani,€ 0,€ 0,€ 0,F,18,Democratic Republic of Congo,Nantes,Ligue 1,2017-2018
34,Alexandre Olliero,€ 0,€ 0,€ 0,K,21,France,Nantes,Ligue 1,2017-2018
35,Kayembe,€ 0,€ 0,€ 0,F,22,Belgium,Nantes,Ligue 1,2017-2018
