,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Karl Toko Ekambi,"€ 12,538","€ 652,000","€ 662,367",F,24,Cameroon,Angers,Ligue 1,2017-2018
1,Ludovic Butelle,"€ 12,538","€ 652,000","€ 662,367",K,34,France,Angers,Ligue 1,2017-2018
2,Thomas Mangani,"€ 12,538","€ 652,000","€ 662,367",M,30,France,Angers,Ligue 1,2017-2018
3,Enzo Crivelli,"€ 12,538","€ 652,000","€ 662,367",F,22,France,Angers,Ligue 1,2017-2018
4,Romain Thomas,"€ 12,538","€ 652,000","€ 662,367",D,29,France,Angers,Ligue 1,2017-2018
5,Prince Oniangué,"€ 11,115","€ 578,000","€ 587,190",M,28,Congo,Angers,Ligue 1,2017-2018
6,Pierrick Capelle,"€ 10,231","€ 532,000","€ 540,459",M,30,France,Angers,Ligue 1,2017-2018
7,Baptiste Guillaume,"€ 9,500","€ 494,000","€ 501,855",F,22,Belgium,Angers,Ligue 1,2017-2018
8,Angelo Fulgini,"€ 9,115","€ 474,000","€ 481,537",M,20,France,Angers,Ligue 1,2017-2018
9,Ismaël Traoré,"€ 9,115","€ 474,000","€ 481,537",D,30,Cote d'Ivoire,Angers,Ligue 1,2017-2018
10,Vincent Manceau,"€ 9,115","€ 474,000","€ 481,537",D,27,France,Angers,Ligue 1,2017-2018
11,Thomas Touré,"€ 8,865","€ 461,000","€ 468,330",F,23,Cote d'Ivoire,Angers,Ligue 1,2017-2018
12,Loïc Puyo,"€ 8,788","€ 457,000","€ 464,266",M,28,France,Angers,Ligue 1,2017-2018
13,Mathieu Michel,"€ 8,712","€ 453,000","€ 460,203",K,25,France,Angers,Ligue 1,2017-2018
14,Flavien Tait,"€ 7,981","€ 415,000","€ 421,599",F,24,France,Angers,Ligue 1,2017-2018
15,Mateo Pavlovic,"€ 7,635","€ 397,000","€ 403,312",D,27,Croatia,Angers,Ligue 1,2017-2018
16,Gilles Sunu,"€ 7,577","€ 394,000","€ 400,265",F,26,Togo,Angers,Ligue 1,2017-2018
17,Yoann Andreu,"€ 7,577","€ 394,000","€ 400,265",D,28,France,Angers,Ligue 1,2017-2018
18,Abdoulaye Bamba,"€ 7,404","€ 385,000","€ 391,122",D,27,Cote d'Ivoire,Angers,Ligue 1,2017-2018
19,Lassana Coulibaly,"€ 5,596","€ 291,000","€ 295,627",M,21,Mali,Angers,Ligue 1,2017-2018
20,Wilfried Kanga,"€ 3,077","€ 160,000","€ 162,544",F,19,France,Angers,Ligue 1,2017-2018
21,Maxime Sivis,€ 712,"€ 37,000","€ 37,588",D,19,France,Angers,Ligue 1,2017-2018
22,Goran Karanovic,€ 0,€ 0,€ 0,F,29,Switzerland,Angers,Ligue 1,2017-2018
23,Rayan Aït Nouri,€ 0,€ 0,€ 0,D,16,France,Angers,Ligue 1,2017-2018
24,Férébory Doré,€ 0,€ 0,€ 0,F,28,Congo,Angers,Ligue 1,2017-2018
25,Saliou Ciss,€ 0,€ 0,€ 0,D,27,Senegal,Angers,Ligue 1,2017-2018
26,Billy Ketkeophomphone,€ 0,€ 0,€ 0,M,27,France,Angers,Ligue 1,2017-2018
27,Baptiste Santamaría,€ 0,€ 0,€ 0,M,22,France,Angers,Ligue 1,2017-2018
28,Anthony Mandrea,€ 0,€ 0,€ 0,K,20,France,Angers,Ligue 1,2017-2018
29,Alexandre Letellier,€ 0,€ 0,€ 0,K,26,France,Angers,Ligue 1,2017-2018
30,Youcef Belaïli,€ 0,€ 0,€ 0,F,25,Algeria,Angers,Ligue 1,2017-2018
31,Mehdi Tahrat,€ 0,€ 0,€ 0,D,27,Algeria,Angers,Ligue 1,2017-2018
32,Jeff Reine-Adélaïde,€ 0,€ 0,€ 0,M,19,France,Angers,Ligue 1,2017-2018
