,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Giannelli Imbula,"€ 67,769","€ 3,524,000","€ 3,580,033",M,24,Democratic Republic of Congo,Toulouse,Ligue 1,2017-2018
1,Andy Delort,"€ 33,769","€ 1,756,000","€ 1,783,921",F,25,Algeria,Toulouse,Ligue 1,2017-2018
2,Max Gradel,"€ 30,000","€ 1,560,000","€ 1,584,805",F,29,Cote d'Ivoire,Toulouse,Ligue 1,2017-2018
3,Yaya Sanogo,"€ 24,442","€ 1,271,000","€ 1,291,209",F,24,France,Toulouse,Ligue 1,2017-2018
4,Ola Toivonen,"€ 21,654","€ 1,126,000","€ 1,143,904",F,30,Sweden,Toulouse,Ligue 1,2017-2018
5,Jimmy Durmaz,"€ 18,231","€ 948,000","€ 963,074",F,28,Sweden,Toulouse,Ligue 1,2017-2018
6,Somália,"€ 14,481","€ 753,000","€ 764,973",M,28,Brazil,Toulouse,Ligue 1,2017-2018
7,Firmin Mubele,"€ 14,212","€ 739,000","€ 750,750",F,23,Democratic Republic of Congo,Toulouse,Ligue 1,2017-2018
8,Christopher Jullien,"€ 13,519","€ 703,000","€ 714,178",D,24,France,Toulouse,Ligue 1,2017-2018
9,Corentin Jean,"€ 11,423","€ 594,000","€ 603,445",F,21,France,Toulouse,Ligue 1,2017-2018
10,François Moubandje,"€ 11,385","€ 592,000","€ 601,413",D,27,Switzerland,Toulouse,Ligue 1,2017-2018
11,Issiaga Sylla,"€ 9,769","€ 508,000","€ 516,077",D,23,Guinea,Toulouse,Ligue 1,2017-2018
12,Steven Fortes,"€ 9,212","€ 479,000","€ 486,616",D,25,Cape Verde,Toulouse,Ligue 1,2017-2018
13,Yann Bodiger,"€ 9,115","€ 474,000","€ 481,537",M,22,France,Toulouse,Ligue 1,2017-2018
14,Issa Diop,"€ 9,115","€ 474,000","€ 481,537",D,20,France,Toulouse,Ligue 1,2017-2018
15,Alban Lafont,"€ 9,115","€ 474,000","€ 481,537",K,18,France,Toulouse,Ligue 1,2017-2018
16,Alexis Blin,"€ 9,000","€ 468,000","€ 475,441",M,20,France,Toulouse,Ligue 1,2017-2018
17,Steeve Yago,"€ 8,019","€ 417,000","€ 423,630",D,24,Burkina Faso,Toulouse,Ligue 1,2017-2018
18,Yannick Cahuzac,"€ 7,404","€ 385,000","€ 391,122",M,32,France,Toulouse,Ligue 1,2017-2018
19,Clément Michelin,"€ 5,019","€ 261,000","€ 265,150",D,20,France,Toulouse,Ligue 1,2017-2018
20,Ibrahim Sangaré,"€ 5,019","€ 261,000","€ 265,150",M,19,Cote d'Ivoire,Toulouse,Ligue 1,2017-2018
21,Marc Vidal,"€ 4,500","€ 234,000","€ 237,721",K,26,France,Toulouse,Ligue 1,2017-2018
22,Kelvin Amian,"€ 4,135","€ 215,000","€ 218,419",D,19,France,Toulouse,Ligue 1,2017-2018
23,Quentin Boisgard,"€ 3,923","€ 204,000","€ 207,244",M,20,France,Toulouse,Ligue 1,2017-2018
24,Mauro Goicoechea,"€ 2,962","€ 154,000","€ 156,449",K,29,Uruguay,Toulouse,Ligue 1,2017-2018
25,Driss Khalid,"€ 1,750","€ 91,000","€ 92,447",F,18,Morocco,Toulouse,Ligue 1,2017-2018
26,Jordan Sebban,"€ 1,500","€ 78,000","€ 79,240",M,20,France,Toulouse,Ligue 1,2017-2018
27,Zinédine Machach,€ 0,€ 0,€ 0,M,21,France,Toulouse,Ligue 1,2017-2018
