,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Gaël Kakuta,"€ 75,942","€ 3,949,000","€ 4,011,790",F,26,Democratic Republic of Congo,Amiens,Ligue 1,2017-2018
1,Lacina Traoré,"€ 35,173","€ 1,829,000","€ 1,858,082",F,27,Cote d'Ivoire,Amiens,Ligue 1,2017-2018
2,Serge Gakpé,"€ 17,635","€ 917,000","€ 931,581",F,30,Togo,Amiens,Ligue 1,2017-2018
3,Danilo Avelar,"€ 14,115","€ 734,000","€ 745,671",D,28,Brazil,Amiens,Ligue 1,2017-2018
4,Moussa Konaté,"€ 9,115","€ 474,000","€ 481,537",F,24,Senegal,Amiens,Ligue 1,2017-2018
5,Jean-Luc Dompé,"€ 8,904","€ 463,000","€ 470,362",F,21,France,Amiens,Ligue 1,2017-2018
6,Guessouma Fofana,"€ 8,885","€ 462,000","€ 469,346",M,24,France,Amiens,Ligue 1,2017-2018
7,Bakaye Dibassy,"€ 7,962","€ 414,000","€ 420,583",D,27,Mali,Amiens,Ligue 1,2017-2018
8,Stiven Mendoza,"€ 6,904","€ 359,000","€ 364,708",F,25,Colombia,Amiens,Ligue 1,2017-2018
9,Issa Cissokho,"€ 6,404","€ 333,000","€ 338,295",D,32,Senegal,Amiens,Ligue 1,2017-2018
10,Bongani Zungu,"€ 5,692","€ 296,000","€ 300,707",M,24,South Africa,Amiens,Ligue 1,2017-2018
11,Mathieu Bodmer,"€ 4,558","€ 237,000","€ 240,768",M,34,France,Amiens,Ligue 1,2017-2018
12,Thomas Monconduit,"€ 4,558","€ 237,000","€ 240,768",M,26,France,Amiens,Ligue 1,2017-2018
13,Guy N'Gosso,"€ 4,385","€ 228,000","€ 231,625",M,32,Cameroon,Amiens,Ligue 1,2017-2018
14,Quentin Cornette,"€ 4,250","€ 221,000","€ 224,514",F,23,France,Amiens,Ligue 1,2017-2018
15,Oualid El Hajjam,"€ 4,096","€ 213,000","€ 216,387",D,26,Morocco,Amiens,Ligue 1,2017-2018
16,Régis Gurtner,"€ 4,096","€ 213,000","€ 216,387",K,30,France,Amiens,Ligue 1,2017-2018
17,Jean-Christophe Bouet,"€ 2,731","€ 142,000","€ 144,258",K,33,France,Amiens,Ligue 1,2017-2018
18,Khaled Adénon,"€ 2,731","€ 142,000","€ 144,258",D,31,Benin,Amiens,Ligue 1,2017-2018
19,Charly Charrier,"€ 2,731","€ 142,000","€ 144,258",M,31,France,Amiens,Ligue 1,2017-2018
20,Georges Gope-Fenepej,"€ 2,481","€ 129,000","€ 131,051",M,28,Neukaledonien,Amiens,Ligue 1,2017-2018
21,Julien Ielsch,"€ 1,596","€ 83,000","€ 84,320",D,34,France,Amiens,Ligue 1,2017-2018
22,Emmanuel Bourgaud,"€ 1,596","€ 83,000","€ 84,320",M,29,France,Amiens,Ligue 1,2017-2018
23,Gauthier Banaziak,€ 577,"€ 30,000","€ 30,477",K,20,France,Amiens,Ligue 1,2017-2018
24,Mahdi Talal,€ 0,€ 0,€ 0,M,19,France,Amiens,Ligue 1,2017-2018
25,Prince Gouano,€ 0,€ 0,€ 0,D,23,France,Amiens,Ligue 1,2017-2018
26,Bachibou Koita,€ 0,€ 0,€ 0,F,23,Niger,Amiens,Ligue 1,2017-2018
27,Raphaël Adiceam,€ 0,€ 0,€ 0,K,26,France,Amiens,Ligue 1,2017-2018
28,Harisson Manzala,€ 0,€ 0,€ 0,M,23,Democratic Republic of Congo,Amiens,Ligue 1,2017-2018
29,Sekou Baradji,€ 0,€ 0,€ 0,M,33,France,Amiens,Ligue 1,2017-2018
30,Cassini,€ 0,€ 0,€ 0,M,21,Brazil,Amiens,Ligue 1,2017-2018
31,Tanguy Ndombélé,€ 0,€ 0,€ 0,M,20,France,Amiens,Ligue 1,2017-2018
32,Nathan,€ 0,€ 0,€ 0,F,21,Brazil,Amiens,Ligue 1,2017-2018
33,Brighton Labeau,€ 0,€ 0,€ 0,F,21,France,Amiens,Ligue 1,2017-2018
