,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Jimmy Giraudon,"€ 8,904","€ 463,000","€ 470,362",D,25,France,Troyes,Ligue 1,2017-2018
1,Charles Traoré,"€ 8,269","€ 430,000","€ 436,837",D,25,Mali,Troyes,Ligue 1,2017-2018
2,Jonathan Tinhan,"€ 7,942","€ 413,000","€ 419,567",F,28,Benin,Troyes,Ligue 1,2017-2018
3,Raphaël Cacérès,"€ 7,558","€ 393,000","€ 399,249",F,29,France,Troyes,Ligue 1,2017-2018
4,Jérémy Cordoval,"€ 7,538","€ 392,000","€ 398,233",D,27,Guadeloupe,Troyes,Ligue 1,2017-2018
5,Adama Niane,"€ 6,827","€ 355,000","€ 360,645",F,24,Mali,Troyes,Ligue 1,2017-2018
6,Benjamin Nivet,"€ 6,827","€ 355,000","€ 360,645",M,40,France,Troyes,Ligue 1,2017-2018
7,Oswaldo Vizcarrondo,"€ 6,827","€ 355,000","€ 360,645",D,33,Venezuela,Troyes,Ligue 1,2017-2018
8,Chaouki Ben Saada,"€ 6,115","€ 318,000","€ 323,056",M,33,Tunisia,Troyes,Ligue 1,2017-2018
9,Johann Obiang,"€ 6,019","€ 313,000","€ 317,977",D,23,Gabon,Troyes,Ligue 1,2017-2018
10,Christophe Hérelle,"€ 5,692","€ 296,000","€ 300,707",D,24,France,Troyes,Ligue 1,2017-2018
11,François Bellugou,"€ 5,692","€ 296,000","€ 300,707",D,30,France,Troyes,Ligue 1,2017-2018
12,Mamadou Samassa,"€ 5,692","€ 296,000","€ 300,707",K,27,Mali,Troyes,Ligue 1,2017-2018
13,Stéphane Darbion,"€ 5,692","€ 296,000","€ 300,707",M,33,France,Troyes,Ligue 1,2017-2018
14,Samuel Grandsir,"€ 5,692","€ 296,000","€ 300,707",M,20,France,Troyes,Ligue 1,2017-2018
15,Karim Azamoum,"€ 5,192","€ 270,000","€ 274,293",M,27,France,Troyes,Ligue 1,2017-2018
16,Mathieu Deplagne,"€ 5,115","€ 266,000","€ 270,229",D,25,France,Troyes,Ligue 1,2017-2018
17,Tristan Dingomé,"€ 5,115","€ 266,000","€ 270,229",M,26,France,Troyes,Ligue 1,2017-2018
18,Bryan Pelé,"€ 4,096","€ 213,000","€ 216,387",M,25,France,Troyes,Ligue 1,2017-2018
19,Aloïs Confais,"€ 4,096","€ 213,000","€ 216,387",M,20,France,Troyes,Ligue 1,2017-2018
20,Erwin Zelazny,"€ 3,019","€ 157,000","€ 159,496",K,25,France,Troyes,Ligue 1,2017-2018
21,Mamadou Sissako,"€ 1,692","€ 88,000","€ 89,399",F,21,France,Troyes,Ligue 1,2017-2018
22,Khamis Digol,"€ 1,558","€ 81,000","€ 82,288",D,18,France,Troyes,Ligue 1,2017-2018
23,Yehvann Diouf,€ 558,"€ 29,000","€ 29,461",K,18,France,Troyes,Ligue 1,2017-2018
24,Bryan Mbeumo,€ 385,"€ 20,000","€ 20,318",M,17,France,Troyes,Ligue 1,2017-2018
25,Saîf-Eddine Khaoui,€ 0,€ 0,€ 0,M,22,Tunisia,Troyes,Ligue 1,2017-2018
26,Rémi Walter,€ 0,€ 0,€ 0,M,22,France,Troyes,Ligue 1,2017-2018
27,Hyun-jun Suk,€ 0,€ 0,€ 0,F,26,South Korea,Troyes,Ligue 1,2017-2018
28,Warren Tchimbembé,€ 0,€ 0,€ 0,M,19,France,Troyes,Ligue 1,2017-2018
29,Gabriel Magalhães,€ 0,€ 0,€ 0,D,19,Brazil,Troyes,Ligue 1,2017-2018
