player,season,league,team,position,outfielder_goalkeeper,age,country,weekly_gross_base_salary_gbp,annual_gross_base_salary_gbp,adj_current_gross_base_salary_gbp,estimated_gross_total_gbp,current_contract_status,current_contract_expiration,current_contract_length
Antonis Aidonis,2018-2019,Bundesliga,Stuttgart,Defender,Outfielder,17,Germany,55,2881,2896,,nan,,
Aílton,2018-2019,Bundesliga,Stuttgart,Defender,Outfielder,23,Brazil,0,0,0,,nan,,
Benjamin Pavard,2018-2019,Bundesliga,Stuttgart,Defender,Outfielder,22,France,20781,1080636,1086111,,nan,,
Berkay Özcan,2018-2019,Bundesliga,Stuttgart,Midfielder,Outfielder,20,Turkey,8658,450265,452546,,nan,,
Borna Sosa,2018-2019,Bundesliga,Stuttgart,Defender,Outfielder,20,Croatia,12122,630371,633565,,nan,,
Chadrac Akolo,2018-2019,Bundesliga,Stuttgart,Forward,Outfielder,23,Democratic Republic of Congo,17318,900530,905092,,nan,,
Christian Gentner,2018-2019,Bundesliga,Stuttgart,Midfielder,Outfielder,32,Germany,37960,1973961,1983963,,nan,,
Daniel Didavi,2018-2019,Bundesliga,Stuttgart,Midfielder,Outfielder,28,Germany,43294,2251325,2262732,,nan,,
David Kopacz,2018-2019,Bundesliga,Stuttgart,Midfielder,Outfielder,19,Poland,1125,58534,58830,,nan,,
Dennis Aogo,2018-2019,Bundesliga,Stuttgart,Midfielder,Outfielder,31,Germany,25976,1350795,1357639,,nan,,
Emiliano Insúa,2018-2019,Bundesliga,Stuttgart,Defender,Outfielder,29,Argentina,31171,1620954,1629166,,nan,,
Erik Thommy,2018-2019,Bundesliga,Stuttgart,Midfielder,Outfielder,23,Germany,17318,900530,905092,,nan,,
Gonzalo Castro,2018-2019,Bundesliga,Stuttgart,Midfielder,Outfielder,31,Germany,51953,2701590,2715278,,nan,,
Hans Nunoo Sarpei,2018-2019,Bundesliga,Stuttgart,Midfielder,Outfielder,19,Ghana,1082,56283,56568,,nan,,
Holger Badstuber,2018-2019,Bundesliga,Stuttgart,Defender,Outfielder,29,Germany,51953,2701590,2715278,,nan,,
Jens Grahl,2018-2019,Bundesliga,Stuttgart,Goalkeeper,Goalkeeper,29,Germany,4052,210724,211792,,nan,,
Leon Dajaku,2018-2019,Bundesliga,Stuttgart,Forward,Outfielder,17,Germany,55,2881,2896,,nan,,
Marc Oliver Kempf,2018-2019,Bundesliga,Stuttgart,Defender,Outfielder,23,Germany,17318,900530,905092,,nan,,
Marcin Kaminski,2018-2019,Bundesliga,Stuttgart,Defender,Outfielder,26,Poland,10356,538516,541245,,nan,,
Mario Gómez,2018-2019,Bundesliga,Stuttgart,Forward,Outfielder,32,Germany,77930,4052385,4072917,,nan,,
Nicólas González,2018-2019,Bundesliga,Stuttgart,Forward,Outfielder,20,Argentina,17265,897828,902377,,nan,,
Orel Mangala,2018-2019,Bundesliga,Stuttgart,Midfielder,Outfielder,20,Belgium,0,0,0,,nan,,
Ozan Kabak,2018-2019,Bundesliga,Stuttgart,Defender,Outfielder,18,Turkey,6286,326892,328548,,nan,,
Pablo Maffeo,2018-2019,Bundesliga,Stuttgart,Defender,Outfielder,20,Spain,25976,1350795,1357639,,nan,,
Roberto Massimo,2018-2019,Bundesliga,Stuttgart,Forward,Outfielder,17,Germany,0,0,0,,nan,,
Ron-Robert Zieler,2018-2019,Bundesliga,Stuttgart,Goalkeeper,Goalkeeper,29,Germany,25976,1350795,1357639,,nan,,
Santiago Ascacíbar,2018-2019,Bundesliga,Stuttgart,Midfielder,Outfielder,21,Argentina,34636,1801060,1810185,,nan,,
Steven Zuber,2018-2019,Bundesliga,Stuttgart,Midfielder,Outfielder,26,Switzerland,13507,702413,705972,,nan,,
Timo Baumgartl,2018-2019,Bundesliga,Stuttgart,Defender,Outfielder,22,Germany,20712,1077033,1082491,,nan,,
Aron Jóhannsson,2018-2019,Bundesliga,Werder Bremen,Forward,Outfielder,27,United States,25976,1350795,1357639,,nan,,
Claudio Pizarro,2018-2019,Bundesliga,Werder Bremen,Forward,Outfielder,39,Peru,5195,270159,271527,,nan,,
