,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Asmir Begovic,"£ 70,000","£ 3,640,000","£ 3,739,910",K,30,Bosnia-Herzegovina,Bournemouth,Premier League,2017-2018
1,Jermain Defoe,"£ 65,000","£ 3,380,000","£ 3,472,774",F,34,England,Bournemouth,Premier League,2017-2018
2,Joshua King,"£ 45,000","£ 2,340,000","£ 2,404,228",F,25,Norway,Bournemouth,Premier League,2017-2018
3,Steve Cook,"£ 40,000","£ 2,080,000","£ 2,137,092",D,26,England,Bournemouth,Premier League,2017-2018
4,Artur Boruc,"£ 40,000","£ 2,080,000","£ 2,137,092",K,37,Poland,Bournemouth,Premier League,2017-2018
5,Harry Arter,"£ 40,000","£ 2,080,000","£ 2,137,092",M,27,Ireland,Bournemouth,Premier League,2017-2018
6,Nathan Aké,"£ 40,000","£ 2,080,000","£ 2,137,092",D,22,Netherlands,Bournemouth,Premier League,2017-2018
7,Jordon Ibe,"£ 37,500","£ 1,950,000","£ 2,003,523",F,21,England,Bournemouth,Premier League,2017-2018
8,Junior Stanislas,"£ 35,000","£ 1,820,000","£ 1,869,955",F,27,England,Bournemouth,Premier League,2017-2018
9,Adam Smith,"£ 35,000","£ 1,820,000","£ 1,869,955",D,26,England,Bournemouth,Premier League,2017-2018
10,Andrew Surman,"£ 35,000","£ 1,820,000","£ 1,869,955",M,30,England,Bournemouth,Premier League,2017-2018
11,Charlie Daniels,"£ 35,000","£ 1,820,000","£ 1,869,955",D,30,England,Bournemouth,Premier League,2017-2018
12,Dan Gosling,"£ 35,000","£ 1,820,000","£ 1,869,955",M,27,England,Bournemouth,Premier League,2017-2018
13,Adam Federici,"£ 30,000","£ 1,560,000","£ 1,602,819",K,32,Australia,Bournemouth,Premier League,2017-2018
14,Lewis Cook,"£ 30,000","£ 1,560,000","£ 1,602,819",M,20,England,Bournemouth,Premier League,2017-2018
15,Callum Wilson,"£ 30,000","£ 1,560,000","£ 1,602,819",F,25,England,Bournemouth,Premier League,2017-2018
16,Simon Francis,"£ 30,000","£ 1,560,000","£ 1,602,819",D,32,England,Bournemouth,Premier League,2017-2018
17,Ryan Fraser,"£ 27,000","£ 1,404,000","£ 1,442,537",F,23,Scotland,Bournemouth,Premier League,2017-2018
18,Brad Smith,"£ 25,000","£ 1,300,000","£ 1,335,682",D,23,Australia,Bournemouth,Premier League,2017-2018
19,Marc Pugh,"£ 25,000","£ 1,300,000","£ 1,335,682",F,30,England,Bournemouth,Premier League,2017-2018
20,Tyrone Mings,"£ 23,000","£ 1,196,000","£ 1,228,828",D,24,England,Bournemouth,Premier League,2017-2018
21,Lys Mousset,"£ 20,000","£ 1,040,000","£ 1,068,546",F,21,France,Bournemouth,Premier League,2017-2018
22,Rhoys Wiggins,"£ 16,000","£ 832,000","£ 854,837",D,29,Wales,Bournemouth,Premier League,2017-2018
23,Emerson Hyndman,"£ 15,000","£ 780,000","£ 801,409",M,21,United States,Bournemouth,Premier League,2017-2018
24,Jack Simpson,"£ 3,000","£ 156,000","£ 160,282",D,20,England,Bournemouth,Premier League,2017-2018
25,Matt Butcher,£ 596,"£ 31,000","£ 31,851",M,20,England,Bournemouth,Premier League,2017-2018
26,Kyle Taylor,£ 500,"£ 26,000","£ 26,714",M,17,England,Bournemouth,Premier League,2017-2018
27,Mikael Ndjoli,£ 500,"£ 26,000","£ 26,714",F,18,England,Bournemouth,Premier League,2017-2018
28,Lewis Grabban,£ 0,£ 0,£ 0,F,29,Jamaica,Bournemouth,Premier League,2017-2018
29,Ryan Allsop,£ 0,£ 0,£ 0,K,25,England,Bournemouth,Premier League,2017-2018
30,Connor Mahoney,£ 0,£ 0,£ 0,F,20,England,Bournemouth,Premier League,2017-2018
31,Shaun Hobson,£ 0,£ 0,£ 0,D,19,England,Bournemouth,Premier League,2017-2018
32,Benik Afobe,£ 0,£ 0,£ 0,F,24,Democratic Republic of Congo,Bournemouth,Premier League,2017-2018
33,Baily Cargill,£ 0,£ 0,£ 0,D,21,England,Bournemouth,Premier League,2017-2018
34,Aaron Ramsdale,£ 0,£ 0,£ 0,K,19,England,Bournemouth,Premier League,2017-2018
