,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Alexis Sánchez,"£ 350,000","£ 18,200,000","£ 18,699,552",F,28,Chile,Arsenal,Premier League,2017-2018
1,Mesut Özil,"£ 350,000","£ 18,200,000","£ 18,699,552",M,28,Germany,Arsenal,Premier League,2017-2018
2,Henrikh Mkhitaryan,"£ 200,000","£ 10,400,000","£ 10,685,458",M,28,Armenia,Arsenal,Premier League,2017-2018
3,Alexandre Lacazette,"£ 182,077","£ 9,468,000","£ 9,727,877",F,26,France,Arsenal,Premier League,2017-2018
4,Pierre-Emerick Aubameyang,"£ 180,000","£ 9,360,000","£ 9,616,912",F,28,Gabon,Arsenal,Premier League,2017-2018
5,Danny Welbeck,"£ 125,000","£ 6,500,000","£ 6,678,411",F,26,England,Arsenal,Premier League,2017-2018
6,Aaron Ramsey,"£ 120,000","£ 6,240,000","£ 6,411,275",M,26,Wales,Arsenal,Premier League,2017-2018
7,Alex Oxlade-Chamberlain,"£ 120,000","£ 6,240,000","£ 6,411,275",M,23,England,Arsenal,Premier League,2017-2018
8,Theo Walcott,"£ 120,000","£ 6,240,000","£ 6,411,275",F,28,England,Arsenal,Premier League,2017-2018
9,Héctor Bellerín,"£ 110,000","£ 5,720,000","£ 5,877,002",D,22,Spain,Arsenal,Premier League,2017-2018
10,Petr Cech,"£ 110,000","£ 5,720,000","£ 5,877,002",K,35,Czech Republic,Arsenal,Premier League,2017-2018
11,Olivier Giroud,"£ 110,000","£ 5,720,000","£ 5,877,002",F,30,France,Arsenal,Premier League,2017-2018
12,Santi Cazorla,"£ 100,000","£ 5,200,000","£ 5,342,729",M,32,Spain,Arsenal,Premier League,2017-2018
13,Sead Kolasinac,"£ 100,000","£ 5,200,000","£ 5,342,729",D,24,Bosnia-Herzegovina,Arsenal,Premier League,2017-2018
14,Granit Xhaka,"£ 100,000","£ 5,200,000","£ 5,342,729",M,24,Switzerland,Arsenal,Premier League,2017-2018
15,Laurent Koscielny,"£ 90,000","£ 4,680,000","£ 4,808,456",D,31,France,Arsenal,Premier League,2017-2018
16,Jack Wilshere,"£ 90,000","£ 4,680,000","£ 4,808,456",M,25,England,Arsenal,Premier League,2017-2018
17,Per Mertesacker,"£ 90,000","£ 4,680,000","£ 4,808,456",D,32,Germany,Arsenal,Premier League,2017-2018
18,Shkodran Mustafi,"£ 90,000","£ 4,680,000","£ 4,808,456",D,25,Germany,Arsenal,Premier League,2017-2018
19,Nacho Monreal,"£ 70,000","£ 3,640,000","£ 3,739,910",D,31,Spain,Arsenal,Premier League,2017-2018
20,David Ospina,"£ 50,000","£ 2,600,000","£ 2,671,365",K,28,Colombia,Arsenal,Premier League,2017-2018
21,Mohamed Elneny,"£ 50,000","£ 2,600,000","£ 2,671,365",M,24,Egypt,Arsenal,Premier League,2017-2018
22,Calum Chambers,"£ 50,000","£ 2,600,000","£ 2,671,365",D,22,England,Arsenal,Premier League,2017-2018
23,Alex Iwobi,"£ 30,000","£ 1,560,000","£ 1,602,819",F,21,Nigeria,Arsenal,Premier League,2017-2018
24,Rob Holding,"£ 25,000","£ 1,300,000","£ 1,335,682",D,21,England,Arsenal,Premier League,2017-2018
25,Konstantinos Mavropanos,"£ 7,000","£ 364,000","£ 373,991",D,19,Greece,Arsenal,Premier League,2017-2018
26,Joe Willock,"£ 5,000","£ 260,000","£ 267,136",M,17,England,Arsenal,Premier League,2017-2018
27,Matt Macey,"£ 4,000","£ 208,000","£ 213,709",K,22,England,Arsenal,Premier League,2017-2018
28,Eddie Nketiah,"£ 4,000","£ 208,000","£ 213,709",F,18,England,Arsenal,Premier League,2017-2018
29,Ainsley Maitland-Niles,"£ 4,000","£ 208,000","£ 213,709",M,19,England,Arsenal,Premier League,2017-2018
30,Reiss Nelson,"£ 3,000","£ 156,000","£ 160,282",F,17,England,Arsenal,Premier League,2017-2018
31,Jordi Osei-Tutu,"£ 2,000","£ 104,000","£ 106,855",D,18,England,Arsenal,Premier League,2017-2018
32,Vlad Dragomir,"£ 1,500","£ 78,000","£ 80,141",M,18,Romania,Arsenal,Premier League,2017-2018
33,Charlie Gilmour,£ 808,"£ 42,000","£ 43,153",M,18,Scotland,Arsenal,Premier League,2017-2018
34,Carl Jenkinson,£ 0,£ 0,£ 0,D,25,England,Arsenal,Premier League,2017-2018
35,Dejan Iliev,£ 0,£ 0,£ 0,K,22,North Macedonia,Arsenal,Premier League,2017-2018
36,Marcus McGuane,£ 0,£ 0,£ 0,M,18,England,Arsenal,Premier League,2017-2018
37,Cohen Bramall,£ 0,£ 0,£ 0,D,21,England,Arsenal,Premier League,2017-2018
38,Ben Sheaf,£ 0,£ 0,£ 0,M,19,England,Arsenal,Premier League,2017-2018
39,Krystian Bielik,£ 0,£ 0,£ 0,D,19,Poland,Arsenal,Premier League,2017-2018
40,Francis Coquelin,£ 0,£ 0,£ 0,M,26,France,Arsenal,Premier League,2017-2018
41,Jeff Reine-Adélaïde,£ 0,£ 0,£ 0,M,19,France,Arsenal,Premier League,2017-2018
42,Chuba Akpom,£ 0,£ 0,£ 0,F,21,England,Arsenal,Premier League,2017-2018
43,Joshua Da Silva,£ 0,£ 0,£ 0,M,18,England,Arsenal,Premier League,2017-2018
44,Mathieu Debuchy,£ 0,£ 0,£ 0,D,31,France,Arsenal,Premier League,2017-2018
