,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Alexis Sánchez,"£ 350,000","£ 18,200,000","£ 18,699,552",F,28,Chile,Manchester United,Premier League,2017-2018
1,David de Gea,"£ 200,000","£ 10,400,000","£ 10,685,458",K,26,Spain,Manchester United,Premier League,2017-2018
2,Paul Pogba,"£ 200,000","£ 10,400,000","£ 10,685,458",M,24,France,Manchester United,Premier League,2017-2018
3,Henrikh Mkhitaryan,"£ 200,000","£ 10,400,000","£ 10,685,458",M,28,Armenia,Manchester United,Premier League,2017-2018
4,Romelu Lukaku,"£ 180,000","£ 9,360,000","£ 9,616,912",F,24,Belgium,Manchester United,Premier League,2017-2018
5,Juan Mata,"£ 160,000","£ 8,320,000","£ 8,548,366",M,29,Spain,Manchester United,Premier League,2017-2018
6,Wayne Rooney,"£ 160,000","£ 8,320,000","£ 8,548,366",F,31,England,Manchester United,Premier League,2017-2018
7,Zlatan Ibrahimovic,"£ 125,000","£ 6,500,000","£ 6,678,411",F,35,Sweden,Manchester United,Premier League,2017-2018
8,Nemanja Matic,"£ 120,000","£ 6,240,000","£ 6,411,275",M,28,Serbia,Manchester United,Premier League,2017-2018
9,Ashley Young,"£ 120,000","£ 6,240,000","£ 6,411,275",D,31,England,Manchester United,Premier League,2017-2018
10,Victor Lindelöf,"£ 120,000","£ 6,240,000","£ 6,411,275",D,22,Sweden,Manchester United,Premier League,2017-2018
11,Ander Herrera,"£ 115,000","£ 5,980,000","£ 6,144,138",M,27,Spain,Manchester United,Premier League,2017-2018
12,Anthony Martial,"£ 110,000","£ 5,720,000","£ 5,877,002",F,21,France,Manchester United,Premier League,2017-2018
13,Luke Shaw,"£ 110,000","£ 5,720,000","£ 5,877,002",D,21,England,Manchester United,Premier League,2017-2018
14,Marcos Rojo,"£ 110,000","£ 5,720,000","£ 5,877,002",D,27,Argentina,Manchester United,Premier League,2017-2018
15,Marouane Fellaini,"£ 90,000","£ 4,680,000","£ 4,808,456",M,29,Belgium,Manchester United,Premier League,2017-2018
16,Antonio Valencia,"£ 85,000","£ 4,420,000","£ 4,541,320",D,31,Ecuador,Manchester United,Premier League,2017-2018
17,Eric Bailly,"£ 80,000","£ 4,160,000","£ 4,274,183",D,23,Cote d'Ivoire,Manchester United,Premier League,2017-2018
18,Michael Carrick,"£ 80,000","£ 4,160,000","£ 4,274,183",M,35,England,Manchester United,Premier League,2017-2018
19,Phil Jones,"£ 75,000","£ 3,900,000","£ 4,007,047",D,25,England,Manchester United,Premier League,2017-2018
20,Jesse Lingard,"£ 75,000","£ 3,900,000","£ 4,007,047",F,24,England,Manchester United,Premier League,2017-2018
21,Daley Blind,"£ 75,000","£ 3,900,000","£ 4,007,047",D,27,Netherlands,Manchester United,Premier League,2017-2018
22,Chris Smalling,"£ 70,000","£ 3,640,000","£ 3,739,910",D,27,England,Manchester United,Premier League,2017-2018
23,Sergio Romero,"£ 70,000","£ 3,640,000","£ 3,739,910",K,30,Argentina,Manchester United,Premier League,2017-2018
24,Matteo Darmian,"£ 45,000","£ 2,340,000","£ 2,404,228",D,27,Italy,Manchester United,Premier League,2017-2018
25,Marcus Rashford,"£ 20,000","£ 1,040,000","£ 1,068,546",F,19,England,Manchester United,Premier League,2017-2018
26,Joel Pereira,"£ 15,000","£ 780,000","£ 801,409",K,21,Portugal,Manchester United,Premier League,2017-2018
27,Timothy Fosu-Mensah,"£ 15,000","£ 780,000","£ 801,409",D,19,Netherlands,Manchester United,Premier League,2017-2018
28,Cameron Borthwick-Jackson,"£ 10,000","£ 520,000","£ 534,273",D,20,England,Manchester United,Premier League,2017-2018
29,Scott McTominay,"£ 10,000","£ 520,000","£ 534,273",M,20,Scotland,Manchester United,Premier League,2017-2018
30,Ethan Hamilton,£ 500,"£ 26,000","£ 26,714",M,18,Scotland,Manchester United,Premier League,2017-2018
31,Angel Gomes,£ 96,"£ 5,000","£ 5,137",M,16,England,Manchester United,Premier League,2017-2018
32,Sam Johnstone,£ 0,£ 0,£ 0,K,24,England,Manchester United,Premier League,2017-2018
33,James Wilson,£ 0,£ 0,£ 0,F,21,England,Manchester United,Premier League,2017-2018
34,Axel Tuanzebe,£ 0,£ 0,£ 0,D,19,England,Manchester United,Premier League,2017-2018
