,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Daniel Sturridge,"£ 130,000","£ 6,760,000","£ 6,945,548",F,27,England,West Bromwich,Premier League,2017-2018
1,Grzegorz Krychowiak,"£ 82,019","£ 4,265,000","£ 4,382,065",M,27,Poland,West Bromwich,Premier League,2017-2018
2,Jonny Evans,"£ 65,000","£ 3,380,000","£ 3,472,774",D,29,Northern Ireland,West Bromwich,Premier League,2017-2018
3,Kieran Gibbs,"£ 60,000","£ 3,120,000","£ 3,205,637",D,27,England,West Bromwich,Premier League,2017-2018
4,Ben Foster,"£ 60,000","£ 3,120,000","£ 3,205,637",K,34,England,West Bromwich,Premier League,2017-2018
5,Claudio Yacob,"£ 60,000","£ 3,120,000","£ 3,205,637",M,29,Argentina,West Bromwich,Premier League,2017-2018
6,Salomón Rondón,"£ 60,000","£ 3,120,000","£ 3,205,637",F,27,Venezuela,West Bromwich,Premier League,2017-2018
7,Gareth Barry,"£ 60,000","£ 3,120,000","£ 3,205,637",M,36,England,West Bromwich,Premier League,2017-2018
8,Nacer Chadli,"£ 60,000","£ 3,120,000","£ 3,205,637",F,27,Belgium,West Bromwich,Premier League,2017-2018
9,Jake Livermore,"£ 55,000","£ 2,860,000","£ 2,938,501",M,27,England,West Bromwich,Premier League,2017-2018
10,Chris Brunt,"£ 55,000","£ 2,860,000","£ 2,938,501",M,32,Northern Ireland,West Bromwich,Premier League,2017-2018
11,Matt Phillips,"£ 50,000","£ 2,600,000","£ 2,671,365",F,26,Scotland,West Bromwich,Premier League,2017-2018
12,James Morrison,"£ 50,000","£ 2,600,000","£ 2,671,365",M,31,Scotland,West Bromwich,Premier League,2017-2018
13,Craig Dawson,"£ 50,000","£ 2,600,000","£ 2,671,365",D,27,England,West Bromwich,Premier League,2017-2018
14,James McClean,"£ 40,000","£ 2,080,000","£ 2,137,092",F,28,Ireland,West Bromwich,Premier League,2017-2018
15,Hal Robson-Kanu,"£ 35,000","£ 1,820,000","£ 1,869,955",F,28,Wales,West Bromwich,Premier League,2017-2018
16,Allan Nyom,"£ 35,000","£ 1,820,000","£ 1,869,955",D,29,Cameroon,West Bromwich,Premier League,2017-2018
17,Gareth McAuley,"£ 35,000","£ 1,820,000","£ 1,869,955",D,37,Northern Ireland,West Bromwich,Premier League,2017-2018
18,Oliver Burke,"£ 30,000","£ 1,560,000","£ 1,602,819",F,20,Scotland,West Bromwich,Premier League,2017-2018
19,Sam Field,"£ 27,000","£ 1,404,000","£ 1,442,537",M,19,England,West Bromwich,Premier League,2017-2018
20,Boaz Myhill,"£ 25,500","£ 1,326,000","£ 1,362,396",K,34,Wales,West Bromwich,Premier League,2017-2018
21,Ali Gabr,"£ 4,442","£ 231,000","£ 237,340",D,28,Egypt,West Bromwich,Premier League,2017-2018
22,Jonathan Leko,"£ 2,500","£ 130,000","£ 133,568",F,18,England,West Bromwich,Premier League,2017-2018
23,Alex Palmer,"£ 2,000","£ 104,000","£ 106,855",K,20,England,West Bromwich,Premier League,2017-2018
24,Kyle Jameson,"£ 1,000","£ 52,000","£ 53,427",D,18,England,West Bromwich,Premier League,2017-2018
25,Rekeem Harper,"£ 1,000","£ 52,000","£ 53,427",M,17,England,West Bromwich,Premier League,2017-2018
26,Nathan Ferguson,£ 96,"£ 5,000","£ 5,137",D,16,England,West Bromwich,Premier League,2017-2018
27,Rayhaan Tulloch,£ 96,"£ 5,000","£ 5,137",F,16,England,West Bromwich,Premier League,2017-2018
28,Tyler Roberts,£ 0,£ 0,£ 0,F,18,Wales,West Bromwich,Premier League,2017-2018
29,Jay Rodríguez,£ 0,£ 0,£ 0,F,27,England,West Bromwich,Premier League,2017-2018
30,Kane Wilson,£ 0,£ 0,£ 0,D,17,England,West Bromwich,Premier League,2017-2018
31,Max Melbourne,£ 0,£ 0,£ 0,D,18,England,West Bromwich,Premier League,2017-2018
32,Ahmed Hegazy,£ 0,£ 0,£ 0,D,26,Egypt,West Bromwich,Premier League,2017-2018
