,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,James Tarkowski,"£ 45,000","£ 2,340,000","£ 2,404,228",D,24,England,Burnley,Premier League,2017-2018
1,Tom Heaton,"£ 35,000","£ 1,820,000","£ 1,869,955",K,31,England,Burnley,Premier League,2017-2018
2,Chris Wood,"£ 35,000","£ 1,820,000","£ 1,869,955",F,25,New Zealand,Burnley,Premier League,2017-2018
3,Jack Cork,"£ 35,000","£ 1,820,000","£ 1,869,955",M,28,England,Burnley,Premier League,2017-2018
4,Jeff Hendrick,"£ 35,000","£ 1,820,000","£ 1,869,955",M,25,Ireland,Burnley,Premier League,2017-2018
5,Robbie Brady,"£ 35,000","£ 1,820,000","£ 1,869,955",M,25,Ireland,Burnley,Premier League,2017-2018
6,Steven Defour,"£ 35,000","£ 1,820,000","£ 1,869,955",M,29,Belgium,Burnley,Premier League,2017-2018
7,Aaron Lennon,"£ 35,000","£ 1,820,000","£ 1,869,955",F,30,England,Burnley,Premier League,2017-2018
8,Ashley Westwood,"£ 31,000","£ 1,612,000","£ 1,656,246",M,27,England,Burnley,Premier League,2017-2018
9,Phil Bardsley,"£ 30,000","£ 1,560,000","£ 1,602,819",D,32,Scotland,Burnley,Premier League,2017-2018
10,Jonathan Walters,"£ 30,000","£ 1,560,000","£ 1,602,819",F,33,Ireland,Burnley,Premier League,2017-2018
11,Ben Mee,"£ 28,000","£ 1,456,000","£ 1,495,964",D,27,England,Burnley,Premier League,2017-2018
12,Stephen Ward,"£ 28,000","£ 1,456,000","£ 1,495,964",D,31,Ireland,Burnley,Premier League,2017-2018
13,Ashley Barnes,"£ 25,000","£ 1,300,000","£ 1,335,682",F,27,England,Burnley,Premier League,2017-2018
14,Nahki Wells,"£ 25,000","£ 1,300,000","£ 1,335,682",F,27,Bermuda,Burnley,Premier League,2017-2018
15,Charlie Taylor,"£ 25,000","£ 1,300,000","£ 1,335,682",D,23,England,Burnley,Premier League,2017-2018
16,Scott Arfield,"£ 23,000","£ 1,196,000","£ 1,228,828",M,28,Canada,Burnley,Premier League,2017-2018
17,Dean Marney,"£ 22,000","£ 1,144,000","£ 1,175,400",M,33,England,Burnley,Premier League,2017-2018
18,Nick Pope,"£ 20,000","£ 1,040,000","£ 1,068,546",K,25,England,Burnley,Premier League,2017-2018
19,Sam Vokes,"£ 17,000","£ 884,000","£ 908,264",F,27,Wales,Burnley,Premier League,2017-2018
20,Kevin Long,"£ 16,000","£ 832,000","£ 854,837",D,26,Ireland,Burnley,Premier League,2017-2018
21,Anders Lindegaard,"£ 7,500","£ 390,000","£ 400,705",K,33,Denmark,Burnley,Premier League,2017-2018
22,Adam Legzdins,"£ 5,000","£ 260,000","£ 267,136",K,30,England,Burnley,Premier League,2017-2018
23,Aiden O'Neill,"£ 3,500","£ 182,000","£ 186,996",M,18,Australia,Burnley,Premier League,2017-2018
24,Dwight McNeil,£ 96,"£ 5,000","£ 5,137",F,17,England,Burnley,Premier League,2017-2018
25,Johann Berg Gudmundsson,£ 0,£ 0,£ 0,F,26,Iceland,Burnley,Premier League,2017-2018
26,Chris Long,£ 0,£ 0,£ 0,F,22,England,Burnley,Premier League,2017-2018
27,Georges-Kevin N'Koudou,£ 0,£ 0,£ 0,F,22,France,Burnley,Premier League,2017-2018
28,Fredrik Ulvestad,£ 0,£ 0,£ 0,M,25,Norway,Burnley,Premier League,2017-2018
29,Matthew Lowton,£ 0,£ 0,£ 0,D,28,England,Burnley,Premier League,2017-2018
