,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Jamie Vardy,"£ 100,000","£ 5,200,000","£ 5,342,729",F,30,England,Leicester,Premier League,2017-2018
1,Riyad Mahrez,"£ 100,000","£ 5,200,000","£ 5,342,729",F,26,Algeria,Leicester,Premier League,2017-2018
2,Adrien Silva,"£ 80,000","£ 4,160,000","£ 4,274,183",M,28,Portugal,Leicester,Premier League,2017-2018
3,Islam Slimani,"£ 80,000","£ 4,160,000","£ 4,274,183",F,29,Algeria,Leicester,Premier League,2017-2018
4,Kasper Schmeichel,"£ 80,000","£ 4,160,000","£ 4,274,183",K,30,Denmark,Leicester,Premier League,2017-2018
5,Wes Morgan,"£ 60,000","£ 3,120,000","£ 3,205,637",D,33,Jamaica,Leicester,Premier League,2017-2018
6,Kelechi Iheanacho,"£ 60,000","£ 3,120,000","£ 3,205,637",F,20,Nigeria,Leicester,Premier League,2017-2018
7,Aleksandar Dragovic,"£ 51,423","£ 2,674,000","£ 2,747,396",D,26,Austria,Leicester,Premier League,2017-2018
8,Demarai Gray,"£ 50,000","£ 2,600,000","£ 2,671,365",F,21,England,Leicester,Premier League,2017-2018
9,Vicente Iborra,"£ 50,000","£ 2,600,000","£ 2,671,365",M,29,Spain,Leicester,Premier League,2017-2018
10,Christian Fuchs,"£ 50,000","£ 2,600,000","£ 2,671,365",D,31,Austria,Leicester,Premier League,2017-2018
11,Marc Albrighton,"£ 45,000","£ 2,340,000","£ 2,404,228",M,27,England,Leicester,Premier League,2017-2018
12,Danny Simpson,"£ 45,000","£ 2,340,000","£ 2,404,228",D,30,England,Leicester,Premier League,2017-2018
13,Harry Maguire,"£ 40,000","£ 2,080,000","£ 2,137,092",D,24,England,Leicester,Premier League,2017-2018
14,Andy King,"£ 40,000","£ 2,080,000","£ 2,137,092",M,28,Wales,Leicester,Premier League,2017-2018
15,Yohan Benalouane,"£ 40,000","£ 2,080,000","£ 2,137,092",D,30,Tunisia,Leicester,Premier League,2017-2018
16,Robert Huth,"£ 37,500","£ 1,950,000","£ 2,003,523",D,32,Germany,Leicester,Premier League,2017-2018
17,Shinji Okazaki,"£ 35,000","£ 1,820,000","£ 1,869,955",F,31,Japan,Leicester,Premier League,2017-2018
18,Wilfred Ndidi,"£ 35,000","£ 1,820,000","£ 1,869,955",M,20,Nigeria,Leicester,Premier League,2017-2018
19,Matty James,"£ 32,000","£ 1,664,000","£ 1,709,673",M,25,England,Leicester,Premier League,2017-2018
20,Leonardo Ulloa,"£ 30,000","£ 1,560,000","£ 1,602,819",F,30,Argentina,Leicester,Premier League,2017-2018
21,Eldin Jakupovic,"£ 23,000","£ 1,196,000","£ 1,228,828",K,32,Switzerland,Leicester,Premier League,2017-2018
22,Daniel Amartey,"£ 21,000","£ 1,092,000","£ 1,121,973",M,22,Ghana,Leicester,Premier League,2017-2018
23,Ben Chilwell,"£ 20,000","£ 1,040,000","£ 1,068,546",D,20,England,Leicester,Premier League,2017-2018
24,Ben Hamer,"£ 12,000","£ 624,000","£ 641,127",K,29,England,Leicester,Premier League,2017-2018
25,Hamza Choudhury,"£ 7,500","£ 390,000","£ 400,705",M,19,England,Leicester,Premier League,2017-2018
26,Harvey Barnes,"£ 3,000","£ 156,000","£ 160,282",M,19,England,Leicester,Premier League,2017-2018
27,George Thomas,"£ 2,500","£ 130,000","£ 133,568",F,20,Wales,Leicester,Premier League,2017-2018
28,Josh Knight,"£ 1,500","£ 78,000","£ 80,141",D,19,England,Leicester,Premier League,2017-2018
29,Sam Hughes,£ 904,"£ 47,000","£ 48,290",D,20,England,Leicester,Premier League,2017-2018
30,Layton Ndukwu,£ 500,"£ 26,000","£ 26,714",F,18,England,Leicester,Premier League,2017-2018
31,Ahmed Musa,£ 0,£ 0,£ 0,F,24,Nigeria,Leicester,Premier League,2017-2018
32,Fousseni Diabaté,£ 0,£ 0,£ 0,F,21,Mali,Leicester,Premier League,2017-2018
33,Nampalys Mendy,£ 0,£ 0,£ 0,M,25,France,Leicester,Premier League,2017-2018
