,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Christian Benteke,"£ 120,000","£ 6,240,000","£ 6,411,275",F,26,Belgium,Crystal Palace,Premier League,2017-2018
1,Mamadou Sakho,"£ 100,000","£ 5,200,000","£ 5,342,729",D,27,France,Crystal Palace,Premier League,2017-2018
2,Wilfried Zaha,"£ 100,000","£ 5,200,000","£ 5,342,729",F,24,Cote d'Ivoire,Crystal Palace,Premier League,2017-2018
3,Yohan Cabaye,"£ 85,500","£ 4,446,000","£ 4,568,033",M,31,France,Crystal Palace,Premier League,2017-2018
4,Scott Dann,"£ 60,000","£ 3,120,000","£ 3,205,637",D,30,England,Crystal Palace,Premier League,2017-2018
5,Connor Wickham,"£ 60,000","£ 3,120,000","£ 3,205,637",F,24,England,Crystal Palace,Premier League,2017-2018
6,Jeffrey Schlupp,"£ 56,000","£ 2,912,000","£ 2,991,928",M,24,Ghana,Crystal Palace,Premier League,2017-2018
7,Luka Milivojevic,"£ 55,000","£ 2,860,000","£ 2,938,501",M,26,Serbia,Crystal Palace,Premier League,2017-2018
8,Andros Townsend,"£ 55,000","£ 2,860,000","£ 2,938,501",F,25,England,Crystal Palace,Premier League,2017-2018
9,Bakary Sako,"£ 55,000","£ 2,860,000","£ 2,938,501",F,29,Mali,Crystal Palace,Premier League,2017-2018
10,Patrick van Aanholt,"£ 55,000","£ 2,860,000","£ 2,938,501",D,26,Netherlands,Crystal Palace,Premier League,2017-2018
11,Jairo Riedewald,"£ 55,000","£ 2,860,000","£ 2,938,501",D,20,Netherlands,Crystal Palace,Premier League,2017-2018
12,James Tomkins,"£ 50,000","£ 2,600,000","£ 2,671,365",D,28,England,Crystal Palace,Premier League,2017-2018
13,James McArthur,"£ 50,000","£ 2,600,000","£ 2,671,365",M,29,Scotland,Crystal Palace,Premier League,2017-2018
14,Wayne Hennessey,"£ 40,000","£ 2,080,000","£ 2,137,092",K,30,Wales,Crystal Palace,Premier League,2017-2018
15,Joel Ward,"£ 35,000","£ 1,820,000","£ 1,869,955",D,27,England,Crystal Palace,Premier League,2017-2018
16,Jason Puncheon,"£ 35,000","£ 1,820,000","£ 1,869,955",M,31,England,Crystal Palace,Premier League,2017-2018
17,Ruben Loftus-Cheek,"£ 35,000","£ 1,820,000","£ 1,869,955",M,21,England,Crystal Palace,Premier League,2017-2018
18,Pape Souaré,"£ 30,000","£ 1,560,000","£ 1,602,819",D,27,Senegal,Crystal Palace,Premier League,2017-2018
19,Jordon Mutch,"£ 28,000","£ 1,456,000","£ 1,495,964",M,25,England,Crystal Palace,Premier League,2017-2018
20,Martin Kelly,"£ 25,000","£ 1,300,000","£ 1,335,682",D,27,England,Crystal Palace,Premier League,2017-2018
21,Damien Delaney,"£ 25,000","£ 1,300,000","£ 1,335,682",D,35,Ireland,Crystal Palace,Premier League,2017-2018
22,Julián Speroni,"£ 25,000","£ 1,300,000","£ 1,335,682",K,38,Argentina,Crystal Palace,Premier League,2017-2018
23,Chung-yong Lee,"£ 25,000","£ 1,300,000","£ 1,335,682",M,28,South Korea,Crystal Palace,Premier League,2017-2018
24,Jaroslaw Jach,"£ 20,000","£ 1,040,000","£ 1,068,546",D,23,Poland,Crystal Palace,Premier League,2017-2018
25,Timothy Fosu-Mensah,"£ 15,000","£ 780,000","£ 801,409",D,19,Netherlands,Crystal Palace,Premier League,2017-2018
26,Erdal Rakip,"£ 12,288","£ 639,000","£ 656,539",M,21,Sweden,Crystal Palace,Premier League,2017-2018
27,Michael Phillips,£ 750,"£ 39,000","£ 40,070",M,19,England,Crystal Palace,Premier League,2017-2018
28,Levi Lumeka,£ 500,"£ 26,000","£ 26,714",F,18,England,Crystal Palace,Premier League,2017-2018
29,Nya Kirby,£ 346,"£ 18,000","£ 18,494",M,17,England,Crystal Palace,Premier League,2017-2018
30,James Daly,£ 96,"£ 5,000","£ 5,137",F,17,England,Crystal Palace,Premier League,2017-2018
31,Alexander Sörloth,£ 0,£ 0,£ 0,F,21,Norway,Crystal Palace,Premier League,2017-2018
32,Ryan Inniss,£ 0,£ 0,£ 0,D,22,England,Crystal Palace,Premier League,2017-2018
33,Diego Cavalieri,£ 0,£ 0,£ 0,K,34,Brazil,Crystal Palace,Premier League,2017-2018
34,Sullay Kaikai,£ 0,£ 0,£ 0,F,21,England,Crystal Palace,Premier League,2017-2018
35,Jonathan Williams,£ 0,£ 0,£ 0,M,23,Wales,Crystal Palace,Premier League,2017-2018
36,Aaron Wan-Bissaka,£ 0,£ 0,£ 0,D,19,England,Crystal Palace,Premier League,2017-2018
37,Freddie Ladapo,£ 0,£ 0,£ 0,F,24,England,Crystal Palace,Premier League,2017-2018
38,Jason Lokilo,£ 0,£ 0,£ 0,F,18,Belgium,Crystal Palace,Premier League,2017-2018
39,Keshi Anderson,£ 0,£ 0,£ 0,F,22,England,Crystal Palace,Premier League,2017-2018
40,Dion Henry,£ 0,£ 0,£ 0,K,19,England,Crystal Palace,Premier League,2017-2018
