,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Harry Kane,"£ 100,000","£ 5,200,000","£ 5,342,729",F,23,England,Tottenham,Premier League,2017-2018
1,Hugo Lloris,"£ 100,000","£ 5,200,000","£ 5,342,729",K,30,France,Tottenham,Premier League,2017-2018
2,Jan Vertonghen,"£ 89,154","£ 4,636,000","£ 4,763,248",D,30,Belgium,Tottenham,Premier League,2017-2018
3,Heung-min Son,"£ 85,000","£ 4,420,000","£ 4,541,320",F,24,South Korea,Tottenham,Premier League,2017-2018
4,Serge Aurier,"£ 80,000","£ 4,160,000","£ 4,274,183",D,24,Cote d'Ivoire,Tottenham,Premier League,2017-2018
5,Erik Lamela,"£ 80,000","£ 4,160,000","£ 4,274,183",F,25,Argentina,Tottenham,Premier League,2017-2018
6,Lucas Moura,"£ 80,000","£ 4,160,000","£ 4,274,183",F,24,Brazil,Tottenham,Premier League,2017-2018
7,Moussa Sissoko,"£ 80,000","£ 4,160,000","£ 4,274,183",M,27,France,Tottenham,Premier League,2017-2018
8,Fernando Llorente,"£ 75,000","£ 3,900,000","£ 4,007,047",F,32,Spain,Tottenham,Premier League,2017-2018
9,Christian Eriksen,"£ 75,000","£ 3,900,000","£ 4,007,047",M,25,Denmark,Tottenham,Premier League,2017-2018
10,Kevin Wimmer,"£ 70,000","£ 3,640,000","£ 3,739,910",D,24,Austria,Tottenham,Premier League,2017-2018
11,Victor Wanyama,"£ 65,000","£ 3,380,000","£ 3,472,774",M,26,Kenya,Tottenham,Premier League,2017-2018
12,Danny Rose,"£ 60,000","£ 3,120,000","£ 3,205,637",D,26,England,Tottenham,Premier League,2017-2018
13,Ben Davies,"£ 60,000","£ 3,120,000","£ 3,205,637",D,24,Wales,Tottenham,Premier League,2017-2018
14,Eric Dier,"£ 60,000","£ 3,120,000","£ 3,205,637",M,23,England,Tottenham,Premier League,2017-2018
15,Davinson Sánchez,"£ 60,000","£ 3,120,000","£ 3,205,637",D,21,Colombia,Tottenham,Premier League,2017-2018
16,Dele Alli,"£ 55,000","£ 2,860,000","£ 2,938,501",M,21,England,Tottenham,Premier League,2017-2018
17,Mousa Dembélé,"£ 55,000","£ 2,860,000","£ 2,938,501",M,29,Belgium,Tottenham,Premier League,2017-2018
18,Toby Alderweireld,"£ 50,000","£ 2,600,000","£ 2,671,365",D,28,Belgium,Tottenham,Premier League,2017-2018
19,Michel Vorm,"£ 40,000","£ 2,080,000","£ 2,137,092",K,33,Netherlands,Tottenham,Premier League,2017-2018
20,Kieran Trippier,"£ 40,000","£ 2,080,000","£ 2,137,092",D,26,England,Tottenham,Premier League,2017-2018
21,Harry Winks,"£ 25,000","£ 1,300,000","£ 1,335,682",M,21,England,Tottenham,Premier League,2017-2018
22,Kyle Walker-Peters,"£ 20,000","£ 1,040,000","£ 1,068,546",D,20,England,Tottenham,Premier League,2017-2018
23,Paulo Gazzaniga,"£ 20,000","£ 1,040,000","£ 1,068,546",K,25,Argentina,Tottenham,Premier League,2017-2018
24,Juan Foyth,"£ 18,000","£ 936,000","£ 961,691",D,19,Argentina,Tottenham,Premier League,2017-2018
25,Anthony Georgiou,£ 750,"£ 39,000","£ 40,070",F,20,Cyprus,Tottenham,Premier League,2017-2018
26,Kazaiah Sterling,£ 596,"£ 31,000","£ 31,851",F,18,England,Tottenham,Premier League,2017-2018
27,Alfie Whiteman,£ 596,"£ 31,000","£ 31,851",K,18,England,Tottenham,Premier League,2017-2018
28,Tashan Oakley-Boothe,£ 96,"£ 5,000","£ 5,137",M,17,England,Tottenham,Premier League,2017-2018
29,Vincent Janssen,£ 0,£ 0,£ 0,F,23,Netherlands,Tottenham,Premier League,2017-2018
30,Cameron Carter-Vickers,£ 0,£ 0,£ 0,D,19,United States,Tottenham,Premier League,2017-2018
31,Georges-Kevin N'Koudou,£ 0,£ 0,£ 0,F,22,France,Tottenham,Premier League,2017-2018
32,Josh Onomah,£ 0,£ 0,£ 0,M,20,England,Tottenham,Premier League,2017-2018
33,Luke Amos,£ 0,£ 0,£ 0,M,20,England,Tottenham,Premier League,2017-2018
