,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Virgil van Dijk,"£ 180,000","£ 9,360,000","£ 9,616,912",D,25,Netherlands,Liverpool,Premier League,2017-2018
1,James Milner,"£ 140,000","£ 7,280,000","£ 7,479,821",M,31,England,Liverpool,Premier League,2017-2018
2,Daniel Sturridge,"£ 130,000","£ 6,760,000","£ 6,945,548",F,27,England,Liverpool,Premier League,2017-2018
3,Alex Oxlade-Chamberlain,"£ 120,000","£ 6,240,000","£ 6,411,275",M,23,England,Liverpool,Premier League,2017-2018
4,Mohamed Salah,"£ 120,000","£ 6,240,000","£ 6,411,275",F,25,Egypt,Liverpool,Premier League,2017-2018
5,Adam Lallana,"£ 110,000","£ 5,720,000","£ 5,877,002",M,29,England,Liverpool,Premier League,2017-2018
6,Jordan Henderson,"£ 105,000","£ 5,460,000","£ 5,609,866",M,27,England,Liverpool,Premier League,2017-2018
7,Roberto Firmino,"£ 100,000","£ 5,200,000","£ 5,342,729",F,25,Brazil,Liverpool,Premier League,2017-2018
8,Sadio Mané,"£ 100,000","£ 5,200,000","£ 5,342,729",F,25,Senegal,Liverpool,Premier League,2017-2018
9,Dejan Lovren,"£ 100,000","£ 5,200,000","£ 5,342,729",D,27,Croatia,Liverpool,Premier League,2017-2018
10,Nathaniel Clyne,"£ 75,000","£ 3,900,000","£ 4,007,047",D,26,England,Liverpool,Premier League,2017-2018
11,Georginio Wijnaldum,"£ 75,000","£ 3,900,000","£ 4,007,047",M,26,Netherlands,Liverpool,Premier League,2017-2018
12,Danny Ings,"£ 75,000","£ 3,900,000","£ 4,007,047",F,24,England,Liverpool,Premier League,2017-2018
13,Alberto Moreno,"£ 65,000","£ 3,380,000","£ 3,472,774",D,24,Spain,Liverpool,Premier League,2017-2018
14,Loris Karius,"£ 60,000","£ 3,120,000","£ 3,205,637",K,24,Germany,Liverpool,Premier League,2017-2018
15,Simon Mignolet,"£ 55,000","£ 2,860,000","£ 2,938,501",K,29,Belgium,Liverpool,Premier League,2017-2018
16,Emre Can,"£ 45,000","£ 2,340,000","£ 2,404,228",M,23,Germany,Liverpool,Premier League,2017-2018
17,Andrew Robertson,"£ 40,000","£ 2,080,000","£ 2,137,092",D,23,Scotland,Liverpool,Premier League,2017-2018
18,Ragnar Klavan,"£ 30,000","£ 1,560,000","£ 1,602,819",D,31,Estonia,Liverpool,Premier League,2017-2018
19,Joe Gomez,"£ 28,000","£ 1,456,000","£ 1,495,964",D,20,England,Liverpool,Premier League,2017-2018
20,Ádám Bogdán,"£ 24,000","£ 1,248,000","£ 1,282,255",K,29,Hungary,Liverpool,Premier League,2017-2018
21,Dominic Solanke,"£ 20,000","£ 1,040,000","£ 1,068,546",F,19,England,Liverpool,Premier League,2017-2018
22,Danny Ward,"£ 18,000","£ 936,000","£ 961,691",K,24,Wales,Liverpool,Premier League,2017-2018
23,Ben Woodburn,"£ 12,000","£ 624,000","£ 641,127",F,17,Wales,Liverpool,Premier League,2017-2018
24,Trent Alexander-Arnold,"£ 12,000","£ 624,000","£ 641,127",D,18,England,Liverpool,Premier League,2017-2018
25,Conor Masterson,£ 769,"£ 40,000","£ 41,098",D,18,Ireland,Liverpool,Premier League,2017-2018
26,Curtis Jones,£ 96,"£ 5,000","£ 5,137",M,16,England,Liverpool,Premier League,2017-2018
27,Sheyi Ojo,£ 0,£ 0,£ 0,F,20,England,Liverpool,Premier League,2017-2018
28,Joel Matip,£ 0,£ 0,£ 0,D,25,Cameroon,Liverpool,Premier League,2017-2018
29,Lazar Markovic,£ 0,£ 0,£ 0,F,23,Serbia,Liverpool,Premier League,2017-2018
30,Divock Origi,£ 0,£ 0,£ 0,F,22,Belgium,Liverpool,Premier League,2017-2018
31,Marko Grujic,£ 0,£ 0,£ 0,M,21,Serbia,Liverpool,Premier League,2017-2018
32,Philippe Coutinho,£ 0,£ 0,£ 0,F,25,Brazil,Liverpool,Premier League,2017-2018
33,Jon Flanagan,£ 0,£ 0,£ 0,D,24,England,Liverpool,Premier League,2017-2018
34,Connor Randall,£ 0,£ 0,£ 0,D,21,England,Liverpool,Premier League,2017-2018
