,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Gerard Deulofeu,"£ 85,423","£ 4,442,000","£ 4,563,924",F,23,Spain,Watford,Premier League,2017-2018
1,Andre Gray,"£ 70,000","£ 3,640,000","£ 3,739,910",F,26,England,Watford,Premier League,2017-2018
2,Troy Deeney,"£ 65,000","£ 3,380,000","£ 3,472,774",F,29,England,Watford,Premier League,2017-2018
3,André Carrillo,"£ 59,481","£ 3,093,000","£ 3,177,896",F,26,Peru,Watford,Premier League,2017-2018
4,Tom Cleverley,"£ 50,000","£ 2,600,000","£ 2,671,365",M,27,England,Watford,Premier League,2017-2018
5,Sebastian Prödl,"£ 45,000","£ 2,340,000","£ 2,404,228",D,30,Austria,Watford,Premier League,2017-2018
6,Daryl Janmaat,"£ 45,000","£ 2,340,000","£ 2,404,228",D,27,Netherlands,Watford,Premier League,2017-2018
7,Roberto Pereyra,"£ 45,000","£ 2,340,000","£ 2,404,228",M,26,Argentina,Watford,Premier League,2017-2018
8,Heurelho Gomes,"£ 35,000","£ 1,820,000","£ 1,869,955",K,36,Brazil,Watford,Premier League,2017-2018
9,Stefano Okaka,"£ 35,000","£ 1,820,000","£ 1,869,955",F,27,Italy,Watford,Premier League,2017-2018
10,Nathaniel Chalobah,"£ 35,000","£ 1,820,000","£ 1,869,955",M,22,England,Watford,Premier League,2017-2018
11,José Holebas,"£ 30,000","£ 1,560,000","£ 1,602,819",D,33,Greece,Watford,Premier League,2017-2018
12,Will Hughes,"£ 30,000","£ 1,560,000","£ 1,602,819",M,22,England,Watford,Premier League,2017-2018
13,Christian Kabasele,"£ 30,000","£ 1,560,000","£ 1,602,819",D,26,Belgium,Watford,Premier League,2017-2018
14,Richarlison,"£ 25,000","£ 1,300,000","£ 1,335,682",F,20,Brazil,Watford,Premier League,2017-2018
15,Miguel Britos,"£ 25,000","£ 1,300,000","£ 1,335,682",D,31,Uruguay,Watford,Premier League,2017-2018
16,Abdoulaye Doucouré,"£ 20,000","£ 1,040,000","£ 1,068,546",M,24,France,Watford,Premier League,2017-2018
17,Jerome Sinclair,"£ 20,000","£ 1,040,000","£ 1,068,546",F,20,England,Watford,Premier League,2017-2018
18,Kiko Femenía,"£ 20,000","£ 1,040,000","£ 1,068,546",D,26,Spain,Watford,Premier League,2017-2018
19,Marvin Zeegelaar,"£ 20,000","£ 1,040,000","£ 1,068,546",D,26,Netherlands,Watford,Premier League,2017-2018
20,Orestis Karnezis,"£ 19,058","£ 991,000","£ 1,018,201",K,31,Greece,Watford,Premier League,2017-2018
21,Craig Cathcart,"£ 18,000","£ 936,000","£ 961,691",D,28,Northern Ireland,Watford,Premier League,2017-2018
22,Didier Ndong,"£ 18,000","£ 936,000","£ 961,691",M,23,Gabon,Watford,Premier League,2017-2018
23,Tommie Hoban,"£ 16,000","£ 832,000","£ 854,837",D,23,Ireland,Watford,Premier League,2017-2018
24,Dodi Lukebakio,"£ 13,096","£ 681,000","£ 699,692",F,19,Belgium,Watford,Premier League,2017-2018
25,Molla Wagué,"£ 9,269","£ 482,000","£ 495,230",D,26,Mali,Watford,Premier League,2017-2018
26,Adrian Mariappa,"£ 7,000","£ 364,000","£ 373,991",D,30,Jamaica,Watford,Premier League,2017-2018
27,Daniel Bachmann,"£ 2,500","£ 130,000","£ 133,568",K,22,Austria,Watford,Premier League,2017-2018
28,Carl Stewart,£ 750,"£ 39,000","£ 40,070",M,20,England,Watford,Premier League,2017-2018
29,Joy Mukena,£ 192,"£ 10,000","£ 10,274",D,17,England,Watford,Premier League,2017-2018
30,Michael Folivi,£ 0,£ 0,£ 0,F,19,England,Watford,Premier League,2017-2018
31,Costel Pantilimon,£ 0,£ 0,£ 0,K,30,Romania,Watford,Premier League,2017-2018
32,Étienne Capoue,£ 0,£ 0,£ 0,M,28,France,Watford,Premier League,2017-2018
33,Younès Kaboul,£ 0,£ 0,£ 0,D,31,France,Watford,Premier League,2017-2018
34,Ben Watson,£ 0,£ 0,£ 0,M,31,England,Watford,Premier League,2017-2018
35,Isaac Success,£ 0,£ 0,£ 0,F,21,Nigeria,Watford,Premier League,2017-2018
36,Nordin Amrabat,£ 0,£ 0,£ 0,F,30,Morocco,Watford,Premier League,2017-2018
