,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Wayne Rooney,"£ 160,000","£ 8,320,000","£ 8,548,366",F,31,England,Everton,Premier League,2017-2018
1,Theo Walcott,"£ 120,000","£ 6,240,000","£ 6,411,275",F,28,England,Everton,Premier League,2017-2018
2,Morgan Schneiderlin,"£ 120,000","£ 6,240,000","£ 6,411,275",M,27,France,Everton,Premier League,2017-2018
3,Eliaquim Mangala,"£ 100,000","£ 5,200,000","£ 5,342,729",D,26,France,Everton,Premier League,2017-2018
4,Yannick Bolasie,"£ 75,000","£ 3,900,000","£ 4,007,047",F,28,Democratic Republic of Congo,Everton,Premier League,2017-2018
5,Idrissa Gueye,"£ 75,000","£ 3,900,000","£ 4,007,047",M,27,Senegal,Everton,Premier League,2017-2018
6,Seamus Coleman,"£ 70,000","£ 3,640,000","£ 3,739,910",D,28,Ireland,Everton,Premier League,2017-2018
7,Davy Klaassen,"£ 70,000","£ 3,640,000","£ 3,739,910",M,24,Netherlands,Everton,Premier League,2017-2018
8,Leighton Baines,"£ 70,000","£ 3,640,000","£ 3,739,910",D,32,England,Everton,Premier League,2017-2018
9,Ashley Williams,"£ 70,000","£ 3,640,000","£ 3,739,910",D,32,Wales,Everton,Premier League,2017-2018
10,Jordan Pickford,"£ 60,000","£ 3,120,000","£ 3,205,637",K,23,England,Everton,Premier League,2017-2018
11,Cenk Tosun,"£ 60,000","£ 3,120,000","£ 3,205,637",F,26,Turkey,Everton,Premier League,2017-2018
12,Michael Keane,"£ 60,000","£ 3,120,000","£ 3,205,637",D,24,England,Everton,Premier League,2017-2018
13,Gareth Barry,"£ 60,000","£ 3,120,000","£ 3,205,637",M,36,England,Everton,Premier League,2017-2018
14,Oumar Niasse,"£ 55,000","£ 2,860,000","£ 2,938,501",F,27,Senegal,Everton,Premier League,2017-2018
15,Phil Jagielka,"£ 50,000","£ 2,600,000","£ 2,671,365",D,34,England,Everton,Premier League,2017-2018
16,James McCarthy,"£ 50,000","£ 2,600,000","£ 2,671,365",M,26,Ireland,Everton,Premier League,2017-2018
17,Ramiro Funes Mori,"£ 40,000","£ 2,080,000","£ 2,137,092",D,26,Argentina,Everton,Premier League,2017-2018
18,Aaron Lennon,"£ 35,000","£ 1,820,000","£ 1,869,955",F,30,England,Everton,Premier League,2017-2018
19,Cuco Martina,"£ 35,000","£ 1,820,000","£ 1,869,955",D,27,Curacao,Everton,Premier League,2017-2018
20,Maarten Stekelenburg,"£ 30,000","£ 1,560,000","£ 1,602,819",K,34,Netherlands,Everton,Premier League,2017-2018
21,Luke Garbutt,"£ 27,500","£ 1,430,000","£ 1,469,250",D,24,England,Everton,Premier League,2017-2018
