id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
3277,Alexandre Lacazette,33,2860,27,18.59795479476452,6,6.063525988720357,96,53,6,0,F M,Lyon,19,11.757098589092493,19.62206817790866,6.380009922198951
4747,André-Pierre Gignac,38,3118,21,16.70073507167399,2,2.281484890729189,124,22,3,0,F M S,Marseille,19,14.42044965364039,17.87830714136362,2.918048534542322
1741,Zlatan Ibrahimovic,24,2002,19,18.945743087679148,6,7.0774335116147995,87,37,3,0,F S,Paris Saint Germain,11,12.104886803776026,21.29430728405714,7.169927071779966
3294,Edinson Cavani,35,2666,18,22.860318928956985,1,1.7430233117192984,111,14,2,1,F S,Paris Saint Germain,15,20.580033540725708,25.087476015090942,5.913359999656677
464,Max Gradel,31,2186,17,14.41136486735195,3,5.481753928586841,102,46,6,0,F M S,Saint-Etienne,13,10.610889191739261,14.291718386113644,2.279516431502998
2502,Claudio Beauvue,36,2996,17,12.1726897303015,3,3.9643061356619,83,30,1,0,F M S,Guingamp,11,7.612118801102042,11.970876448787749,2.365179657936096
3261,Diego Rolan,36,2493,15,12.557042948901653,3,3.5689100697636604,74,32,2,0,F M S,Bordeaux,12,10.276757545769215,14.774150021374226,3.781224863603711
3210,Wissam Ben Yedder,36,2890,14,11.597313146106899,3,5.408472464419901,82,55,1,0,F M S,Toulouse,12,9.317027713172138,15.236949852667749,4.522265839390457
3667,Nabil Fekir,34,2796,13,10.633824359625578,9,6.042493192479014,88,48,7,0,F M,Lyon,13,9.87372924014926,14.780870217829943,3.1095933467149734
672,Jordan Ayew,31,2616,12,11.871490385383368,5,3.255952817387879,112,35,8,0,F S,Lorient,9,9.591204926371574,12.664958896115422,3.344175391830504
4694,Lucas Barrios,31,2313,11,9.533604423049837,3,3.2381259724497795,46,23,0,0,F S,Montpellier,9,6.493223855737597,12.349557053297758,3.3974849302321672
4708,Christophe Mandanne,31,2080,11,9.070092545822263,2,1.784810621291399,53,16,2,0,F S,Guingamp,10,8.309997396543622,10.56627045199275,1.2131432900205255
4753,Carlos Eduardo,30,2349,10,10.040313264355063,4,3.996918206103146,77,25,2,1,F M S,Nice,10,10.040313264355063,12.16275544743985,2.658189309760928
4787,Mathieu Duhamel,30,2232,10,10.752324934117496,0,0.6218226160854101,73,14,1,0,F M S,"Caen,Evian Thonon Gaillard",8,9.232200263999403,9.378509619273245,0.7434170143678784
553,Anthony Martial,35,1819,9,10.844686690717936,3,2.3954963833093643,51,12,1,0,F M S,Monaco,8,9.324496451765299,12.941917221993208,2.1136934757232666
713,André Ayew,28,2394,9,9.591963574290276,3,3.195275828242302,52,22,6,0,D F M S,Marseille,9,9.591963574290276,14.156404729932547,6.737744154408574
734,Wahbi Khazri,32,2395,9,7.465546438470483,5,4.7790833581238985,76,48,8,0,F M S,Bordeaux,7,5.945356139913201,11.00428463332355,4.299083897843957
1029,Modibo Maiga,25,1760,9,5.8021631464362144,0,1.58407939132303,47,25,5,0,F M S,Metz,7,4.2819728292524815,6.0744764525443316,1.0942500960081816
1451,Anthony Mounier,36,3123,9,6.869163598865271,6,9.850084573030472,53,60,1,0,F M,Montpellier,8,6.10906844958663,17.391467491164804,5.02846465818584
3230,Paul-Georges Ntep,35,2708,9,6.958615066483617,5,6.942514383234084,63,50,5,0,F M S,Rennes,9,6.198519902303815,14.979455392807722,5.300588943995535
3512,Nolan Roux,33,2387,9,7.157474617473781,3,3.4913216596469283,68,24,2,0,F S,Lille,8,6.397379497997463,11.30566073115915,2.7171386275440454
3635,Bernardo Silva,32,2290,9,6.3191055646166205,3,5.603754572570324,34,46,1,0,F M S,Monaco,9,6.3191055646166205,15.752223575487733,6.2646829998120666
104,Mevlüt Erdinc,26,1610,8,6.42682633176446,1,0.6167656779289246,40,8,1,0,F S,Saint-Etienne,7,4.906636003404856,6.225676994770765,1.827495714649558
484,Divock Origi,33,2149,8,9.901630645617843,3,3.5014943163841963,52,23,0,0,F M S,Lille,6,6.861250160261989,10.662330508232117,2.229855346493423
2284,Daniel Wass,32,2472,8,5.042462471872568,5,4.1579513708129525,48,37,2,1,D F M S,Evian Thonon Gaillard,7,3.522272167727351,7.450322726741433,3.9459709003567696
3361,Éric Bautheac,35,2588,8,7.635714849457145,5,4.173763867467642,59,44,11,0,F M S,Nice,5,5.355429481714964,11.316291301511228,4.861088819801807
3570,Benjamin Moukandjo,31,1887,8,5.998644150793552,1,3.0665840469300747,47,35,3,0,F M S,Reims,7,5.238549005240202,7.13079240731895,1.8880695067346096
3577,Cheick Diabaté,15,1085,8,7.309985980391502,2,0.5199352046474814,36,11,0,1,F S,Bordeaux,6,5.789795696735382,6.2162573747336864,1.2125422321259975
3643,Ezequiel Lavezzi,30,1625,8,7.559555754065514,2,4.979713344946504,34,29,2,0,F S,Paris Saint Germain,8,7.559555754065514,13.70684690400958,3.4954026471823454
4770,Yoann Touzghar,29,1901,8,6.716610104776919,1,1.6966861709952354,35,13,1,0,F M S,Lens,5,4.436324718408287,7.0051044803112745,1.0829671630635858
536,Dimitri Payet,36,3073,7,4.081295307725668,16,13.184551294893026,67,129,2,0,M S,Marseille,7,4.081295307725668,21.181744568049908,13.86864638980478
677,Jordan Veretout,36,3218,7,5.043745825998485,6,7.16270240675658,52,72,6,0,M,Nantes,3,2.0034309132024646,8.079317931085825,5.074887913651764
739,Ola Toivonen,30,2412,7,9.741105418652296,1,2.7062333188951015,55,28,1,0,F S,Rennes,6,8.220915164798498,11.088810212910175,2.9580656327307224
960,Clinton N&#039;Jie,30,1518,7,8.375197726301849,7,3.3200892079621553,48,23,1,0,F M S,Lyon,7,8.375197726301849,14.162216857075691,3.5300449077039957
1678,Michy Batshuayi,24,889,7,6.189341150224209,0,0.4497255114838481,33,9,1,0,F M S,Marseille,7,5.429245986044407,7.098172749392688,1.599047651514411
3245,David Ngog,28,1739,7,5.745356408879161,1,1.1880748942494392,38,13,3,0,F S,Reims,7,5.745356408879161,5.749907726421952,1.6082409881055355
3293,Lucas Moura,29,1903,7,6.745659675449133,5,4.54651590064168,40,41,2,0,F S,Paris Saint Germain,5,5.225469436496496,13.237924985587597,7.19630909152329
3455,Raphael Guerreiro,34,2777,7,3.8840804491192102,3,3.649758504703641,53,43,1,0,D M S,Lorient,7,3.8840804491192102,10.07583949714899,4.285585733130574
3460,Benjamin Jeannot,31,2238,7,7.421188205480576,3,2.4054355872794986,67,30,0,0,D F S,Lorient,6,6.661093069240451,9.042564528528601,2.1828238940797746
3532,Herve Bazile,30,1749,7,4.787882854230702,3,2.953144483268261,49,29,4,0,M S,Caen,7,4.787882854230702,8.279437482357025,1.6639317087829113
3603,Corentin Tolisso,38,3314,7,5.569767940789461,2,1.4238327741622925,48,20,1,0,D M S,Lyon,7,5.569767940789461,15.20203110575676,11.572344325482845
4727,Dimitar Berbatov,26,1749,7,8.59213325381279,0,1.878398877568543,53,18,4,0,F M S,Monaco,5,7.071942947804928,9.812471896409988,2.9457932095974684
4771,Pablo Chavarria,31,2506,7,5.846533104777336,0,2.77673352509737,52,33,4,0,F M S,Lens,7,5.846533104777336,9.04225169122219,1.9095622524619102
1582,Aleksandar Pesic,34,2086,6,7.070400322787464,6,4.193798235617578,58,28,5,0,F S,Toulouse,6,7.070400322787464,9.739277958869934,0.8975224420428276
2272,Yannick Carrasco,36,2817,6,7.213999643456191,10,8.080862309783697,77,57,6,0,F M S,Monaco,6,7.213999643456191,15.832024972885847,5.931406465359032
3211,Martin Braithwaite,34,2105,6,8.263934943825006,2,2.011900559067726,72,15,0,0,F M S,Toulouse,6,8.263934943825006,11.37923870421946,1.6236843578517437
3237,Aissa Mandi,32,2805,6,4.306020660325885,2,2.567176440730691,22,22,3,0,D,Reims,6,4.306020660325885,6.967836696654558,5.067039135843515
3243,Gaëtan Charbonnier,33,2423,6,6.645488999783993,5,3.469241385348141,55,32,9,0,F M S,Reims,4,5.125298790633678,10.836740288883448,4.975137550383806
3328,Floyd Ayité,30,2338,6,3.513708256185055,2,3.020284258760512,55,28,4,0,F M S,SC Bastia,6,3.513708256185055,6.143292110413313,1.5779996812343597
