True,index,competition,gsm_id,awayteam_team2,hometeam_team1,kickoffDate,kickoffTime,pitchType,weatherType,tempCelcius,tempType,formation_team1,formation_team2,formation_time
3350,534,GerBL2,2255212,Hannover 96,Kaiserslautern,2016-08-05,18:30:00,Good,"Clear, Sun",22,Warm,4_2_2_2,4_2_3_1,80:29
3351,535,GerBL2,2255212,Hannover 96,Kaiserslautern,2016-08-05,18:30:00,Good,"Clear, Sun",22,Warm,4_2_3_1,4_2_3_1,58:13
3349,533,GerBL2,2255214,Union Berlin,Bochum,2016-08-06,11:00:00,Excellent,Cloud,21,Warm,4_2_3_1,4_3_3,79:30
3346,530,GerBL2,2255220,Nurnberg,Dynamo Dresden,2016-08-06,13:30:00,Excellent,"Clear, Sun",20,Warm,4_3_3,4_1_4_1,86:28
3347,531,GerBL2,2255219,Fortuna Dusseldorf,Sandhausen,2016-08-06,13:30:00,Excellent,"Cloud, Sun",23,Hot,4_1_4_1,4_2_3_1,72:49
3348,532,GerBL2,2255219,Fortuna Dusseldorf,Sandhausen,2016-08-06,13:30:00,Excellent,"Cloud, Sun",23,Hot,4_4_2,4_2_3_1,59:50
3345,529,GerBL2,2255216,1860 Munchen,Greuther Furth,2016-08-07,11:30:00,Average,Cloud,22,-,4_2_3_1,4_2_3_1,75:22
3340,524,GerBL2,2255217,Erzgebirge Aue,Heidenheim,2016-08-07,13:30:00,Excellent,"Clear, Sun",23,Hot,4_2_3_1,4_2_2_2,77:19
3341,525,GerBL2,2255217,Erzgebirge Aue,Heidenheim,2016-08-07,13:30:00,Excellent,"Clear, Sun",23,Hot,4_2_3_1,4_2_3_1,70:26
3342,526,GerBL2,2255217,Erzgebirge Aue,Heidenheim,2016-08-07,13:30:00,Excellent,"Clear, Sun",23,Hot,4_4_2,4_2_3_1,56:35
3343,527,GerBL2,2255215,Wurzburger Kickers,Eintracht Braunschweig,2016-08-07,13:30:00,"Dry, Excellent","Clear, Sun",20,Warm,4_4_2,4_2_3_1,84:24
3344,528,GerBL2,2255218,Karlsruher SC,Arminia Bielefeld,2016-08-07,13:30:00,Good,Sun,23,Warm,4_4_2,4_2_3_1,88:40
3337,521,GerBL2,2255213,St. Pauli,Stuttgart,2016-08-08,18:15:00,Excellent,"Cloud, Sun",24,Hot,4_2_3_1,4_2_3_1,69:18
3338,522,GerBL2,2255213,St. Pauli,Stuttgart,2016-08-08,18:15:00,Excellent,"Cloud, Sun",24,Hot,4_2_3_1,4_4_2,67:12
3339,523,GerBL2,2255213,St. Pauli,Stuttgart,2016-08-08,18:15:00,Excellent,"Cloud, Sun",24,Hot,4_2_3_1,5_4_1,78:23
3333,517,GerBL2,2255222,Heidenheim,Nurnberg,2016-08-12,16:30:00,Average,Cloud,17,-,4_4_2,4_3_3,86:46
3334,518,GerBL2,2255222,Heidenheim,Nurnberg,2016-08-12,16:30:00,Average,Cloud,17,-,4_1_4_1,4_3_3,02:16
3335,519,GerBL2,2255228,Sandhausen,Erzgebirge Aue,2016-08-12,16:30:00,Average,Cloud,18,-,4_2_3_1,4_4_2,82:48
3336,520,GerBL2,2255228,Sandhausen,Erzgebirge Aue,2016-08-12,16:30:00,Average,Light Rain,18,-,4_2_3_1,4_4_2,82:48
3330,514,GerBL2,2255226,Stuttgart,Fortuna Dusseldorf,2016-08-12,18:30:00,Excellent,Clear,22,Warm,4_1_4_1,4_4_2,86:30
3331,515,GerBL2,2255226,Stuttgart,Fortuna Dusseldorf,2016-08-12,18:30:00,Excellent,Clear,22,Warm,4_1_4_1,4_1_4_1,00:00
3332,516,GerBL2,2255226,Stuttgart,Fortuna Dusseldorf,2016-08-12,18:30:00,Excellent,Clear,22,Warm,4_1_4_1,3_4_3,78:45
3328,512,GerBL2,2255225,Bochum,Karlsruher SC,2016-08-13,11:00:00,Good,"Clear, Sun",26,Hot,4_4_2,4_1_4_1,81:28
3329,513,GerBL2,2255225,Bochum,Karlsruher SC,2016-08-13,11:00:00,Good,"Clear, Sun",26,Hot,4_2_3_1,4_1_4_1,00:00
3327,511,GerBL2,2255223,Eintracht Braunschweig,St. Pauli,2016-08-13,13:30:00,Excellent,Cloud,15,-,4_4_2,4_4_2,75:27
3326,510,GerBL2,2255221,Greuther Furth,Hannover 96,2016-08-14,11:30:00,"Excellent, Wet","Cloud, Sun",18,Warm,4_2_3_1,4_2_3_1,74:30
3322,506,GerBL2,2255229,Kaiserslautern,Wurzburger Kickers,2016-08-14,13:30:00,Excellent,"Clear, Cloud, Sun",25,Warm,4_3_3,4_4_2,79:05
3323,507,GerBL2,2255229,Kaiserslautern,Wurzburger Kickers,2016-08-14,13:30:00,Excellent,"Clear, Cloud, Sun",25,Warm,4_3_3,4_2_3_1,63:17
3324,508,GerBL2,2255227,Arminia Bielefeld,1860 Munchen,2016-08-14,13:30:00,Good,"Clear, Sun",23,Warm,4_4_2,4_4_2,78:16
3325,509,GerBL2,2255227,Arminia Bielefeld,1860 Munchen,2016-08-14,13:30:00,Good,"Clear, Sun",23,Warm,4_1_4_1,4_4_2,60:42
3320,504,GerBL2,2255224,Dynamo Dresden,Union Berlin,2016-08-15,18:15:00,Good,Cloud,17,Warm,4_3_3,4_2_2_2,84:59
3321,505,GerBL2,2255224,Dynamo Dresden,Union Berlin,2016-08-15,18:15:00,Good,Cloud,17,Warm,4_3_3,4_3_3,75:49
3315,499,GerBL2,2255230,Hannover 96,Bochum,2016-08-26,16:30:00,Excellent,Sun,30,Hot,4_2_3_1,4_2_3_1,80:06
3316,500,GerBL2,2255237,Stuttgart,Sandhausen,2016-08-26,16:30:00,"Excellent, Good",Sun,30,Hot,4_1_4_1,4_2_3_1,74:32
3317,501,GerBL2,2255235,Wurzburger Kickers,Heidenheim,2016-08-26,16:30:00,Good,"Clear, Sun",28,Hot,4_1_2_1_2,4_4_2,71:33
3318,502,GerBL2,2255235,Wurzburger Kickers,Heidenheim,2016-08-26,16:30:00,Good,"Clear, Sun",28,Hot,4_4_2,4_4_2,54:30
3319,503,GerBL2,2255235,Wurzburger Kickers,Heidenheim,2016-08-26,16:30:00,Good,"Clear, Sun",28,Hot,4_1_2_1_2,4_2_3_1,82:51
3312,496,GerBL2,2255233,Erzgebirge Aue,Greuther Furth,2016-08-27,11:00:00,Good,"Clear, Sun",30,Hot,4_2_3_1,4_2_3_1,88:06
3313,497,GerBL2,2255231,1860 Munchen,Karlsruher SC,2016-08-27,11:00:00,Excellent,"Clear, Sun",35,Hot,4_4_1_1,4_1_4_1,79:31
3314,498,GerBL2,2255231,1860 Munchen,Karlsruher SC,2016-08-27,11:00:00,Excellent,"Clear, Sun",35,Hot,4_2_3_1,4_1_4_1,00:00
3307,491,GerBL2,2255232,Nurnberg,Eintracht Braunschweig,2016-08-28,11:30:00,Average,"Clear, Sun",30,-,4_4_2,4_4_2,82:10
3308,492,GerBL2,2255238,St. Pauli,Dynamo Dresden,2016-08-28,11:30:00,Excellent,"Clear, Sun",31,Hot,4_3_3,4_4_2,70:50
3309,493,GerBL2,2255238,St. Pauli,Dynamo Dresden,2016-08-28,11:30:00,Excellent,"Clear, Sun",31,Hot,4_3_3,4_2_3_1,39:59
3310,494,GerBL2,2255236,Union Berlin,Arminia Bielefeld,2016-08-28,11:30:00,Excellent,"Clear, Sun",33,Hot,4_2_3_1,4_3_3,90:50
3311,495,GerBL2,2255236,Union Berlin,Arminia Bielefeld,2016-08-28,11:30:00,Excellent,"Clear, Sun",33,Hot,4_4_2,4_3_3,60:53
3306,490,GerBL2,2255234,Fortuna Dusseldorf,Kaiserslautern,2016-08-29,18:15:00,Excellent,Clear,28,-,4_2_3_1,4_1_4_1,82:25
3299,483,GerBL2,2255246,Eintracht Braunschweig,Erzgebirge Aue,2016-09-09,16:30:00,Average,Sun,23,Warm,4_2_3_1,5_4_1,74:49
3300,484,GerBL2,2255246,Eintracht Braunschweig,Erzgebirge Aue,2016-09-09,16:30:00,Average,Sun,23,Warm,4_2_3_1,4_1_4_1,61:38
3301,485,GerBL2,2255246,Eintracht Braunschweig,Erzgebirge Aue,2016-09-09,16:30:00,Average,Sun,23,Warm,4_2_3_1,4_4_2,23:41
3302,486,GerBL2,2255247,Bochum,Wurzburger Kickers,2016-09-09,16:30:00,Good,"Clear, Sun",25,Warm,4_3_3,4_2_3_1,82:00
