squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,league_name,league_country
vs Augsburg,30.0,53.4,34.0,374.0,3060.0,69.0,50.0,1.0,2.0,53.0,1.0,2.03,1.47,3.5,2.0,3.47,57.4,55.9,43.7,1.69,1.29,2.98,1.64,2.93,34.0,34.0,3060.0,51.0,1.5,158.0,113.0,0.709,18.0,8.0,8.0,9.0,26.5,5.0,5.0,0.0,0.0,34.0,3.0,11.0,1.0,49.3,0.29,-0.7,-0.02,300.0,671.0,44.7,1163.0,178.0,43.3,39.2,277.0,60.6,50.9,314.0,27.0,8.6,37.0,1.09,15.9,505.0,180.0,19.0,35.6,14.85,5.29,0.13,0.38,0.11,11.6,12.1,13972.0,17716.0,78.9,292583.0,101729.0,4955.0,5915.0,83.8,6332.0,7389.0,85.7,2515.0,3944.0,63.8,6.3,388.0,1106.0,314.0,75.0,1306.0,15880.0,1836.0,502.0,43.0,2650.0,607.0,407.0,172.0,19.0,36.0,8.0,11531.0,2355.0,3830.0,5055.0,10208.0,974.0,802.0,271.0,50.0,298.0,276.0,417.0,810.0,23.82,586.0,84.0,36.0,41.0,43.0,114.0,3.35,77.0,11.0,5.0,9.0,8.0,2.0,518.0,305.0,255.0,197.0,66.0,141.0,410.0,34.4,269.0,4993.0,1549.0,31.0,1461.0,2331.0,1201.0,555.0,100.0,3.0,455.0,278.0,738.0,8.0,21766.0,2138.0,6966.0,10782.0,5309.0,922.0,19998.0,328.0,539.0,60.9,361.0,14.0,14335.0,80280.0,43680.0,16359.0,13972.0,85.4,513.0,405.0,1.0,384.0,446.0,65.0,2.0,5.0,1.0,3432.0,476.0,444.0,51.7,Bundesliga,Germany
vs Bayern Munich,24.0,34.5,34.0,374.0,3060.0,31.0,22.0,5.0,6.0,56.0,6.0,0.91,0.65,1.56,0.76,1.41,25.9,21.4,16.2,0.76,0.48,1.24,0.63,1.11,34.0,34.0,3060.0,89.0,2.62,246.0,160.0,0.65,4.0,6.0,24.0,3.0,8.8,5.0,3.0,1.0,1.0,34.0,0.0,13.0,2.0,86.1,0.36,0.1,0.0,282.0,781.0,36.1,998.0,156.0,50.6,41.8,388.0,71.1,55.4,407.0,33.0,8.1,14.0,0.41,12.9,248.0,71.0,7.0,28.6,7.29,2.09,0.1,0.37,0.09,5.1,4.6,9258.0,12495.0,74.1,188332.0,70677.0,3548.0,4291.0,82.7,4058.0,4883.0,83.1,1530.0,2953.0,51.8,5.8,175.0,589.0,124.0,38.0,700.0,10987.0,1508.0,377.0,17.0,1979.0,369.0,207.0,68.0,7.0,11.0,3.0,7690.0,1800.0,3005.0,3606.0,7125.0,719.0,558.0,223.0,50.0,300.0,210.0,348.0,364.0,10.71,270.0,29.0,24.0,10.0,20.0,54.0,1.59,41.0,1.0,2.0,5.0,3.0,1.0,581.0,360.0,363.0,177.0,41.0,203.0,689.0,29.5,486.0,6863.0,1382.0,20.1,2724.0,2919.0,1220.0,581.0,131.0,2.0,450.0,313.0,833.0,10.0,16190.0,2853.0,7173.0,7095.0,2907.0,365.0,14716.0,279.0,445.0,62.7,305.0,13.0,9952.0,56785.0,30990.0,11353.0,9258.0,81.5,382.0,334.0,3.0,375.0,292.0,60.0,3.0,4.0,2.0,2578.0,291.0,347.0,45.6,Bundesliga,Germany
vs Dortmund,23.0,42.0,34.0,374.0,3060.0,44.0,25.0,4.0,5.0,68.0,3.0,1.29,0.74,2.03,1.18,1.91,39.6,35.8,23.7,1.16,0.7,1.86,1.05,1.75,34.0,34.0,3060.0,81.0,2.38,178.0,101.0,0.567,4.0,7.0,23.0,3.0,8.8,4.0,4.0,0.0,0.0,34.0,3.0,7.0,1.0,61.3,0.33,-18.7,-0.55,219.0,529.0,41.4,1002.0,121.0,40.3,37.4,228.0,54.8,48.0,212.0,14.0,6.6,20.0,0.59,14.5,339.0,130.0,10.0,38.3,9.97,3.82,0.12,0.31,0.11,4.4,4.2,12444.0,15842.0,78.6,253844.0,86382.0,4671.0,5449.0,85.7,5462.0,6422.0,85.1,2128.0,3487.0,61.0,1.3,240.0,912.0,269.0,89.0,1096.0,14345.0,1497.0,333.0,30.0,2245.0,496.0,374.0,162.0,17.0,16.0,6.0,10140.0,2294.0,3408.0,4711.0,9210.0,811.0,665.0,198.0,65.0,329.0,277.0,390.0,514.0,15.12,378.0,57.0,21.0,26.0,24.0,64.0,1.88,37.0,8.0,3.0,6.0,6.0,0.0,688.0,434.0,359.0,250.0,79.0,229.0,755.0,30.3,526.0,6445.0,1559.0,24.2,2182.0,3077.0,1186.0,571.0,120.0,4.0,451.0,340.0,638.0,3.0,19612.0,2174.0,6938.0,9332.0,4578.0,704.0,18166.0,267.0,459.0,58.2,291.0,13.0,12982.0,71547.0,38720.0,14574.0,12444.0,85.4,447.0,352.0,1.0,404.0,287.0,81.0,3.0,4.0,1.0,2936.0,288.0,304.0,48.6,Bundesliga,Germany
vs Düsseldorf,24.0,56.9,34.0,374.0,3060.0,65.0,35.0,7.0,7.0,57.0,4.0,1.91,1.03,2.94,1.71,2.74,60.2,55.1,38.5,1.77,1.13,2.9,1.62,2.75,34.0,34.0,3060.0,49.0,1.44,155.0,112.0,0.716,16.0,5.0,13.0,9.0,26.5,7.0,5.0,0.0,2.0,34.0,1.0,3.0,1.0,50.4,0.3,2.4,0.07,191.0,451.0,42.4,943.0,169.0,31.1,34.0,239.0,66.1,54.0,288.0,18.0,6.3,30.0,0.88,15.3,482.0,173.0,19.0,35.9,14.18,5.09,0.12,0.34,0.12,4.8,2.9,16262.0,19682.0,82.6,320296.0,106329.0,6263.0,7072.0,88.6,7339.0,8356.0,87.8,2476.0,3761.0,65.8,-3.5,338.0,1322.0,307.0,82.0,1457.0,18041.0,1641.0,445.0,38.0,2886.0,545.0,461.0,164.0,27.0,17.0,6.0,14052.0,2292.0,3338.0,5584.0,11949.0,883.0,707.0,271.0,46.0,324.0,309.0,387.0,742.0,21.82,512.0,70.0,57.0,45.0,43.0,94.0,2.76,62.0,2.0,10.0,12.0,6.0,0.0,460.0,315.0,200.0,197.0,63.0,150.0,450.0,33.3,300.0,4504.0,1330.0,29.5,1316.0,2008.0,1180.0,485.0,96.0,2.0,389.0,264.0,591.0,8.0,23449.0,1817.0,6364.0,12744.0,6096.0,859.0,21848.0,365.0,594.0,61.4,403.0,18.0,16576.0,97004.0,54578.0,18308.0,16262.0,88.8,429.0,430.0,2.0,445.0,418.0,56.0,5.0,7.0,1.0,3288.0,383.0,385.0,49.9,Bundesliga,Germany
vs Eint Frankfurt,30.0,52.7,34.0,374.0,3060.0,47.0,38.0,1.0,1.0,63.0,3.0,1.38,1.12,2.5,1.35,2.47,50.5,49.7,39.6,1.49,1.16,2.65,1.46,2.63,34.0,34.0,3060.0,60.0,1.76,146.0,90.0,0.616,10.0,9.0,15.0,5.0,14.7,4.0,4.0,0.0,0.0,34.0,0.0,9.0,0.0,56.3,0.37,-3.7,-0.11,312.0,750.0,41.6,1112.0,158.0,49.5,40.9,262.0,76.3,57.7,378.0,35.0,9.3,31.0,0.91,15.6,450.0,167.0,16.0,37.1,13.24,4.91,0.1,0.28,0.11,-3.5,-3.7,12907.0,16956.0,76.1,262462.0,99005.0,4997.0,6005.0,83.2,5473.0,6554.0,83.5,2243.0,3842.0,58.4,-1.6,342.0,1034.0,303.0,83.0,1253.0,15230.0,1726.0,468.0,24.0,2892.0,505.0,408.0,158.0,10.0,23.0,5.0,10492.0,2659.0,3805.0,4714.0,9748.0,1054.0,749.0,273.0,99.0,321.0,304.0,488.0,724.0,21.29,534.0,65.0,43.0,42.0,29.0,87.0,2.56,63.0,2.0,11.0,6.0,3.0,1.0,587.0,369.0,320.0,217.0,50.0,176.0,502.0,35.1,326.0,4754.0,1499.0,31.5,1590.0,2215.0,949.0,537.0,84.0,1.0,453.0,314.0,884.0,7.0,21101.0,2310.0,7373.0,10056.0,4943.0,831.0,19426.0,301.0,516.0,58.3,337.0,18.0,13407.0,77477.0,41280.0,15416.0,12907.0,83.7,488.0,413.0,3.0,377.0,408.0,108.0,0.0,4.0,0.0,3667.0,488.0,518.0,48.5,Bundesliga,Germany
vs Freiburg,28.0,55.8,34.0,374.0,3060.0,61.0,46.0,7.0,7.0,56.0,3.0,1.79,1.35,3.15,1.59,2.94,55.5,50.3,37.7,1.63,1.11,2.74,1.48,2.59,34.0,34.0,3060.0,46.0,1.35,153.0,114.0,0.732,14.0,12.0,8.0,9.0,26.5,6.0,5.0,1.0,0.0,34.0,3.0,5.0,2.0,46.1,0.28,2.1,0.06,262.0,581.0,45.1,1115.0,151.0,41.3,38.1,207.0,58.0,49.1,251.0,13.0,5.2,30.0,0.88,16.6,507.0,167.0,26.0,32.9,14.91,4.91,0.11,0.32,0.1,5.5,3.7,15596.0,19085.0,81.7,324043.0,104494.0,5378.0,6146.0,87.5,7350.0,8328.0,88.3,2690.0,4126.0,65.2,8.3,362.0,1268.0,359.0,90.0,1390.0,17474.0,1611.0,417.0,42.0,2574.0,566.0,472.0,185.0,14.0,35.0,4.0,13311.0,2172.0,3602.0,5671.0,11258.0,815.0,724.0,256.0,36.0,348.0,272.0,353.0,776.0,22.82,549.0,76.0,34.0,47.0,51.0,93.0,2.74,66.0,7.0,6.0,7.0,6.0,0.0,543.0,352.0,243.0,223.0,77.0,172.0,477.0,36.1,305.0,5193.0,1335.0,25.7,1396.0,2423.0,1374.0,467.0,108.0,4.0,359.0,255.0,677.0,7.0,22867.0,2032.0,6953.0,11467.0,6040.0,885.0,21290.0,338.0,547.0,61.8,374.0,20.0,16094.0,91982.0,50368.0,17875.0,15596.0,87.3,448.0,354.0,1.0,441.0,398.0,51.0,4.0,5.0,2.0,3272.0,470.0,395.0,54.3,Bundesliga,Germany
vs Hannover 96,32.0,53.7,34.0,374.0,3060.0,70.0,50.0,6.0,7.0,53.0,1.0,2.06,1.47,3.53,1.88,3.35,66.2,61.0,46.7,1.95,1.37,3.32,1.79,3.17,34.0,34.0,3060.0,31.0,0.91,113.0,86.0,0.752,23.0,6.0,5.0,12.0,35.3,3.0,3.0,0.0,0.0,34.0,1.0,4.0,1.0,29.1,0.24,-0.9,-0.03,255.0,630.0,40.5,901.0,142.0,50.5,41.6,248.0,70.6,56.1,236.0,27.0,11.4,31.0,0.91,15.5,551.0,220.0,13.0,39.9,16.21,6.47,0.12,0.29,0.11,3.8,3.0,13802.0,17601.0,78.4,280715.0,99024.0,5197.0,6136.0,84.7,6098.0,7155.0,85.2,2332.0,3803.0,61.3,3.3,428.0,1176.0,386.0,105.0,1416.0,15868.0,1733.0,451.0,31.0,2495.0,573.0,500.0,209.0,18.0,34.0,4.0,11494.0,2359.0,3748.0,4905.0,10379.0,915.0,762.0,240.0,52.0,346.0,282.0,450.0,892.0,26.24,646.0,76.0,66.0,44.0,42.0,110.0,3.24,72.0,8.0,10.0,12.0,6.0,0.0,637.0,418.0,290.0,263.0,84.0,192.0,537.0,35.8,345.0,5103.0,1620.0,31.7,1455.0,2439.0,1209.0,532.0,105.0,3.0,427.0,266.0,641.0,6.0,21596.0,1857.0,6295.0,10731.0,5941.0,952.0,19923.0,419.0,657.0,63.8,456.0,21.0,14577.0,85643.0,47328.0,16340.0,13805.0,84.5,476.0,379.0,0.0,451.0,406.0,60.0,4.0,3.0,1.0,3565.0,478.0,449.0,51.6,Bundesliga,Germany
vs Hertha BSC,26.0,51.9,34.0,374.0,3060.0,55.0,43.0,4.0,6.0,38.0,1.0,1.62,1.26,2.88,1.5,2.76,59.5,55.2,42.8,1.75,1.26,3.01,1.62,2.88,34.0,34.0,3060.0,49.0,1.44,144.0,98.0,0.688,13.0,10.0,11.0,8.0,23.5,4.0,4.0,0.0,0.0,34.0,2.0,8.0,0.0,47.3,0.32,-1.7,-0.05,242.0,576.0,42.0,942.0,132.0,45.0,38.6,222.0,68.5,52.9,330.0,24.0,7.3,19.0,0.56,14.9,493.0,154.0,12.0,31.2,14.5,4.53,0.1,0.33,0.12,-4.5,-4.2,13740.0,17526.0,78.4,269999.0,97416.0,5549.0,6416.0,86.5,5965.0,7072.0,84.3,2050.0,3527.0,58.1,0.2,364.0,1134.0,316.0,70.0,1346.0,15783.0,1743.0,497.0,55.0,2856.0,510.0,402.0,184.0,23.0,23.0,5.0,11550.0,2377.0,3599.0,5328.0,9980.0,860.0,757.0,230.0,63.0,330.0,283.0,462.0,767.0,22.56,562.0,72.0,41.0,39.0,38.0,96.0,2.82,70.0,5.0,5.0,6.0,6.0,2.0,546.0,346.0,290.0,206.0,50.0,155.0,520.0,29.8,365.0,5421.0,1455.0,26.8,1688.0,2724.0,1009.0,457.0,95.0,2.0,362.0,292.0,730.0,5.0,21380.0,1956.0,6447.0,10866.0,5456.0,860.0,19700.0,317.0,496.0,63.9,341.0,15.0,14432.0,81688.0,43593.0,16152.0,13740.0,85.1,405.0,396.0,0.0,414.0,428.0,74.0,4.0,4.0,0.0,3413.0,452.0,497.0,47.6,Bundesliga,Germany
vs Hoffenheim,29.0,46.4,34.0,374.0,3060.0,51.0,31.0,7.0,7.0,54.0,3.0,1.5,0.91,2.41,1.29,2.21,51.9,46.6,32.5,1.53,0.96,2.48,1.37,2.33,34.0,34.0,3060.0,71.0,2.09,214.0,147.0,0.696,9.0,12.0,13.0,2.0,5.9,7.0,6.0,0.0,1.0,34.0,1.0,4.0,1.0,68.6,0.3,-0.4,-0.01,296.0,641.0,46.2,941.0,187.0,45.5,39.4,329.0,64.7,52.3,340.0,25.0,7.4,21.0,0.62,13.9,462.0,165.0,15.0,35.7,13.59,4.85,0.1,0.27,0.1,-0.9,-2.6,12111.0,15622.0,77.5,247864.0,93082.0,4569.0,5390.0,84.8,5346.0,6323.0,84.5,2049.0,3404.0,60.2,-1.5,336.0,938.0,315.0,77.0,1230.0,13870.0,1752.0,493.0,42.0,2344.0,500.0,442.0,164.0,18.0,19.0,4.0,10283.0,1854.0,3485.0,4294.0,9291.0,806.0,665.0,271.0,53.0,289.0,298.0,407.0,726.0,21.35,507.0,66.0,55.0,37.0,47.0,85.0,2.5,60.0,4.0,2.0,8.0,8.0,1.0,595.0,375.0,322.0,196.0,77.0,213.0,636.0,33.5,423.0,6063.0,1685.0,27.8,2183.0,2638.0,1242.0,571.0,128.0,7.0,443.0,286.0,796.0,6.0,19754.0,2345.0,6610.0,9444.0,5073.0,896.0,18056.0,323.0,539.0,59.9,349.0,13.0,12716.0,78876.0,45565.0,14357.0,12111.0,84.4,433.0,377.0,1.0,381.0,456.0,67.0,7.0,7.0,1.0,3082.0,367.0,342.0,51.8,Bundesliga,Germany
vs Leverkusen,21.0,40.1,34.0,374.0,3060.0,49.0,35.0,4.0,6.0,70.0,2.0,1.44,1.03,2.47,1.32,2.35,43.6,39.1,28.6,1.28,0.84,2.13,1.15,1.99,34.0,34.0,3060.0,69.0,2.03,188.0,123.0,0.654,12.0,4.0,18.0,4.0,11.8,5.0,4.0,1.0,0.0,34.0,2.0,7.0,1.0,64.8,0.33,-3.2,-0.1,257.0,638.0,40.3,830.0,147.0,52.8,42.5,272.0,73.5,55.0,324.0,20.0,6.2,22.0,0.65,14.4,377.0,137.0,12.0,36.3,11.09,4.03,0.12,0.33,0.11,5.4,5.9,10805.0,14479.0,74.6,220846.0,82690.0,4104.0,5014.0,81.9,4644.0,5656.0,82.1,1895.0,3293.0,57.5,6.4,271.0,844.0,236.0,68.0,1126.0,12851.0,1628.0,402.0,25.0,2201.0,405.0,331.0,162.0,8.0,25.0,2.0,8955.0,2082.0,3442.0,4218.0,8156.0,844.0,689.0,237.0,68.0,269.0,280.0,452.0,593.0,17.44,432.0,51.0,36.0,32.0,29.0,84.0,2.47,56.0,4.0,5.0,11.0,6.0,2.0,607.0,394.0,286.0,270.0,51.0,203.0,604.0,33.6,401.0,6747.0,1610.0,23.9,2224.0,3231.0,1292.0,603.0,118.0,3.0,485.0,358.0,843.0,8.0,18560.0,2161.0,6247.0,8889.0,4551.0,695.0,16976.0,338.0,547.0,61.8,365.0,19.0,11528.0,64908.0,35504.0,13181.0,10805.0,82.0,445.0,383.0,1.0,415.0,355.0,78.0,4.0,4.0,1.0,3192.0,375.0,404.0,48.1,Bundesliga,Germany
