club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Bayern Munich,Leon Goretzka,23,Central Midfield,FC Schalke 04,Free transfer,in,Summer,0,1 Bundesliga,2018,2018/2019
Bayern Munich,Ron-Thorben Hoffmann,19,Goalkeeper,FC Bayern U19,-,in,Summer,0,1 Bundesliga,2018,2018/2019
Bayern Munich,Douglas Costa,27,Right Winger,Juventus,"End of loanJun 30, 2018",in,Summer,0,1 Bundesliga,2018,2018/2019
Bayern Munich,Serge Gnabry,22,Right Winger,TSG Hoffenheim,"End of loanJun 30, 2018",in,Summer,0,1 Bundesliga,2018,2018/2019
Bayern Munich,Renato Sanches,20,Central Midfield,Swansea,"End of loanJun 30, 2018",in,Summer,0,1 Bundesliga,2018,2018/2019
Bayern Munich,Douglas Costa,27,Right Winger,Juventus,£36.00m,out,Summer,36,1 Bundesliga,2018,2018/2019
Bayern Munich,Arturo Vidal,31,Central Midfield,FC Barcelona,£16.20m,out,Summer,16.2,1 Bundesliga,2018,2018/2019
Bayern Munich,Sebastian Rudy,28,Defensive Midfield,FC Schalke 04,£14.40m,out,Summer,14.4,1 Bundesliga,2018,2018/2019
Bayern Munich,Juan Bernat,25,Left-Back,Paris SG,£4.50m,out,Summer,4.5,1 Bundesliga,2018,2018/2019
Bayern Munich,Niklas Dorsch,20,Defensive Midfield,1.FC Heidenheim,Free transfer,out,Summer,0,1 Bundesliga,2018,2018/2019
Bayern Munich,Fabian Benko,20,Attacking Midfield,LASK,Free transfer,out,Summer,0,1 Bundesliga,2018,2018/2019
Bayern Munich,Felix Götze,20,Defensive Midfield,FC Augsburg,Free transfer,out,Summer,0,1 Bundesliga,2018,2018/2019
Bayern Munich,Tom Starke,37,Goalkeeper,Retired,-,out,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Sebastian Rudy,28,Defensive Midfield,Bayern Munich,£14.40m,in,Summer,14.4,1 Bundesliga,2018,2018/2019
FC Schalke 04,Suat Serdar,21,Central Midfield,1.FSV Mainz 05,£9.90m,in,Summer,9.9,1 Bundesliga,2018,2018/2019
FC Schalke 04,Omar Mascarell,25,Defensive Midfield,Real Madrid,£9.00m,in,Summer,9,1 Bundesliga,2018,2018/2019
FC Schalke 04,Salif Sané,27,Centre-Back,Hannover 96,£6.30m,in,Summer,6.3,1 Bundesliga,2018,2018/2019
FC Schalke 04,Hamza Mendyl,20,Left-Back,LOSC Lille,£5.40m,in,Summer,5.4,1 Bundesliga,2018,2018/2019
FC Schalke 04,Steven Skrzybski,25,Right Winger,Union Berlin,£2.88m,in,Summer,2.88,1 Bundesliga,2018,2018/2019
FC Schalke 04,Mark Uth,26,Second Striker,TSG Hoffenheim,Free transfer,in,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Nassim Boujellab,19,Central Midfield,Schalke 04 II,-,in,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Benjamin Goller,19,Right Winger,Schalke 04 U19,-,in,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Haji Wright,20,Centre-Forward,SV Sandhausen,"End of loanJun 30, 2018",in,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Luke Hemmerich,20,Right-Back,VfL Bochum,"End of loanJun 30, 2018",in,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Benedikt Höwedes,30,Centre-Back,Juventus,"End of loanJun 30, 2018",in,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Johannes Geis,24,Defensive Midfield,Sevilla FC,"End of loanJun 30, 2018",in,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Coke,31,Right-Back,Levante,"End of loanJun 30, 2018",in,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Donis Avdijaj,21,Left Winger,Roda JC,"End of loanJun 30, 2018",in,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Thilo Kehrer,21,Right-Back,Paris SG,£33.30m,out,Summer,33.3,1 Bundesliga,2018,2018/2019
FC Schalke 04,Benedikt Höwedes,30,Centre-Back,Loko Moscow,£4.50m,out,Summer,4.5,1 Bundesliga,2018,2018/2019
FC Schalke 04,Coke,31,Right-Back,Levante,£1.35m,out,Summer,1.35,1 Bundesliga,2018,2018/2019
FC Schalke 04,Bernard Tekpetey,20,Right Winger,SC Paderborn,£135Th.,out,Summer,0.135,1 Bundesliga,2018,2018/2019
FC Schalke 04,Leon Goretzka,23,Central Midfield,Bayern Munich,Free transfer,out,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Luke Hemmerich,20,Right-Back,Erzgebirge Aue,Free transfer,out,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Donis Avdijaj,21,Left Winger,Willem II,Free transfer,out,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Max Meyer,22,Attacking Midfield,Crystal Palace,Free transfer,out,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Pablo Insua,24,Centre-Back,SD Huesca,Loan,out,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Haji Wright,20,Centre-Forward,Schalke 04 II,-,out,Summer,0,1 Bundesliga,2018,2018/2019
FC Schalke 04,Marko Pjaca,23,Left Winger,Juventus,"End of loanJun 30, 2018",out,Summer,0,1 Bundesliga,2018,2018/2019
TSG 1899 Hoffenheim,Kasim Adams,23,Centre-Back,BSC Young Boys,£7.20m,in,Summer,7.2,1 Bundesliga,2018,2018/2019
TSG 1899 Hoffenheim,Leonardo Bittencourt,24,Attacking Midfield,1. FC Köln,£5.40m,in,Summer,5.4,1 Bundesliga,2018,2018/2019
TSG 1899 Hoffenheim,Ishak Belfodil,26,Centre-Forward,Standard Liège,£4.95m,in,Summer,4.95,1 Bundesliga,2018,2018/2019
