,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Aleix Vidal,"€ 67,308","€ 3,500,000","€ 3,500,000",F,30,Spain,Alaves,La Liga,2019-2020
1,Ljubomir Fejsa,"€ 41,346","€ 2,150,000","€ 2,150,000",M,31,Serbia,Alaves,La Liga,2019-2020
2,John Guidetti,"€ 35,000","€ 1,820,000","€ 1,820,000",F,27,Sweden,Alaves,La Liga,2019-2020
3,Roberto,"€ 34,808","€ 1,810,000","€ 1,810,000",K,33,Spain,Alaves,La Liga,2019-2020
4,Fernando Pacheco,"€ 27,308","€ 1,420,000","€ 1,420,000",K,27,Spain,Alaves,La Liga,2019-2020
5,Lucas Pérez,"€ 23,654","€ 1,230,000","€ 1,230,000",F,31,Spain,Alaves,La Liga,2019-2020
6,Mubarak Wakaso,"€ 15,577","€ 810,000","€ 810,000",M,29,Ghana,Alaves,La Liga,2019-2020
7,Jeando Fuchs,"€ 15,385","€ 800,000","€ 800,000",M,21,Cameroon,Alaves,La Liga,2019-2020
8,Tomás Pina,"€ 15,000","€ 780,000","€ 780,000",M,31,Spain,Alaves,La Liga,2019-2020
9,Oliver Burke,"€ 14,615","€ 760,000","€ 760,000",F,22,Scotland,Alaves,La Liga,2019-2020
10,Víctor Camarasa,"€ 14,615","€ 760,000","€ 760,000",M,25,Spain,Alaves,La Liga,2019-2020
11,Luis Rioja,"€ 14,423","€ 750,000","€ 750,000",F,25,Spain,Alaves,La Liga,2019-2020
12,Víctor Laguardia,"€ 13,654","€ 710,000","€ 710,000",D,29,Spain,Alaves,La Liga,2019-2020
13,Rodrigo Ely,"€ 12,500","€ 650,000","€ 650,000",D,25,Brazil,Alaves,La Liga,2019-2020
14,Daniel Torres,"€ 12,500","€ 650,000","€ 650,000",M,29,Colombia,Alaves,La Liga,2019-2020
15,Rubén Duarte,"€ 12,500","€ 650,000","€ 650,000",D,23,Spain,Alaves,La Liga,2019-2020
16,Joselu,"€ 12,500","€ 650,000","€ 650,000",F,29,Spain,Alaves,La Liga,2019-2020
17,Pere Pons,"€ 11,154","€ 580,000","€ 580,000",M,26,Spain,Alaves,La Liga,2019-2020
18,Burgui,"€ 9,808","€ 510,000","€ 510,000",F,25,Spain,Alaves,La Liga,2019-2020
19,Manu García,"€ 9,038","€ 470,000","€ 470,000",M,33,Spain,Alaves,La Liga,2019-2020
20,Martin Aguirregabiria,"€ 9,038","€ 470,000","€ 470,000",D,23,Spain,Alaves,La Liga,2019-2020
21,Ximo Navarro,"€ 8,462","€ 440,000","€ 440,000",D,29,Spain,Alaves,La Liga,2019-2020
22,Edgar Méndez,"€ 8,462","€ 440,000","€ 440,000",F,30,Spain,Alaves,La Liga,2019-2020
23,Adrián Marín,"€ 5,769","€ 300,000","€ 300,000",D,22,Spain,Alaves,La Liga,2019-2020
24,Antonio Sivera,"€ 5,577","€ 290,000","€ 290,000",K,23,Spain,Alaves,La Liga,2019-2020
25,Rafa Navarro,"€ 5,000","€ 260,000","€ 260,000",D,25,Spain,Alaves,La Liga,2019-2020
26,Ismael Gutiérrez,"€ 4,423","€ 230,000","€ 230,000",M,19,Spain,Alaves,La Liga,2019-2020
27,Javi Muñoz,"€ 3,077","€ 160,000","€ 160,000",M,24,Spain,Alaves,La Liga,2019-2020
28,Tachi,"€ 2,692","€ 140,000","€ 140,000",D,22,Spain,Alaves,La Liga,2019-2020
29,Lisandro Magallán,"€ 2,308","€ 120,000","€ 120,000",D,25,Argentina,Alaves,La Liga,2019-2020
30,Borja Sainz,€ 769,"€ 40,000","€ 40,000",F,19,Spain,Alaves,La Liga,2019-2020
