,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Martin Braithwaite,"€ 115,385","€ 6,000,000","€ 6,000,000",F,28,Denmark,Leganes,La Liga,2019-2020
1,Guido Carrillo,"€ 69,615","€ 3,620,000","€ 3,620,000",F,28,Argentina,Leganes,La Liga,2019-2020
2,Youssef En-Nesyri,"€ 57,692","€ 3,000,000","€ 3,000,000",F,22,Morocco,Leganes,La Liga,2019-2020
3,Roque Mesa,"€ 55,000","€ 2,860,000","€ 2,860,000",M,30,Spain,Leganes,La Liga,2019-2020
4,Ibrahim Amadou,"€ 43,077","€ 2,240,000","€ 2,240,000",M,26,France,Leganes,La Liga,2019-2020
5,Dimitrios Siovas,"€ 26,923","€ 1,400,000","€ 1,400,000",D,30,Greece,Leganes,La Liga,2019-2020
6,Marc Navarro,"€ 26,731","€ 1,390,000","€ 1,390,000",D,24,Spain,Leganes,La Liga,2019-2020
7,Roberto Rosales,"€ 25,962","€ 1,350,000","€ 1,350,000",D,30,Venezuela,Leganes,La Liga,2019-2020
8,Sabin Merino,"€ 23,269","€ 1,210,000","€ 1,210,000",F,27,Spain,Leganes,La Liga,2019-2020
9,Rubén Pérez,"€ 20,000","€ 1,040,000","€ 1,040,000",M,30,Spain,Leganes,La Liga,2019-2020
10,Roger Assalé,"€ 18,462","€ 960,000","€ 960,000",F,26,Cote d'Ivoire,Leganes,La Liga,2019-2020
11,Iván Cuéllar,"€ 17,692","€ 920,000","€ 920,000",K,35,Spain,Leganes,La Liga,2019-2020
12,Miguel Ángel Guerrero,"€ 17,500","€ 910,000","€ 910,000",F,29,Spain,Leganes,La Liga,2019-2020
13,Kenneth Omeruo,"€ 15,000","€ 780,000","€ 780,000",D,25,Nigeria,Leganes,La Liga,2019-2020
14,Javi Eraso,"€ 14,038","€ 730,000","€ 730,000",F,29,Spain,Leganes,La Liga,2019-2020
15,José Manuel Arnáiz,"€ 12,885","€ 670,000","€ 670,000",F,24,Spain,Leganes,La Liga,2019-2020
16,Recio,"€ 11,731","€ 610,000","€ 610,000",M,28,Spain,Leganes,La Liga,2019-2020
17,Jonathan Silva,"€ 11,731","€ 610,000","€ 610,000",D,25,Argentina,Leganes,La Liga,2019-2020
18,Kévin Rodrigues,"€ 10,962","€ 570,000","€ 570,000",D,25,Portugal,Leganes,La Liga,2019-2020
19,Óscar Rodríguez,"€ 10,769","€ 560,000","€ 560,000",F,21,Spain,Leganes,La Liga,2019-2020
20,Unai Bustinza,"€ 10,577","€ 550,000","€ 550,000",D,27,Spain,Leganes,La Liga,2019-2020
21,Aitor Ruibal,"€ 10,000","€ 520,000","€ 520,000",F,23,Spain,Leganes,La Liga,2019-2020
22,Alexander Szymanowski,"€ 9,231","€ 480,000","€ 480,000",F,30,Argentina,Leganes,La Liga,2019-2020
23,Rodrigo Tarín,"€ 8,654","€ 450,000","€ 450,000",D,23,Spain,Leganes,La Liga,2019-2020
24,Juan Soriano,"€ 6,923","€ 360,000","€ 360,000",K,22,Spain,Leganes,La Liga,2019-2020
25,Fede Varela,"€ 6,731","€ 350,000","€ 350,000",F,22,Argentina,Leganes,La Liga,2019-2020
26,Christian Rivera,"€ 6,346","€ 330,000","€ 330,000",M,22,Spain,Leganes,La Liga,2019-2020
27,Vasyl Kravets,"€ 6,154","€ 320,000","€ 320,000",D,22,Ukraine,Leganes,La Liga,2019-2020
28,Bryan Gil,"€ 4,808","€ 250,000","€ 250,000",F,18,Spain,Leganes,La Liga,2019-2020
29,Chidozie Awaziem,"€ 3,846","€ 200,000","€ 200,000",D,22,Nigeria,Leganes,La Liga,2019-2020
30,André Grandi,"€ 1,538","€ 80,000","€ 80,000",K,22,Brazil,Leganes,La Liga,2019-2020
